task,repeat,outer_fold,panel_size,effective_gene_count,n_train,n_test,analysis_provenance,f1_macro,f1_weighted,balanced_accuracy,log_loss,precision_adjacent_normal,recall_adjacent_normal,f1_adjacent_normal,precision_healthy,recall_healthy,f1_healthy,precision_tumor,recall_tumor,f1_tumor,roc_auc_ovr_macro,brier_score_multiclass,roc_auc,pr_auc,brier_score,sensitivity,specificity,negative_predictive_value,positive_predictive_value
task_a_three_class,1,2,20,20,196,50,raw_cel_rma,0.9128870112851807,0.9215513700639559,0.9333333333333332,0.26224648773718473,0.9444444444444444,0.85,0.8947368421052632,0.7692307692307693,1.0,0.8695652173913043,1.0,0.95,0.9743589743589743,0.9900000000000001,0.1360014492907266,,,,,,,
task_a_three_class,1,2,full_nonzero,20,196,50,raw_cel_rma,0.9128870112851807,0.9215513700639559,0.9333333333333332,0.26224648773718473,0.9444444444444444,0.85,0.8947368421052632,0.7692307692307693,1.0,0.8695652173913043,1.0,0.95,0.9743589743589743,0.9900000000000001,0.1360014492907266,,,,,,,
task_a_three_class,1,2,nested_selected_policy,10,196,50,raw_cel_rma,0.9355089355089355,0.9407925407925407,0.9499999999999998,0.2663059488699362,0.9473684210526315,0.9,0.9230769230769231,0.8333333333333334,1.0,0.9090909090909091,1.0,0.95,0.9743589743589743,0.9888888888888889,0.13904597409903421,,,,,,,
task_a_three_class,1,3,3,3,198,48,raw_cel_rma,0.921727395411606,0.9366565452091767,0.9157894736842106,0.31552512666376964,0.9,0.9473684210526315,0.9230769230769231,0.8888888888888888,0.8,0.8421052631578947,1.0,1.0,1.0,0.9706291591046581,0.15922077492605072,,,,,,,
task_a_three_class,1,3,5,5,198,48,raw_cel_rma,0.921727395411606,0.9366565452091767,0.9157894736842106,0.2674081514305965,0.9,0.9473684210526315,0.9230769230769231,0.8888888888888888,0.8,0.8421052631578947,1.0,1.0,1.0,0.9717785843920145,0.138252430958294,,,,,,,
task_a_three_class,1,3,10,10,198,48,raw_cel_rma,0.9491228070175438,0.9583333333333334,0.9491228070175438,0.23105795542989652,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9,0.9,0.9,1.0,1.0,1.0,0.9801875378100423,0.12599459597657173,,,,,,,
task_a_three_class,1,3,15,15,198,48,raw_cel_rma,0.9491228070175438,0.9583333333333334,0.9491228070175438,0.21252317709115434,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9,0.9,0.9,1.0,1.0,1.0,0.9825468844525106,0.11345413049522558,,,,,,,
task_a_three_class,1,3,20,20,198,48,raw_cel_rma,0.9491228070175438,0.9583333333333334,0.9491228070175438,0.19442362493965648,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9,0.9,0.9,1.0,1.0,1.0,0.9866606170598912,0.10295900246829671,,,,,,,
task_a_three_class,1,3,full_nonzero,47,198,48,raw_cel_rma,0.921727395411606,0.9366565452091767,0.9157894736842106,0.18516185670874327,0.9,0.9473684210526315,0.9230769230769231,0.8888888888888888,0.8,0.8421052631578947,1.0,1.0,1.0,0.9866606170598912,0.09980591137804291,,,,,,,
task_a_three_class,1,3,nested_selected_policy,10,198,48,raw_cel_rma,0.9491228070175438,0.9583333333333334,0.9491228070175438,0.23105795542989652,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9,0.9,0.9,1.0,1.0,1.0,0.9801875378100423,0.12599459597657173,,,,,,,
task_a_three_class,1,4,3,3,198,48,raw_cel_rma,0.9511784511784511,0.9590698653198654,0.9649122807017544,0.18419722416831777,1.0,0.8947368421052632,0.9444444444444444,0.8333333333333334,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,0.08030461594265868,,,,,,,
task_a_three_class,1,4,5,5,198,48,raw_cel_rma,0.9511784511784511,0.9590698653198654,0.9649122807017544,0.1505943155486559,1.0,0.8947368421052632,0.9444444444444444,0.8333333333333334,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,0.06238954908933622,,,,,,,
task_a_three_class,1,4,10,10,198,48,raw_cel_rma,0.9751179751179752,0.9793811668811668,0.9824561403508771,0.10903558396911839,1.0,0.9473684210526315,0.972972972972973,0.9090909090909091,1.0,0.9523809523809523,1.0,1.0,1.0,1.0,0.04048023743686164,,,,,,,
task_a_three_class,1,4,15,15,198,48,raw_cel_rma,0.9751179751179752,0.9793811668811668,0.9824561403508771,0.10804615912567976,1.0,0.9473684210526315,0.972972972972973,0.9090909090909091,1.0,0.9523809523809523,1.0,1.0,1.0,1.0,0.04100428351917044,,,,,,,
task_a_three_class,1,4,20,20,198,48,raw_cel_rma,0.9751179751179752,0.9793811668811668,0.9824561403508771,0.10912031005883764,1.0,0.9473684210526315,0.972972972972973,0.9090909090909091,1.0,0.9523809523809523,1.0,1.0,1.0,1.0,0.04196079371755294,,,,,,,
task_a_three_class,1,4,full_nonzero,33,198,48,raw_cel_rma,0.9751179751179752,0.9793811668811668,0.9824561403508771,0.10883899496938676,1.0,0.9473684210526315,0.972972972972973,0.9090909090909091,1.0,0.9523809523809523,1.0,1.0,1.0,1.0,0.0418453191560291,,,,,,,
task_a_three_class,1,4,nested_selected_policy,10,198,48,raw_cel_rma,0.9751179751179752,0.9793811668811668,0.9824561403508771,0.10903558396911839,1.0,0.9473684210526315,0.972972972972973,0.9090909090909091,1.0,0.9523809523809523,1.0,1.0,1.0,1.0,0.04048023743686164,,,,,,,
task_a_three_class,2,0,3,3,196,50,raw_cel_rma,0.9070753807595913,0.9200694042799304,0.9,0.3095486877617856,0.8636363636363636,0.95,0.9047619047619048,0.8888888888888888,0.8,0.8421052631578947,1.0,0.95,0.9743589743589743,0.9766666666666667,0.1639954328723565,,,,,,,
task_a_three_class,2,0,5,5,196,50,raw_cel_rma,0.9070753807595913,0.9200694042799304,0.9,0.27908139548800615,0.8636363636363636,0.95,0.9047619047619048,0.8888888888888888,0.8,0.8421052631578947,1.0,0.95,0.9743589743589743,0.9836111111111111,0.15103549791969828,,,,,,,
task_a_three_class,2,0,10,10,196,50,raw_cel_rma,0.9337294142172191,0.9404752970606629,0.9333333333333332,0.2455636603901493,0.9047619047619048,0.95,0.926829268292683,0.9,0.9,0.9,1.0,0.95,0.9743589743589743,0.9880555555555555,0.1320606880100127,,,,,,,
task_a_three_class,2,0,15,15,196,50,raw_cel_rma,0.8900513478818999,0.8996405648267009,0.8833333333333334,0.25174746631804423,0.8571428571428571,0.9,0.8780487804878049,0.8888888888888888,0.8,0.8421052631578947,0.95,0.95,0.95,0.9852777777777778,0.14164962157602207,,,,,,,
task_a_three_class,2,0,20,20,196,50,raw_cel_rma,0.8900513478818999,0.8996405648267009,0.8833333333333334,0.24344599471281028,0.8571428571428571,0.9,0.8780487804878049,0.8888888888888888,0.8,0.8421052631578947,0.95,0.95,0.95,0.9863888888888889,0.13526006238503807,,,,,,,
task_a_three_class,2,0,full_nonzero,39,196,50,raw_cel_rma,0.9166666666666666,0.92,0.9166666666666666,0.24332274915253904,0.9,0.9,0.9,0.9,0.9,0.9,0.95,0.95,0.95,0.9858333333333333,0.13590019285151156,,,,,,,
task_a_three_class,2,0,nested_selected_policy,5,196,50,raw_cel_rma,0.9070753807595913,0.9200694042799304,0.9,0.27908139548800615,0.8636363636363636,0.95,0.9047619047619048,0.8888888888888888,0.8,0.8421052631578947,1.0,0.95,0.9743589743589743,0.9836111111111111,0.15103549791969828,,,,,,,
task_a_three_class,2,1,3,3,196,50,raw_cel_rma,0.9355089355089355,0.9407925407925407,0.9499999999999998,0.21725703190576362,0.9473684210526315,0.9,0.9230769230769231,0.8333333333333334,1.0,0.9090909090909091,1.0,0.95,0.9743589743589743,0.9911111111111112,0.1010404861562288,,,,,,,
task_a_three_class,2,1,5,5,196,50,raw_cel_rma,0.9521531100478469,0.9607655502392345,0.9666666666666667,0.1668054469630021,1.0,0.9,0.9473684210526315,0.8333333333333334,1.0,0.9090909090909091,1.0,1.0,1.0,0.9944444444444445,0.08237196129241886,,,,,,,
task_a_three_class,2,1,10,10,196,50,raw_cel_rma,0.9267399267399267,0.9406593406593408,0.9333333333333332,0.1291990119421724,0.9473684210526315,0.9,0.9230769230769231,0.8181818181818182,0.9,0.8571428571428571,1.0,1.0,1.0,0.9958333333333332,0.06638774506031558,,,,,,,
task_a_three_class,2,1,15,15,196,50,raw_cel_rma,0.9267399267399267,0.9406593406593408,0.9333333333333332,0.1285160759248715,0.9473684210526315,0.9,0.9230769230769231,0.8181818181818182,0.9,0.8571428571428571,1.0,1.0,1.0,0.9958333333333332,0.06993602470533786,,,,,,,
task_a_three_class,2,1,20,20,196,50,raw_cel_rma,0.9267399267399267,0.9406593406593408,0.9333333333333332,0.12571250761180391,0.9473684210526315,0.9,0.9230769230769231,0.8181818181818182,0.9,0.8571428571428571,1.0,1.0,1.0,0.9958333333333332,0.06912249226566104,,,,,,,
task_a_three_class,2,1,full_nonzero,46,196,50,raw_cel_rma,0.9267399267399267,0.9406593406593408,0.9333333333333332,0.12328503993783045,0.9473684210526315,0.9,0.9230769230769231,0.8181818181818182,0.9,0.8571428571428571,1.0,1.0,1.0,0.9958333333333332,0.0683677310183482,,,,,,,
task_a_three_class,2,1,nested_selected_policy,5,196,50,raw_cel_rma,0.9521531100478469,0.9607655502392345,0.9666666666666667,0.1668054469630021,1.0,0.9,0.9473684210526315,0.8333333333333334,1.0,0.9090909090909091,1.0,1.0,1.0,0.9944444444444445,0.08237196129241886,,,,,,,
