"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","gene_set","database"
"R-HSA-389957","Prefoldin mediated transfer of substrate  to CCT/TriC","13/1651","24/10634",0.541666666666667,3.48884514435696,5.23282906471806,1.34419523280556e-05,0.000151600966105891,0.000118940266741323,"CCT6A/CCT3/CCT7/PFDN2/CCT4/CCT2/CCT8/PFDN4/CCT5/CCT6B/TUBA4A/TUBB3/VBP1",13,"tumor_vs_adjacent_up","Reactome"
"R-HSA-9709603","Impaired BRCA2 binding to PALB2","13/1651","24/10634",0.541666666666667,3.48884514435696,5.23282906471806,1.34419523280556e-05,0.000151600966105891,0.000118940266741323,"PALB2/BRCA2/EXO1/RAD51AP1/DNA2/BLM/BRCA1/RAD50/NBN/RAD51C/BARD1/RAD51/RMI2",13,"tumor_vs_adjacent_up","Reactome"
"R-HSA-5696399","Global Genome Nucleotide Excision Repair (GG-NER)","28/1651","81/10634",0.345679012345679,2.22649946534461,4.75020822519258,1.77875783940217e-05,0.000198437526910525,0.000155686424621731,"ACTL6A/RUVBL1/RFC3/POLD2/ACTR5/UBE2I/INO80B/CDK7/CUL4A/LIG1/RFC2/CETN2/RAD23A/PARP1/COPS7B/RFC5/MNAT1/ERCC1/PCNA/COPS8/POLE2/POLD1/TFPT/RPA3/POLE3/GTF2H3/UBE2V2/PARP2",28,"tumor_vs_adjacent_up","Reactome"
"R-HSA-73933","Resolution of Abasic Sites (AP sites)","17/1651","38/10634",0.447368421052632,2.88147534189805,4.98092609823541,1.78593774219473e-05,0.000198437526910525,0.000155686424621731,"RFC3/MPG/POLD2/POLB/APEX1/LIG1/RFC2/PARP1/RFC5/FEN1/PCNA/UNG/POLE2/POLD1/RPA3/POLE3/PARP2",17,"tumor_vs_adjacent_up","Reactome"
"R-HSA-75067","Processing of Capped Intronless Pre-mRNA","14/1651","28/10634",0.5,3.22047244094488,5.04358489480707,2.0802685722294e-05,0.000229441386642948,0.00018001085632759,"SNRPB/CPSF3/SNRPF/CPSF4/SNRPG/NUDT21/CSTF1/ZNF473/SLBP/SNRPE/NCBP2/LSM11/CSTF2/CPSF2",14,"tumor_vs_adjacent_up","Reactome"
"R-HSA-5693537","Resolution of D-Loop Structures","16/1651","35/10634",0.457142857142857,2.94443194600675,4.93952363163379,2.25794159420514e-05,0.000247219882577205,0.000193959178050045,"PALB2/BRCA2/FIGNL1/EXO1/RAD51AP1/DNA2/SPIDR/BLM/BRCA1/RAD50/NBN/RAD51C/RTEL1/BARD1/RAD51/RMI2",16,"tumor_vs_adjacent_up","Reactome"
"R-HSA-9701192","Defective homologous recombination repair (HRR) due to BRCA1 loss of function","13/1651","25/10634",0.52,3.34929133858268,5.04150730590866,2.40316490396055e-05,0.000255655840846867,0.000200577705310033,"PALB2/BRCA2/EXO1/RAD51AP1/DNA2/BLM/BRCA1/RAD50/NBN/RAD51C/BARD1/RAD51/RMI2",13,"tumor_vs_adjacent_up","Reactome"
"R-HSA-9701193","Defective homologous recombination repair (HRR) due to PALB2 loss of function","13/1651","25/10634",0.52,3.34929133858268,5.04150730590866,2.40316490396055e-05,0.000255655840846867,0.000200577705310033,"PALB2/BRCA2/EXO1/RAD51AP1/DNA2/BLM/BRCA1/RAD50/NBN/RAD51C/BARD1/RAD51/RMI2",13,"tumor_vs_adjacent_up","Reactome"
"R-HSA-9704331","Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function","13/1651","25/10634",0.52,3.34929133858268,5.04150730590866,2.40316490396055e-05,0.000255655840846867,0.000200577705310033,"PALB2/BRCA2/EXO1/RAD51AP1/DNA2/BLM/BRCA1/RAD50/NBN/RAD51C/BARD1/RAD51/RMI2",13,"tumor_vs_adjacent_up","Reactome"
"R-HSA-9704646","Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function","13/1651","25/10634",0.52,3.34929133858268,5.04150730590866,2.40316490396055e-05,0.000255655840846867,0.000200577705310033,"PALB2/BRCA2/EXO1/RAD51AP1/DNA2/BLM/BRCA1/RAD50/NBN/RAD51C/BARD1/RAD51/RMI2",13,"tumor_vs_adjacent_up","Reactome"
