"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","gene_set","database"
"GO:0006882","intracellular zinc ion homeostasis",34,-0.537336872439557,-1.73434190305831,0.0026638827981965,0.0218085557293411,0.016999082003967,3015,"tags=38%, list=16%, signal=32%","7779/4490/326343/10463/4502/4501/4495/4493/4494/4496/4499/6505/55532","tumor_vs_healthy","GO_BP_ranked"
"GO:0046165","alcohol biosynthetic process",141,-0.367138249477688,-1.55811926501886,0.00267482667188484,0.0218691847340214,0.0170463404026969,3248,"tags=28%, list=18%, signal=24%","51447/51744/2770/403313/1593/9517/1576/56848/22937/427/20/9677/5745/9619/23262/5336/2629/5106/6697/1609/2852/64801/3158/650/2805/654/3613/10162/2672/171546/653/55331/3612/3706/5105/79947/10449/6342/5028/343","tumor_vs_healthy","GO_BP_ranked"
"GO:2000242","negative regulation of reproductive process",73,0.406069949950528,1.61592919448708,0.00269178366876627,0.0219787514618815,0.017131744214619,2685,"tags=32%, list=15%, signal=27%","7076/79084/9319/8531/23213/10549/7784/6461/652/6615/9088/5810/100/26271/655/3976/7272/811/57082/5016/1642/3552/7474","tumor_vs_healthy","GO_BP_ranked"
"GO:0016556","mRNA modification",20,0.599681205443237,1.79572497106814,0.00269804487477698,0.0220008118350877,0.0171489395804114,3758,"tags=65%, list=20%, signal=52%","54517/80324/10492/84881/25962/83448/83480/26995/9530/51726/285367/56339/27079","tumor_vs_healthy","GO_BP_ranked"
"GO:0010273","detoxification of copper ion",15,-0.683617605942674,-1.80793277022144,0.00270979507949877,0.0220095182475452,0.0171557259545831,2975,"tags=67%, list=16%, signal=56%","4490/4583/326343/4502/4501/4495/4493/4494/4496/4499","tumor_vs_healthy","GO_BP_ranked"
"GO:1990169","stress response to copper ion",15,-0.683617605942674,-1.80793277022144,0.00270979507949877,0.0220095182475452,0.0171557259545831,2975,"tags=67%, list=16%, signal=56%","4490/4583/326343/4502/4501/4495/4493/4494/4496/4499","tumor_vs_healthy","GO_BP_ranked"
"GO:0015693","magnesium ion transport",19,-0.637394820790322,-1.79259283628881,0.0027087796992897,0.0220095182475452,0.0171557259545831,2121,"tags=42%, list=11%, signal=37%","81614/3759/54822/57185/140803/84102/54805/26504","tumor_vs_healthy","GO_BP_ranked"
"GO:1902459","positive regulation of stem cell population maintenance",48,0.462719117192465,1.73414536391389,0.00274484937669815,0.0222649789991749,0.0173548495609164,4502,"tags=44%, list=24%, signal=33%","7004/6597/6599/86/10413/58516/5931/84678/3066/55274/8202/84312/605/80312/8819/81606/5978/8289/79692/51742/9274","tumor_vs_healthy","GO_BP_ranked"
"GO:0050851","antigen receptor-mediated signaling pathway",188,-0.335757569993732,-1.47928909338239,0.0027701076532011,0.0224213021111012,0.0174766985009256,2906,"tags=24%, list=16%, signal=21%","7189/919/89857/84174/596/2533/9840/7294/26191/916/7430/257144/973/925/27242/29760/26228/3537/387357/915/10451/5293/199920/5336/3493/5579/4208/9564/3514/660/8915/2874/84807/23607/5144/2355/79908/3958/5663/4690/163486/634/10917/11126/11148/23228","tumor_vs_healthy","GO_BP_ranked"
"GO:0022411","cellular component disassembly",435,0.263613522105572,1.33862259783376,0.00277137596066677,0.0224213021111012,0.0174766985009256,3285,"tags=26%, list=18%, signal=22%","4609/3915/285590/9507/10985/9793/6597/545/55239/9448/6599/22974/4316/29028/26993/58526/54541/6790/138428/26586/6059/4314/65094/4323/11004/4320/30849/4134/23175/56648/56893/81624/65125/11198/83743/26058/6749/7153/7415/55201/2191/80183/10763/4312/55254/1676/53918/6711/3925/2022/2932/3799/90850/50861/1263/10783/3480/3831/9100/10630/6709/219402/23271/5347/3920/1777/5830/1513/983/3553/2264/3688/81930/57466/4318/64320/1291/7443/3159/4313/7405/3396/4319/8562/9212/11145/9922/4130/3569/23306/11096/5976/22828/92815/718/23197/63908/4943/10973/4321/6455/57701/8444/3297/6376/23332/10767/23122/4131/23008/6601/29979","tumor_vs_healthy","GO_BP_ranked"
"GO:0046323","D-glucose import",75,-0.424521029329242,-1.63192890662057,0.00277682802203783,0.0224360444499553,0.0174881896895317,2867,"tags=31%, list=16%, signal=26%","201140/6518/1389/3479/6814/6272/144195/3099/3643/55625/51548/100506658/23607/55022/55829/55600/388581/5167/10999/83667/23596/6041/55198","tumor_vs_healthy","GO_BP_ranked"
"GO:0002446","neutrophil mediated immunity",38,-0.507617325323864,-1.69645280399336,0.00279241409687786,0.0225325215832925,0.0175633905749759,5088,"tags=50%, list=28%, signal=36%","55904/613/84522/171389/6813/1636/383/5319/6688/6814/9948/4615/1511/2150/1610/1776/6338/57126/3570","tumor_vs_healthy","GO_BP_ranked"
"GO:0016925","protein sumoylation",63,0.425636347449112,1.65879296703924,0.00281339411914711,0.0226722151896327,0.017672277339376,3324,"tags=32%, list=18%, signal=26%","10155/54552/10054/5903/8535/1958/5905/5987/29843/7329/83637/10055/11315/197370/56160/5371/51588/115426/59343/1499","tumor_vs_healthy","GO_BP_ranked"
"GO:0030836","positive regulation of actin filament depolymerization",12,-0.711205281108469,-1.79745858826814,0.00286829018888599,0.023084507366542,0.0179936460999605,2791,"tags=50%, list=15%, signal=42%","9037/55604/9948/253725/2150/57482","tumor_vs_healthy","GO_BP_ranked"
"GO:0010765","positive regulation of sodium ion transport",34,-0.534478592944667,-1.72511634242233,0.00290142340651965,0.0233208037395292,0.0181778316770111,2755,"tags=38%, list=15%, signal=33%","481/482/6330/6324/5652/5318/5348/5349/154043/483/23171/288/11261","tumor_vs_healthy","GO_BP_ranked"
"GO:0035435","phosphate ion transmembrane transport",12,-0.71073779426261,-1.79627708938404,0.00297259039573617,0.0238617938130458,0.0185995163927334,3865,"tags=67%, list=21%, signal=53%","6568/6569/5250/54020/219855/6575/7421/6574","tumor_vs_healthy","GO_BP_ranked"
"GO:0071560","cellular response to transforming growth factor beta stimulus",256,0.294070593718014,1.42490445841633,0.00304464332767826,0.0243839112629099,0.0190064904929944,4758,"tags=39%, list=26%, signal=29%","8692/1001/9076/3326/9518/142/6662/56937/1277/7791/3725/9392/5654/1278/9141/10252/7472/1003/58516/114990/54976/5931/2615/80139/2353/6497/2022/283149/94031/1284/55612/2734/90/4053/3480/3066/3309/57190/1281/4090/10253/4054/1513/5062/3696/6498/84312/1028/4297/4091/4052/7474/7048/2200/5371/11171/7041/2339/9480/4221/10979/80312/2530/8819/5747/7049/3693/27122/6935/50515/9719/57045/4015/83891/54829/30001/7046/858/11117/26524/1387/677/4693/1601/8754/7040/51742/9315/409/10631/57154/55756/10273/857/64750/6868/678/25942/4435","tumor_vs_healthy","GO_BP_ranked"
