gene_symbol,healthy,adjacent_normal,tumor,healthy_to_adjacent,adjacent_to_tumor,trajectory_category,rule_tolerance,analysis_provenance
ABLIM1,7.22686818088174,7.092495477187395,6.987417460863858,-0.1343727036943454,-0.10507801632353697,non_monotonic,0.15,raw_cel_rma
ABLIM2,3.4197156643274513,3.2180089513490957,3.439961020131502,-0.20170671297835563,0.22195206878240636,non_monotonic,0.15,raw_cel_rma
ABLIM3,2.994210245257542,3.094589993872468,2.901119566307396,0.10037974861492582,-0.19347042756507182,non_monotonic,0.15,raw_cel_rma
ABO,2.4124170924662134,2.3285774343100933,2.2208736506234326,-0.08383965815612004,-0.10770378368666078,non_monotonic,0.15,raw_cel_rma
ABR,7.959983010130569,7.973079431962761,7.317042108005464,0.013096421832192284,-0.656037323957297,tumor_specific,0.15,raw_cel_rma
ABRA,2.045779167655518,2.045751423045423,2.003239498637472,-2.774461009513729e-05,-0.04251192440795082,non_monotonic,0.15,raw_cel_rma
ABRACL,10.311999222164513,9.724315488128141,9.503413788640492,-0.5876837340363714,-0.2209016994876496,monotonic_down,0.15,raw_cel_rma
ABRAXAS1,3.3108907959729303,3.1612402968180175,3.389051846163782,-0.1496504991549128,0.22781154934576442,non_monotonic,0.15,raw_cel_rma
ABRAXAS2,6.705680990351575,6.542034722483822,6.661482407786124,-0.16364626786775283,0.1194476853023021,non_monotonic,0.15,raw_cel_rma
ABT1,5.710464731869881,5.573354484785541,5.82555291965656,-0.1371102470843404,0.2521984348710191,non_monotonic,0.15,raw_cel_rma
ABTB1,3.0826528003504516,3.0950145423898063,3.1008925764352506,0.012361742039354695,0.005878034045444291,non_monotonic,0.15,raw_cel_rma
ABTB2,4.026433619603691,4.170279332279399,3.827609609418536,0.14384571267570845,-0.3426697228608635,non_monotonic,0.15,raw_cel_rma
ABTB3,2.4145307540749767,2.4113119730467636,2.691207033563848,-0.003218781028213158,0.27989506051708446,non_monotonic,0.15,raw_cel_rma
ACAA1,6.334360225811582,6.086632645041125,5.113488074148022,-0.24772758077045687,-0.973144570893103,monotonic_down,0.15,raw_cel_rma
ACAA2,9.905506680656202,9.314457919627529,7.888760991075756,-0.5910487610286737,-1.4256969285517727,monotonic_down,0.15,raw_cel_rma
ACACA,2.696111235486329,2.67491590944252,2.9127354671190857,-0.021195326043808915,0.23781955767656582,non_monotonic,0.15,raw_cel_rma
ACACB,3.1836401008647863,3.128174672439823,2.9517464608832618,-0.05546542842496338,-0.1764282115565612,non_monotonic,0.15,raw_cel_rma
ACAD10,3.3222706434143254,3.42410330341203,3.310845379321,0.10183265999770441,-0.11325792409102986,non_monotonic,0.15,raw_cel_rma
ACAD8,3.1513701431780716,2.963251468588627,2.908119116114868,-0.18811867458944453,-0.05513235247375903,non_monotonic,0.15,raw_cel_rma
ACAD9,4.470705191059449,4.556129939044262,5.07660383581989,0.08542474798481337,0.5204738967756279,tumor_specific,0.15,raw_cel_rma
ACADL,2.3297961057182963,2.331285438287874,2.2399780727184893,0.0014893325695775061,-0.09130736556938457,non_monotonic,0.15,raw_cel_rma
ACADM,8.635270916163485,7.767226786489218,6.631251726897927,-0.8680441296742671,-1.1359750595912903,monotonic_down,0.15,raw_cel_rma
ACADS,7.883573108037716,7.300602647963121,4.921852852245321,-0.5829704600745949,-2.3787497957178,monotonic_down,0.15,raw_cel_rma
ACADSB,5.462048731098767,5.106303066519195,4.640732885097335,-0.3557456645795716,-0.46557018142186024,monotonic_down,0.15,raw_cel_rma
ACADVL,8.140301619266541,7.813977198774402,6.522668869398672,-0.3263244204921394,-1.2913083293757301,monotonic_down,0.15,raw_cel_rma
ACAN,2.4468600954923407,2.4582872177538593,2.6349954149572374,0.01142712226151854,0.17670819720337816,non_monotonic,0.15,raw_cel_rma
ACAP1,3.1075596410643063,3.0845843953365906,2.7700738699531997,-0.0229752457277157,-0.31451052538339086,non_monotonic,0.15,raw_cel_rma
ACAP2,5.911851932539431,5.548130104868747,5.15472984714978,-0.36372182767068395,-0.3934002577189668,monotonic_down,0.15,raw_cel_rma
ACAP3,3.9627019669379946,3.9446007898432303,3.865062829944569,-0.01810117709476433,-0.07953795989866119,non_monotonic,0.15,raw_cel_rma
ACAT1,6.25304954576677,6.058316286413326,5.427434063865876,-0.19473325935344388,-0.6308822225474504,monotonic_down,0.15,raw_cel_rma
ACAT2,8.890631535362049,8.66681812039946,8.498408334786099,-0.22381341496258855,-0.1684097856133615,monotonic_down,0.15,raw_cel_rma
ACBD3,6.687518107940425,6.79353430868644,6.921835503629624,0.10601620074601481,0.12830119494318382,non_monotonic,0.15,raw_cel_rma
ACBD4,3.4407879798408163,3.1808070353518603,2.9982980642689308,-0.25998094448895603,-0.18250897108292952,monotonic_down,0.15,raw_cel_rma
ACBD5,7.3351758775571305,7.016997342714738,7.267847220727697,-0.3181785348423922,0.2508498780129589,non_monotonic,0.15,raw_cel_rma
ACBD6,6.662251620901669,6.8176242989708795,7.957535475557476,0.1553726780692104,1.1399111765865966,monotonic_up,0.15,raw_cel_rma
ACBD7,2.828626873626538,2.6702824275433694,3.1160866324407834,-0.15834444608316867,0.445804204897414,non_monotonic,0.15,raw_cel_rma
ACCS,2.9845697240991735,2.879409593310722,2.832845084295365,-0.10516013078845132,-0.046564509015357025,non_monotonic,0.15,raw_cel_rma
ACCSL,2.2952332098830057,2.242707091281598,2.2292798280990165,-0.052526118601407656,-0.013427263182581584,non_monotonic,0.15,raw_cel_rma
ACD,2.7764239164437554,2.6785224416907014,2.9617077260934197,-0.097901474753054,0.2831852844027183,non_monotonic,0.15,raw_cel_rma
ACE,2.549097871226696,2.4739939067104175,2.420775719659996,-0.07510396451627832,-0.053218187050421584,non_monotonic,0.15,raw_cel_rma
ACE2,6.134225266672058,6.101876068393965,6.099749664030866,-0.03234919827809257,-0.002126404363099077,non_monotonic,0.15,raw_cel_rma
ACER1,2.268955525963391,2.2183786968959147,2.1912478568925873,-0.0505768290674764,-0.02713084000332744,non_monotonic,0.15,raw_cel_rma
ACER2,2.3675477263553346,2.2682848123700095,2.2695362589638246,-0.09926291398532516,0.001251446593815153,non_monotonic,0.15,raw_cel_rma
ACER3,5.014138018891473,4.413121952756048,3.8639482699935215,-0.6010160661354256,-0.5491736827625262,monotonic_down,0.15,raw_cel_rma
ACHE,3.1248701010685904,3.1850019294710386,2.939852954204332,0.06013182840244813,-0.24514897526670643,non_monotonic,0.15,raw_cel_rma
ACIN1,5.9163379875690065,6.13241217229379,6.124603057846877,0.2160741847247838,-0.0078091144469132345,non_monotonic,0.15,raw_cel_rma
ACKR1,4.775384074670734,6.237665744548066,4.265742681785379,1.4622816698773313,-1.971923062762687,adjacent_specific,0.15,raw_cel_rma
ACKR2,3.1893436761925806,3.1097139537470433,2.5420081683999065,-0.07962972244553734,-0.5677057853471368,tumor_specific,0.15,raw_cel_rma
ACKR3,3.2417737705855387,4.605420701117569,4.293894341792307,1.3636469305320302,-0.31152635932526174,non_monotonic,0.15,raw_cel_rma
ACKR4,3.7824724729698063,3.8897689828698327,3.0022710308290828,0.10729650990002648,-0.88749795204075,tumor_specific,0.15,raw_cel_rma
ACLY,6.648763076371912,6.955329745322537,7.705472886328461,0.3065666689506248,0.7501431410059238,monotonic_up,0.15,raw_cel_rma
ACMSD,2.532739474692404,2.490681057351547,2.5176254405912077,-0.04205841734085691,0.026944383239660752,non_monotonic,0.15,raw_cel_rma
ACO1,6.466549571264559,6.3198386517838845,6.314957375459824,-0.14671091948067438,-0.004881276324060657,non_monotonic,0.15,raw_cel_rma
ACO2,7.616477468840985,7.415095165144043,6.459746650090896,-0.201382303696942,-0.9553485150531476,monotonic_down,0.15,raw_cel_rma
ACOT11,3.465973894604969,3.2363500803862872,2.9227522063369884,-0.22962381421868194,-0.31359787404929884,monotonic_down,0.15,raw_cel_rma
ACOT12,2.3944378654702323,2.3461380661859397,2.2948192287623037,-0.04829979928429262,-0.051318837423635966,non_monotonic,0.15,raw_cel_rma
ACOT13,9.417399112700984,8.736521256092658,8.302923018122598,-0.6808778566083262,-0.4335982379700596,monotonic_down,0.15,raw_cel_rma
ACOT4,4.008100799885111,3.4789787082713115,3.0663266806994525,-0.5291220916137993,-0.41265202757185904,monotonic_down,0.15,raw_cel_rma
ACOT6,2.0103193581553014,1.9982012370412436,2.0573499179534402,-0.012118121114057745,0.059148680912196605,non_monotonic,0.15,raw_cel_rma
ACOT7,5.23164002440358,5.1317227864254695,5.15025220980924,-0.09991723797811058,0.018529423383770727,non_monotonic,0.15,raw_cel_rma
ACOT8,3.7543793452111616,3.548118392868886,3.4727189594138714,-0.2062609523422756,-0.07539943345501454,non_monotonic,0.15,raw_cel_rma
ACOT9,5.57640491525635,5.76481108773476,6.589154445022074,0.18840617247840985,0.8243433572873142,monotonic_up,0.15,raw_cel_rma
ACOX1,9.370340924853275,8.83385690794722,7.310982721909114,-0.536484016906055,-1.5228741860381065,monotonic_down,0.15,raw_cel_rma
ACOX2,5.377938080569664,5.377262737715963,5.344010546240383,-0.0006753428537011885,-0.03325219147558034,non_monotonic,0.15,raw_cel_rma
ACOX3,5.7922422671293985,5.9393112479030945,5.611523703053547,0.147068980773696,-0.32778754484954753,non_monotonic,0.15,raw_cel_rma
ACOXL,2.352144578674704,2.306706672778632,2.20526856338071,-0.045437905896072106,-0.1014381093979222,non_monotonic,0.15,raw_cel_rma
ACP1,7.826012325875317,7.378938247300149,8.26872457680968,-0.44707407857516834,0.8897863295095307,non_monotonic,0.15,raw_cel_rma
