"accession","geo_accession","sample_median","sample_iqr","median_robust_z","iqr_robust_z","missing_values","non_finite_values","independent_failure_metrics","technical_outlier_candidate","automatic_exclusion"
"GSE44076","GSM1077813",3.74026453778288,3.5231787245398,1.56800126245731,1.65748591842181,0,0,0,FALSE,FALSE
"GSE44076","GSM1077814",3.61286294462125,3.51191433428804,-0.770004878182773,1.5433356316532,0,0,0,FALSE,FALSE
"GSE44076","GSM1077815",3.64305436717513,3.38947127220359,-0.215947981609432,0.302530729001627,0,0,0,FALSE,FALSE
"GSE44076","GSM1077816",3.67628879883213,3.28202098740599,0.393952596291326,-0.786341420211845,0,0,0,FALSE,FALSE
"GSE44076","GSM1077817",3.69697822933361,3.3443441732881,0.773633998685058,-0.154775096445338,0,0,0,FALSE,FALSE
"GSE44076","GSM1077818",3.65107414253978,3.37910131071156,-0.0687733381548743,0.197444341577309,0,0,0,FALSE,FALSE
"GSE44076","GSM1077819",3.62999287361759,3.29913431447793,-0.455645550420085,-0.612919588300254,0,0,0,FALSE,FALSE
"GSE44076","GSM1077820",3.62851768364285,3.51751019305483,-0.482717450652699,1.6000425521938,0,0,0,FALSE,FALSE
"GSE44076","GSM1077821",3.71027677827591,3.43212964506262,1.01768188158124,0.734819151730806,0,0,0,FALSE,FALSE
"GSE44076","GSM1077822",3.69220001245417,3.34537969332911,0.685946709003639,-0.14428141618445,0,0,0,FALSE,FALSE
"GSE44076","GSM1077823",3.733036641004,3.3598559108136,1.43535875278725,0.00241665980959702,0,0,0,FALSE,FALSE
"GSE44076","GSM1077824",3.58994252274344,3.4814007187515,-1.19062824533638,1.23411889768054,0,0,0,FALSE,FALSE
"GSE44076","GSM1077825",3.66910809697698,3.49542940164117,0.262176182709524,1.37628177903058,0,0,0,FALSE,FALSE
"GSE44076","GSM1077826",3.64147512319876,3.41033119559415,-0.244929425425769,0.513919555541158,0,0,0,FALSE,FALSE
"GSE44076","GSM1077827",3.67728065410786,3.47262308476296,0.412154595714879,1.1451687268726,0,0,0,FALSE,FALSE
"GSE44076","GSM1077828",3.73643657254597,3.41940240623875,1.49775248449513,0.605844752846685,0,0,0,FALSE,FALSE
"GSE44076","GSM1077829",3.63609003189627,3.3795443031369,-0.343753751092969,0.201933507103272,0,0,0,FALSE,FALSE
"GSE44076","GSM1077830",3.6737437741866,3.51372779650411,0.34724766033511,1.56171276768824,0,0,0,FALSE,FALSE
"GSE44076","GSM1077831",3.71679535646038,3.25091487441808,1.13730735442917,-1.10156236324254,0,0,0,FALSE,FALSE
"GSE44076","GSM1077832",3.61827760293214,3.43887402024174,-0.670637954534764,0.80316482722372,0,0,0,FALSE,FALSE
"GSE44076","GSM1077833",3.70859206775787,3.30260756743883,0.986764971999311,-0.577722581392213,0,0,0,FALSE,FALSE
"GSE44076","GSM1077834",3.69072526817788,3.33408997727997,0.658882987991452,-0.258688347739769,0,0,0,FALSE,FALSE
"GSE44076","GSM1077835",3.64093541210244,3.22813070653687,-0.254833915833139,-1.33245096345042,0,0,0,FALSE,FALSE
"GSE44076","GSM1077836",3.6104079982374,3.4567508180442,-0.815056745886697,0.984323465201054,0,0,0,FALSE,FALSE
"GSE44076","GSM1077837",3.7172499861296,3.31405071764505,1.14565047582959,-0.461760789552499,0,0,0,FALSE,FALSE
"GSE44076","GSM1077838",3.66366104897299,3.45801854682769,0.162214860675477,0.997170286107109,0,0,0,FALSE,FALSE
"GSE44076","GSM1077839",3.69525624894425,3.38960457126606,0.742033132287088,0.303881545678525,0,0,0,FALSE,FALSE
"GSE44076","GSM1077840",3.77003557894495,3.50023776816398,2.11434354376507,1.42500846597942,0,0,0,FALSE,FALSE
"GSE44076","GSM1077841",3.71964064542508,3.44492480668029,1.18952258114875,0.864481861852128,0,0,0,FALSE,FALSE
"GSE44076","GSM1077842",3.58487334399907,3.44664340249691,-1.28365511209858,0.881897647431514,0,0,0,FALSE,FALSE
"GSE44076","GSM1077843",3.66775530667973,3.51699708163834,0.237350496126851,1.59484281976029,0,0,0,FALSE,FALSE
