task,class,gene_symbol,selected_folds,positive_fraction,median_coefficient,median_absolute_coefficient,coefficient_standard_deviation,repeat_count,selection_frequency,sign_consistency,total_unique_repeat_fold_count,repeat_coverage,strictly_stable_gene,compact_consensus_gene,exploratory_selected_gene,stability_class,analysis_provenance
task_a_three_class,tumor,NONO,4,1.0,0.02326918579638,0.02326918579638,0.021200058182243253,3,0.26666666666666666,1.0,15,1.0,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,tumor,PLCD1,4,0.0,-0.02314492315053935,0.02314492315053935,0.011641268336999919,3,0.26666666666666666,1.0,15,1.0,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,adjacent_normal,SMIM14,3,0.0,-0.28195521235466,0.28195521235466,0.21123779856576694,3,0.2,1.0,15,1.0,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,adjacent_normal,GNA11,3,1.0,0.1722400486469268,0.1722400486469268,0.06863885997472904,2,0.2,1.0,15,0.6666666666666666,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,tumor,ATP11A,3,1.0,0.126933291554451,0.126933291554451,0.03722329774549472,2,0.2,1.0,15,0.6666666666666666,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,tumor,TGFBI,3,1.0,0.1129998192191124,0.1129998192191124,0.01117440092455486,3,0.2,1.0,15,1.0,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,tumor,DHRS11,3,0.0,-0.0524316504597663,0.0524316504597663,0.03151375250869044,2,0.2,1.0,15,0.6666666666666666,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,adjacent_normal,UGP2,3,0.0,-0.0488171726465225,0.0488171726465225,0.1596628211923703,2,0.2,1.0,15,0.6666666666666666,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,healthy,TSPAN7,3,1.0,0.0473484024405479,0.0473484024405479,0.016148655466573444,3,0.2,1.0,15,1.0,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,healthy,EPB41L3,3,1.0,0.0463432483375072,0.0463432483375072,0.002607680513193243,3,0.2,1.0,15,1.0,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,tumor,MIER3,3,0.0,-0.0420776940882205,0.0420776940882205,0.032776230950160294,2,0.2,1.0,15,0.6666666666666666,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,healthy,ASCL2,3,1.0,0.0405154414474964,0.0405154414474964,0.05578178398576161,2,0.2,1.0,15,0.6666666666666666,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,healthy,BMP3,3,1.0,0.0358398966491222,0.0358398966491222,0.028298464877501494,3,0.2,1.0,15,1.0,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,tumor,EPB41L3,3,0.0,-0.021959014236927,0.021959014236927,0.03847132984042115,3,0.2,1.0,15,1.0,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,tumor,POLR1B,3,1.0,0.0103757483884692,0.0103757483884692,0.009362627978283555,3,0.2,1.0,15,1.0,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,adjacent_normal,HILPDA,2,0.0,-0.5083020627498627,0.5083020627498627,0.24077040488000134,2,0.13333333333333333,1.0,15,0.6666666666666666,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,healthy,PLCL2,2,1.0,0.2943128049373626,0.2943128049373626,0.011102660009527794,2,0.13333333333333333,1.0,15,0.6666666666666666,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,adjacent_normal,C11orf86,2,1.0,0.23274015635251993,0.23274015635251993,0.03926894579073685,2,0.13333333333333333,1.0,15,0.6666666666666666,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,healthy,NONO,2,1.0,0.20185490697622294,0.20185490697622294,0.07011040795076569,2,0.13333333333333333,1.0,15,0.6666666666666666,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,healthy,TEX11,2,1.0,0.16111101955175394,0.16111101955175394,0.08056565022031761,2,0.13333333333333333,1.0,15,0.6666666666666666,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,healthy,GUCA2B,2,1.0,0.1213146336376667,0.1213146336376667,0.014937617560602247,2,0.13333333333333333,1.0,15,0.6666666666666666,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,adjacent_normal,ATP11A,2,0.0,-0.11793329194188115,0.11793329194188115,0.0379199990256532,2,0.13333333333333333,1.0,15,0.6666666666666666,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,adjacent_normal,PLCL2,2,0.0,-0.09319899603724474,0.09319899603724474,0.03712619474408682,2,0.13333333333333333,1.0,15,0.6666666666666666,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,tumor,SOX4,2,1.0,0.09068956971168515,0.09068956971168515,0.004918610978206267,2,0.13333333333333333,1.0,15,0.6666666666666666,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,adjacent_normal,ABCG2,2,0.0,-0.0811889916658401,0.0811889916658401,0.10547497506257446,2,0.13333333333333333,1.0,15,0.6666666666666666,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,healthy,XPOT,2,0.0,-0.06974479928612705,0.06974479928612705,0.014057032917951956,2,0.13333333333333333,1.0,15,0.6666666666666666,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,healthy,GLTP,2,1.0,0.056891569133341584,0.056891569133341584,0.0804560457451692,1,0.13333333333333333,1.0,15,0.3333333333333333,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,adjacent_normal,GLTP,2,1.0,0.055506659671664196,0.055506659671664196,0.0013121235903752807,2,0.13333333333333333,1.0,15,0.6666666666666666,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,tumor,SLC7A5,2,1.0,0.04896905738860365,0.04896905738860365,0.02729310186173945,2,0.13333333333333333,1.0,15,0.6666666666666666,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,healthy,SLC4A4,2,0.0,-0.0348890339955687,0.0348890339955687,0.0334257449087679,2,0.13333333333333333,1.0,15,0.6666666666666666,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,tumor,TMEM100,2,0.0,-0.03211441729217765,0.03211441729217765,0.010290768144505224,2,0.13333333333333333,1.0,15,0.6666666666666666,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,healthy,GTF2IRD1,2,1.0,0.03131824778392905,0.03131824778392905,0.026135802743735503,2,0.13333333333333333,1.0,15,0.6666666666666666,False,False,True,exploratory_selected_gene,raw_cel_rma
task_a_three_class,tumor,ADH1B,2,0.0,-0.0290646790526807,0.0290646790526807,0.029201805531707772,2,0.13333333333333333,1.0,15,0.6666666666666666,False,False,True,exploratory_selected_gene,raw_cel_rma
