gene_symbol,reference_model,adjusted_model,unadjusted_log2fc,adjusted_log2fc,effect_difference,unadjusted_fdr,adjusted_fdr,effect_direction_agreement,reference_significant,adjusted_significant,significance_retained,lost_significance,gained_significance,changed_direction
IFT88,U0_unadjusted,U2_age_sex_location_adjusted,-0.149160422314558,-0.11484246251493,0.03431795979962801,0.0303905094821023,0.142307067913049,True,False,False,False,False,False,False
TSPAN33,U0_unadjusted,U2_age_sex_location_adjusted,0.183030095060024,0.216777754306024,0.03374765924600001,0.030392493428047,0.0177296443799826,True,False,False,False,False,False,False
OTOL1,U0_unadjusted,U2_age_sex_location_adjusted,-0.0668936696174561,-0.0534543631999384,0.013439306417517706,0.030392493428047,0.127736691450471,True,False,False,False,False,False,False
ATP1B1,U0_unadjusted,U2_age_sex_location_adjusted,-0.172306770041644,-0.135032304808602,0.03727446523304198,0.0304558465693831,0.127252865441603,True,False,False,False,False,False,False
SLC25A41,U0_unadjusted,U2_age_sex_location_adjusted,-0.0751853000152971,-0.0612059361256067,0.013979363889690392,0.0305645688939666,0.110451956415968,True,False,False,False,False,False,False
DNAJC30,U0_unadjusted,U2_age_sex_location_adjusted,-0.129602888305244,-0.0777955015884496,0.0518073867167944,0.0305691007686086,0.253505410281287,True,False,False,False,False,False,False
C1GALT1,U0_unadjusted,U2_age_sex_location_adjusted,-0.164855042197411,-0.15826278444111,0.006592257756301012,0.0305937529395224,0.0566688428859471,True,False,False,False,False,False,False
FSCN2,U0_unadjusted,U2_age_sex_location_adjusted,-0.0952484103324503,-0.0638027604913209,0.031445649841129394,0.0305949249332347,0.198176259221673,True,False,False,False,False,False,False
GATAD2B,U0_unadjusted,U2_age_sex_location_adjusted,0.152435925514586,0.16374117015391,0.011305244639323975,0.030598065113633,0.0379352175086924,True,False,False,False,False,False,False
CAPN8,U0_unadjusted,U2_age_sex_location_adjusted,-0.34940688652039,-0.226803309388447,0.12260357713194298,0.0306088124832374,0.208488177672375,True,False,False,False,False,False,False
MATN1,U0_unadjusted,U2_age_sex_location_adjusted,-0.0827940453969519,-0.0523628484511967,0.030431196945755197,0.0306215921466883,0.220341611105936,True,False,False,False,False,False,False
SLAMF7,U0_unadjusted,U2_age_sex_location_adjusted,-0.215717292034961,-0.214576518470681,0.0011407735642800232,0.0306411255519667,0.0550103331707673,True,False,False,False,False,False,False
PAIP1,U0_unadjusted,U2_age_sex_location_adjusted,-0.0982355550929398,-0.131416822169517,-0.0331812670765772,0.0307440815488261,0.0065366620222421,True,False,False,False,False,False,False
TRIM66,U0_unadjusted,U2_age_sex_location_adjusted,0.118042246733571,0.130447803460755,0.012405556727183992,0.0307537992279817,0.0287080607655938,True,False,False,False,False,False,False
WDFY2,U0_unadjusted,U2_age_sex_location_adjusted,0.0604384313431329,0.0581175239706397,-0.0023209073724932,0.0307607242544476,0.0628441372701994,True,False,False,False,False,False,False
ADAMTS10,U0_unadjusted,U2_age_sex_location_adjusted,-0.0618575857228994,-0.062939879808606,-0.001082294085706606,0.0307607242544476,0.0501822532990598,True,False,False,False,False,False,False
KAZN,U0_unadjusted,U2_age_sex_location_adjusted,0.132157458172707,0.11425713128786,-0.017900326884846995,0.0307810937825851,0.0896964765725373,True,False,False,False,False,False,False
KIF3A,U0_unadjusted,U2_age_sex_location_adjusted,0.202010343917248,0.185037636846582,-0.016972707070666004,0.0307919346304822,0.0792042915945254,True,False,False,False,False,False,False
FGF23,U0_unadjusted,U2_age_sex_location_adjusted,-0.0650190827918885,-0.0582080486457105,0.006811034146178008,0.0308141808942505,0.0833132791555994,True,False,False,False,False,False,False
SLC25A30,U0_unadjusted,U2_age_sex_location_adjusted,-0.0761248191444087,-0.084048135394363,-0.007923316249954293,0.030821470174514,0.0313645948165932,True,False,False,False,False,False,False
H3C10,U0_unadjusted,U2_age_sex_location_adjusted,-0.115730096912674,-0.112691763499054,0.0030383334136199897,0.0308244916369142,0.0563103855828013,True,False,False,False,False,False,False
SYBU,U0_unadjusted,U2_age_sex_location_adjusted,-0.131387080303781,-0.139700149523527,-0.008313069219746005,0.0308378097044062,0.0280469788284005,True,False,False,False,False,False,False
SCRT2,U0_unadjusted,U2_age_sex_location_adjusted,-0.10216231039949,-0.0800004734680452,0.0221618369314448,0.0308407135634193,0.136303057581509,True,False,False,False,False,False,False
SLITRK1,U0_unadjusted,U2_age_sex_location_adjusted,-0.0660076309623144,-0.0611547761437211,0.004852854818593308,0.030866086587349,0.0746901657218673,True,False,False,False,False,False,False
TBC1D5,U0_unadjusted,U2_age_sex_location_adjusted,0.106712669793986,0.0914029999275275,-0.0153096698664585,0.0308971536280265,0.0986788738880149,True,False,False,False,False,False,False
SLC39A14,U0_unadjusted,U2_age_sex_location_adjusted,-0.0788412508927245,-0.0759445939023786,0.0028966569903459,0.0309719470646941,0.0600926749261204,True,False,False,False,False,False,False
C6orf15,U0_unadjusted,U2_age_sex_location_adjusted,-0.0870068415057379,-0.108265849057688,-0.021259007551950107,0.030994846703403,0.0142632703092204,True,False,False,False,False,False,False
GNRHR2,U0_unadjusted,U2_age_sex_location_adjusted,-0.0685879690197856,-0.074785786201134,-0.006197817181348403,0.0310154809729984,0.0351343453719596,True,False,False,False,False,False,False
DEFB134,U0_unadjusted,U2_age_sex_location_adjusted,-0.0610669557150944,-0.0598801734338783,0.0011867822812160964,0.0310233427637564,0.0521905061879036,True,False,False,False,False,False,False
GAB1,U0_unadjusted,U2_age_sex_location_adjusted,-0.139186608108432,-0.145879160528763,-0.0066925524203310105,0.0310434138599619,0.0430369069413161,True,False,False,False,False,False,False
ASPHD2,U0_unadjusted,U2_age_sex_location_adjusted,0.214746452247996,0.189330678454791,-0.025415773793204977,0.0310584753870992,0.0715360045280094,True,False,False,False,False,False,False
SPOCK3,U0_unadjusted,U2_age_sex_location_adjusted,0.0447977450391981,0.058312885146776,0.0135151401075779,0.0310733187976951,0.0104549366801536,True,False,False,False,False,False,False
CFAP43,U0_unadjusted,U2_age_sex_location_adjusted,-0.0583499786761918,-0.059943864797684,-0.001593886121492201,0.0310852816234073,0.0484594140785366,True,False,False,False,False,False,False
GAS2L3,U0_unadjusted,U2_age_sex_location_adjusted,-0.211277285993961,-0.197976185959679,0.013301100034282004,0.0311004470760185,0.0620205502573895,True,False,False,False,False,False,False
MUC21,U0_unadjusted,U2_age_sex_location_adjusted,-0.0611887285117518,-0.0640865138533731,-0.0028977853416213076,0.0311342280771005,0.0417639299247566,True,False,False,False,False,False,False
SPRED2,U0_unadjusted,U2_age_sex_location_adjusted,-0.174512568287671,-0.157608145924554,0.01690442236311701,0.0311421238124937,0.0853915317827928,True,False,False,False,False,False,False
SPATA19,U0_unadjusted,U2_age_sex_location_adjusted,-0.090218450403048,-0.0929651408941697,-0.002746690491121695,0.0311468198895825,0.0479222853876099,True,False,False,False,False,False,False
HNRNPH1,U0_unadjusted,U2_age_sex_location_adjusted,0.112520714444163,0.105843520252314,-0.006677194191849006,0.0311621066859454,0.0707990171549476,True,False,False,False,False,False,False
C1orf141,U0_unadjusted,U2_age_sex_location_adjusted,-0.0623499553981405,-0.0840323895266692,-0.021682434128528695,0.0312157974289004,0.0077027604532065,True,False,False,False,False,False,False
SLC22A7,U0_unadjusted,U2_age_sex_location_adjusted,-0.0583183833053896,-0.0596084348404521,-0.0012900515350625016,0.0312157974289004,0.0470713045514317,True,False,False,False,False,False,False
ZNF529,U0_unadjusted,U2_age_sex_location_adjusted,-0.0695687137780433,-0.0714131270039373,-0.001844413225894001,0.0312178496467125,0.0488125643839982,True,False,False,False,False,False,False
LMAN2L,U0_unadjusted,U2_age_sex_location_adjusted,-0.0941030744510173,-0.115112708521748,-0.0210096340707307,0.0312685191455315,0.0157642020733328,True,False,False,False,False,False,False
TARBP2,U0_unadjusted,U2_age_sex_location_adjusted,-0.0770428248332044,-0.0579440891747275,0.019098735658476904,0.0312708598902137,0.15368578110523,True,False,False,False,False,False,False
USP32P1,U0_unadjusted,U2_age_sex_location_adjusted,0.138471719596073,0.136703443325089,-0.0017682762709839983,0.0312715579321098,0.0565854538377403,True,False,False,False,False,False,False
INPP1,U0_unadjusted,U2_age_sex_location_adjusted,0.135330253552098,0.153242443240307,0.017912189688209013,0.0312920520738816,0.0280469788284005,True,False,False,False,False,False,False
ZC3H14,U0_unadjusted,U2_age_sex_location_adjusted,-0.0695416954361582,-0.0707268919697211,-0.0011851965335629017,0.0312994285248351,0.0490545533869811,True,False,False,False,False,False,False
FAM120A,U0_unadjusted,U2_age_sex_location_adjusted,-0.112450201539487,-0.100152727956279,0.012297473583207999,0.0313731956999261,0.0894671028641276,True,False,False,False,False,False,False
EXOSC10,U0_unadjusted,U2_age_sex_location_adjusted,0.0674379701595915,0.0505920249514695,-0.016845945208122007,0.0313731956999261,0.154971386687334,True,False,False,False,False,False,False
VPS52,U0_unadjusted,U2_age_sex_location_adjusted,-0.125040172216538,-0.1367733126376,-0.011733140421062022,0.0313827889976111,0.0343922055780781,True,False,False,False,False,False,False
GPR88,U0_unadjusted,U2_age_sex_location_adjusted,0.0959776576065596,0.0954942952508723,-0.0004833623556873001,0.0314313688197194,0.0565684387845276,True,False,False,False,False,False,False
METTL15,U0_unadjusted,U2_age_sex_location_adjusted,-0.100262133545307,-0.105175517480692,-0.004913383935384999,0.0314538265148373,0.0433639508284085,True,False,False,False,False,False,False
LAP3,U0_unadjusted,U2_age_sex_location_adjusted,0.199054788709225,0.214197331566143,0.015142542856918018,0.0314695854139359,0.0377316830123732,True,False,False,False,False,False,False
STK32B,U0_unadjusted,U2_age_sex_location_adjusted,-0.0545640266259606,-0.0685349224279215,-0.013970895801960904,0.0314783210237128,0.0133862580712117,True,False,False,False,False,False,False
TYRO3,U0_unadjusted,U2_age_sex_location_adjusted,0.0595238313313545,0.0523021977390284,-0.007221633592326096,0.031494698602875,0.0908262129771194,True,False,False,False,False,False,False
ABTB2,U0_unadjusted,U2_age_sex_location_adjusted,0.143845712675708,0.167011548349956,0.023165835674247987,0.0315003951054732,0.0222218824590463,True,False,False,False,False,False,False
TOR2A,U0_unadjusted,U2_age_sex_location_adjusted,-0.10502515474383,-0.10071025035365,0.004314904390179994,0.03153868545702,0.0669464095263495,True,False,False,False,False,False,False
RIC8B,U0_unadjusted,U2_age_sex_location_adjusted,0.0993650801932754,0.0862960642225274,-0.013069015970748,0.0315454170011548,0.0968063578752133,True,False,False,False,False,False,False
GOLGA8J,U0_unadjusted,U2_age_sex_location_adjusted,-0.0726804869882623,-0.0507826271942699,0.02189785979399239,0.0315454170011548,0.18544705702409,True,False,False,False,False,False,False
CCK,U0_unadjusted,U2_age_sex_location_adjusted,0.10245393645642,0.098436625829471,-0.004017310626948989,0.0315454170011548,0.0642164891163969,True,False,False,False,False,False,False
KBTBD8,U0_unadjusted,U2_age_sex_location_adjusted,-0.102737685449738,-0.0922841258646402,0.010453559585097805,0.0316192712544311,0.087319655666683,True,False,False,False,False,False,False
NME5,U0_unadjusted,U2_age_sex_location_adjusted,0.291943251939836,0.225473932252719,-0.066469319687117,0.0317160058402838,0.141585873349766,True,False,False,False,False,False,False
ZNF648,U0_unadjusted,U2_age_sex_location_adjusted,-0.0614455146862626,-0.080430032721643,-0.018984518035380392,0.0317521620908521,0.0102096382264357,True,False,False,False,False,False,False
GALNT6,U0_unadjusted,U2_age_sex_location_adjusted,0.184331953613829,0.138753084364855,-0.045578869248974,0.0317650942527883,0.11160448796579,True,False,False,False,False,False,False
DIO1,U0_unadjusted,U2_age_sex_location_adjusted,-0.0325605440633124,-0.0264348133158778,0.0061257307474346,0.0317650942527883,0.124789074028547,True,False,False,False,False,False,False
PSMF1,U0_unadjusted,U2_age_sex_location_adjusted,-0.123513121499685,-0.157071577772847,-0.03355845627316199,0.0317845587565442,0.0118526579394379,True,False,False,False,False,False,False
ODC1,U0_unadjusted,U2_age_sex_location_adjusted,0.205247112258384,0.158205155328083,-0.047041956930301,0.031789278302182,0.138716527439388,True,False,False,False,False,False,False
TKTL2,U0_unadjusted,U2_age_sex_location_adjusted,-0.0428803746622362,-0.0332739385755866,0.0096064360866496,0.0318484320292079,0.138708360055048,True,False,False,False,False,False,False
TADA2A,U0_unadjusted,U2_age_sex_location_adjusted,0.0684150675862217,0.0819755983093888,0.013560530723167097,0.0318744021249543,0.0202228718656955,True,False,False,False,False,False,False
ZNF280A,U0_unadjusted,U2_age_sex_location_adjusted,-0.069804920350774,-0.0776249297816525,-0.007820009430878502,0.0319556823381624,0.0325650635030645,True,False,False,False,False,False,False
CTAG2,U0_unadjusted,U2_age_sex_location_adjusted,-0.0879558610489878,-0.0717313674154038,0.016224493633583997,0.031964189758311,0.12130019334637,True,False,False,False,False,False,False
ALAS1,U0_unadjusted,U2_age_sex_location_adjusted,-0.183974767917151,-0.150710031980716,0.033264735936435,0.031964189758311,0.113556594458558,True,False,False,False,False,False,False
LALBA,U0_unadjusted,U2_age_sex_location_adjusted,-0.0724905165439979,-0.0687268344078386,0.0037636821361592965,0.031964189758311,0.071384027230663,True,False,False,False,False,False,False
MLIP,U0_unadjusted,U2_age_sex_location_adjusted,-0.0895874035052938,-0.0697297755254913,0.019857627979802506,0.0321016188995178,0.13800575002721,True,False,False,False,False,False,False
KERA,U0_unadjusted,U2_age_sex_location_adjusted,0.12591327279934,0.10781618277601,-0.01809709002333,0.0321485405612735,0.105557894531646,True,False,False,False,False,False,False
PDHA2,U0_unadjusted,U2_age_sex_location_adjusted,-0.080557391118708,-0.0857877201193712,-0.005230329000663211,0.032176897346113,0.0390141965374341,True,False,False,False,False,False,False
BRIX1,U0_unadjusted,U2_age_sex_location_adjusted,-0.135766948594954,-0.14652089446544,-0.010753945870486004,0.0321920254908076,0.0282107754429821,True,False,False,False,False,False,False
ASMTL,U0_unadjusted,U2_age_sex_location_adjusted,0.182159341139787,0.133159130017433,-0.049000211122354004,0.0322046240654929,0.1660205379562,True,False,False,False,False,False,False
MXD1,U0_unadjusted,U2_age_sex_location_adjusted,0.251950508839203,0.28603356711999,0.034083058280787004,0.0322233518798547,0.0286835419627977,True,False,False,False,False,False,False
ZBTB18,U0_unadjusted,U2_age_sex_location_adjusted,-0.0657921339836493,-0.0488132964290648,0.016978837554584507,0.0322932147330336,0.160360066077971,True,False,False,False,False,False,False
THAP10,U0_unadjusted,U2_age_sex_location_adjusted,-0.130532370023355,-0.139889605990025,-0.009357235966670013,0.0322968096174605,0.0334731364850624,True,False,False,False,False,False,False
PLA2G4A,U0_unadjusted,U2_age_sex_location_adjusted,0.286887825592754,0.226959256431737,-0.05992856916101699,0.0323147094801311,0.126695299784916,True,False,False,False,False,False,False
KIF6,U0_unadjusted,U2_age_sex_location_adjusted,-0.0544318918701779,-0.0539533017515193,0.0004785901186585978,0.0323799531328181,0.0569110581842784,True,False,False,False,False,False,False
FAM222A,U0_unadjusted,U2_age_sex_location_adjusted,-0.0911922868723412,-0.102819080749701,-0.011626793877359806,0.0323799531328181,0.0205002205002587,True,False,False,False,False,False,False
COIL,U0_unadjusted,U2_age_sex_location_adjusted,0.0745555232632194,0.0759647948211203,0.0014092715579008958,0.0324111798465752,0.0478434481792425,True,False,False,False,False,False,False
AMD1,U0_unadjusted,U2_age_sex_location_adjusted,-0.140475942024546,-0.123235049593904,0.017240892430642002,0.0324444721775471,0.0936364589746717,True,False,False,False,False,False,False
GUCA2A,U0_unadjusted,U2_age_sex_location_adjusted,-0.282226013014609,-0.210691553975898,0.07153445903871097,0.0324682884526553,0.159825612599165,True,False,False,False,False,False,False
COL9A3,U0_unadjusted,U2_age_sex_location_adjusted,-0.156323381437789,-0.181559313976005,-0.025235932538215988,0.0324688540175814,0.0214969214958797,True,False,False,False,False,False,False
ACP2,U0_unadjusted,U2_age_sex_location_adjusted,-0.166995252793043,-0.140600714125577,0.026394538667465994,0.032486885698381,0.111782407250806,True,False,False,False,False,False,False
BPIFA3,U0_unadjusted,U2_age_sex_location_adjusted,-0.101924635806127,-0.0947481320895964,0.0071765037165305995,0.032486885698381,0.0755294258955481,True,False,False,False,False,False,False
C10orf95,U0_unadjusted,U2_age_sex_location_adjusted,-0.0985789806270979,-0.0892239577753737,0.009355022851724196,0.0325173963992723,0.0836467908973112,True,False,False,False,False,False,False
RPRD1A,U0_unadjusted,U2_age_sex_location_adjusted,-0.106321663976913,-0.127648007684299,-0.02132634370738598,0.0325241876769329,0.0187383420651737,True,False,False,False,False,False,False
ISL1,U0_unadjusted,U2_age_sex_location_adjusted,0.175986365492574,0.134171557679804,-0.04181480781277,0.0325241876769329,0.103096179665561,True,False,False,False,False,False,False
GBP3,U0_unadjusted,U2_age_sex_location_adjusted,-0.540881952502819,-0.375857351204408,0.165024601298411,0.0325241876769329,0.187238866075537,True,True,False,False,True,False,False
SH2D2A,U0_unadjusted,U2_age_sex_location_adjusted,0.108728571923257,0.148200090898153,0.03947151897489601,0.0325241876769329,0.0064874152823999,True,False,False,False,False,False,False
DDX51,U0_unadjusted,U2_age_sex_location_adjusted,0.0892162470519196,0.0885649547369457,-0.0006512923149739058,0.0325420343654492,0.0579146932141498,True,False,False,False,False,False,False
SLC25A36,U0_unadjusted,U2_age_sex_location_adjusted,-0.136507100515308,-0.142771007195548,-0.006263906680239989,0.0325477969711659,0.046137271816082,True,False,False,False,False,False,False
CHORDC1,U0_unadjusted,U2_age_sex_location_adjusted,-0.117216322526525,-0.0897198144300951,0.02749650809642991,0.0325554499127095,0.132557341175446,True,False,False,False,False,False,False
APEX1,U0_unadjusted,U2_age_sex_location_adjusted,-0.116778961180832,-0.130729979082659,-0.013951017901826984,0.0325854226701,0.0269820006805675,True,False,False,False,False,False,False
SIT1,U0_unadjusted,U2_age_sex_location_adjusted,-0.240630845503025,-0.18137000924669,0.05926083625633499,0.0325923752795569,0.153083770213504,True,False,False,False,False,False,False
CABYR,U0_unadjusted,U2_age_sex_location_adjusted,0.118171482321056,0.114561525894891,-0.0036099564261649897,0.0325923752795569,0.0650334705261816,True,False,False,False,False,False,False
KRT71,U0_unadjusted,U2_age_sex_location_adjusted,-0.0800773558314785,-0.0812234386230503,-0.0011460827915718008,0.0326206200437593,0.053559306013769,True,False,False,False,False,False,False
ARHGAP32,U0_unadjusted,U2_age_sex_location_adjusted,-0.18779919222264,-0.137882330253875,0.04991686196876499,0.0327022708886817,0.167806578165539,True,False,False,False,False,False,False
RC3H2,U0_unadjusted,U2_age_sex_location_adjusted,-0.0948326490433601,-0.100833658787115,-0.0060010097437549065,0.0327119300412888,0.0422012404479315,True,False,False,False,False,False,False
SGIP1,U0_unadjusted,U2_age_sex_location_adjusted,0.117202766334094,0.11810047419104,0.0008977078569459979,0.0327647570305976,0.0536248516239338,True,False,False,False,False,False,False
MAS1L,U0_unadjusted,U2_age_sex_location_adjusted,-0.0911744405393893,-0.0654927783733161,0.025681662166073205,0.0328258655353194,0.177825795353595,True,False,False,False,False,False,False
CYP3A5,U0_unadjusted,U2_age_sex_location_adjusted,-0.103014483250196,-0.0860836775033486,0.01693080574684741,0.0328282499601935,0.114890669977487,True,False,False,False,False,False,False
SIM1,U0_unadjusted,U2_age_sex_location_adjusted,-0.0732116171267199,-0.0620498304203066,0.011161786706413303,0.0328282499601935,0.110011293441235,True,False,False,False,False,False,False
ZNF23,U0_unadjusted,U2_age_sex_location_adjusted,0.168261718887722,0.151193915081355,-0.01706780380636702,0.0328771928850996,0.0868659858330568,True,False,False,False,False,False,False
GPR162,U0_unadjusted,U2_age_sex_location_adjusted,-0.0815919235177318,-0.0859399496436736,-0.0043480261259418035,0.032878583748794,0.0448026828349751,True,False,False,False,False,False,False
HOXD13,U0_unadjusted,U2_age_sex_location_adjusted,0.58999551764466,0.468282129809483,-0.12171338783517693,0.0328807916752154,0.103614927203642,True,True,False,False,True,False,False
APOBEC2,U0_unadjusted,U2_age_sex_location_adjusted,-0.0596872438880631,-0.0627168171590152,-0.0030295732709520948,0.0329289120777271,0.045365415746034,True,False,False,False,False,False,False
OR10H4,U0_unadjusted,U2_age_sex_location_adjusted,-0.0795406172375654,-0.0805370467980565,-0.000996429560491091,0.0329374517640056,0.0519824029989329,True,False,False,False,False,False,False
WIF1,U0_unadjusted,U2_age_sex_location_adjusted,0.113781431923438,0.140228235614924,0.026446803691486012,0.0329406484729583,0.0169501918434384,True,False,False,False,False,False,False
GARIN1B,U0_unadjusted,U2_age_sex_location_adjusted,-0.0680041385337293,-0.0543692714452235,0.013634867088505802,0.0329934174526118,0.128687025040255,True,False,False,False,False,False,False
DDX60L,U0_unadjusted,U2_age_sex_location_adjusted,0.304074108159256,0.454375181433721,0.150301073274465,0.0330101138474379,0.0023738988692592,True,False,False,False,False,False,False
HMG20A,U0_unadjusted,U2_age_sex_location_adjusted,-0.0921816529767013,-0.107061041723794,-0.0148793887470927,0.0330555446789227,0.02606154453639,True,False,False,False,False,False,False
SYTL4,U0_unadjusted,U2_age_sex_location_adjusted,-0.0962220920433794,-0.0747825225413052,0.021439569502074207,0.0330611540620308,0.143601218938961,True,False,False,False,False,False,False
IRGM,U0_unadjusted,U2_age_sex_location_adjusted,-0.0676080844067968,-0.0478997107088232,0.019708373697973604,0.0330693843336972,0.180761818216155,True,False,False,False,False,False,False
CYB5D1,U0_unadjusted,U2_age_sex_location_adjusted,0.0742182174128671,0.0848793605654185,0.0106611431525514,0.0331571300541654,0.028721281220557,True,False,False,False,False,False,False
PKD1L1,U0_unadjusted,U2_age_sex_location_adjusted,-0.0759839086140032,-0.0623786612426996,0.0136052473713036,0.033180747751306,0.120723579527335,True,False,False,False,False,False,False
ZNF407,U0_unadjusted,U2_age_sex_location_adjusted,-0.0528372456252099,-0.0514272924598351,0.0014099531653748026,0.0332187783369252,0.0625081292246493,True,False,False,False,False,False,False
ICMT,U0_unadjusted,U2_age_sex_location_adjusted,0.0867775708294381,0.0593322786071791,-0.027445292222259,0.0332187783369252,0.182857610066202,True,False,False,False,False,False,False
TMEM39A,U0_unadjusted,U2_age_sex_location_adjusted,0.106911960834924,0.0812318023116164,-0.0256801585233076,0.0332846867692522,0.140454737085883,True,False,False,False,False,False,False
KCNN2,U0_unadjusted,U2_age_sex_location_adjusted,0.0940121622467743,0.0589028758951621,-0.03510928635161221,0.0333410079033563,0.239442935667458,True,False,False,False,False,False,False
S100A10,U0_unadjusted,U2_age_sex_location_adjusted,-0.132655007760859,-0.127755426125938,0.004899581634921019,0.0333435537521639,0.0494189052500538,True,False,False,False,False,False,False
FPR2,U0_unadjusted,U2_age_sex_location_adjusted,0.0893622403913193,0.0652262375101751,-0.024136002881144203,0.0333529757591285,0.16901221599421,True,False,False,False,False,False,False
KRTAP11-1,U0_unadjusted,U2_age_sex_location_adjusted,-0.06754610696789,-0.0625999838936868,0.004946123074203196,0.0334160713929663,0.0803503490277829,True,False,False,False,False,False,False
PFN1,U0_unadjusted,U2_age_sex_location_adjusted,-0.135193841978596,-0.134457130027153,0.000736711951442981,0.0334261099789002,0.0556096567356673,True,False,False,False,False,False,False
ITGAM,U0_unadjusted,U2_age_sex_location_adjusted,0.119938812186237,0.10641189340744,-0.013526918778796998,0.0334404978302176,0.09100013507505,True,False,False,False,False,False,False
C17orf50,U0_unadjusted,U2_age_sex_location_adjusted,-0.0807976165228835,-0.0701496337705884,0.010647982752295101,0.0334938668750409,0.103337064612355,True,False,False,False,False,False,False
ANXA2P1,U0_unadjusted,U2_age_sex_location_adjusted,-0.0993618286411442,-0.102958149587813,-0.003596320946668799,0.0335139595707565,0.0464075460850353,True,False,False,False,False,False,False
ZNF440,U0_unadjusted,U2_age_sex_location_adjusted,-0.120474538117849,-0.101581329177063,0.018893208940786,0.033530958932593,0.112840119669341,True,False,False,False,False,False,False
PSRC1,U0_unadjusted,U2_age_sex_location_adjusted,-0.161197888501235,-0.183173462962059,-0.021975574460823988,0.033595105709739,0.0297446710477037,True,False,False,False,False,False,False
LCN1,U0_unadjusted,U2_age_sex_location_adjusted,-0.0700542056124565,-0.0666724622149574,0.0033817433974990957,0.0336580932662178,0.072186940638678,True,False,False,False,False,False,False
CEP170B,U0_unadjusted,U2_age_sex_location_adjusted,-0.0960757483319902,-0.075419566042795,0.020656182289195205,0.0337350153887579,0.12812934940583,True,False,False,False,False,False,False
OR6A2,U0_unadjusted,U2_age_sex_location_adjusted,-0.0672517698612605,-0.049007802894881,0.018243966966379498,0.0337537764087901,0.171350206516209,True,False,False,False,False,False,False
EXD1,U0_unadjusted,U2_age_sex_location_adjusted,-0.0636315736597398,-0.0504667732893771,0.013164800370362703,0.0337621674537749,0.137223995603494,True,False,False,False,False,False,False
GPRIN3,U0_unadjusted,U2_age_sex_location_adjusted,0.187238314025898,0.17772985754299,-0.00950845648290799,0.033789954104204,0.0506490604169297,True,False,False,False,False,False,False
POGK,U0_unadjusted,U2_age_sex_location_adjusted,-0.10090094437966,-0.105442953206304,-0.0045420088266439895,0.0338133897759879,0.0442172870970168,True,False,False,False,False,False,False
MZB1,U0_unadjusted,U2_age_sex_location_adjusted,-0.414850477377589,-0.449886268998137,-0.035035791620547985,0.0338228236956106,0.038966029401925,True,False,False,False,False,False,False
MTMR12,U0_unadjusted,U2_age_sex_location_adjusted,0.10614539756045,0.0607508258580186,-0.04539457170243139,0.0338405237495906,0.282004919793598,True,False,False,False,False,False,False
OR1D5,U0_unadjusted,U2_age_sex_location_adjusted,-0.0727004504311589,-0.0679129361138883,0.004787514317270605,0.0338608834166638,0.0752503402183425,True,False,False,False,False,False,False
CRISP2,U0_unadjusted,U2_age_sex_location_adjusted,-0.0643399760754767,-0.0750490066607478,-0.010709030585271104,0.0338788484328754,0.0235046151445652,True,False,False,False,False,False,False
SPDEF,U0_unadjusted,U2_age_sex_location_adjusted,-0.251403550771524,-0.30433608245663,-0.05293253168510603,0.0338862652947222,0.0144979747676008,True,False,False,False,False,False,False
FBXL8,U0_unadjusted,U2_age_sex_location_adjusted,0.122526923402768,0.110509951286877,-0.012016972115890992,0.0339085278189727,0.0902211109173638,True,False,False,False,False,False,False
CRIP1,U0_unadjusted,U2_age_sex_location_adjusted,0.323278451950377,0.166056307108795,-0.15722214484158203,0.0339268251561798,0.24860551710528,True,False,False,False,False,False,False
FYB1,U0_unadjusted,U2_age_sex_location_adjusted,-0.244637272809945,-0.203867928764771,0.04076934404517399,0.0339339764650678,0.0988503268843697,True,False,False,False,False,False,False
LKAAEAR1,U0_unadjusted,U2_age_sex_location_adjusted,-0.0982758448169484,-0.0878935147007172,0.0103823301162312,0.0339677762219783,0.0931836685294998,True,False,False,False,False,False,False
MRM2,U0_unadjusted,U2_age_sex_location_adjusted,-0.123317670041284,-0.127187556166649,-0.003869886125365013,0.0339740106026667,0.0492122054888543,True,False,False,False,False,False,False
PCDHGC3,U0_unadjusted,U2_age_sex_location_adjusted,-0.0653164436415974,-0.0691650196006594,-0.0038485759590620033,0.0340087443611131,0.0425454528922295,True,False,False,False,False,False,False
COQ6,U0_unadjusted,U2_age_sex_location_adjusted,-0.129761127800385,-0.185438356507983,-0.055677228707597975,0.0340447715406492,0.0051757651130205,True,False,False,False,False,False,False
ACAD10,U0_unadjusted,U2_age_sex_location_adjusted,0.101832659997704,0.11944271656849,0.017610056570786,0.0340538747057772,0.0223535598343383,True,False,False,False,False,False,False
PATE2,U0_unadjusted,U2_age_sex_location_adjusted,-0.049353415499186,-0.0452989517207561,0.004054463778429905,0.034057516615294,0.0843225886058818,True,False,False,False,False,False,False
DDX11L2,U0_unadjusted,U2_age_sex_location_adjusted,-0.0941903826075989,-0.0578510122931208,0.036339370314478106,0.034057516615294,0.243925735068021,True,False,False,False,False,False,False
DDHD1,U0_unadjusted,U2_age_sex_location_adjusted,0.108211337726286,0.104203066632831,-0.0040082710934549876,0.0340609434472712,0.0660600345686887,True,False,False,False,False,False,False
