"gene_symbol","entrez_id","comparison","log2_fold_change","standard_error","moderated_statistic","p_value","adjusted_p_value","average_expression","confidence_interval_lower","confidence_interval_upper","direction","mapping_status","analysis_provenance"
"VIP",7432,"adjacent_vs_healthy",4.72795273063212,0.191884311286043,24.8678120438767,7.22280302380706e-55,1.33549627910192e-50,6.5399513447649,4.35226300451113,5.10364245675311,"up","mapped_unique","raw_cel_rma_limma"
"CCN1",3491,"adjacent_vs_healthy",4.43353870707428,0.185382445243726,24.1364553692575,2.55468630353365e-53,2.36180748761686e-49,5.94939201356501,4.07056866429889,4.79650874984967,"up","mapped_unique","raw_cel_rma_limma"
"EGR1",1958,"adjacent_vs_healthy",3.64461807945179,0.160282106076098,22.9454250110437,9.77090034997226e-51,6.02213158236624e-47,7.22347933770495,3.33074816586549,3.9584879930381,"up","mapped_unique","raw_cel_rma_limma"
"FOS",2353,"adjacent_vs_healthy",3.67060296612635,0.162755327668061,22.7582456746923,2.52773798987914e-50,1.16844688582163e-46,7.99915729554303,3.35189538152032,3.98931055073238,"up","mapped_unique","raw_cel_rma_limma"
"CLC",1178,"adjacent_vs_healthy",-3.5746184745732,0.169938391241154,-21.2272939722468,7.08920918882178e-47,2.62158955802629e-43,4.33784761864698,-3.90737672348064,-3.24186022566575,"down","mapped_unique","raw_cel_rma_limma"
"SFRP2",6423,"adjacent_vs_healthy",4.4040032681549,0.211096977371287,21.0571475924885,1.74463680020086e-46,5.37638907261899e-43,5.30493789170937,3.99072567418762,4.81728086212219,"up","mapped_unique","raw_cel_rma_limma"
"ADAMTS1",9510,"adjacent_vs_healthy",2.64991614591567,0.131426275913946,20.3403543604045,8.06876078348742e-45,2.13130552695261e-41,5.62889437484848,2.39248126813542,2.90735102369591,"up","mapped_unique","raw_cel_rma_limma"
"APOLD1",81575,"adjacent_vs_healthy",1.44011874570621,0.0717677910705084,20.2028875823811,1.69574109416375e-44,3.91928160388597e-41,4.0536827350955,1.29926168380131,1.58097580761111,"up","mapped_unique","raw_cel_rma_limma"
"DYNC1H1",1778,"adjacent_vs_healthy",0.76830474248107,0.0389963640743963,19.7034121693481,2.57053529153847e-43,5.2810219489496e-40,7.55285052027324,0.69125240099967,0.84535708396247,"up","mapped_unique","raw_cel_rma_limma"
"KLF2",10365,"adjacent_vs_healthy",2.00163650568029,0.107404734824715,18.7926290657028,3.96066626396158e-41,7.32327192206497e-38,7.39946777245769,1.79116590503067,2.21210710632991,"up","mapped_unique","raw_cel_rma_limma"
"CD248",57124,"adjacent_vs_healthy",2.39106871297058,0.129447699687626,18.6335231120075,9.64967222155824e-41,1.62202217615102e-37,5.90386613808565,2.13750281239797,2.64463461354318,"up","mapped_unique","raw_cel_rma_limma"
"C1R",715,"adjacent_vs_healthy",1.93664455578854,0.105985028892938,18.4253740664652,3.10807704814346e-40,4.78902871834771e-37,7.95026690925211,1.72894891817948,2.1443401933976,"up","mapped_unique","raw_cel_rma_limma"
"OGN",4969,"adjacent_vs_healthy",3.53674396684044,0.194205592149308,18.3801864108841,4.0093320977576e-40,5.70250388365678e-37,5.64825713990816,3.1565130044903,3.91697492919057,"up","mapped_unique","raw_cel_rma_limma"
"CH25H",9023,"adjacent_vs_healthy",2.11096848013481,0.117102497700465,18.1814586429844,1.23212622503832e-39,1.62728670721132e-36,4.82271282364433,1.88154028145812,2.3403966788115,"up","mapped_unique","raw_cel_rma_limma"
"GAP43",2596,"adjacent_vs_healthy",0.706686158093897,0.0389403864422491,18.1487434406749,1.48292868818311e-39,1.82795676296705e-36,2.88383384188023,0.629742329441986,0.783629986745809,"up","mapped_unique","raw_cel_rma_limma"
"AEBP1",165,"adjacent_vs_healthy",1.68998119353292,0.0940549239378986,18.1116859135222,1.82950140787542e-39,2.11421756447603e-36,7.33910064581528,1.50559994028723,1.87436244677861,"up","mapped_unique","raw_cel_rma_limma"
"RSPO3",84870,"adjacent_vs_healthy",2.38129335456094,0.133270915718389,18.0258691549231,2.97737400602671e-39,3.23833208067258e-36,6.24210968742248,2.12025131457099,2.64233539455088,"up","mapped_unique","raw_cel_rma_limma"
"C3orf38",285237,"adjacent_vs_healthy",-0.625882082773845,0.0347297538548947,-17.9785572221754,3.89582471811203e-39,4.00187772432731e-36,6.34290031156764,-0.694673055642286,-0.557091109905405,"down","mapped_unique","raw_cel_rma_limma"
"CCN2",1490,"adjacent_vs_healthy",2.64791972282921,0.149118948330601,17.9168920843322,5.53302206116995e-39,5.38450410058065e-36,6.64416708854634,2.35588404944898,2.93995539620943,"up","mapped_unique","raw_cel_rma_limma"
"SNORA12",677800,"adjacent_vs_healthy",-2.20336025835863,0.125658981104224,-17.6874828599934,2.04880564553511e-38,1.89412081929721e-35,4.66373074159302,-2.44951785832213,-1.95720265839512,"down","mapped_unique","raw_cel_rma_limma"
"GREM1",26585,"adjacent_vs_healthy",2.67039134601187,0.153499932814029,17.5538951046355,4.40352553958548e-38,3.87719939175883e-35,6.92856694371219,2.36978705056119,2.97099564146255,"up","mapped_unique","raw_cel_rma_limma"
"FBLN2",2199,"adjacent_vs_healthy",2.22986941440363,0.128385507572819,17.5208183337452,5.32375594347533e-38,4.47437488158449e-35,5.69458298128774,1.97838051917748,2.48135830962978,"up","mapped_unique","raw_cel_rma_limma"
"NNMT",4837,"adjacent_vs_healthy",2.45370134821551,0.141521055210313,17.4928201453242,6.25207806176372e-38,5.02612710269614e-35,6.78902837709464,2.17652533761614,2.73087735881488,"up","mapped_unique","raw_cel_rma_limma"
"C3",718,"adjacent_vs_healthy",3.31938394862414,0.192246464214269,17.4262402242303,9.16604658777021e-38,7.0616750586613e-35,7.26033003254955,2.94298572770633,3.69578216954195,"up","mapped_unique","raw_cel_rma_limma"
"EFHD1",80303,"adjacent_vs_healthy",1.09356721015302,0.0634311508360513,17.3437799710226,1.47325432850594e-37,1.08961890136299e-34,3.26540692724062,0.968973679293712,1.21816074101234,"up","mapped_unique","raw_cel_rma_limma"
"TIMP3",7078,"adjacent_vs_healthy",2.84752561098242,0.165777045573283,17.3335890261136,1.56232645061599e-37,1.11105446430345e-34,6.41144337735817,2.52290737565248,3.17214384631236,"up","mapped_unique","raw_cel_rma_limma"
"IGFBP6",3489,"adjacent_vs_healthy",3.19958428420051,0.186959167111917,17.2719547021367,2.22878578786846e-37,1.52630552658103e-34,5.64696979798418,2.83352971379583,3.56563885460519,"up","mapped_unique","raw_cel_rma_limma"
"RERGL",79785,"adjacent_vs_healthy",3.16146887208053,0.186355259581118,17.1214591800995,5.31629389268381e-37,3.51065264556156e-34,4.51228605604122,2.79659572346574,3.52634202069532,"up","mapped_unique","raw_cel_rma_limma"
"TGFBR3",7049,"adjacent_vs_healthy",1.98967950635164,0.117300692713249,17.1079213646179,5.74943395375121e-37,3.66575978637448e-34,7.29630087255522,1.75986382966803,2.21949518303524,"up","mapped_unique","raw_cel_rma_limma"
"TCIM",56892,"adjacent_vs_healthy",1.98039663422665,0.11686158136469,17.0919510971998,6.30615527088289e-37,3.88669369862082e-34,8.03540181282691,1.75143943331601,2.20935383513729,"up","mapped_unique","raw_cel_rma_limma"
"MGP",4256,"adjacent_vs_healthy",2.98323327103367,0.176293104115845,17.0774850659923,6.85700126339962e-37,4.08986946323416e-34,6.34600616153304,2.63804417488811,3.32842236717924,"up","mapped_unique","raw_cel_rma_limma"
"EBF1",1879,"adjacent_vs_healthy",2.16672632646725,0.129070827822377,16.9344464333754,1.57144689769973e-36,9.08001660577124e-34,4.6808633565782,1.91389736276884,2.41955529016566,"up","mapped_unique","raw_cel_rma_limma"
"SPTBN1",6711,"adjacent_vs_healthy",0.976204285201541,0.0581361921022655,16.880922252758,2.14449664145172e-36,1.20156796668007e-33,5.61813006867025,0.861932684994238,1.09047588540884,"up","mapped_unique","raw_cel_rma_limma"
"CILP",8483,"adjacent_vs_healthy",3.1998097692273,0.192491864751226,16.7770958869979,3.92319199399962e-36,2.13352411673685e-33,5.00030079392135,2.82293146045761,3.57668807799699,"up","mapped_unique","raw_cel_rma_limma"
"ATP5F1C",509,"adjacent_vs_healthy",-0.798902081352651,0.0477955735182718,-16.769291800314,4.1056044266754e-36,2.1689321671208e-33,9.88617027779567,-0.893041735782143,-0.704762426923158,"down","mapped_unique","raw_cel_rma_limma"
"PTGIS",5740,"adjacent_vs_healthy",1.57450619386462,0.0949802647086394,16.7102690635767,5.79090816543911e-36,2.97427477719359e-33,3.71915334161397,1.38831690223384,1.7606954854954,"up","mapped_unique","raw_cel_rma_limma"
"SFRP1",6422,"adjacent_vs_healthy",2.34103959499526,0.142250963225705,16.6041243899393,1.07592390862192e-35,5.37671164065386e-33,4.72313802334155,2.06243610657607,2.61964308341446,"up","mapped_unique","raw_cel_rma_limma"
"MFAP5",8076,"adjacent_vs_healthy",3.36644975837782,0.205003625860394,16.574327241312,1.28056157302442e-35,6.2309430224267e-33,5.12406027447706,2.96509353901095,3.76780597774468,"up","mapped_unique","raw_cel_rma_limma"
"NIPSNAP3A",25934,"adjacent_vs_healthy",-1.02197387810773,0.0620751109961808,-16.5597516940228,1.39445730144241e-35,6.56030825586296e-33,8.90920391223657,-1.14392329943856,-0.900024456776891,"down","mapped_unique","raw_cel_rma_limma"
"C11orf96",387763,"adjacent_vs_healthy",2.01585934089187,0.122811922717817,16.5567420828669,1.41921217000821e-35,6.56030825586296e-33,7.33853319732252,1.77526848844054,2.25645019334321,"up","mapped_unique","raw_cel_rma_limma"
"MCEE",84693,"adjacent_vs_healthy",-0.993657937453602,0.060585115753348,-16.4938068480679,2.05093042843148e-35,9.2491960052922e-33,6.34488476657752,-1.11270255680859,-0.874613318098611,"down","mapped_unique","raw_cel_rma_limma"
"GAL",51083,"adjacent_vs_healthy",3.01225126206585,0.185021258107061,16.4308652873922,2.9651979933677e-35,1.30539311660402e-32,4.5733659846561,2.64998780349911,3.37451472063259,"up","mapped_unique","raw_cel_rma_limma"
"SLIT3",6586,"adjacent_vs_healthy",2.13701034477996,0.133121377831933,16.194841898604,1.18585038139856e-34,5.0991566400138e-32,4.15882397648961,1.87626072672945,2.39775996283048,"up","mapped_unique","raw_cel_rma_limma"
"HTRA1",5654,"adjacent_vs_healthy",2.47877449762279,0.154739331908313,16.16394567479,1.42238237470642e-34,5.97723866098222e-32,6.0807862975548,2.17574604635059,2.78180294889498,"up","mapped_unique","raw_cel_rma_limma"
"COL6A3",1293,"adjacent_vs_healthy",2.31545834582168,0.144569115958488,16.1597215079368,1.45820569266567e-34,5.99160516830852e-32,7.07317149570901,2.03232118706899,2.59859550457437,"up","mapped_unique","raw_cel_rma_limma"
"SIK1",150094,"adjacent_vs_healthy",2.78635089424383,0.174372356475217,16.1259632186543,1.77900470372555e-34,7.15082542867076e-32,6.0660964703047,2.44491913814182,3.12778265034585,"up","mapped_unique","raw_cel_rma_limma"
"MRPL13",28998,"adjacent_vs_healthy",-0.818919181914747,0.0515407233865333,-15.9545621772733,4.89124586133245e-34,1.92423693566036e-31,8.18503091671544,-0.920345327601634,-0.717493036227859,"down","mapped_unique","raw_cel_rma_limma"
"LYPLA1",10434,"adjacent_vs_healthy",-1.04059931240978,0.0659623050081702,-15.8747464056021,7.84145617184135e-34,3.02059426286139e-31,7.17828015048325,-1.17012935470556,-0.911069270114,"down","mapped_unique","raw_cel_rma_limma"
"JUN",3725,"adjacent_vs_healthy",1.43959680344758,0.091570360265226,15.8454677588894,9.32517007526835e-34,3.51882438146351e-31,7.59252004582988,1.26006988407764,1.61912372281752,"up","mapped_unique","raw_cel_rma_limma"
"CDH5",1003,"adjacent_vs_healthy",0.811194037627051,0.0514303330078794,15.8376079665042,9.76936662352936e-34,3.61271177738116e-31,3.87731293766041,0.709982754583833,0.912405320670269,"up","mapped_unique","raw_cel_rma_limma"
"PCSK5",5125,"adjacent_vs_healthy",1.05676418802854,0.0672026363923549,15.8257389318044,1.04806904810042e-33,3.79976405870132e-31,5.83859476118037,0.924814654498026,1.18871372155905,"up","mapped_unique","raw_cel_rma_limma"
"ROBO4",54538,"adjacent_vs_healthy",1.1818140100983,0.0763660048938684,15.5860949718288,4.34460466760337e-33,1.54484115969205e-30,5.54536265162083,1.03198166223764,1.33164635795897,"up","mapped_unique","raw_cel_rma_limma"
"CCN5",8839,"adjacent_vs_healthy",2.34405059451377,0.152622119768943,15.4971974068846,7.37298740518329e-33,2.57219881361961e-30,4.62639207770415,2.045163209642,2.64293797938555,"up","mapped_unique","raw_cel_rma_limma"
"EAPP",55837,"adjacent_vs_healthy",-0.675649226432864,0.0437141841586647,-15.4871278816088,7.8285507764599e-33,2.68055377512488e-30,8.21442846991061,-0.761856551280641,-0.589441901585086,"down","mapped_unique","raw_cel_rma_limma"
"MYCBP2",23077,"adjacent_vs_healthy",0.879242861357201,0.0571322646559498,15.4690373863281,8.71907186066726e-33,2.93119343097705e-30,7.63852787816819,0.766927455476252,0.99155826723815,"up","mapped_unique","raw_cel_rma_limma"
"CHD8",57680,"adjacent_vs_healthy",0.627697663610737,0.0408753392170719,15.3705800243305,1.56800936249257e-32,5.1772309129442e-30,6.20520727182265,0.547001288830745,0.708394038390728,"up","mapped_unique","raw_cel_rma_limma"
"PECAM1",5175,"adjacent_vs_healthy",1.40586005873678,0.0925865110537682,15.3048823770442,2.32078834229046e-32,7.4216961038192e-30,6.71191208395824,1.22434784005244,1.58737227742112,"up","mapped_unique","raw_cel_rma_limma"
"ZFP36",7538,"adjacent_vs_healthy",1.13367516393632,0.0745949797148223,15.3043584401299,2.32806043278266e-32,7.4216961038192e-30,10.203207512486,0.98730004101603,1.2800502868566,"up","mapped_unique","raw_cel_rma_limma"
"NSMCE2",286053,"adjacent_vs_healthy",-0.695184401557313,0.046168023917529,-15.0997703506008,7.91334351153531e-32,2.47996138183539e-29,7.17555485913445,-0.786159690940407,-0.604209112174218,"down","mapped_unique","raw_cel_rma_limma"
"LYVE1",10894,"adjacent_vs_healthy",2.1070715874114,0.141243391607114,15.0511294963105,1.05907474693058e-31,3.2637153451244e-29,5.14860460528136,1.83043859945558,2.38370457536723,"up","mapped_unique","raw_cel_rma_limma"
"ADH1B",125,"adjacent_vs_healthy",2.25485425088552,0.151228236965349,15.0447230850245,1.10053306092006e-31,3.33587808137901e-29,7.9358120913424,1.95869312952673,2.55101537224431,"up","mapped_unique","raw_cel_rma_limma"
"SRPX",8406,"adjacent_vs_healthy",2.16880664596356,0.14552156603719,15.0373001064386,1.15060883333362e-31,3.43141247231268e-29,6.92275206179138,1.88380672655097,2.45380656537616,"up","mapped_unique","raw_cel_rma_limma"
"PDCD10",11235,"adjacent_vs_healthy",-0.701222358271167,0.0469582191182694,-14.9780076031218,1.64195054901037e-31,4.8189945478098e-29,9.33046999064159,-0.793733805991677,-0.608710910550657,"down","mapped_unique","raw_cel_rma_limma"
"CRADD",8738,"adjacent_vs_healthy",-0.631310656722038,0.0422983183453299,-14.9475107196882,1.97170595818605e-31,5.69638174482188e-29,5.38581227920305,-0.714768664966303,-0.547852648477773,"down","mapped_unique","raw_cel_rma_limma"
"CRLS1",54675,"adjacent_vs_healthy",-0.687359147053126,0.0461680016125747,-14.929808827671,2.19276970608346e-31,6.18132138820896e-29,8.4150413540563,-0.778334393079805,-0.596383901026447,"down","mapped_unique","raw_cel_rma_limma"
"GCN1",10985,"adjacent_vs_healthy",0.689021265412853,0.0462844229059969,14.9287751279593,2.20642083083716e-31,6.18132138820896e-29,6.93761877428561,0.597819715581712,0.780222815243993,"up","mapped_unique","raw_cel_rma_limma"
"VEGFC",7424,"adjacent_vs_healthy",1.65707133417181,0.112276321291599,14.8842001724458,2.88371515349699e-31,7.9581930131581e-29,4.23403357115296,1.43707802552476,1.87706464281886,"up","mapped_unique","raw_cel_rma_limma"
"ECRG4",84417,"adjacent_vs_healthy",2.98463562275327,0.202423197385971,14.881697410109,2.92740217417222e-31,7.95995091183004e-29,6.35483807073494,2.58832782516744,3.3809434203391,"up","mapped_unique","raw_cel_rma_limma"
"THBD",7056,"adjacent_vs_healthy",1.24452648273955,0.0849173783136305,14.7673841848411,5.82073955941626e-31,1.53801401141355e-28,3.98535473653214,1.07799577105229,1.41105719442681,"up","mapped_unique","raw_cel_rma_limma"
"PCOLCE2",26577,"adjacent_vs_healthy",3.01727184336496,0.206224176814915,14.7673293664319,5.82265985932659e-31,1.53801401141355e-28,4.51433398201983,2.61352768875518,3.42101599797475,"up","mapped_unique","raw_cel_rma_limma"
"HEG1",57493,"adjacent_vs_healthy",1.37890470353074,0.0941479156711521,14.7633019359618,5.96549242278718e-31,1.55354866052585e-28,6.0141540033679,1.19434175485074,1.56346765221075,"up","mapped_unique","raw_cel_rma_limma"
"COX16",51241,"adjacent_vs_healthy",-0.596829506971936,0.0406107497611863,-14.7082657165155,8.30861992389145e-31,2.1336997554549e-28,8.74211041155256,-0.677012559981032,-0.51664645396284,"down","mapped_unique","raw_cel_rma_limma"
"LMNA",4000,"adjacent_vs_healthy",0.620431081705711,0.0423276708284734,14.6798927140645,9.8570285912905e-31,2.49666381716385e-28,8.63503243833756,0.536916091610903,0.703946071800518,"up","mapped_unique","raw_cel_rma_limma"
"PPP1CC",5501,"adjacent_vs_healthy",-0.550740070883796,0.0376087779174974,-14.6346114275942,1.29493570624037e-30,3.23558935248439e-28,10.4354191147314,-0.625103472827716,-0.476376668939876,"down","mapped_unique","raw_cel_rma_limma"
"CCDC3",83643,"adjacent_vs_healthy",1.47400028685605,0.101669384709105,14.6173723244673,1.43675132748224e-30,3.54207093935288e-28,5.49135397620618,1.2747394142295,1.67326115948261,"up","mapped_unique","raw_cel_rma_limma"
"NDUFB3",4709,"adjacent_vs_healthy",-0.703697160999656,0.0483673663112763,-14.5984537156709,1.61036232664405e-30,3.91784202890111e-28,8.35456704501406,-0.798948855562759,-0.608445466436554,"down","mapped_unique","raw_cel_rma_limma"
"SEMA3G",56920,"adjacent_vs_healthy",0.874794876609173,0.0603564902130784,14.5753549591509,1.85109350270376e-30,4.40930011074831e-28,3.36343654346365,0.756195922318586,0.99339383089976,"up","mapped_unique","raw_cel_rma_limma"
"COL14A1",7373,"adjacent_vs_healthy",0.967366238551714,0.0668051004493331,14.5725923356329,1.88220077579468e-30,4.40930011074831e-28,4.36890861842108,0.836192203075524,1.0985402740279,"up","mapped_unique","raw_cel_rma_limma"
"SOX18",54345,"adjacent_vs_healthy",1.39581579919414,0.0965586129199843,14.5724419882038,1.88390864656093e-30,4.40930011074831e-28,4.74507778749128,1.20654241658226,1.58508918180603,"up","mapped_unique","raw_cel_rma_limma"
"LYSET",26175,"adjacent_vs_healthy",-0.61859520158581,0.0427387188871719,-14.4979186741826,2.95388391683926e-30,6.82716420279475e-28,8.23551470428201,-0.702908223745734,-0.534282179425886,"down","mapped_unique","raw_cel_rma_limma"
"SNX7",51375,"adjacent_vs_healthy",-0.571651818560919,0.0395780634920273,-14.4487047201164,3.97637991661886e-30,9.07694625410897e-28,7.34336215771229,-0.649831958366864,-0.493471678754973,"down","mapped_unique","raw_cel_rma_limma"
"RGS1",5996,"adjacent_vs_healthy",1.18816857258296,0.0829466371180543,14.432216370672,4.39295094990015e-30,9.90556866629923e-28,3.91471096623435,1.02548683637443,1.35085030879149,"up","mapped_unique","raw_cel_rma_limma"
"SASH1",23328,"adjacent_vs_healthy",1.16645594542129,0.0814820580510186,14.4220402293262,4.67159055760945e-30,1.04069529409878e-27,5.47404014883586,1.00663436997348,1.32627752086909,"up","mapped_unique","raw_cel_rma_limma"
"DUSP1",1843,"adjacent_vs_healthy",1.55430900797031,0.108942962178541,14.3873022921891,5.76319291377682e-30,1.2685885354254e-27,5.59817442254554,1.34083167701099,1.76778633892964,"up","mapped_unique","raw_cel_rma_limma"
"ZNHIT3",9326,"adjacent_vs_healthy",-0.609403911136729,0.0424348627476881,-14.3831422175888,5.90999706632771e-30,1.2855981853694e-27,7.90728691669384,-0.693126997839604,-0.525680824433854,"down","mapped_unique","raw_cel_rma_limma"
"ATF1",466,"adjacent_vs_healthy",-0.597604413292717,0.0416779824776639,-14.3565816503576,6.93979356664112e-30,1.49205561682784e-27,6.0765732725849,-0.679858317275248,-0.515350509310185,"down","mapped_unique","raw_cel_rma_limma"
"PMP22",5376,"adjacent_vs_healthy",1.71533756160731,0.12074276184689,14.3294369447567,8.1782955398309e-30,1.73812281070659e-27,6.89301198825922,1.47879230645546,1.95188281675915,"up","mapped_unique","raw_cel_rma_limma"
"NUDT16L1",84309,"adjacent_vs_healthy",-0.604110588133071,0.0423677268509208,-14.2804402038821,1.10013938527393e-29,2.31154286746762e-27,6.71141264122651,-0.687703339839463,-0.520517836426679,"down","mapped_unique","raw_cel_rma_limma"
"TMTC1",83857,"adjacent_vs_healthy",1.78045240999,0.125880510279907,14.2674823424312,1.18992322392613e-29,2.47209892251619e-27,5.1276787450157,1.53386165225152,2.02704316772848,"up","mapped_unique","raw_cel_rma_limma"
"TMEM100",55273,"adjacent_vs_healthy",1.72980980856974,0.122469155605948,14.2470339861445,1.34677777090612e-29,2.76688010933935e-27,6.16469441438732,1.48988913937902,1.96973047776045,"up","mapped_unique","raw_cel_rma_limma"
"CCDC80",151887,"adjacent_vs_healthy",2.40108385416311,0.170551615496781,14.207233274558,1.7139717552685e-29,3.48256458845215e-27,4.60218191470936,2.06712605905842,2.7350416492678,"up","mapped_unique","raw_cel_rma_limma"
"ITPRIPL2",162073,"adjacent_vs_healthy",0.533441206829927,0.0376317635142979,14.1664526233434,2.19451377003308e-29,4.41049560955561e-27,8.57273909378791,0.459033277967762,0.607849135692093,"up","mapped_unique","raw_cel_rma_limma"
"TSHZ2",128553,"adjacent_vs_healthy",0.7240812219013,0.0513548675121113,14.1573786802381,2.31860937106624e-29,4.60979433021665e-27,3.2289907863915,0.62301682117984,0.825145622622761,"up","mapped_unique","raw_cel_rma_limma"
"UCHL1",7345,"adjacent_vs_healthy",2.05092864618413,0.146569404842327,14.1184783944297,2.93541082889693e-29,5.77401555598981e-27,4.48802819620579,1.76387938951535,2.33797790285291,"up","mapped_unique","raw_cel_rma_limma"
"EFEMP1",2202,"adjacent_vs_healthy",2.30608017855748,0.1649565475145,14.1074262914991,3.13893166017726e-29,6.10935225228184e-27,7.46469114488286,1.98306689534518,2.62909346176979,"up","mapped_unique","raw_cel_rma_limma"
"CNIH1",10175,"adjacent_vs_healthy",-0.51152778764518,0.0362467198617093,-14.0924676725101,3.43708912286491e-29,6.6199768626846e-27,9.79286751562525,-0.583253678762665,-0.439801896527696,"down","mapped_unique","raw_cel_rma_limma"
"TIMM8B",26521,"adjacent_vs_healthy",-0.49812991223421,0.0353112754069187,-14.0786675166603,3.73726070742034e-29,7.12391242063938e-27,8.38423585535788,-0.568045632780803,-0.428214191687618,"down","mapped_unique","raw_cel_rma_limma"
"GOLPH3L",55204,"adjacent_vs_healthy",-0.649307430498357,0.0464059709479629,-14.0319569451152,4.96218616438952e-29,9.36232879383288e-27,6.55446351622965,-0.740745257883792,-0.557869603112923,"down","mapped_unique","raw_cel_rma_limma"
"APOD",347,"adjacent_vs_healthy",2.01129302866985,0.144702953700928,14.0239688699197,5.20875761423419e-29,9.72827558456467e-27,4.2005461233524,1.72789411688034,2.29469194045936,"up","mapped_unique","raw_cel_rma_limma"
"HINT1",3094,"adjacent_vs_healthy",-0.359261726168533,0.025412101539118,-13.9607989337976,7.64448293426259e-29,1.41346489454515e-26,11.386044316628,-0.410112134998852,-0.308411317338215,"down","mapped_unique","raw_cel_rma_limma"
"CIAO2A",84191,"adjacent_vs_healthy",-0.875201529155119,0.0632743979453731,-13.9146768158931,1.01173384695043e-28,1.85217414159538e-26,8.71638117609943,-0.999489389916629,-0.750913668393608,"down","mapped_unique","raw_cel_rma_limma"
"CLU",1191,"adjacent_vs_healthy",1.33474062846585,0.0968240906944439,13.8967236985168,1.12839383935628e-28,2.04549040095075e-26,4.98085239970512,1.14494848678976,1.52453277014194,"up","mapped_unique","raw_cel_rma_limma"
"SPAG9",9043,"adjacent_vs_healthy",-1.15598910499424,0.08407201714435,-13.854170212598,1.46161042438128e-28,2.62380356765145e-26,5.8534855449278,-1.3208687299501,-0.991109480038376,"down","mapped_unique","raw_cel_rma_limma"
"BAZ1B",9031,"adjacent_vs_healthy",0.513085788764604,0.0370244872475591,13.8447305500632,1.54798002098025e-28,2.75212986422354e-26,7.27930933262267,0.439854066644126,0.586317510885082,"up","mapped_unique","raw_cel_rma_limma"
"GON7",84520,"adjacent_vs_healthy",-0.665637276485501,0.048306322284473,-13.8261213715977,1.73350854407037e-28,3.05262599808202e-26,8.86380009182152,-0.76077024289919,-0.570504310071813,"down","mapped_unique","raw_cel_rma_limma"
"HSBP1",3281,"adjacent_vs_healthy",-0.541348150392603,0.0392285345668237,-13.8024147302843,2.00246847410339e-28,3.49298510246903e-26,9.43225175020396,-0.618850586457872,-0.463845714327333,"down","mapped_unique","raw_cel_rma_limma"
"IFT25",51668,"adjacent_vs_healthy",-0.605495268485244,0.0440738367492211,-13.7675032347686,2.47649695866429e-28,4.27947932389745e-26,7.49096377426846,-0.692401183320857,-0.518589353649632,"down","mapped_unique","raw_cel_rma_limma"
"FKBP10",60681,"adjacent_vs_healthy",1.30018822411021,0.0952872733443118,13.7546105085448,2.67868348009261e-28,4.58600532841781e-26,5.06962887784137,1.11339905062863,1.48697739759179,"up","mapped_unique","raw_cel_rma_limma"
"DUSP6",1848,"adjacent_vs_healthy",1.0109315133309,0.0740813826134917,13.7414614703018,2.90192949861218e-28,4.92263086507699e-26,8.66318371737761,0.865558906138141,1.15630412052367,"up","mapped_unique","raw_cel_rma_limma"
"PRRX1",5396,"adjacent_vs_healthy",1.35827917695481,0.0999655106509112,13.6987104717916,3.76485268807363e-28,6.3283751093165e-26,3.60287273441951,1.16234819047838,1.55421016343123,"up","mapped_unique","raw_cel_rma_limma"
"TMEM126B",55863,"adjacent_vs_healthy",-0.571703323054114,0.0418374505502085,-13.6828590633134,4.14648997180085e-28,6.9070810431169e-26,7.88750514531293,-0.654266735005153,-0.489139911103075,"down","mapped_unique","raw_cel_rma_limma"
"GLG1",2734,"adjacent_vs_healthy",0.507187815609204,0.0371901254500972,13.625898220858,5.86694420126435e-28,9.68569627512303e-26,6.53391652568445,0.433635315361374,0.580740315857035,"up","mapped_unique","raw_cel_rma_limma"
"PHF5A",84844,"adjacent_vs_healthy",-0.604827906916151,0.0445088512578939,-13.6198872104002,6.08587355553923e-28,9.95821257008145e-26,7.62391991193445,-0.692578907931148,-0.517076905901154,"down","mapped_unique","raw_cel_rma_limma"
"COX7A2",1347,"adjacent_vs_healthy",-0.400294998196056,0.0291937361940799,-13.6121379870557,6.38022704435116e-28,1.03482805307064e-25,11.6188309390107,-0.458404558544906,-0.342185437847206,"down","mapped_unique","raw_cel_rma_limma"
"ALKBH7",84266,"adjacent_vs_healthy",-0.477265374544646,0.0350028863036722,-13.605051050591,6.66188918128436e-28,1.06658621184277e-25,7.01173414379414,-0.546584571180387,-0.407946177908905,"down","mapped_unique","raw_cel_rma_limma"
"LDB2",9079,"adjacent_vs_healthy",1.23925825695187,0.0918137890690467,13.6043259453638,6.69140078819694e-28,1.06658621184277e-25,4.40793378076068,1.0592557467171,1.41926076718664,"up","mapped_unique","raw_cel_rma_limma"
"DPT",1805,"adjacent_vs_healthy",2.91139344430416,0.216091465832654,13.5988983696906,6.91649965722177e-28,1.09304340736778e-25,4.58474234001217,2.48834418338251,3.3344427052258,"up","mapped_unique","raw_cel_rma_limma"
"TXNDC9",10190,"adjacent_vs_healthy",-0.628193667657675,0.0463893440196134,-13.5804752159931,7.7386654729457e-28,1.21260953046412e-25,7.6397584763948,-0.719599173421955,-0.536788161893396,"down","mapped_unique","raw_cel_rma_limma"
