task,model,metric,outer_fold_mean,outer_fold_sd,repeat_mean_sd,aggregated_oof_metric,aggregated_oof_bootstrap_ci_lower,aggregated_oof_bootstrap_ci_upper,mean,median,standard_deviation,fold_minimum,fold_maximum,repeat_mean_standard_deviation,analysis_provenance
task_c_tumor_vs_adjacent,linear_svm,log_loss,0.0634694437538998,0.0229019501337677,0.0028733160503533,0.0631368709024291,0.04497949150645,0.0880780495869605,0.0634694437538998,0.0529805591126924,0.0229019501337677,0.0397038120363693,0.1145919139989803,0.0028733160503533,raw_cel_rma
task_c_tumor_vs_adjacent,linear_svm,roc_auc,0.9996666666666668,0.0012909944487358,0.0005773502691896,0.9996876301541024,0.9985422740524782,1.0,0.9996666666666668,1.0,0.0012909944487358,0.995,1.0,0.0005773502691896,raw_cel_rma
task_c_tumor_vs_adjacent,linear_svm,pr_auc,0.9996969696969696,0.0011736313170325,0.0005248638810815,0.999696908466357,0.998639455782313,1.0,0.9996969696969696,1.0,0.0011736313170325,0.9954545454545454,1.0,0.0005248638810815,raw_cel_rma
task_c_tumor_vs_adjacent,linear_svm,brier_score,0.0101769451280279,0.0088753302283878,0.0006942435865845,0.0100688258893567,0.0035768333380833,0.0197405833125012,0.0101769451280279,0.0059182191183589,0.0088753302283878,0.0019901069241412,0.0307465151386734,0.0006942435865845,raw_cel_rma
task_c_tumor_vs_adjacent,random_forest,f1_macro,0.9881439819822362,0.0161872467838929,0.00275980628217,0.9897948557742372,0.9744731838191244,1.0,0.9881439819822362,1.0,0.0161872467838929,0.949874686716792,1.0,0.00275980628217,raw_cel_rma
task_c_tumor_vs_adjacent,random_forest,balanced_accuracy,0.988157894736842,0.0161610415490261,0.0027474490812922,0.9897959183673468,0.9744897959183674,1.0,0.988157894736842,1.0,0.0161610415490261,0.95,1.0,0.0027474490812922,raw_cel_rma
task_c_tumor_vs_adjacent,random_forest,log_loss,0.033036745091392,0.0214200414967791,0.0038613437374245,0.0323648328174755,0.0174784242177499,0.0508430420834267,0.033036745091392,0.0325340328378952,0.0214200414967791,0.002011348960035,0.0716096047168707,0.0038613437374245,raw_cel_rma
task_c_tumor_vs_adjacent,random_forest,roc_auc,0.9996666666666668,0.0012909944487358,0.0005773502691896,0.9997917534360684,0.9989587671803416,1.0,0.9996666666666668,1.0,0.0012909944487358,0.995,1.0,0.0005773502691896,raw_cel_rma
task_c_tumor_vs_adjacent,random_forest,pr_auc,0.9996969696969698,0.0011736313170325,0.0005248638810813,0.9997959183673468,0.9990093124628492,1.0,0.9996969696969698,1.0,0.0011736313170325,0.9954545454545456,1.0,0.0005248638810813,raw_cel_rma
task_c_tumor_vs_adjacent,random_forest,brier_score,0.0079600087719297,0.007216999470682,0.001062253693492,0.007660544217687,0.0021389331774376,0.015029139739229,0.0079600087719297,0.0092730263157894,0.007216999470682,2.2500000000000025e-05,0.0209712499999999,0.001062253693492,raw_cel_rma
