"accession","geo_accession","sample_median","sample_iqr","median_robust_z","iqr_robust_z","missing_values","non_finite_values","independent_failure_metrics","technical_outlier_candidate","automatic_exclusion"
"GSE41258","GSM1012299",6.68361280534852,2.11509031859299,-0.198031524259828,-0.914503356177449,0,0,0,FALSE,FALSE
"GSE41258","GSM1012300",6.65857708201136,2.21335860047408,-1.39549248390562,0.136594512898118,0,0,0,FALSE,FALSE
"GSE41258","GSM1012301",6.6836017900698,2.20603915222602,-0.198558386058192,0.05830418046259,0,0,0,FALSE,FALSE
"GSE41258","GSM1012302",6.66699699808561,2.16258023622079,-0.992767120366803,-0.406541374288302,0,0,0,FALSE,FALSE
"GSE41258","GSM1012303",6.67346164457614,2.21636770781583,-0.683562481616554,0.168780547437365,0,0,0,FALSE,FALSE
"GSE41258","GSM1012304",6.69673088627662,2.248722404903,0.429407498185183,0.514853079814232,0,0,0,FALSE,FALSE
"GSE41258","GSM1012305",6.70337125279311,2.10040808248664,0.747016842007565,-1.07154759048413,0,0,0,FALSE,FALSE
"GSE41258","GSM1012306",6.66964620960071,2.19982126860699,-0.866055088904542,-0.00820358885033026,0,0,0,FALSE,FALSE
"GSE41258","GSM1012307",6.66174662148557,2.27269617840631,-1.24389311809884,0.771281520005433,0,0,0,FALSE,FALSE
"GSE41258","GSM1012308",6.65980833529813,2.24702286928092,-1.33660152547443,0.496674495263945,0,0,0,FALSE,FALSE
"GSE41258","GSM1012309",6.68958283875314,2.10699161183306,0.0875157249067486,-1.00112879883997,0,0,0,FALSE,FALSE
"GSE41258","GSM1012310",6.65830324578377,2.28814375183152,-1.40859009596416,0.936511960579028,0,0,0,FALSE,FALSE
"GSE41258","GSM1012311",6.66433692942717,2.3081474693819,-1.11999844999788,1.15047586112063,0,0,0,FALSE,FALSE
"GSE41258","GSM1012312",6.67119851732987,2.17514734015905,-0.791808066839594,-0.272121031151164,0,0,0,FALSE,FALSE
"GSE41258","GSM1012313",6.68693240947695,2.15680915582061,-0.0392545521810199,-0.468270043954445,0,0,0,FALSE,FALSE
"GSE41258","GSM1012314",6.67334275501218,2.27887906825342,-0.68924898044197,0.837414988695642,0,0,0,FALSE,FALSE
"GSE41258","GSM1012315",6.71891895230199,2.3294965236617,1.49066474558379,1.37882976159313,0,0,0,FALSE,FALSE
"GSE41258","GSM1012316",6.67104866968232,2.14333914731509,-0.798975293662696,-0.612348041102243,0,0,0,FALSE,FALSE
"GSE41258","GSM1012317",6.7069533048862,2.14994257513271,0.918346724477171,-0.541716411294284,0,0,0,FALSE,FALSE
"GSE41258","GSM1012318",6.66098074845265,2.4495092297214,-1.2805248960035,2.66251048935831,0,0,0,FALSE,FALSE
"GSE41258","GSM1012319",6.61407493629352,2.31167497291767,-3.52403422403871,1.18820676857746,0,0,0,FALSE,FALSE
"GSE41258","GSM1012320",6.67243715027094,2.33097659025839,-0.732564138861689,1.39466086005229,0,0,0,FALSE,FALSE
"GSE41258","GSM1012321",6.66285957552606,2.23960030956339,-1.19066042354411,0.417281261223062,0,0,0,FALSE,FALSE
"GSE41258","GSM1012322",6.67907951720524,2.202109349408,-0.414859114870597,0.0162701966701064,0,0,0,FALSE,FALSE
"GSE41258","GSM1012323",6.67252501232185,2.24355702411139,-0.728361688851591,0.459603098445949,0,0,0,FALSE,FALSE
"GSE41258","GSM1012324",6.6833365528302,2.18676629426617,-0.211244707726912,-0.147842294725717,0,0,0,FALSE,FALSE
"GSE41258","GSM1012325",6.72553627851014,2.22684278507337,1.80717206933009,0.280824140477129,0,0,0,FALSE,FALSE
"GSE41258","GSM1012326",6.67679933715716,2.31152587555351,-0.523920337179963,1.18661199233073,0,0,0,FALSE,FALSE
"GSE41258","GSM1012327",6.71455390783759,2.1612939958462,1.28188426567321,-0.420299267384331,0,0,0,FALSE,FALSE
"GSE41258","GSM1012328",6.68378251688924,2.36818157610674,-0.189914205591657,1.79261308426546,0,0,0,FALSE,FALSE
"GSE41258","GSM1012329",6.70664283114402,2.25081291499941,0.903496736711886,0.537213608212164,0,0,0,FALSE,FALSE
"GSE41258","GSM1012330",6.67890777443434,2.2403298525392,-0.423073587465874,0.425084603793001,0,0,0,FALSE,FALSE
"GSE41258","GSM1012331",6.6999813477428,2.13176747236381,0.584877370342161,-0.736121069897514,0,0,0,FALSE,FALSE
"GSE41258","GSM1012332",6.68281518836729,2.04879981042763,-0.236181618144231,-1.62356034322102,0,0,0,FALSE,FALSE
"GSE41258","GSM1012333",6.69108709159478,2.18853067304207,0.159464277262638,-0.128970134389861,0,0,0,FALSE,FALSE
"GSE41258","GSM1012334",6.68932649220841,2.16178584906752,0.0752546459946006,-0.415038303592845,0,0,0,FALSE,FALSE
"GSE41258","GSM1012335",6.71469983419948,2.260599780463,1.28886393704076,0.641895945552274,0,0,0,FALSE,FALSE
"GSE41258","GSM1012336",6.67722539459041,2.31682531051022,-0.503541970794391,1.24329584477709,0,0,0,FALSE,FALSE
"GSE41258","GSM1012337",6.68232063608766,2.37062434965678,-0.259836099358084,1.81874149542649,0,0,0,FALSE,FALSE
"GSE41258","GSM1012338",6.6698365373591,2.26789459460721,-0.85695169464121,0.719922786517693,0,0,0,FALSE,FALSE
"GSE41258","GSM1012339",6.67510591490782,2.48531576087023,-0.60491687977873,3.04550455284533,0,0,0,FALSE,FALSE
"GSE41258","GSM1012340",6.67904734719236,2.22868069698713,-0.416397809558389,0.300482826465371,0,0,0,FALSE,FALSE
"GSE41258","GSM1012341",6.6875845917669,2.18930854717984,-0.0080606130137334,-0.120649831714635,0,0,0,FALSE,FALSE
"GSE41258","GSM1012342",6.68824272264142,2.19759406304982,0.023417847502927,-0.0320262401709743,0,0,0,FALSE,FALSE
"GSE41258","GSM1012343",6.70236809276803,2.05207511202332,0.699035605351256,-1.58852703988134,0,0,0,FALSE,FALSE
"GSE41258","GSM1012344",6.68985239491101,2.1869193136528,0.100408620835077,-0.146205567715332,0,0,0,FALSE,FALSE
"GSE41258","GSM1012345",6.74356414091497,2.12862492770065,2.66944639329991,-0.769734377627032,0,0,0,FALSE,FALSE
"GSE41258","GSM1012346",6.70367682946793,2.23060423126391,0.761632602589061,0.32105734695876,0,0,0,FALSE,FALSE
"GSE41258","GSM1012347",6.65872181087642,2.25731820373007,-1.38857008892162,0.606795522046759,0,0,0,FALSE,FALSE
"GSE41258","GSM1012348",6.67484560319484,2.14177980529772,-0.617367613054379,-0.629027085858567,0,0,0,FALSE,FALSE
"GSE41258","GSM1012349",6.68067406305728,2.20688349495401,-0.338591839487298,0.0673354449273073,0,0,0,FALSE,FALSE
"GSE41258","GSM1012350",6.6782658613763,2.23881258617508,-0.453776348322335,0.408855608926847,0,0,0,FALSE,FALSE
"GSE41258","GSM1012351",6.69840451654355,2.19797975260443,0.509457388437727,-0.0279008249178641,0,0,0,FALSE,FALSE
"GSE41258","GSM1012352",6.6908201476428,2.14838505427522,0.146696323383382,-0.558375976547764,0,0,0,FALSE,FALSE
"GSE41258","GSM1012353",6.66077143358361,2.26904363765261,-1.29053644552322,0.732213188602481,0,0,0,FALSE,FALSE
"GSE41258","GSM1012354",6.69732806899151,2.17315927341329,0.457970802597492,-0.29338580428089,0,0,0,FALSE,FALSE
"GSE41258","GSM1012355",6.68611535582739,2.10322839459858,-0.0783343037070004,-1.04138094877396,0,0,0,FALSE,FALSE
"GSE41258","GSM1012356",6.69158719567365,2.0683311128286,0.18338430154748,-1.41464949283315,0,0,0,FALSE,FALSE
"GSE41258","GSM1012357",6.67312845839483,2.19986284804936,-0.699498807443238,-0.00775884653434618,0,0,0,FALSE,FALSE
"GSE41258","GSM1012358",6.6548685242972,2.37542499110438,-1.57287314191514,1.87009014932761,0,0,0,FALSE,FALSE
"GSE41258","GSM1012359",6.69704824791863,2.17522603292131,0.444586934835754,-0.271279317088997,0,0,0,FALSE,FALSE
"GSE41258","GSM1012360",6.6672774960791,2.1084790399006,-0.979350875430093,-0.985218960565938,0,0,0,FALSE,FALSE
"GSE41258","GSM1012361",6.69357027618455,2.17369744581869,0.27823522555119,-0.287629400915678,0,0,0,FALSE,FALSE
"GSE41258","GSM1012362",6.65548945110207,2.19640462200467,-1.54317415548649,-0.0447487476171553,0,0,0,FALSE,FALSE
"GSE41258","GSM1012363",6.67713043763271,2.24483751034026,-0.508083770851836,0.473299444009118,0,0,0,FALSE,FALSE
"GSE41258","GSM1012364",6.71325404672606,2.11347472465737,1.21971178864672,-0.931784083086679,0,0,0,FALSE,FALSE
"GSE41258","GSM1012365",6.6780530912358,2.16723881572011,-0.463953163795351,-0.35671224437057,0,0,0,FALSE,FALSE
"GSE41258","GSM1012366",6.69128957377392,2.2013232451891,0.169149018593421,0.00786186334480571,0,0,0,FALSE,FALSE
"GSE41258","GSM1012367",6.66835810222069,2.22442055211816,-0.927665383867315,0.254915435767068,0,0,0,FALSE,FALSE
"GSE41258","GSM1012368",6.68794019274255,2.25831836119874,0.00894781449669442,0.617493413206917,0,0,0,FALSE,FALSE
"GSE41258","GSM1012369",6.68449172946989,2.12967382945826,-0.155992502352633,-0.758515107469941,0,0,0,FALSE,FALSE
"GSE41258","GSM1012370",6.67356941820092,2.24964003306931,-0.678407659188875,0.524668220485764,0,0,0,FALSE,FALSE
"GSE41258","GSM1012371",6.67506320577201,2.11565412474382,-0.606959661689623,-0.908472768969076,0,0,0,FALSE,FALSE
"GSE41258","GSM1012372",6.67317059381788,2.14813379567955,-0.697483466267283,-0.561063490457994,0,0,0,FALSE,FALSE
"GSE41258","GSM1012373",6.69486910941075,2.27329989241946,0.340358538727368,0.777738969963837,0,0,0,FALSE,FALSE
"GSE41258","GSM1012374",6.66633359553478,2.30094866028595,-1.02449772564819,1.07347591000924,0,0,0,FALSE,FALSE
"GSE41258","GSM1012375",6.69326185002597,2.01250983300241,0.263483173898597,-2.01172544807769,0,0,0,FALSE,FALSE
"GSE41258","GSM1012376",6.69773889434002,2.43531701598485,0.477620616962686,2.51070763567658,0,0,0,FALSE,FALSE
"GSE41258","GSM1012377",6.67668795081314,2.10720458347154,-0.529247956302292,-0.99885081014316,0,0,0,FALSE,FALSE
"GSE41258","GSM1012378",6.64945104526712,2.28278553324097,-1.83199166431064,0.879199346226159,0,0,0,FALSE,FALSE
"GSE41258","GSM1012379",6.71643697091872,2.22306582469823,1.37195134677296,0.240424991067992,0,0,0,FALSE,FALSE
"GSE41258","GSM1012380",6.67774406647628,2.18395633574349,-0.478733846586126,-0.177898192303646,0,0,0,FALSE,FALSE
"GSE41258","GSM1012381",6.71174826588962,2.27322976097071,1.14769015215808,0.776988829481814,0,0,0,FALSE,FALSE
"GSE41258","GSM1012382",6.6640243400575,2.19970285053606,-1.13494962842172,-0.00947021303091366,0,0,0,FALSE,FALSE
"GSE41258","GSM1012383",6.68872463750304,2.12509621305725,0.0464678798461124,-0.807478239341703,0,0,0,FALSE,FALSE
"GSE41258","GSM1012384",6.73329119434301,2.21861871613425,2.17809040990037,0.192857798015805,0,0,0,FALSE,FALSE
"GSE41258","GSM1012385",6.72670303413659,2.1861044900176,1.86297809871083,-0.154921089857763,0,0,0,FALSE,FALSE
"GSE41258","GSM1012386",6.70249396872065,2.30155099101156,0.70505626379139,1.07991856403815,0,0,0,FALSE,FALSE
"GSE41258","GSM1012387",6.6867657298988,2.35137578430388,-0.0472268517995098,1.61285485898694,0,0,0,FALSE,FALSE
"GSE41258","GSM1012388",6.69569717511747,2.33266327782344,0.379964997964289,1.41270201912701,0,0,0,FALSE,FALSE
"GSE41258","GSM1012389",6.69693509521837,2.28827390987694,0.439174830731191,0.937904157955041,0,0,0,FALSE,FALSE
"GSE41258","GSM1012390",6.69842239716587,2.15641716295066,0.510312620255079,-0.472462880772292,0,0,0,FALSE,FALSE
"GSE41258","GSM1012391",6.69719742499248,2.34063176139382,0.451722088056735,1.49793456761835,0,0,0,FALSE,FALSE
"GSE41258","GSM1012392",6.70542621386586,2.32847140100436,0.845305819924216,1.36786483761107,0,0,0,FALSE,FALSE
"GSE41258","GSM1012393",6.73291525201062,2.27552236894244,2.16010905341851,0.801511038556637,0,0,0,FALSE,FALSE
"GSE41258","GSM1012394",6.6436916019248,2.28050191076465,-2.10746637134581,0.854773247868835,0,0,0,FALSE,FALSE
"GSE41258","GSM1012395",6.71212564609421,2.33269129448586,1.16574028220062,1.41300169114328,0,0,0,FALSE,FALSE
"GSE41258","GSM1012396",6.68472979491046,2.34141300593028,-0.144605810341092,1.50629092077507,0,0,0,FALSE,FALSE
"GSE41258","GSM1012397",6.72872001180569,2.18996158812304,1.95945032692235,-0.113664770709417,0,0,0,FALSE,FALSE
"GSE41258","GSM1012398",6.72432661550418,2.1297317733433,1.74931377602437,-0.757895327690366,0,0,0,FALSE,FALSE
"GSE41258","GSM1012399",6.72545281575555,2.1065220097731,1.80318003806881,-1.00615175960702,0,0,0,FALSE,FALSE
"GSE41258","GSM1012400",6.71259724520639,2.24857693452291,1.18829691129563,0.513297098539349,0,0,0,FALSE,FALSE
"GSE41258","GSM1012401",6.69349885333726,2.32820706110798,0.274819064168419,1.36503740340264,0,0,0,FALSE,FALSE
"GSE41258","GSM1012402",6.6529173626154,2.20896535211205,-1.66619738537541,0.0896034197065861,0,0,0,FALSE,FALSE
"GSE41258","GSM1012403",6.69226647910541,2.24867183956454,0.215874490830775,0.514312222495008,0,0,0,FALSE,FALSE
"GSE41258","GSM1012404",6.71384024033041,2.06356226235507,1.24774948288669,-1.46565810389994,0,0,0,FALSE,FALSE
"GSE41258","GSM1012405",6.68991714345267,2.33900822701087,0.103505549563051,1.48056890804212,0,0,0,FALSE,FALSE
"GSE41258","GSM1012406",6.69025619891095,1.9226296971899,0.119722603449465,-2.97310197177706,0,0,0,FALSE,FALSE
"GSE41258","GSM1012407",6.66624066190681,2.29183792300159,-1.02894274965825,0.976025579526385,0,0,0,FALSE,FALSE
"GSE41258","GSM1012408",6.70797688159921,2.20131361403556,0.967304493203116,0.00775884653434618,0,0,0,FALSE,FALSE
"GSE41258","GSM1012409",6.70394113418665,2.14729027704377,0.774274321697912,-0.570085940261952,0,0,0,FALSE,FALSE
"GSE41258","GSM1012410",6.7135847857919,2.18938414890457,1.23553106871495,-0.119841180029312,0,0,0,FALSE,FALSE
"GSE41258","GSM1012411",6.73389954356563,2.16177935888328,2.2071878094085,-0.415107723945997,0,0,0,FALSE,FALSE
"GSE41258","GSM1012412",6.69936151950679,2.23414189858148,0.555230928563425,0.358896968328101,0,0,0,FALSE,FALSE
"GSE41258","GSM1012413",6.71953774418937,2.19869165800473,1.52026161871183,-0.0202861375037487,0,0,0,FALSE,FALSE
"GSE41258","GSM1012414",6.73470413072379,2.19551918897776,2.24567128749922,-0.0542195224183281,0,0,0,FALSE,FALSE
"GSE41258","GSM1012415",6.70955247015076,2.06657119475649,1.04266503915369,-1.43347394055861,0,0,0,FALSE,FALSE
"GSE41258","GSM1012416",6.6941865084738,2.15128490442764,0.307709672864599,-0.527358579504645,0,0,0,FALSE,FALSE
"GSE41258","GSM1012417",6.68845290442312,2.28714508193204,0.033470861535031,0.925829980766672,0,0,0,FALSE,FALSE
"GSE41258","GSM1012418",6.68768508583716,2.12867685389985,-0.0032539723509576,-0.769178964259882,0,0,0,FALSE,FALSE
"GSE41258","GSM1012419",6.69353462528302,2.04178301913106,0.276530039638255,-1.69861339430114,0,0,0,FALSE,FALSE
"GSE41258","GSM1012420",6.6740285871168,2.29304139314527,-0.656445567530955,0.988898145112154,0,0,0,FALSE,FALSE
"GSE41258","GSM1012421",6.70722140010471,2.20459072449281,0.931169743541282,0.0428114978314664,0,0,0,FALSE,FALSE
"GSE41258","GSM1012422",6.65758838444363,2.20488273844076,-1.44278197989136,0.0459349394196832,0,0,0,FALSE,FALSE
"GSE41258","GSM1012423",6.68749517697312,2.22963968814548,-0.0123373308592467,0.310740394255342,0,0,0,FALSE,FALSE
"GSE41258","GSM1012424",6.69883623294101,2.1460107736333,0.530106423603608,-0.583771773396329,0,0,0,FALSE,FALSE
"GSE41258","GSM1012425",6.68217449376761,2.16140650691902,-0.266826100024664,-0.419095825677411,0,0,0,FALSE,FALSE
"GSE41258","GSM1012426",6.72849036326365,2.21809154265874,1.94846621594511,0.187219041479749,0,0,0,FALSE,FALSE
"GSE41258","GSM1012427",6.71459705229261,2.22465715620592,1.28394786894178,0.257446202029569,0,0,0,FALSE,FALSE
"GSE41258","GSM1012428",6.68738454201461,2.22142083134321,-0.0176290111436011,0.222829801887906,0,0,0,FALSE,FALSE
"GSE41258","GSM1012429",6.68768357688996,2.28464877488655,-0.00332614543499656,0.899128964265251,0,0,0,FALSE,FALSE
"GSE41258","GSM1012430",6.6834172047488,2.06627082248143,-0.207387119010777,-1.43668678454254,0,0,0,FALSE,FALSE
"GSE41258","GSM1012431",6.67846159611192,2.16596035053946,-0.44441433783887,-0.370386972383963,0,0,0,FALSE,FALSE
"GSE41258","GSM1012432",6.69496205722132,2.14431490037524,0.344804241091861,-0.601911184543506,0,0,0,FALSE,FALSE
"GSE41258","GSM1012433",6.72483903279779,1.9967319287547,1.77382274250717,-2.18048917545525,0,0,0,FALSE,FALSE
"GSE41258","GSM1012434",6.68332016882516,2.19348500947173,-0.212028356201532,-0.0759775271699679,0,0,0,FALSE,FALSE
"GSE41258","GSM1012435",6.6819746433015,2.13072141333743,-0.276384966277646,-0.747309933613353,0,0,0,FALSE,FALSE
"GSE41258","GSM1012436",6.70228672497224,2.08242081137661,0.695143776163151,-1.26394316281256,0,0,0,FALSE,FALSE
"GSE41258","GSM1012437",6.69952477371166,2.14175217428409,0.563039392261328,-0.629322632895636,0,0,0,FALSE,FALSE
"GSE41258","GSM1012438",6.64803064822219,2.24480727080678,-1.89992938616483,0.472975995704219,0,0,0,FALSE,FALSE
"GSE41258","GSM1012439",6.68863251347253,2.20819867651624,0.0420615789579855,0.0814028989525996,0,0,0,FALSE,FALSE
"GSE41258","GSM1012440",6.7058774241728,2.16265439075716,0.866887250581189,-0.405748202029012,0,0,0,FALSE,FALSE
"GSE41258","GSM1012441",6.69354205603532,2.29071539272432,0.27688545320705,0.964018763493576,0,0,0,FALSE,FALSE
"GSE41258","GSM1012442",6.72295131541583,2.15529280285346,1.68353304576873,-0.484489268937569,0,0,0,FALSE,FALSE
"GSE41258","GSM1012443",6.70394701800156,2.07024137839043,0.774555745108728,-1.39421689725937,0,0,0,FALSE,FALSE
"GSE41258","GSM1012444",6.68845606212291,2.20347241265449,0.0336218946078437,0.0308498030942123,0,0,0,FALSE,FALSE
"GSE41258","GSM1012445",6.72169286615457,1.96772723039487,1.6233413013658,-2.49072942852173,0,0,0,FALSE,FALSE
"GSE41258","GSM1012446",6.70702911254878,2.27420523791028,0.921972611980413,0.787422732597812,0,0,0,FALSE,FALSE
"GSE41258","GSM1012447",6.71971317339496,2.19042881266418,1.52865241381878,-0.108667240375434,0,0,0,FALSE,FALSE
"GSE41258","GSM1012448",6.71769579704787,2.04852155031402,1.43216111680221,-1.62653667095228,0,0,0,FALSE,FALSE
"GSE41258","GSM1012449",6.6817525526312,2.28015384168489,-0.287007583551611,0.851050228996164,0,0,0,FALSE,FALSE
"GSE41258","GSM1012450",6.70740596745163,2.04277925513842,0.939997616791918,-1.68795744790231,0,0,0,FALSE,FALSE
"GSE41258","GSM1012451",6.66495637522786,2.42179413583664,-1.09037030013564,2.36606411250243,0,0,0,FALSE,FALSE
"GSE41258","GSM1012452",6.70815363978013,2.24888103947525,0.975758853322758,0.516549868011445,0,0,0,FALSE,FALSE
"GSE41258","GSM1012453",6.67475233239412,2.26698167360318,-0.621828764068099,0.710157994627574,0,0,0,FALSE,FALSE
"GSE41258","GSM1012454",6.71809319972607,2.1777331882497,1.45116892360663,-0.244462265109765,0,0,0,FALSE,FALSE
"GSE41258","GSM1012455",6.70513539485988,2.22046840331456,0.831395920006766,0.212642434690696,0,0,0,FALSE,FALSE
"GSE41258","GSM1012456",6.72820160941757,2.19539876260066,1.93465509281646,-0.055507627857112,0,0,0,FALSE,FALSE
"GSE41258","GSM1012457",6.69347813804891,2.23378593401651,0.273828250013033,0.355089497712562,0,0,0,FALSE,FALSE
"GSE41258","GSM1012458",6.71396559333946,2.17921020305106,1.25374512888781,-0.228663809284778,0,0,0,FALSE,FALSE
"GSE41258","GSM1012459",6.69217321943647,2.26541111981928,0.211413872250991,0.693359026497399,0,0,0,FALSE,FALSE
"GSE41258","GSM1012460",6.73111188115035,2.06495845517999,2.0738536586028,-1.45072413665231,0,0,0,FALSE,FALSE
"GSE41258","GSM1012461",6.70454186877216,2.21049119600235,0.80300751240974,0.105924161566932,0,0,0,FALSE,FALSE
"GSE41258","GSM1012462",6.69935336583032,2.29322519238678,0.554840937464621,0.990864099816942,0,0,0,FALSE,FALSE
"GSE41258","GSM1012463",6.72539567895052,2.17477378890467,1.80044717940684,-0.276116612634402,0,0,0,FALSE,FALSE
"GSE41258","GSM1012464",6.7017570660537,2.2399503163031,0.669810141167106,0.421025005707384,0,0,0,FALSE,FALSE
"GSE41258","GSM1012465",6.67575967051104,2.31465924407496,-0.573647688892638,1.22012715015054,0,0,0,FALSE,FALSE
"GSE41258","GSM1012466",6.66598281238385,2.21505394213685,-1.04127571615749,0.154728237992196,0,0,0,FALSE,FALSE
"GSE41258","GSM1012467",6.6770886401882,2.22128752654758,-0.5100829464838,0.221403946220664,0,0,0,FALSE,FALSE
"GSE41258","GSM1012468",6.67834416277982,2.36169599661286,-0.450031184959854,1.72324198450425,0,0,0,FALSE,FALSE
"GSE41258","GSM1012469",6.69682107635499,2.22288748360545,0.433721297964048,0.238517417851049,0,0,0,FALSE,FALSE
"GSE41258","GSM1012470",6.69474648881215,2.26439623987033,0.334493584170571,0.682503660642945,0,0,0,FALSE,FALSE
"GSE41258","GSM1012471",6.68670111126396,2.27139414114763,-0.0503175670723491,0.757354660169691,0,0,0,FALSE,FALSE
"GSE41258","GSM1012472",6.71781011426742,2.19086060766247,1.43762891997206,-0.104048671760103,0,0,0,FALSE,FALSE
"GSE41258","GSM1012473",6.68494744034334,2.26652717798849,-0.134195809183848,0.705296615523792,0,0,0,FALSE,FALSE
"GSE41258","GSM1012474",6.68670596865733,2.28324341849965,-0.0500852374988836,0.884096981663186,0,0,0,FALSE,FALSE
"GSE41258","GSM1012475",6.70686204228978,2.12937423931173,0.913981626060724,-0.761719585645246,0,0,0,FALSE,FALSE
"GSE41258","GSM1012476",6.7007533159579,2.22318646631516,0.621800681373573,0.241715398756541,0,0,0,FALSE,FALSE
"GSE41258","GSM1012477",6.69929596838754,2.16401347883672,0.552095612474928,-0.391211114812631,0,0,0,FALSE,FALSE
"GSE41258","GSM1012478",6.68010788927629,2.30395296999629,-0.365671983726782,1.10561062809062,0,0,0,FALSE,FALSE
"GSE41258","GSM1012479",6.69273449978009,2.26482443415868,0.238259962929255,0.687083715320025,0,0,0,FALSE,FALSE
"GSE41258","GSM1012480",6.71446889117333,2.14388973819057,1.27781791076892,-0.606458807212473,0,0,0,FALSE,FALSE
"GSE41258","GSM1012481",6.66649107933053,2.28786767543325,-1.01696526115179,0.933558990318792,0,0,0,FALSE,FALSE
"GSE41258","GSM1012482",6.68595905083236,2.29707987319258,-0.0858103860561999,1.03209456302832,0,0,0,FALSE,FALSE
"GSE41258","GSM1012483",6.6755469253406,2.21997340817936,-0.583823310044835,0.207347864338408,0,0,0,FALSE,FALSE
"GSE41258","GSM1012484",6.70853698290485,2.23689539855837,0.9940941903861,0.388348973622341,0,0,0,FALSE,FALSE
"GSE41258","GSM1012485",6.69742608863385,2.18535432194301,0.46265909114433,-0.162945042750375,0,0,0,FALSE,FALSE
"GSE41258","GSM1012486",6.72286508054469,2.14596084291173,1.67940842391684,-0.584305842722035,0,0,0,FALSE,FALSE
"GSE41258","GSM1012487",6.66219702926511,2.24601912380802,-1.22235007240124,0.485938226068365,0,0,0,FALSE,FALSE
"GSE41258","GSM1012488",6.68520227716065,2.3276552736351,-0.122006940673537,1.35913537045945,0,0,0,FALSE,FALSE
"GSE41258","GSM1012489",6.69712422172493,2.22220526877827,0.448220769008603,0.231220306948389,0,0,0,FALSE,FALSE
"GSE41258","GSM1012490",6.70453238974178,2.19605452543836,0.802554129511464,-0.0484934529052708,0,0,0,FALSE,FALSE
"GSE41258","GSM1012491",6.69771294847239,2.16991715518206,0.476379623717133,-0.328064171490549,0,0,0,FALSE,FALSE
"GSE41258","GSM1012492",6.70126228612237,2.24066358860127,0.646144771351109,0.428654313743665,0,0,0,FALSE,FALSE
"GSE41258","GSM1012493",6.71118886260692,2.15404238621486,1.12093384147733,-0.497863983943656,0,0,0,FALSE,FALSE
"GSE41258","GSM1012494",6.6669332571627,2.18328711127366,-0.995815854597182,-0.18505635565716,0,0,0,FALSE,FALSE
"GSE41258","GSM1012495",6.65151216578158,2.45177922810626,-1.73340807972797,2.68679086161532,0,0,0,FALSE,FALSE
"GSE41258","GSM1012496",6.70474027430087,2.17003506623454,0.812497267174059,-0.326802970484222,0,0,0,FALSE,FALSE
