gene_symbol,healthy,adjacent_normal,tumor,healthy_to_adjacent,adjacent_to_tumor,trajectory_category,rule_tolerance
C13orf27,4.495868,4.407996938775509,5.90115102040816,-0.08787106122449106,1.4931540816326514,tumor_specific,0.15
C13orf28,2.2952420000000004,2.245180612244898,2.269661224489796,-0.050061387755102604,0.024480612244897948,non_monotonic,0.15
C13orf29,2.2369299999999996,2.223623469387755,2.5612112244897953,-0.013306530612244849,0.33758775510204053,non_monotonic,0.15
C13orf30,2.0509360000000005,2.0544464285714286,2.0142117346938773,0.003510428571428026,-0.0402346938775513,non_monotonic,0.15
C13orf31,5.280271000000002,5.005488265306123,5.111282653061224,-0.27478273469387915,0.1057943877551013,non_monotonic,0.15
C13orf33,2.5744680000000004,2.948194897959184,2.8131275510204077,0.37372689795918346,-0.1350673469387762,non_monotonic,0.15
C13orf34,4.538648,4.296839795918367,5.293075510204082,-0.24180820408163317,0.9962357142857146,non_monotonic,0.15
C13orf35,3.0645560000000005,2.8742806122449,2.879165306122449,-0.19027538775510067,0.0048846938775493065,non_monotonic,0.15
C13orf36,2.1818099999999996,2.221947448979592,2.1212760204081627,0.04013744897959226,-0.10067142857142919,non_monotonic,0.15
C13orf37,6.74658,6.589414285714285,8.076182653061228,-0.15716571428571502,1.4867683673469427,non_monotonic,0.15
C13orf38,2.360100999999999,2.3279887755102044,2.253797959183672,-0.03211222448979445,-0.07419081632653235,non_monotonic,0.15
C13orf39,2.218792,2.201670408163265,2.2194846938775514,-0.017121591836735117,0.01781428571428645,non_monotonic,0.15
C14orf1,2.594424,2.477222448979592,2.4104336734693868,-0.11720155102040808,-0.06678877551020523,non_monotonic,0.15
C14orf101,5.858712000000001,5.680185714285714,6.165655102040819,-0.17852628571428664,0.4854693877551046,non_monotonic,0.15
C14orf102,5.0557099999999995,5.047892857142856,5.004589795918367,-0.007817142857143189,-0.04330306122448935,non_monotonic,0.15
C14orf104,4.532874,4.049275510204082,4.441547959183673,-0.48359848979591735,0.39227244897959057,non_monotonic,0.15
C14orf105,2.0859659999999995,2.089713265306122,2.1476908163265307,0.0037472653061225714,0.05797755102040858,non_monotonic,0.15
C14orf106,6.724237,6.458032142857141,6.964164795918366,-0.266204857142859,0.5061326530612256,non_monotonic,0.15
C14orf109,8.643958000000003,8.025270408163262,7.5144816326530615,-0.6186875918367409,-0.5107887755102007,monotonic_down,0.15
C14orf115,2.6518499999999987,2.523364285714286,2.466635714285714,-0.12848571428571276,-0.05672857142857213,non_monotonic,0.15
C14orf118,3.0717160000000003,3.3319112244897955,3.3225525510204075,0.26019522448979515,-0.009358673469388012,non_monotonic,0.15
C14orf119,2.284598,2.2690775510204073,2.1693530612244905,-0.015520448979592594,-0.09972448979591686,non_monotonic,0.15
C14orf126,7.575316,7.285755102040818,7.6454499999999985,-0.2895608979591815,0.3596948979591801,non_monotonic,0.15
C14orf129,10.993052000000002,10.757321428571423,9.651640816326527,-0.23573057142857934,-1.105680612244896,monotonic_down,0.15
C14orf135,5.599806,5.666534693877553,5.912993877551022,0.06672869387755309,0.24645918367346908,non_monotonic,0.15
C14orf138,4.518133000000001,4.860821428571429,4.692644897959183,0.342688428571428,-0.16817653061224558,non_monotonic,0.15
C14orf139,5.751678000000002,6.446619387755103,4.703510204081633,0.694941387755101,-1.7431091836734698,adjacent_specific,0.15
C14orf142,9.309020000000002,8.644202040816328,7.752194897959185,-0.664817959183674,-0.8920071428571434,monotonic_down,0.15
C14orf143,3.469317999999999,3.21110306122449,4.361774489795918,-0.25821493877550905,1.1506714285714281,non_monotonic,0.15
C14orf145,2.5135780000000003,2.5495362244897963,2.762585204081633,0.03595822448979602,0.21304897959183666,non_monotonic,0.15
C14orf147,8.554561000000001,8.218354081632652,7.7283397959183695,-0.33620691836734906,-0.49001428571428285,monotonic_down,0.15
C14orf148,2.4722799999999996,2.3553760204081637,2.3165999999999998,-0.11690397959183585,-0.03877602040816397,non_monotonic,0.15
C14orf149,2.3800619999999997,2.402087755102041,2.5387204081632655,0.022025755102041522,0.1366326530612243,non_monotonic,0.15
C14orf153,7.306914000000001,7.211512244897954,7.293341836734695,-0.09540175510204651,0.08182959183674043,non_monotonic,0.15
C14orf156,10.817817999999997,10.795038775510202,10.89134693877551,-0.022779224489795524,0.09630816326530756,non_monotonic,0.15
C14orf159,3.1795839999999997,3.466219387755103,3.0412285714285736,0.2866353877551031,-0.42499081632652924,non_monotonic,0.15
C14orf162,2.7453459999999996,2.7472010204081636,2.7078010204081635,0.0018550204081639876,-0.0394000000000001,non_monotonic,0.15
C14orf165,2.448628,2.3662459183673477,2.327914285714287,-0.08238208163265215,-0.0383316326530605,non_monotonic,0.15
C14orf166,8.924742,8.602719897959181,8.868324489795924,-0.32202210204081894,0.2656045918367429,non_monotonic,0.15
C14orf166B,2.658729,2.525506632653061,2.4132964285714285,-0.13322236734693904,-0.11221020408163263,non_monotonic,0.15
C14orf169,5.406271999999999,5.443012244897961,6.157672448979591,0.03674024489796235,0.7146602040816301,tumor_specific,0.15
C14orf174,2.5383979999999995,2.4748867346938783,2.369909693877551,-0.06351126530612117,-0.10497704081632753,non_monotonic,0.15
C14orf176,6.084075999999999,5.867942857142857,3.419775510204082,-0.21613314285714136,-2.4481673469387752,monotonic_down,0.15
C14orf177,2.6529519999999995,2.575816326530613,2.5635244897959195,-0.07713567346938666,-0.012291836734693362,non_monotonic,0.15
C14orf178,2.476864,2.399967346938775,2.3711163265306117,-0.07689665306122517,-0.02885102040816312,non_monotonic,0.15
C14orf179,6.9256780000000004,6.916033673469387,6.874723469387755,-0.009644326530613867,-0.041310204081631774,non_monotonic,0.15
C14orf180,3.0982959999999995,2.8379326530612237,2.8126224489795915,-0.26036334693877583,-0.025310204081632204,non_monotonic,0.15
C14orf181,3.4164139999999996,3.6128183673469363,3.5052897959183666,0.19640436734693667,-0.10752857142856964,non_monotonic,0.15
C14orf182,2.62042,2.552838775510204,2.550066326530613,-0.0675812244897962,-0.002772448979591058,non_monotonic,0.15
C14orf183,2.473162,2.45364387755102,2.5063938775510195,-0.01951812244897999,0.05274999999999963,non_monotonic,0.15
C14orf184,1.985962000000001,2.0177887755102035,1.9919255102040816,0.03182677551020263,-0.02586326530612193,non_monotonic,0.15
C14orf2,4.929041999999999,4.369798979591835,4.920317346938777,-0.5592430204081644,0.5505183673469425,adjacent_specific,0.15
C14orf21,3.892843999999999,3.863494897959185,3.9001530612244912,-0.029349102040813868,0.03665816326530624,non_monotonic,0.15
C14orf28,5.228361,5.335393367346938,4.600907142857144,0.107032367346938,-0.7344862244897934,tumor_specific,0.15
C14orf37,2.852697,3.0116357142857146,3.2180683673469392,0.1589387142857146,0.2064326530612246,monotonic_up,0.15
C14orf39,2.207123,2.2137229591836727,2.1171693877551014,0.00659995918367251,-0.09655357142857124,non_monotonic,0.15
C14orf4,7.827890999999999,8.151281632653063,8.042112755102037,0.323390632653064,-0.109168877551026,non_monotonic,0.15
C14orf43,7.710714000000001,7.704921428571427,6.66048163265306,-0.005792571428574256,-1.0444397959183673,tumor_specific,0.15
C14orf45,3.522469999999999,3.522851530612244,3.068975000000001,0.0003815306122452178,-0.4538765306122432,non_monotonic,0.15
C14orf49,2.152398,2.108911224489797,2.0911367346938774,-0.04348677551020286,-0.017774489795919557,non_monotonic,0.15
C14orf50,6.944976000000001,6.338757142857144,5.082239795918366,-0.6062188571428573,-1.2565173469387778,monotonic_down,0.15
C14orf68,2.7237339999999994,2.559476020408164,2.512455612244898,-0.1642579795918353,-0.047020408163266136,non_monotonic,0.15
C14orf73,3.6773469999999997,3.687505102040819,3.2857030612244897,0.010158102040819461,-0.4018020408163294,non_monotonic,0.15
C14orf79,2.655766,2.669127551020408,3.0450183673469398,0.013361551020408147,0.37589081632653176,non_monotonic,0.15
C14orf80,4.3483160000000005,4.346454081632653,4.374387755102041,-0.0018619183673473927,0.0279336734693878,non_monotonic,0.15
C14orf93,4.336750999999999,4.3502056122449,4.230527040816329,0.013454612244901298,-0.11967857142857063,non_monotonic,0.15
C15orf17,3.425845999999999,3.2135326530612263,3.1300469387755094,-0.2123133469387728,-0.08348571428571683,non_monotonic,0.15
C15orf2,2.1273580000000005,2.091392857142858,2.1183020408163267,-0.035965142857142585,0.02690918367346873,non_monotonic,0.15
C15orf21,2.0421800000000006,2.0172948979591827,1.904765306122449,-0.02488510204081784,-0.11252959183673372,non_monotonic,0.15
C15orf23,6.441697999999999,6.206196938775511,7.282558163265307,-0.23550106122448788,1.076361224489796,non_monotonic,0.15
C15orf24,8.903566000000001,8.871952040816328,8.751376530612244,-0.031613959183673046,-0.12057551020408397,non_monotonic,0.15
C15orf26,2.6632100000000003,2.6103418367346927,2.5830193877551024,-0.05286816326530763,-0.02732244897959024,non_monotonic,0.15
C15orf27,2.812366000000001,2.6702826530612245,2.6665612244897963,-0.14208334693877633,-0.003721428571428209,non_monotonic,0.15
C15orf29,3.104794,2.940924999999999,2.9833448979591837,-0.16386900000000093,0.04241989795918455,non_monotonic,0.15
C15orf32,2.32209,2.293916326530612,2.299512244897959,-0.02817367346938804,0.005595918367346631,non_monotonic,0.15
C15orf33,2.2023420000000007,2.2425132653061226,2.189583673469388,0.04017126530612192,-0.05292959183673451,non_monotonic,0.15
C15orf37,3.5768320000000005,3.4400326530612246,3.2847704081632645,-0.13679934693877582,-0.15526224489796014,non_monotonic,0.15
C15orf38,5.511358000000001,5.238990816326532,4.442134693877553,-0.27236718367346935,-0.796856122448979,monotonic_down,0.15
C15orf39,4.193764,4.128125510204082,4.262761224489796,-0.06563848979591747,0.13463571428571353,non_monotonic,0.15
C15orf40,3.873992,3.714771938775511,3.58271581632653,-0.15922006122448895,-0.13205612244898113,non_monotonic,0.15
C15orf41,4.0503100000000005,4.410445918367349,5.144034693877551,0.36013591836734804,0.7335887755102029,monotonic_up,0.15
C15orf42,4.059149999999999,4.143561224489797,4.944997959183673,0.08441122448979765,0.8014367346938762,tumor_specific,0.15
C15orf43,1.9719079999999998,1.9923137755102043,1.9689331632653058,0.020405775510204505,-0.023380612244898513,non_monotonic,0.15
C15orf44,6.323376,6.1042816326530565,6.3389076530612245,-0.2190943673469432,0.23462602040816805,non_monotonic,0.15
C15orf48,12.202621999999998,11.91637448979592,10.205085714285715,-0.28624751020407757,-1.711288775510205,monotonic_down,0.15
C15orf5,4.104233999999999,4.900348979591836,3.8712540816326526,0.7961149795918372,-1.0290948979591836,adjacent_specific,0.15
C15orf51,2.3656380000000006,2.307904081632653,2.227621428571428,-0.05773391836734776,-0.08028265306122462,non_monotonic,0.15
C15orf52,3.733109999999999,3.9473056122448975,3.302819387755102,0.21419561224489847,-0.6444862244897953,non_monotonic,0.15
C15orf53,2.645295,2.4926051020408164,2.4006102040816324,-0.15268989795918353,-0.09199489795918403,non_monotonic,0.15
C15orf54,2.2525610000000005,2.2393275510204074,2.183590306122449,-0.01323344897959311,-0.055737244897958504,non_monotonic,0.15
C15orf55,3.0466900000000003,2.8785785714285717,2.8125908163265305,-0.1681114285714287,-0.06598775510204113,non_monotonic,0.15
C15orf56,2.53199,2.477742857142857,2.509379591836735,-0.05424714285714316,0.0316367346938784,non_monotonic,0.15
C15orf57,7.128404999999999,6.674622959183672,6.341491326530612,-0.45378204081632667,-0.33313163265306045,monotonic_down,0.15
C15orf58,3.025038000000001,2.8449826530612254,2.7053744897959193,-0.18005534693877534,-0.13960816326530612,non_monotonic,0.15
C15orf59,3.787515999999999,4.1782265306122435,3.752827551020408,0.39071053061224426,-0.4253989795918356,non_monotonic,0.15
C15orf60,2.2973219999999994,2.221766326530613,2.2162816326530614,-0.07555567346938652,-0.005484693877551461,non_monotonic,0.15
C15orf61,4.015052000000001,3.8384933673469392,3.968096938775509,-0.1765586326530615,0.1296035714285697,non_monotonic,0.15
C15orf62,2.5164300000000006,2.4818806122448978,2.556406632653062,-0.034549387755102856,0.07452602040816414,non_monotonic,0.15
C16orf11,2.6487139999999996,2.550635204081633,2.52084387755102,-0.09807879591836643,-0.029791326530613116,non_monotonic,0.15
C16orf13,6.608027999999998,6.6381999999999985,7.753813265306127,0.03017200000000031,1.1156132653061288,tumor_specific,0.15
C16orf3,2.941164,2.8257040816326535,2.751510204081632,-0.11545991836734659,-0.07419387755102136,non_monotonic,0.15
C16orf42,6.913634000000003,7.039414285714285,7.087588775510205,0.12578028571428224,0.04817448979591976,non_monotonic,0.15
C16orf45,4.160152999999999,5.081479081632654,4.349100510204084,0.921326081632655,-0.73237857142857,adjacent_specific,0.15
C16orf46,2.6785289999999993,2.6509357142857146,2.9782596938775505,-0.027593285714284654,0.3273239795918359,non_monotonic,0.15
C16orf48,4.056704,4.402925510204082,5.0785448979591825,0.3462215102040824,0.6756193877551002,monotonic_up,0.15
C16orf5,3.602149,3.569548469387757,3.28421887755102,-0.032600530612242995,-0.2853295918367369,non_monotonic,0.15
C16orf53,5.394316,5.326194387755101,5.770832142857143,-0.06812161224489888,0.4446377551020424,non_monotonic,0.15
C16orf54,4.5918839999999985,4.959541836734693,3.605180612244898,0.3676578367346943,-1.3543612244897947,non_monotonic,0.15
C16orf55,3.8886240000000005,3.797201020408162,4.434567346938774,-0.09142297959183843,0.637366326530612,tumor_specific,0.15
C16orf57,3.198512,3.111114285714287,3.1533877551020413,-0.08739771428571297,0.042273469387754226,non_monotonic,0.15
C16orf58,3.7038539999999993,3.5257091836734697,3.7593979591836724,-0.17814481632652956,0.23368877551020262,non_monotonic,0.15
C16orf59,3.3054979999999996,3.174948979591837,3.7337515306122464,-0.13054902040816252,0.5588025510204093,tumor_specific,0.15
C16orf61,8.679978000000002,8.251925510204082,8.663870408163262,-0.42805248979592037,0.4119448979591809,non_monotonic,0.15
C16orf62,5.189342000000002,5.303478571428574,3.8349010204081613,0.11413657142857225,-1.4685775510204127,tumor_specific,0.15
C16orf63,5.085490000000001,4.66112142857143,5.470607653061226,-0.42436857142857054,0.8094862244897953,non_monotonic,0.15
C16orf68,4.230168000000001,4.540605102040819,4.937888775510203,0.31043710204081787,0.3972836734693841,monotonic_up,0.15
C16orf7,4.996258000000001,4.932332653061224,4.499475510204079,-0.0639253469387766,-0.43285714285714505,non_monotonic,0.15
C16orf70,4.007251999999999,3.8880826530612245,4.117660204081633,-0.1191693469387749,0.22957755102040878,non_monotonic,0.15
C16orf71,2.3168320000000002,2.2338423469387756,2.1887637755102034,-0.08298965306122463,-0.04507857142857219,non_monotonic,0.15
C16orf72,6.298492000000001,5.762489795918366,5.479323469387756,-0.536002204081635,-0.28316632653061014,monotonic_down,0.15
C16orf73,1.92334,1.9529857142857145,1.938666326530612,0.029645714285714497,-0.014319387755102442,non_monotonic,0.15
C16orf74,2.6243059999999985,2.5952040816326525,2.5448499999999994,-0.02910191836734599,-0.05035408163265309,non_monotonic,0.15
C16orf75,6.672832,6.492228571428571,7.180698979591837,-0.18060342857142864,0.6884704081632655,non_monotonic,0.15
C16orf78,2.5377120000000004,2.5760959183673457,2.4801091836734703,0.03838391836734534,-0.09598673469387542,non_monotonic,0.15
C16orf79,3.3458360000000003,3.303060204081634,3.3032438775510222,-0.04277579591836611,0.00018367346938807927,non_monotonic,0.15
C16orf80,6.698686999999999,6.685069897959181,7.332348979591835,-0.013617102040817564,0.6472790816326537,tumor_specific,0.15
C16orf82,2.363165999999999,2.319583673469388,2.3313744897959188,-0.043582326530611226,0.011790816326530784,non_monotonic,0.15
C16orf86,2.998922000000001,3.025024489795919,2.9513051020408168,0.026102489795917894,-0.07371938775510234,non_monotonic,0.15
C16orf87,5.715025000000001,5.572877551020407,6.022929591836736,-0.14214744897959353,0.45005204081632844,non_monotonic,0.15
C16orf88,6.37059,6.492902040816326,7.144191836734695,0.1223120408163263,0.6512897959183688,tumor_specific,0.15
C16orf89,4.209873999999999,5.399403061224491,3.496910204081633,1.1895290612244915,-1.9024928571428577,adjacent_specific,0.15
C16orf90,2.3895980000000008,2.2953775510204086,2.374687755102041,-0.09422044897959214,0.07931020408163247,non_monotonic,0.15
C16orf91,6.964884,6.840576530612248,7.407317346938775,-0.12430746938775172,0.5667408163265275,tumor_specific,0.15
C16orf92,2.8840279999999994,2.759847959183675,2.6615755102040817,-0.1241800408163245,-0.0982724489795932,non_monotonic,0.15
C16orf93,3.0290870000000005,2.882999999999999,2.9796290816326523,-0.1460870000000014,0.09662908163265316,non_monotonic,0.15
C17orf100,4.699712,4.443607142857142,4.634136734693876,-0.2561048571428577,0.190529591836734,non_monotonic,0.15
C17orf101,5.035627,4.876622448979592,5.175689285714286,-0.15900455102040745,0.2990668367346938,non_monotonic,0.15
C17orf102,2.618816,2.551381632653061,2.505686224489795,-0.06743436734693864,-0.045695408163266116,non_monotonic,0.15
C17orf103,3.97524,3.9099372448979595,3.8421250000000007,-0.06530275510204042,-0.06781224489795878,non_monotonic,0.15
C17orf104,2.0350379999999997,2.029340816326531,2.04814693877551,-0.005697183673468498,0.018806122448978613,non_monotonic,0.15
C17orf105,2.300858,2.2284459183673473,2.1467938775510187,-0.07241208163265256,-0.0816520408163286,non_monotonic,0.15
C17orf107,2.334098000000001,2.373752040816326,2.393826530612245,0.039654040816325065,0.02007448979591908,non_monotonic,0.15
C17orf108,4.542559,4.623279081632655,4.445261734693879,0.08072008163265565,-0.17801734693877602,non_monotonic,0.15
C17orf28,4.149865,4.140416326530614,4.178449489795917,-0.009448673469385938,0.03803316326530304,non_monotonic,0.15
C17orf37,8.837788,8.558348979591836,8.441573469387755,-0.27943902040816404,-0.11677551020408039,non_monotonic,0.15
C17orf39,3.9465980000000003,3.8574673469387757,4.148183673469386,-0.08913065306122459,0.29071632653061075,non_monotonic,0.15
C17orf42,4.939361000000002,4.636139795918366,4.708160204081631,-0.3032212040816358,0.07202040816326516,non_monotonic,0.15
C17orf46,2.386668,2.276713265306122,2.2675428571428573,-0.10995473469387784,-0.009170408163264643,non_monotonic,0.15
C17orf47,2.6571779999999996,2.54354387755102,2.4642030612244894,-0.11363412244897964,-0.07934081632653056,non_monotonic,0.15
C17orf48,5.506639999999999,5.473877551020409,5.170772448979594,-0.03276244897959035,-0.3031051020408144,non_monotonic,0.15
C17orf49,7.2263379999999975,7.284814285714287,7.713593877551022,0.05847628571428931,0.42877959183673564,non_monotonic,0.15
C17orf50,2.52236,2.440325510204082,2.441552040816326,-0.08203448979591776,0.0012265306122438702,non_monotonic,0.15
C17orf51,2.7354839999999996,2.731617346938775,2.8074591836734695,-0.0038666530612245786,0.07584183673469447,non_monotonic,0.15
C17orf53,2.876264,2.877226530612244,3.3328418367346924,0.0009625306122442723,0.45561530612244816,non_monotonic,0.15
C17orf55,2.536383000000001,2.4916948979591833,2.43941887755102,-0.044688102040817856,-0.05227602040816315,non_monotonic,0.15
C17orf56,3.089549999999999,3.1299989795918366,3.305994897959184,0.040448979591837464,0.1759959183673474,non_monotonic,0.15
C17orf57,2.2376249999999995,2.197455102040817,2.2057627551020405,-0.04016989795918269,0.008307653061223608,non_monotonic,0.15
C17orf58,6.706563000000002,6.839673469387753,6.717407142857141,0.13311046938775117,-0.12226632653061209,non_monotonic,0.15
C17orf59,4.7337560000000005,4.6260698979591846,4.262665306122446,-0.10768610204081597,-0.3634045918367388,non_monotonic,0.15
C17orf60,2.4927539999999997,2.4395673469387753,2.3845561224489797,-0.05318665306122439,-0.05501122448979556,non_monotonic,0.15
C17orf61,9.289603999999999,8.714698979591839,8.367503061224493,-0.5749050204081598,-0.34719591836734587,monotonic_down,0.15
C17orf62,7.148555999999998,7.091190816326532,7.072503061224492,-0.05736518367346655,-0.01868775510203946,non_monotonic,0.15
C17orf63,5.842589999999998,5.79829693877551,5.776332653061225,-0.044293061224487396,-0.02196428571428566,non_monotonic,0.15
C17orf64,2.3712999999999997,2.2969285714285728,2.346281632653061,-0.07437142857142698,0.049353061224488126,non_monotonic,0.15
C17orf65,2.7131,2.6376153061224485,2.810648979591836,-0.0754846938775513,0.17303367346938758,non_monotonic,0.15
C17orf66,2.450668,2.3868234693877555,2.2970867346938775,-0.06384453061224438,-0.089736734693878,non_monotonic,0.15
C17orf67,2.859671,2.685148979591837,2.6541122448979597,-0.17452202040816323,-0.031036734693877133,non_monotonic,0.15
C17orf68,3.9444000000000004,3.9726989795918364,3.800530612244897,0.028298979591836027,-0.1721683673469392,non_monotonic,0.15
C17orf70,3.5968880000000003,3.638207653061224,3.875195918367346,0.04131965306122387,0.23698826530612171,non_monotonic,0.15
C17orf71,6.398534000000001,6.3056795918367365,6.829679591836737,-0.09285440816326407,0.524,tumor_specific,0.15
C17orf72,2.594514,2.5138107142857136,2.4529459183673477,-0.08070328571428664,-0.06086479591836591,non_monotonic,0.15
C17orf74,2.3415579999999996,2.2409341836734695,2.2016617346938774,-0.10062381632653006,-0.039272448979592145,non_monotonic,0.15
C17orf75,4.967006000000001,4.873263265306124,5.764342857142857,-0.09374273469387706,0.8910795918367329,tumor_specific,0.15
C17orf76,7.346939999999998,7.099445918367345,5.748113265306123,-0.24749408163265318,-1.3513326530612222,monotonic_down,0.15
C17orf77,2.123482,2.0766551020408164,2.331173469387756,-0.04682689795918371,0.25451836734693956,non_monotonic,0.15
C17orf78,2.3359919999999996,2.2437438775510197,2.4453734693877562,-0.09224812244897995,0.20162959183673657,non_monotonic,0.15
C17orf79,6.681105999999999,7.187706122448981,7.892110204081632,0.5066001224489822,0.7044040816326511,monotonic_up,0.15
C17orf80,3.281087999999999,3.1499336734693877,3.2636693877551015,-0.13115432653061143,0.11373571428571383,non_monotonic,0.15
C17orf81,4.956264000000001,4.845452040816328,4.603751020408164,-0.11081195918367293,-0.241701020408164,non_monotonic,0.15
C17orf82,3.7611240000000006,3.6033030612244925,3.6438571428571414,-0.15782093877550807,0.04055408163264884,non_monotonic,0.15
C17orf85,4.950629999999999,5.170195918367347,4.621277551020409,0.21956591836734773,-0.5489183673469382,non_monotonic,0.15
C17orf87,3.558030000000001,3.4222214285714294,3.331060204081632,-0.1358085714285715,-0.09116122448979747,non_monotonic,0.15
C17orf88,2.76541,2.6717071428571413,2.6119724489795915,-0.09370285714285886,-0.059734693877549816,non_monotonic,0.15
C17orf89,6.272538000000002,6.269270918367348,6.796545408163264,-0.0032670816326536567,0.5272744897959161,tumor_specific,0.15
C17orf90,4.045095999999999,3.6259642857142844,4.381919387755101,-0.4191317142857147,0.7559551020408164,non_monotonic,0.15
C17orf91,7.373871999999997,7.337363265306123,5.148623469387755,-0.03650873469387417,-2.1887397959183676,tumor_specific,0.15
C17orf95,6.9981219999999995,6.866985714285715,7.5271918367346915,-0.13113628571428482,0.6602061224489768,tumor_specific,0.15
C17orf96,3.110428,2.962776530612245,4.265220408163266,-0.14765146938775509,1.302443877551021,tumor_specific,0.15
C17orf97,6.400552000000001,5.866086734693876,4.753093877551022,-0.5344652653061255,-1.1129928571428538,monotonic_down,0.15
C17orf98,2.9366380000000003,2.8047397959183678,2.8396683673469383,-0.13189820408163255,0.03492857142857053,non_monotonic,0.15
C17orf99,2.9550259999999997,2.8373224489795916,2.8550826530612237,-0.11770355102040808,0.017760204081632036,non_monotonic,0.15
C18orf1,4.262649000000001,4.380222448979592,4.273248469387754,0.11757344897959143,-0.10697397959183785,non_monotonic,0.15
C18orf10,7.216841000000003,6.815993877551022,7.165761224489795,-0.40084712244898135,0.34976734693877276,non_monotonic,0.15
C18orf12,2.46257,2.386807142857143,2.386497959183673,-0.0757628571428568,-0.0003091836734703257,non_monotonic,0.15
C18orf18,6.1781140000000025,5.812886734693877,4.690001020408162,-0.3652272653061255,-1.1228857142857152,monotonic_down,0.15
C18orf19,6.108552,6.021360714285713,6.09907908163265,-0.08719128571428758,0.07771836734693682,non_monotonic,0.15
C18orf2,2.304066,2.252060204081633,2.218858163265306,-0.05200579591836707,-0.03320204081632694,non_monotonic,0.15
C18orf21,6.894558000000001,6.488086734693877,6.678817346938777,-0.40647126530612354,0.1907306122448995,non_monotonic,0.15
C18orf22,4.2180599999999995,4.191469387755102,4.509511224489798,-0.026590612244897116,0.31804183673469577,non_monotonic,0.15
C18orf23,3.274742,3.128383673469388,3.20535306122449,-0.14635832653061165,0.07696938775510187,non_monotonic,0.15
C18orf25,5.271115,5.238068367346939,4.948494897959184,-0.03304663265306118,-0.2895734693877552,non_monotonic,0.15
C18orf26,2.0744,2.0149908163265313,1.9952510204081635,-0.05940918367346848,-0.01973979591836783,non_monotonic,0.15
C18orf32,9.842452,9.39378469387755,8.5510806122449,-0.4486673061224504,-0.8427040816326485,monotonic_down,0.15
C18orf34,2.3201379999999996,2.259897959183672,2.195907142857143,-0.0602400408163275,-0.06399081632652903,non_monotonic,0.15
C18orf45,2.83716,2.750905612244897,2.767605612244897,-0.08625438775510297,0.01670000000000016,non_monotonic,0.15
C18orf49,2.3601799999999997,2.4275112244897965,2.1864806122448988,0.06733122448979678,-0.24103061224489775,non_monotonic,0.15
C18orf54,3.017648,2.9517408163265313,2.9880459183673467,-0.0659071836734686,0.036305102040815385,non_monotonic,0.15
C18orf55,7.074956999999999,6.943286734693875,6.56931530612245,-0.13167026530612347,-0.3739714285714255,non_monotonic,0.15
C18orf56,4.295914,4.113544897959182,4.048484693877552,-0.18236910204081802,-0.06506020408162971,non_monotonic,0.15
C18orf62,2.3363020000000003,2.1754948979591844,2.249675510204082,-0.16080710204081594,0.07418061224489758,non_monotonic,0.15
C18orf8,5.942231999999998,5.996501020408163,5.539415306122449,0.054269020408164614,-0.45708571428571343,non_monotonic,0.15
C19orf10,7.398188999999998,7.582882142857137,8.089982142857142,0.18469314285713967,0.5071000000000048,monotonic_up,0.15
C19orf12,4.358534000000001,4.3849,4.383356122448981,0.026365999999999445,-0.001543877551019257,non_monotonic,0.15
C19orf18,2.630326,2.6522530612244894,2.4064969387755104,0.021927061224489286,-0.24575612244897904,non_monotonic,0.15
C19orf2,7.368663000000001,7.253465816326529,8.046680612244899,-0.11519718367347132,0.7932147959183693,tumor_specific,0.15
C19orf20,5.245278000000001,5.045594897959182,5.314211224489796,-0.19968310204081874,0.26861632653061385,non_monotonic,0.15
C19orf21,9.994676,9.819517346938778,8.864829591836735,-0.17515865306122258,-0.954687755102043,monotonic_down,0.15
C19orf22,6.666091999999999,6.550785714285712,7.1076836734693885,-0.11530628571428725,0.5568979591836767,tumor_specific,0.15
C19orf24,7.153473999999997,7.1603438775510195,7.773502040816329,0.006869877551022974,0.6131581632653091,tumor_specific,0.15
C19orf25,5.434605000000001,5.099895918367345,5.18436224489796,-0.33470908163265634,0.08446632653061492,non_monotonic,0.15
C19orf26,2.58001,2.457141836734693,2.329618367346938,-0.12286816326530703,-0.12752346938775494,non_monotonic,0.15
C19orf28,4.421654,4.413032142857142,5.661876020408163,-0.008621857142857792,1.2488438775510202,tumor_specific,0.15
C19orf29,4.202076000000001,4.119238265306123,4.407900510204083,-0.08283773469387778,0.2886622448979601,non_monotonic,0.15
C19orf30,2.3782399999999995,2.371377551020408,2.289934693877551,-0.006862448979591651,-0.0814428571428567,non_monotonic,0.15
C19orf33,11.419192000000002,10.970389795918367,9.675417346938778,-0.44880220408163574,-1.294972448979589,monotonic_down,0.15
C19orf34,2.178758,2.1393234693877545,2.1330765306122443,-0.039434530612245666,-0.006246938775510191,non_monotonic,0.15
C19orf35,3.875725000000001,3.7390612244897947,3.675910714285715,-0.13666377551020625,-0.06315051020407969,non_monotonic,0.15
C19orf36,2.5415840000000003,2.6014755102040827,2.5299326530612247,0.059891510204082454,-0.07154285714285802,non_monotonic,0.15
C19orf38,3.813508,3.5724051020408165,3.522900000000001,-0.2411028979591836,-0.04950510204081571,non_monotonic,0.15
C19orf39,4.021671000000001,3.9412030612244906,4.192399999999998,-0.08046793877551073,0.25119693877550775,non_monotonic,0.15
C19orf40,3.26684,3.1167510204081643,3.5170204081632637,-0.15008897959183587,0.40026938775509935,non_monotonic,0.15
