gene_symbol,healthy,adjacent_normal,tumor,healthy_to_adjacent,adjacent_to_tumor,trajectory_category,rule_tolerance
ACSL4,4.604353999999998,4.7506938775510195,5.5191392857142825,0.1463398775510214,0.768445408163263,tumor_specific,0.15
ACSL5,9.696664,9.30431326530612,9.248452040816321,-0.3923507346938795,-0.055861224489799355,non_monotonic,0.15
ACSL6,2.2523899999999997,2.2574826530612246,4.206532653061224,0.005092653061224972,1.9490499999999993,tumor_specific,0.15
ACSM1,2.8995059999999997,2.777021428571428,2.575988775510204,-0.12248457142857161,-0.20103265306122386,non_monotonic,0.15
ACSM2A,2.3102340000000003,2.285141836734694,2.25785612244898,-0.0250921632653065,-0.02728571428571369,non_monotonic,0.15
ACSM3,7.673031,6.919846938775514,5.993589285714286,-0.753184061224486,-0.9262576530612279,monotonic_down,0.15
ACSM4,2.24752,2.1822295918367347,2.1656857142857158,-0.06529040816326548,-0.016543877551018937,non_monotonic,0.15
ACSM5,2.8874830000000005,2.8711086734693883,2.821081122448981,-0.016374326530612215,-0.050027551020407124,non_monotonic,0.15
ACSS1,5.996310000000001,5.865207142857143,6.313943877551021,-0.1311028571428583,0.4487367346938784,non_monotonic,0.15
ACSS2,8.018194,7.624345918367343,6.546722959183675,-0.3938480816326564,-1.0776229591836683,monotonic_down,0.15
ACSS3,2.4218460000000004,2.6114744897959192,2.5110336734693877,0.18962848979591884,-0.10044081632653157,non_monotonic,0.15
ACTA1,2.9285,3.134189795918365,2.9022204081632657,0.205689795918365,-0.23196938775509945,non_monotonic,0.15
ACTA2,2.5103760000000004,2.772025510204081,2.5366122448979604,0.26164951020408056,-0.2354132653061205,non_monotonic,0.15
ACTB,11.787265000000001,12.072626020408158,11.86544387755102,0.2853610204081569,-0.20718214285713898,non_monotonic,0.15
ACTBL2,2.3151609999999994,2.3297658163265313,2.3301372448979585,0.014604816326531989,0.0003714285714271348,non_monotonic,0.15
ACTC1,2.2107379999999996,2.680948979591836,2.540033163265307,0.47021097959183633,-0.14091581632652916,non_monotonic,0.15
ACTG1,12.342176,12.54678163265306,12.458724489795912,0.20460563265305964,-0.0880571428571475,non_monotonic,0.15
ACTG2,5.152252,7.973495918367344,5.605675510204079,2.821243918367344,-2.367820408163265,adjacent_specific,0.15
ACTL6A,8.159623999999997,7.9899806122449,9.02826530612245,-0.16964338775509713,1.0382846938775492,non_monotonic,0.15
ACTL6B,2.343162,2.2998877551020405,2.298652040816326,-0.0432742448979595,-0.001235714285714451,non_monotonic,0.15
ACTL7A,2.5964439999999995,2.542876530612246,2.486999999999999,-0.0535674693877537,-0.05587653061224662,non_monotonic,0.15
ACTL7B,2.8233020000000004,2.758262244897958,2.7524704081632665,-0.0650397551020423,-0.0057918367346916355,non_monotonic,0.15
ACTL8,2.8030500000000003,2.766188775510205,2.927538775510203,-0.03686122448979523,0.16134999999999788,non_monotonic,0.15
ACTL9,2.5007140000000003,2.413563265306123,2.467108163265306,-0.08715073469387713,0.0535448979591826,non_monotonic,0.15
ACTN1,6.287529999999999,7.264003061224492,7.879454081632654,0.9764730612244925,0.6154510204081625,monotonic_up,0.15
ACTN2,2.2084799999999998,2.236069387755102,2.208264795918367,0.027589387755102113,-0.027804591836734893,non_monotonic,0.15
ACTN3,2.527126,2.505568367346939,2.6772255102040807,-0.0215576326530611,0.17165714285714184,non_monotonic,0.15
ACTN4,8.222366000000001,8.311439795918366,8.047161224489793,0.08907379591836495,-0.2642785714285729,non_monotonic,0.15
ACTR10,7.274399999999998,7.1727576530612245,6.897781632653058,-0.10164234693877372,-0.2749760204081664,non_monotonic,0.15
ACTR1A,6.248579999999999,6.404009183673467,6.0631581632653075,0.15542918367346825,-0.3408510204081594,non_monotonic,0.15
ACTR1B,6.750348000000002,6.469208163265308,6.440026530612245,-0.28113983673469356,-0.029181632653062728,non_monotonic,0.15
ACTR2,8.135758000000001,8.008259183673466,7.99424591836735,-0.12749881632653448,-0.014013265306116018,non_monotonic,0.15
ACTR3,9.737814,9.452322959183677,9.55948265306123,-0.28549104081632315,0.10715969387755209,non_monotonic,0.15
ACTR3C,4.361235999999999,4.227164285714285,4.41948163265306,-0.13407171428571374,0.19231734693877467,non_monotonic,0.15
ACTR5,4.421665999999999,4.538947959183674,5.5917642857142855,0.1172819591836749,1.0528163265306114,tumor_specific,0.15
ACTR6,5.4555,4.952416326530608,5.018288775510205,-0.5030836734693915,0.06587244897959632,field_shift_then_plateau,0.15
ACTR8,5.131569999999999,5.1762382653061225,5.405993877551022,0.044668265306123445,0.22975561224489915,non_monotonic,0.15
ACTRT1,2.474002,2.463066326530612,2.4631897959183666,-0.010935673469388174,0.0001234693877547599,non_monotonic,0.15
ACTRT2,2.681965999999999,2.6080704081632655,2.563916326530612,-0.07389559183673367,-0.04415408163265333,non_monotonic,0.15
ACVR1,4.496574000000001,4.788474489795917,5.2155372448979564,0.2919004897959159,0.42706275510203984,monotonic_up,0.15
ACVR1B,3.8724920000000003,3.707703061224491,3.6224785714285708,-0.16478893877550949,-0.08522448979592001,non_monotonic,0.15
ACVR1C,4.956087999999999,4.645334693877551,3.5338132653061236,-0.31075330612244834,-1.1115214285714274,monotonic_down,0.15
ACVR2A,6.808035999999998,6.623672448979591,5.850754081632652,-0.18436355102040647,-0.7729183673469393,monotonic_down,0.15
ACVR2B,4.687677,4.704213775510204,5.147188775510206,0.016536775510203938,0.44297500000000234,non_monotonic,0.15
ACVRL1,6.760577,6.989910204081634,5.4313096938775525,0.2293332040816347,-1.5586005102040819,non_monotonic,0.15
ACY1,5.7887900000000005,5.368002040816327,5.225432653061224,-0.4207879591836736,-0.14256938775510264,non_monotonic,0.15
ACY3,3.8076979999999994,3.458059183673468,3.861334693877552,-0.3496388163265314,0.40327551020408414,non_monotonic,0.15
ACYP1,7.351198,7.04242244897959,7.398964285714284,-0.30877555102041043,0.356541836734694,non_monotonic,0.15
