gene_symbol,raw_log2fc,raw_fdr,deposited_log2fc,deposited_fdr,comparison,raw_significant,deposited_significant,sign_agreement,conclusion_changed_materially
MCM4,-0.0719749109764845,0.538609192296516,0.0021283469387771,0.9836848465171142,adjacent_vs_healthy,False,False,False,True
CHAF1B,0.0280691515981264,0.63172566650919,-0.0174688571428576,0.6077498707293217,adjacent_vs_healthy,False,False,False,True
TEX14,0.0182023857847753,0.674209931763629,-0.1125787755102041,1.5418710136062585e-05,adjacent_vs_healthy,False,False,False,True
SLCO1B3,0.0182720378581158,0.701694645445773,-0.0042430408163265,0.8840956351749664,adjacent_vs_healthy,False,False,False,True
RPS16,-0.031625115118509,0.710646770447352,0.0059065510204074,0.9175236006981612,adjacent_vs_healthy,False,False,False,True
CMTM1,0.0129109875499318,0.723029790898674,-0.026121510204081,0.4425415953823661,adjacent_vs_healthy,False,False,False,True
FANCD2,-0.0185860570208609,0.727344798160604,0.0422205510204083,0.4364761221720436,adjacent_vs_healthy,False,False,False,True
ZNF75A,0.0203993600531005,0.741742866856085,-0.1045067142857152,0.021890545332519,adjacent_vs_healthy,False,False,False,True
GBP7,-0.0108272302697303,0.772191322484351,0.1613502040816321,0.0073909237247543,adjacent_vs_healthy,False,False,False,True
MIF,-0.0315327032117265,0.775684766519512,0.1772000000000027,0.0152819064937313,adjacent_vs_healthy,False,False,False,True
NKD1,0.0117472650674566,0.776173843266122,-0.0048832244897965,0.9017305224315126,adjacent_vs_healthy,False,False,False,True
NSA2,0.0104394913344592,0.829749219307054,-0.0620394693877557,0.243123640736256,adjacent_vs_healthy,False,False,False,True
BACH1,-0.0117761943222376,0.846194179991528,0.026838612244898,0.544573156635952,adjacent_vs_healthy,False,False,False,True
LRCH4,0.0100990463819954,0.850263989675474,-0.0187320816326534,0.740933183775782,adjacent_vs_healthy,False,False,False,True
RPL3,0.0126147609943139,0.851337958174773,-0.1436591836734742,0.0098589864496577,adjacent_vs_healthy,False,False,False,True
GRK5,-0.0062563035727341,0.858051818637745,0.180308755102041,4.784908193705973e-07,adjacent_vs_healthy,False,False,False,True
FKBP1A,-0.0151594887822757,0.868496308379417,0.1986469387755107,0.0012845930528153,adjacent_vs_healthy,False,False,False,True
MME,-0.00428642154528,0.907519896485353,0.0023482448979588,0.9490965689147922,adjacent_vs_healthy,False,False,False,True
ARPP19,0.0055935771582191,0.933975611455812,-0.0992662448979588,0.1323444146097889,adjacent_vs_healthy,False,False,False,True
CCDC152,-0.0053602417021663,0.960356960403482,0.0238922244897965,0.6464747622017217,adjacent_vs_healthy,False,False,False,True
ARMC2,-0.0021614983361728,0.963970320112488,0.0516660816326526,0.1035929432784303,adjacent_vs_healthy,False,False,False,True
PLA2G2C,0.0017285793821035,0.970577593848647,-0.0002811020408155,0.9951950631383968,adjacent_vs_healthy,False,False,False,True
LCE1B,0.0014678568091786,0.972296047924387,-0.0004316326530608,0.9918667760936736,adjacent_vs_healthy,False,False,False,True
C1orf185,0.0011688919210834,0.973258076551637,-0.0001004489795923,0.9976076725643424,adjacent_vs_healthy,False,False,False,True
INTS12,0.0018828893713323,0.975917110688764,-0.0011872653061226,0.984912525799441,adjacent_vs_healthy,False,False,False,True
TYW1,-0.0021744637676626,0.976036915544545,0.0008859999999986,0.9894911047450629,adjacent_vs_healthy,False,False,False,True
DLX3,0.0011246303323848,0.979300748377356,-0.0023295918367352,0.9535244258545528,adjacent_vs_healthy,False,False,False,True
C2CD4C,-0.0014035831821481,0.980322036686261,0.0027440000000003,0.9583907571261664,adjacent_vs_healthy,False,False,False,True
SPOCK2,-0.0010325206077124,0.983006610458298,0.0001879591836742,0.9966676473586278,adjacent_vs_healthy,False,False,False,True
LHPP,-0.0020636643780331,0.983525436130284,0.000272040816327,0.9976076725643424,adjacent_vs_healthy,False,False,False,True
KIF5A,-0.0007398826598126,0.984221279528434,0.0002752244897958,0.993224407335283,adjacent_vs_healthy,False,False,False,True
GRB2,0.0005741138213721,0.984622169475973,-0.0009823061224469,0.9706358120006696,adjacent_vs_healthy,False,False,False,True
BAGE2,-0.0006921531602062,0.985029206629713,0.0004721224489796,0.9884847341474574,adjacent_vs_healthy,False,False,False,True
DNAJC6,-0.0007726866090478,0.985550274193507,0.0033900408163267,0.9295576535162364,adjacent_vs_healthy,False,False,False,True
RAPGEF4,-0.0006827047660742,0.986333051308071,0.0008164897959184,0.980192566109892,adjacent_vs_healthy,False,False,False,True
CACNB4,-0.0004603940185519,0.986912947712947,7.126530612255877e-05,0.997748458955037,adjacent_vs_healthy,False,False,False,True
PRKY,-0.0013253768363723,0.9869403122943,0.0013201224489791,0.9864410279678488,adjacent_vs_healthy,False,False,False,True
CAV3,0.0004660546925605,0.988708278960122,-0.0007482244897953,0.9813040719366878,adjacent_vs_healthy,False,False,False,True
PIK3CG,-0.0008410707189288,0.990171994049042,0.0016325714285714,0.9802177449014876,adjacent_vs_healthy,False,False,False,True
SCARB1,0.0008909820577209,0.990243631454964,-0.0021315918367346,0.9747070969352204,adjacent_vs_healthy,False,False,False,True
MFSD10,0.0006169197363128,0.992579660514588,-0.0009786530612254,0.9872098576108717,adjacent_vs_healthy,False,False,False,True
GPR148,0.0004451767416373,0.993160007129916,-0.0003674693877546,0.9934638195628102,adjacent_vs_healthy,False,False,False,True
UBQLNL,-0.0004639552732736,0.993943165375773,0.0012406530612238,0.9819822489406648,adjacent_vs_healthy,False,False,False,True
MVD,0.0005767005984287,0.995758429709212,-0.0006840000000005,0.992957026005972,adjacent_vs_healthy,False,False,False,True
IFNK,0.0002189858514487,0.995934332512699,-0.0002035102040811,0.995283080507835,adjacent_vs_healthy,False,False,False,True
LMNB2,0.000473914148463,0.996533487763753,-0.0027078571428562,0.9727051026559153,adjacent_vs_healthy,False,False,False,True
GIPC1,-0.0004689213325459,0.996571606796442,0.0001175918367337,0.9986545829922284,adjacent_vs_healthy,False,False,False,True
FLT3,0.0002558206443921,0.996685942127931,-0.0005896734693875,0.991287762757476,adjacent_vs_healthy,False,False,False,True
FERD3L,0.0002863581409817,0.997007759106908,-0.0013717142857143,0.9823705953689454,adjacent_vs_healthy,False,False,False,True
FBXO45,0.00026376665887,0.997360668993793,-0.0013205714285708,0.9836017361382446,adjacent_vs_healthy,False,False,False,True
TANC2,-0.0003543111850774,0.997402684569267,0.0004439183673463,0.996613007707621,adjacent_vs_healthy,False,False,False,True
WIZ,-9.44416306865037e-05,0.998358821874597,0.0009055714285719,0.9811788489273572,adjacent_vs_healthy,False,False,False,True
PTPN4,-0.0001441021929116,0.998823204108172,0.0025810612244905,0.9716688726453412,adjacent_vs_healthy,False,False,False,True
