gene_symbol,log2_fold_change_reference,adjusted_p_value_reference,log2_fold_change_adjusted,adjusted_p_value_adjusted,reference_significant,adjusted_significant,sign_agreement,lost_significance,gained_significance,changed_direction,reference_model,adjusted_model,effect_difference,effect_direction_agreement,significance_retained
SYNGR3,0.545179072932509,7.29444566697739e-07,0.46836860397374,9.02410887684779e-05,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.07681046895876897,True,False
PLCD1,-0.515220169358,8.04653683858735e-07,-0.474443281635305,2.91736478679068e-05,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.04077688772269494,True,False
BARX2,-0.529240718853586,8.5555674805926e-07,-0.49004240019249,2.73549840400572e-05,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.03919831866109602,True,False
OCLN,-0.588095914774079,8.67406943301281e-07,-0.484925732970305,0.0001689920141307,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.10317018180377396,True,False
FHOD3,0.562453467347762,1.06893881919218e-06,0.488821001259561,9.997828087214e-05,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.07363246608820101,True,False
ABHD3,-0.581173989921207,1.19360879545639e-06,-0.488043670032553,0.0001738572253707,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.09313031988865395,True,False
CCDC88A,0.517178909015991,1.22902056256262e-06,0.436858594227534,0.0001612771761168,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.08032031478845697,True,False
POF1B,-0.583868483652557,1.4547736962429e-06,-0.44352819393381,0.0002204890104093,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.14034028971874696,True,False
PROM1,-0.564895033986387,1.56671152534074e-06,-0.472205709492256,6.32453479676591e-05,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.09268932449413098,True,False
GXYLT2,-0.535568399851369,1.58434812717294e-06,-0.463983155713203,7.04158332804809e-05,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.07158524413816597,True,False
MIER3,-0.548323321849843,1.61581450700651e-06,-0.451318788116527,0.0001060776640029,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.09700453373331602,True,False
AGPAT2,-0.531584606781899,1.67937448452019e-06,-0.4333952115881,0.0002328089632134,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.09818939519379899,True,False
ACOX1,-0.536484016906058,1.77215269687058e-06,-0.457826893749903,9.82429197298744e-05,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.07865712315615497,True,False
STX3,-0.541488515494711,2.10682520295777e-06,-0.484187583008748,0.0001099725726148,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.05730093248596302,True,False
BCL6,0.50738444568108,2.13573482147417e-06,0.463828317082446,7.01111598635973e-05,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.043556128598634,True,False
GALNT5,0.501823218461342,2.62683037294071e-06,0.489571866088443,6.28430735731365e-06,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.012251352372899038,True,False
FGF2,0.566625585782075,2.93143854867698e-06,0.485356485448273,0.0002471951342274,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.08126910033380202,True,False
SMIM5,-0.525863194078629,3.46600208109374e-06,-0.459326013734209,0.0001348719969876,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.06653718034442002,True,False
CPQ,0.545743011466806,3.50124358313562e-06,0.497607802777175,0.0001189436870654,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.04813520868963106,True,False
DHRS11,-0.521483597063618,3.74238914881439e-06,-0.44823241877838,0.0002411986813338,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.07325117828523803,True,False
FKBP1B,-0.50127910062622,3.89319889349623e-06,-0.492407924681554,3.36486850826377e-05,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.008871175944666077,True,False
BICDL2,-0.512695721550176,4.0408242029891e-06,-0.483691855505629,7.01671112450377e-05,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.029003866044546966,True,False
FAM83F,-0.513534441817249,4.70082581708352e-06,-0.480689623463046,0.0001001212928307,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.032844818354203054,True,False
MARVELD3,-0.60339283616473,4.75744697669331e-06,-0.485389283275091,0.0005495654093731,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.11800355288963904,True,False
SAMSN1,-0.52131817184905,5.31610997631179e-06,-0.471533252767984,0.0001661271028376,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.049784919081066026,True,False
CBLC,-0.56161263527097,5.57999167742793e-06,-0.485993508132817,0.0002023951422659,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.07561912713815305,True,False
SLC35G1,-0.503210614079617,6.26697752204363e-06,-0.433564617700771,0.0003359700922328,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.069645996378846,True,False
CD2AP,-0.556983939675661,7.68499471209495e-06,-0.429541724134355,0.0012904212357861,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.12744221554130597,True,False
ANK3,-0.51891305854097,8.30757306349222e-06,-0.401101256287123,0.0010658111358096,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.11781180225384702,True,False
DIXDC1,0.52248590351769,1.03936759580927e-05,0.45902891895597,0.0004192322477587,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.06345698456172,True,False
MAPK13,-0.507010710571187,1.05930703714096e-05,-0.449388768836389,0.0003819531837349,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.057621941734797955,True,False
SBSPON,0.519650528828457,1.30691728599059e-05,0.445658152911532,0.0006398303982062,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.07399237591692498,True,False
DPEP1,-0.51807706027206,1.44139970222302e-05,-0.474036931764286,0.0001068367321426,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.044040128507774,True,False
EDN1,-0.524977855278119,1.64620267181752e-05,-0.47020192700405,0.0004434073063099,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.05477592827406902,True,False
PKP2,-0.546466293515824,2.09017434207262e-05,-0.467979607616,0.0007857333026865,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.078486685899824,True,False
PTGS1,0.518902224908192,2.41944530816178e-05,0.449425847872469,0.00087486698291,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.06947637703572307,True,False
CAB39L,0.508391681168932,2.46155109050218e-05,0.45643009994056,0.0005418078437583,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.05196158122837197,True,False
AGMAT,-0.52857507556903,2.49738381378574e-05,-0.45196316749114,0.0008675818801752,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.07661190807789003,True,False
TMEM54,-0.517545322109981,2.54205877416333e-05,-0.459996656350593,0.0005848914586393,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.05754866575938805,True,False
RHOF,-0.57652995911332,2.56041203805499e-05,-0.465596637509912,0.0014248623328411,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.11093332160340796,True,False
FLRT1,0.509623149965373,2.68434814337181e-05,0.488141073417256,0.0002818200701525,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.021482076548116957,True,False
GULP1,-0.564988060183689,3.6070030933616e-05,-0.497121674661865,0.0004892242857846,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.06786638552182395,True,False
PLCL1,0.508718247672246,4.22003214894676e-05,0.463272593354711,0.0007309719612869,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.045445654317535056,True,False
DNAJC22,-0.507752113900591,4.5106901063057e-05,-0.467911262570191,0.0006280643952521,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.03984085133040005,True,False
SLC67A1-AS,-0.508962873459394,4.67460506463197e-05,-0.488204221021322,0.0003921966243403,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.020758652438071956,True,False
PARP8,0.537940642649603,5.07900567474782e-05,0.498217331019185,0.0001846560261316,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.03972331163041798,True,False
SGK2,-0.608766927172034,5.22901369043407e-05,-0.439294979292236,0.0057217463354655,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.16947194787979797,True,False
UBE2T,-0.501822934943327,5.54005918022094e-05,-0.482158417476962,0.0002704204695052,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.019664517466364995,True,False
BTG2,0.572412426042466,7.11782881800303e-05,0.462233005645871,0.0034756593911792,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.11017942039659501,True,False
NXPE1,-0.585098702425199,7.6530546671969e-05,-0.487421405146373,0.0025502192981541,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.09767729727882601,True,False
CXCL3,0.583204871548561,8.73339043439297e-05,0.478155340303307,0.0031149015033336,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.10504953124525407,True,False
ANOS1,0.605881122525542,9.47059355380647e-05,0.349625577126344,0.0001061049633385,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.25625554539919804,True,False
PAPSS2,-0.508213346471392,0.0001027843384014,-0.440975385609162,0.0017423389154195,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.06723796086223005,True,False
AKR1B15,-0.590977738888712,0.0001079373461581,-0.481381957740622,0.0033859424556984,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.10959578114808999,True,False
PNMA1,0.554575232165271,0.0001310399776413,0.488805357455657,0.0022443644053392,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.06576987470961404,True,False
IL17RB,-0.512262970470234,0.0001491103671644,-0.464839253833836,0.0018318092385663,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.04742371663639794,True,False
FBXL22,0.550467546216825,0.0001596573633821,0.463165582790111,0.0039112903910459,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.08730196342671404,True,False
CHP2,-0.57067102429674,0.0001780860911333,-0.486085785505907,0.0034096650232652,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.08458523879083302,True,False
ADTRP,-0.511640251243744,0.0002209424338345,-0.460140817230067,0.0022354898389505,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.051499434013677015,True,False
DNAJB5,0.506990533114597,0.0002334403252848,0.433328035136863,0.0045249375272918,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.07366249797773394,True,False
VGLL3,0.500863085580549,0.0002909742593372,0.419774570635044,0.0060612094785373,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.08108851494550506,True,False
BEND5,0.510556086305956,0.0002928888886682,0.449374132247172,0.0040454216138997,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.06118195405878396,True,False
CCL5,-0.601503130607331,0.0004315393071302,-0.489365934088622,0.0085887163817525,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.11213719651870896,True,False
KLF5,-0.502530580478342,0.0004596779343677,-0.454544547786681,0.0043723802276994,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.04798603269166096,True,False
ITGA1,0.555048053875069,0.0004833867657152,0.447130151635233,0.0108634953849279,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.10791790223983594,True,False
SERINC2,-0.500421204542119,0.000500222097672,-0.424371116107769,0.0077582509630785,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.07605008843435002,True,False
BLVRA,0.527533164134364,0.0005216682304866,0.427498039751827,0.0111170599799495,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.10003512438253703,True,False
ARHGEF26,0.559126613524976,0.0006013804576591,0.485296607561653,0.007407967581451,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.07383000596332295,True,False
DDX3Y,1.11986320987612,0.000683192048825,0.457370183721901,1.70042236986827e-06,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.662493026154219,True,False
FUT2,-0.520877205985724,0.0007255435155201,-0.418471021122564,0.0137867252106792,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.10240618486315994,True,False
PLAC8,-0.503090376179961,0.0007300555182464,-0.389186958733288,0.0164785074785095,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.11390341744667298,True,False
DPP6,0.530697528303765,0.0008039767690718,0.458269547317169,0.0092932985395225,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.07242798098659603,True,False
KCNMB1,0.558525034077952,0.0008279530370633,0.490940552652218,0.0083584236816403,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.06758448142573398,True,False
HSPA2,0.548432471791828,0.0008423617491314,0.467515240679204,0.009027823830515,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.08091723111262394,True,False
MORN5,0.562351095111621,0.0008890612925987,0.464042526241505,0.0136105886309129,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.09830856887011596,True,False
CCNA2,-0.514290414420157,0.0010127343799319,-0.476580269815915,0.0061284389365149,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.03771014460424199,True,False
CD52,-0.540745576182792,0.0012834413728614,-0.43531653668159,0.0173753029511179,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.10542903950120197,True,False
SCUBE2,-0.511198511016457,0.0018068713679325,-0.449860531220926,0.0079375902622494,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.06133797979553096,True,False
RPRM,0.549605524742751,0.0019966161805325,0.433312884402192,0.0288061679452912,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.11629264034055903,True,False
AKR1B10,-0.515493404980351,0.0021487467229203,-0.382988091350892,0.0356123504745441,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.132505313629459,True,False
GUCA2B,-0.582704397032506,0.0024656146341975,-0.447008588119211,0.036761656301886,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.13569580891329497,True,False
HLA-DPA1,-0.508700896801036,0.0027733629140624,-0.433770468700541,0.0225482853098096,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.07493042810049505,True,False
NWD2,-0.508075810829725,0.0036214571741733,-0.412269204491725,0.0342747954412429,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.09580660633799998,True,False
NPY,0.510709623867062,0.0039198035272881,0.468694320599109,0.0167800228499825,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.042015303267953,True,False
ST6GALNAC6,0.514955741097089,0.0042048611234215,0.487600010606211,0.0027308219386981,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.027355730490877972,True,False
GDF15,0.556645716830925,0.0046390148608748,0.422165010009228,0.0302600983656512,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.134480706821697,True,False
KLHDC8B,0.586654111456097,0.0048032632861103,0.488397372878813,0.0360931166987172,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.09825673857728401,True,False
ADGRG7,-0.534503880664618,0.0060490887532295,-0.375417841419612,0.0835190982567525,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.15908603924500597,True,False
ZNF726,-0.510571497657009,0.007698798600029,-0.399580440561514,0.0579516529731432,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.11099105709549506,True,False
SPINK5,0.528048513514956,0.0098079360887558,0.46346174337136,0.0165956074272876,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.06458677014359598,True,False
ECHDC3,0.649216775848948,0.0126536169078762,0.546740822146821,0.0621332468551015,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.10247595370212703,True,False
CARTPT,0.528950404176235,0.0135744272418994,0.433451819624168,0.0713244250756033,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.09549858455206695,True,False
PLA2G2A,0.723440419402818,0.0175926836665273,0.505059578682057,0.124921972026025,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.21838084072076103,True,False
TMED6,-0.513315018652058,0.0186532015477562,-0.407622688887234,0.0905499953276989,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.10569232976482396,True,False
MT1M,0.612894023597099,0.01867153300338,0.566405310611762,0.0532687149225394,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.046488712985336966,True,False
MT1JP,0.581334528852961,0.0229351641682019,0.517701302152112,0.0724188052728435,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.06363322670084903,True,False
SST,-0.601580413370945,0.030371580224668,-0.40206248426632,0.139291803049457,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.199517929104625,True,False
GBP3,-0.540881952502819,0.0325241876769329,-0.375857351204408,0.187238866075537,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.165024601298411,True,False
HOXD13,0.58999551764466,0.0328807916752154,0.468282129809483,0.103614927203642,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.12171338783517693,True,False
CCL18,0.638967163004985,0.0393039988308349,0.322314229371102,0.346050913853612,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,-0.316652933633883,True,False
BTNL8,-0.856739908276206,0.044423073795912,-0.663837411793635,0.170149757332251,True,False,True,True,False,False,U0_unadjusted,U2_age_sex_location_adjusted,0.19290249648257107,True,False
RPS4Y1,1.09120729389606,0.0534615746344836,-0.072177129697777,0.302126719715528,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,-1.1633844235938369,False,False
KDM5D,0.458204469217891,0.0828464244411113,-0.0632601540860485,0.405870017507355,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,-0.5214646233039395,False,False
XIST,-0.692172538149336,0.104969885749684,0.25370720032644,0.0255156205181334,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.945879738475776,False,False
EIF1AY,0.65863898634215,0.156434048291342,-0.298177934569093,9.43192537355196e-07,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,-0.9568169209112429,False,False
MRPS21,-0.105846932192962,0.159402319402263,0.0057158785375133,0.949874721576953,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.1115628107304753,False,False
OR2T6,-0.0481582935343139,0.239086305405053,0.0001251388919743,0.997812498139912,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.04828343242628819,False,False
CEACAM1,-0.194272442121945,0.296146736247451,0.0071096241798694,0.974577171289225,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.2013820663018144,False,False
SPRNP1,-0.0497836643579031,0.33575824444421,0.0022146741083979,0.972132457801672,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.051998338466301,False,False
ZNF518B,-0.0534066023745066,0.355951018133825,0.0173371622373341,0.77850286893141,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0707437646118407,False,False
HPSE2,-0.0406584009222098,0.357494617817489,0.0036632337897668,0.946075316176588,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0443216347119766,False,False
UBR3,0.0661223736440276,0.357973920601187,-0.0069311690363646,0.937383128803124,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,-0.07305354268039219,False,False
CFAP100,-0.0353899051622013,0.361435567421868,0.0056493951882537,0.906259222564355,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.041039300350455,False,False
OR4F6,-0.0325135258799075,0.363654408255076,0.0083489530805458,0.844964953957303,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0408624789604533,False,False
OXSR1,-0.0349613880770758,0.399805315448394,0.0047480451919999,0.925224783075911,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0397094332690757,False,False
PCGF6,0.0478730743806304,0.406641857637762,-0.0052802963482072,0.940605168321217,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,-0.0531533707288376,False,False
KCNJ15,0.0250018402529138,0.430740039965219,-0.0065524335215462,0.864775093908206,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,-0.03155427377446,False,False
OR52A5,-0.0382122387084451,0.441839393791286,0.0162980095562327,0.777024433385536,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0545102482646778,False,False
NCCRP1,-0.0841659233217943,0.456607431666,0.0136715813871364,0.921582394953292,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0978375047089307,False,False
C22orf15,-0.0188155218864656,0.464080070900407,0.0025862355571505,0.935306445926302,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0214017574436161,False,False
MYO1B,-0.0628034332510197,0.476445472335347,0.0019848389652916,0.984896234148631,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0647882722163113,False,False
OR11H6,-0.030062710558789,0.483021531613477,0.0041414925405538,0.936532979522931,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0342042030993428,False,False
HSPA1L,0.0318919488449081,0.487839160047498,-0.0077103394909483,0.890153391316046,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,-0.0396022883358564,False,False
GCNT3,-0.118464700661397,0.488438131215903,0.0037201848696602,0.985297645075769,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.1221848855310572,False,False
EBNA1BP2,-0.0278578229680437,0.488820146093371,0.0095473717882416,0.840799424744286,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0374051947562853,False,False
H3-5,-0.0212604750744701,0.509352161682281,0.0040535800303253,0.918171122591294,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0253140551047954,False,False
KRTAP5-1,-0.0252580145075927,0.509837810927374,0.0066306749553377,0.883796252520846,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0318886894629304,False,False
OR5F1,-0.0241513557764813,0.522558365811354,0.0008900428602606,0.983988906357443,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.025041398636741898,False,False
LHX9,0.0162792101715113,0.526266362096874,-0.0002362571237152,0.993668946437068,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,-0.016515467295226502,False,False
RGS6,-0.0254315227793812,0.531333410352794,0.0019819616402963,0.967513635561597,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0274134844196775,False,False
PGAM4,-0.0266950276155672,0.533789052499984,0.0219306173842741,0.641496613104084,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0486256449998413,False,False
LINC02897,-0.0245254507885495,0.533789052499984,0.0024808111229097,0.958671659424389,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0270062619114592,False,False
PCMTD1-DT,-0.02839351421264,0.534475916455946,0.0156048031763212,0.766349154505788,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0439983173889612,False,False
CDH22,-0.0234985554466812,0.536099395010413,0.0044084540917279,0.924365894625439,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0279070095384091,False,False
SLCO2A1,-0.0781660097514995,0.539421196457211,0.0033078646819666,0.982513662439204,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0814738744334661,False,False
LOC100134391,-0.0246880815792938,0.543467148634236,0.0069437563517978,0.887581893012985,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0316318379310916,False,False
IL2RG,-0.108229221952341,0.54356799491617,0.0172550406639334,0.935706402920583,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.1254842626162744,False,False
CR1L,-0.0212520102236595,0.543784867910624,0.0030536221010883,0.943265129143157,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0243056323247478,False,False
DDX3X,-0.0414963611616327,0.544797851881122,0.0447485039558283,0.532029011911319,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.086244865117461,False,False
DIPK1C,0.0365532652353044,0.546802353728916,-0.0117357144243887,0.871992830029945,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,-0.0482889796596931,False,False
ZNF697,-0.032335393811183,0.547561576703989,0.0053580599346393,0.93542190495884,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0376934537458223,False,False
TCL1B,-0.0227091847810063,0.549318599323012,0.0018692561627451,0.966593685688166,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.024578440943751403,False,False
ZNF326,-0.0432924186077609,0.550092880998959,0.0110276296157589,0.901200044848654,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0543200482235198,False,False
ATXN1,0.0347198914841928,0.55090683447188,-0.0018679942663446,0.97843755595744,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,-0.0365878857505374,False,False
MT1X,0.105178341180186,0.556957614035259,-0.0017083710243731,0.993527387352503,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,-0.1068867122045591,False,False
NDST4,-0.0173975491856946,0.557060871199669,0.005615175938973,0.873379158677797,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0230127251246676,False,False
FBLN7,-0.020634356403758,0.562914115484206,0.0047564464055657,0.913161954410266,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0253908028093237,False,False
PSMD7,0.0445975658497503,0.565586155018846,-0.0029886094044608,0.973117015922585,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,-0.0475861752542111,False,False
EXOG,0.0193215427356283,0.565832221222211,-0.0071545751267277,0.858627760073896,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,-0.026476117862356,False,False
OR4C16,-0.0237757137828463,0.575758498465199,0.0029682209893471,0.953861653441294,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0267439347721934,False,False
PNOC,-0.0200885241473477,0.580542020143795,0.0035458325414844,0.936243216056604,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.0236343566888321,False,False
HRCT1,-0.115297105260755,0.581197797142729,0.0225332896855794,0.929354194324941,False,False,False,False,False,True,U0_unadjusted,U2_age_sex_location_adjusted,0.1378303949463344,False,False
