gene_symbol,log2_fold_change_reference,adjusted_p_value_reference,log2_fold_change_adjusted,adjusted_p_value_adjusted,reference_significant,adjusted_significant,sign_agreement,lost_significance,gained_significance,changed_direction,reference_model,adjusted_model,effect_difference,effect_direction_agreement,significance_retained
WDR31,-0.0070139922058194,0.84377151943781,0.0051887121379318,0.896344345373698,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0122027043437512,False,False
ARHGAP26,-0.0142103276526766,0.844269531588997,0.0168746675079825,0.832596254125816,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0310849951606591,False,False
CPAP,-0.0093739645894772,0.844690271520447,0.0009682139773727,0.985900379263826,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0103421785668499,False,False
THOC6,-0.0121847250931286,0.845306696266409,0.0116847364162728,0.866584246145814,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0238694615094014,False,False
GYS2,0.008314450937649,0.84537749581949,-0.0002725802061682,0.995560319199706,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0085870311438172,False,False
PARN,0.0112083226594675,0.845983683308092,-0.0059529942026535,0.926980748107358,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.017161316862121,False,False
BACH1,-0.0117761943222384,0.846194179991515,0.0029022593465631,0.967822979083693,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0146784536688015,False,False
MSS51,0.0113347453492277,0.846457814544398,-0.0104453567521291,0.873082774328296,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0217801021013568,False,False
LINC00474,0.0057973593756754,0.846489064026871,-0.0037079677845377,0.911961227870017,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0095053271602131,False,False
EDA2R,0.0057519804982003,0.849117515484371,-0.0142497664371105,0.651394216101165,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0200017469353108,False,False
ARC,0.0091903544011784,0.849938769446608,-0.0327745384340331,0.506021645396521,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0419648928352115,False,False
DBIL5P,0.0061890478230212,0.85032822791294,-0.0097263551543517,0.784127869550328,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0159154029773729,False,False
CTNNA3,0.0051635311354787,0.850348729715656,-0.0092903369994429,0.753016801330307,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0144538681349216,False,False
BEX4,0.0255560717544716,0.851298262152422,-0.0061383680076941,0.96975597948948,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.031694439762165696,False,False
PARP6,0.0176395377772109,0.853062822787445,-0.0085702113885703,0.936660506530621,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0262097491657812,False,False
DIP2A,0.0082342719416141,0.854009241923135,-0.0136984696291837,0.777054294028886,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0219327415707978,False,False
APOH,-0.0134850296730692,0.854818491289509,0.0344216459133929,0.65749733418381,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0479066755864621,False,False
ZNF264,-0.009346300387032,0.854972858090755,0.0047951690358541,0.934117207737286,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.014141469422886101,False,False
CCDC82,0.017404227075628,0.855557037605167,-0.0108677116299892,0.918511365184294,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0282719387056172,False,False
EIF4ENIF1,0.0085616025366793,0.855763363942436,-0.0101159163357161,0.846471083244462,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0186775188723954,False,False
DTD1,0.0130248290747933,0.856653303430192,-0.0238113752688256,0.759315427490073,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0368362043436189,False,False
EPS8L1,-0.0206790083419315,0.856912604925301,0.0038003582001141,0.977710892560015,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0244793665420456,False,False
GRK5,-0.0062563035727335,0.858051818637763,0.004109864298609,0.916635321409173,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0103661678713425,False,False
B9D1,0.0148040135760144,0.859629650766848,-0.0155424472076006,0.867914105634046,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.030346460783615,False,False
ACE2,-0.0323491982780922,0.860475550456536,0.0554928610338922,0.780787080898762,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0878420593119844,False,False
GALNT13,-0.0056429652551758,0.860475550456536,0.0138803077140534,0.68225233003505,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.019523272969229198,False,False
PABPC1,0.0056928490689307,0.860482184456916,-0.0046379087188449,0.898848205387807,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.010330757787775601,False,False
PLEKHH1,-0.0128443871789416,0.862667081513399,0.0091953092065781,0.912223560707888,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0220396963855197,False,False
FCMR,-0.0218356022076729,0.863704801150445,0.0008600416376427,0.995501742891558,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0226956438453156,False,False
SYDE2,0.0104977057299961,0.864122471888048,-0.0402364276087287,0.51922719900449,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0507341333387248,False,False
CPA3,-0.0353321208185539,0.865519012824761,0.0447363555305139,0.846332946866575,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0800684763490678,False,False
LURAP1L,0.01496009920525,0.865834947581815,-0.015465358496171,0.876027312021577,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.030425457701421,False,False
ZNF229,-0.0055988443965459,0.866910943130994,0.0037262625667073,0.920726794677536,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.009325106963253199,False,False
FKBP1A,-0.0151594887822764,0.868496308379406,0.044233277827937,0.644562994267658,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0593927666102134,False,False
CCDC87,0.0081873183791576,0.869870166265463,-0.0037353457064945,0.947747878524338,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0119226640856521,False,False
LRRN1,0.0062310999419783,0.87076430601131,-0.0001367703018047,0.9974333137148,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.006367870243783,False,False
IL18RAP,-0.0068500133855531,0.87076430601131,0.0066125057451518,0.888222970681501,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.013462519130704901,False,False
ELOVL6,-0.0250229845208131,0.872172178480657,0.0727730340139741,0.651361888434579,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0977960185347872,False,False
LRRC59,-0.0158261049359296,0.872172178480657,0.0054268828132228,0.961949631064845,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.021252987749152397,False,False
F2,-0.0065077840551812,0.872195757160744,0.0019302827845706,0.967715094899937,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0084380668397518,False,False
CCDC9,0.0110121424139537,0.872968549418102,-0.011549466482885,0.879972108820735,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0225616088968387,False,False
KCND1,0.0075444720013943,0.874284762741613,-0.0041695843292217,0.938813457743328,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.011714056330616,False,False
ACSM2A,-0.0048326565828662,0.874661374066792,0.0040588308889537,0.90551464614036,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.008891487471819899,False,False
DSCC1,-0.0121885721382249,0.875498236804675,0.0318185698667788,0.698313148515932,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0440071420050037,False,False
SRARP,-0.0062383105045232,0.87639130106233,0.0004146500811711,0.99282751062063,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0066529605856943,False,False
DDA1,-0.0100947392866502,0.877271523633431,0.0066984422288309,0.92697242652784,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0167931815154811,False,False
VRK1,-0.0160264684322628,0.878314757891093,0.0015517780240138,0.989913772760512,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.017578246456276602,False,False
MARCHF10,0.0049108817791401,0.878457309522575,-0.0027375886549728,0.940334125250375,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0076484704341129,False,False
IZUMO2,-0.0070338182186942,0.879258939856174,0.0035869235901504,0.945919628334231,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0106207418088446,False,False
DEFB110,-0.0046327427451305,0.879258939856174,0.0037016408469143,0.9132917993188,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0083343835920448,False,False
CTSL,0.0169404214833325,0.880165050756788,-0.0360804346704643,0.764650665448719,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0530208561537968,False,False
ASXL3,-0.0081156137718844,0.880769589636658,0.00338972672892,0.955990898628441,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0115053405008044,False,False
SCAI,0.0146919640944377,0.880781746860932,-0.0120207236689481,0.912286891880089,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0267126877633858,False,False
LINC03009,-0.0082979302093212,0.881401149325076,0.0117591102615589,0.847921676784496,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.020057040470880097,False,False
PSG9,-0.0038416811951622,0.881401149325076,0.0024573469212471,0.932296706784489,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0062990281164093005,False,False
IL7R,-0.017995018154691,0.881401149325076,0.0473944528229759,0.703732983248109,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0653894709776669,False,False
SYNDIG1,-0.0078049838179962,0.882267027414447,0.0142854425182802,0.802354979078474,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0220904263362764,False,False
ARPC1B,0.0109950007119771,0.882891016553034,-0.0055436922517052,0.947794748895267,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0165386929636823,False,False
TXNRD2,0.0103698694108102,0.883359881424894,-0.0142026045341885,0.853312361542746,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.024572473944998702,False,False
NEDD4L,-0.0139397498700605,0.883702064290118,0.026034571326624,0.800368770926703,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0399743211966845,False,False
LRRC10B,-0.0100715362740878,0.88387792586032,0.0236715884161977,0.747871890614187,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0337431246902855,False,False
CCL11,0.0355534466556111,0.884602699904484,-0.136390844884931,0.584112190698441,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.1719442915405421,False,False
SPECC1L,-0.0091321917989958,0.885207407887903,0.0143867599471423,0.835020463487459,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0235189517461381,False,False
SPATS1,0.0054938869082799,0.885207407887903,-0.0035838733276981,0.933008923278647,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.009077760235978,False,False
PRB4,0.0064419731146133,0.886365409049186,-0.0025890087117418,0.959990555485835,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0090309818263551,False,False
MRPL35,-0.0125092910142534,0.886872666004409,0.0048673655861511,0.961647209955812,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0173766566004045,False,False
NDUFA4L2,0.0066569552151363,0.886872666004409,-0.0246632589518465,0.609084058054807,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0313202141669828,False,False
P2RY10,-0.0159176751974974,0.88859839178853,0.0154268256481354,0.90282387125958,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0313445008456328,False,False
TCF3,-0.0067379955775933,0.889532602428004,0.0010417901194314,0.984989482062113,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.007779785697024699,False,False
TIGD6,0.0052322876879168,0.889676085350758,-0.0059839160649763,0.885829682008602,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0112162037528931,False,False
NPBWR2,0.0046936078746621,0.890034150790962,-0.0012525319484622,0.974841687430729,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0059461398231243,False,False
PPIL6,0.0052806328218813,0.890282956630533,-0.014356801396053,0.722243446629608,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0196374342179343,False,False
KRT1,-0.0109869800110401,0.890758700738508,0.0255108383916607,0.763933587989215,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.036497818402700805,False,False
OR52I1,-0.0047319718895113,0.890758700738508,0.0083299590110415,0.824176744993949,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.013061930900552802,False,False
LOC162137,0.0047795553284793,0.890945798085728,-0.003978221532497,0.916856577491183,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.008757776860976299,False,False
REXO2,0.019483585367211,0.891022635315531,-0.0117460562448027,0.942114351171019,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0312296416120137,False,False
RBP3,0.0051324601519153,0.891022635315531,-0.0051264308946134,0.9023113197388,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0102588910465287,False,False
POTEB3,-0.0055116747017559,0.891222435173314,0.0075188520248366,0.866584246145814,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0130305267265925,False,False
RNF113B,-0.0059310978806354,0.891222435173314,0.0064730151686951,0.893363180243611,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0124041130493305,False,False
ZMYM5,0.0071695067923935,0.891841934847171,-0.0302027614108254,0.573869399719913,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0373722682032189,False,False
FOXL1,-0.0079559599080508,0.892115515387351,0.0208137335762025,0.739596290389807,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0287696934842533,False,False
ATP2B2,0.0031696357125988,0.892271858132054,-0.001373003711022,0.959056803586262,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0045426394236208,False,False
ZNF80,0.0037010411566596,0.892787238505211,-0.0103375508261815,0.721973722598367,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.014038591982841101,False,False
NEK6,0.0100485332501078,0.894290676559666,-0.0124090842061363,0.882365090984796,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.022457617456244097,False,False
PRSS23,0.0208300427377333,0.894359472736794,-0.0160046225694359,0.927097164596442,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0368346653071692,False,False
ABCF3,0.0051417278000239,0.894655939445081,-0.0049301564098786,0.909438693123351,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0100718842099025,False,False
PSMB4,0.0046739528834142,0.895387371571161,-0.0034789988668297,0.930491533896251,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0081529517502439,False,False
LOC100132686,0.0062671733189132,0.89605113621003,-0.0093170730252066,0.860977528677481,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.015584246344119798,False,False
ERAL1,-0.0083436597048059,0.896159217880089,0.005627255711114,0.937921918122766,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0139709154159199,False,False
SCARA5,-0.0058857581571159,0.896159217880089,0.0188796508350167,0.692186948981799,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0247654089921326,False,False
RHOH,-0.0235548296220457,0.896159217880089,0.0064623337614736,0.975531494157221,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0300171633835193,False,False
TLE2,0.0139999296298992,0.896448764997066,-0.0196399122867981,0.869735911243632,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.033639841916697305,False,False
NECTIN4,0.0074562156342153,0.896812393469774,-0.0151392369496813,0.80786799802851,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0225954525838966,False,False
MFSD2B,-0.0074284718001606,0.897081505809497,0.0105168464021153,0.869710411768468,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0179453182022759,False,False
MED10,0.0080184550264005,0.89762767205596,-0.0022483980936847,0.975413977013478,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.010266853120085202,False,False
ZIK1,0.0035584393976762,0.900904158914251,-0.001959627998777,0.951932677237241,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0055180673964532,False,False
NUP153,0.0067241620507738,0.900979857411049,-0.0181248841785236,0.753859558930799,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0248490462292974,False,False
ATP7B,-0.0057724829792597,0.901682173095284,0.0063246257457456,0.903104038269844,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.012097108725005301,False,False
NOSTRIN,-0.0131125117215369,0.901700895705643,0.0008209141356191,0.994849314128653,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.013933425857156,False,False
IRX2,0.0079363771228272,0.90211347969456,-0.0537736061567097,0.394844459814561,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.061709983279536904,False,False
CLEC5A,0.0042029407481075,0.902182742130479,-0.006325206259446,0.867736490995554,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.010528147007553501,False,False
TSC2,0.0052023529277568,0.902315401755161,-0.0053401388483007,0.909438693123351,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0105424917760575,False,False
TTC24,-0.0047133662053975,0.902320622073922,0.0012592214177243,0.977702348024875,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0059725876231218,False,False
OGFRL1,0.0066451629005133,0.902320622073922,-0.0326846729517282,0.554009882313383,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0393298358522415,False,False
DNAJC7,-0.0063290190434337,0.903035933988282,0.0072701078456586,0.8997679128929,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0135991268890923,False,False
MIR7-3HG,-0.0056138128694854,0.903583670966222,0.0233135599826074,0.627506736920555,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0289273728520928,False,False
PHRF1,-0.0076853508835192,0.903883070527854,0.0014467091372735,0.984241241740612,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0091320600207927,False,False
OR6C76,-0.00504155607941,0.906214313475748,0.0074302583628961,0.876081894882011,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0124718144423061,False,False
MPEG1,-0.0108233626343844,0.906518656829231,0.0015945112377902,0.988086104516036,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.012417873872174601,False,False
SCN3A,-0.0043531817291503,0.907099393591486,0.0228342798531329,0.548541972326859,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0271874615822832,False,False
MME,-0.0042864215452802,0.907519896485346,0.0027312569630021,0.947747878524338,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.007017678508282299,False,False
LIPI,-0.0035759970757764,0.908302999444816,0.001056668760801,0.97706421952359,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0046326658365774005,False,False
C2orf80,0.0034820729676818,0.90850766067849,-0.0083806106377526,0.797034248641875,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0118626836054344,False,False
PLAAT2,-0.0367041013050271,0.908607742633418,0.0802841723952161,0.817847960769906,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.1169882737002432,False,False
ABHD2,-0.010124099016355,0.910154280197922,0.011082802671011,0.911335041767481,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.021206901687365998,False,False
FAM169BP,0.0049452714217376,0.91018873399034,-0.0021486486515723,0.966648697182152,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0070939200733099,False,False
ADGRV1,-0.0113854991800845,0.910376325756899,0.0846394923842872,0.393912366128419,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.09602499156437169,False,False
HEXA,0.0061785064341016,0.910942709497122,-0.0088447182411899,0.885780904992159,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0150232246752915,False,False
FBXO7,0.0033399893326584,0.912309894167747,-0.0089470555204465,0.783959229513827,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.012287044853104901,False,False
RCBTB1,0.0048290739443224,0.913158292531316,-0.0154130251053961,0.744939658244838,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0202420990497185,False,False
OR10A3,-0.004410123443891,0.913527956448403,0.0166353026491375,0.698649040836063,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.021045426093028497,False,False
ARL14,-0.0202700358121586,0.915012220531684,0.0473572941682745,0.819251189194855,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0676273299804331,False,False
MON1A,0.0076143663913512,0.917143890089702,-0.0231632389514648,0.766896913597289,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.030777605342815997,False,False
MALRD1,0.0055945890232464,0.917219061320726,-0.0001490976714718,0.998015353802689,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0057436866947182,False,False
CLK2,0.0080248142014561,0.917507875564305,-0.0059306715008049,0.946190113169619,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.013955485702261,False,False
SLX4IP,-0.0103587721062292,0.917659478364443,0.0515587428294214,0.618990292191624,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0619175149356506,False,False
NRDE2,-0.0063553086979421,0.917813202890801,0.0074931161248506,0.912971023933309,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0138484248227927,False,False
TBC1D10A,-0.0058775085461822,0.918027254019985,0.0096963857271504,0.878384045523746,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.015573894273332601,False,False
MFSD6L,-0.0087153772932649,0.918491138240758,0.0251968091951961,0.782349599495817,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.033912186488461,False,False
CCDC15,0.0054640977633466,0.91973815469787,-0.0080032490387402,0.894292267663069,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.013467346802086801,False,False
TBR1,-0.0038357575196944,0.920770080236824,0.0006936776950036,0.98746291531257,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.004529435214698,False,False
LIPG,0.0060509267625874,0.921053357157108,-0.0046170400296046,0.946190113169619,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.010667966792192,False,False
TMEM268,0.0038329113349763,0.921804564688938,-7.52688095581668e-06,0.999816584001702,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.003840438215932117,False,False
C20orf202,0.0065319273867472,0.922720815970004,-0.0007739691865482,0.992106146674122,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0073058965732954,False,False
ARHGEF4,-0.0035232149317336,0.923625372596187,0.0044340472493877,0.9132917993188,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0079572621811213,False,False
CCDC177,0.0048898946371525,0.92438701761696,-0.0120421665972063,0.830158456831316,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0169320612343588,False,False
RGS7BP,-0.0025871760309772,0.924806812568577,0.0129129968436608,0.651182751069355,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.015500172874638,False,False
MAP3K8,0.0056045661212091,0.92484239227096,-0.0311309062320205,0.61187966773388,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.036735472353229603,False,False
KLF1,-0.0039273849541613,0.924985927437985,0.0067796769227157,0.883481508018716,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.010707061876877,False,False
ADCK1,-0.0061649499306416,0.925172893886116,0.004211922128589,0.955076909582198,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.010376872059230598,False,False
PPP3CB,0.0071555076245749,0.925385884234493,-0.0130644499734447,0.877767448920828,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0202199575980196,False,False
DCAF8L1,-0.0027736731338881,0.92552847963243,0.0029622868210368,0.927468057043061,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0057359599549249,False,False
FGF5,0.0030679709411342,0.926493995887639,-0.004405994561784,0.904751652193879,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0074739655029182,False,False
MOV10,-0.0075094842513997,0.926557470278936,0.0015069224405405,0.987035677564256,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0090164066919402,False,False
ABTB3,-0.0032187810282116,0.927678290289405,0.0014523564430053,0.972264280063696,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0046711374712169,False,False
DUXAP10,0.0043761257145033,0.927678290289405,-0.0057389614345104,0.914309106126822,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.010115087149013699,False,False
ZFYVE26,-0.0056117511248973,0.929953308806179,0.0300467528734764,0.649460625467676,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0356585039983737,False,False
KIF20B,-0.0075808359549296,0.930067935215698,0.0057284932694602,0.953295058938524,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0133093292243898,False,False
ZNF48,0.0041872666105342,0.930067935215698,-0.0013230742317885,0.980963047103209,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0055103408423227,False,False
GRHL2,-0.0053545078328732,0.930672548176271,0.0213299317945472,0.741005439817468,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.026684439627420398,False,False
OTX2,0.0024821905377547,0.930672548176271,-0.0016351191802883,0.959912310697206,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.004117309718043,False,False
KLHL9,-0.0050305600030929,0.930672548176271,0.0040977977081999,0.950074357544615,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.009128357711292799,False,False
SLC49A4,-0.0078895022939012,0.930961075734667,0.0011825782709939,0.991102287634685,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0090720805648951,False,False
SPATA4,0.0046669217618066,0.931834439158045,-0.0185324535164665,0.749712522363463,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0231993752782731,False,False
GNS,0.0054586252275708,0.932196337489587,-0.0055276932427113,0.939345234666782,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.0109863184702821,False,False
SLC6A1,0.0029150206889009,0.932196337489587,-0.0034188728810896,0.928330734126658,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,-0.006333893569990499,False,False
IL17C,-0.0033644063034027,0.932478791193168,0.0060996744546484,0.888914259387693,False,False,False,False,False,True,U0_unadjusted,U1_age_sex_adjusted,0.0094640807580511,False,False
