"gene_symbol","u0_log2fc","u0_fdr","u1_log2fc","u1_fdr","u2_log2fc","u2_fdr","qc_log2fc","qc_fdr","deposited_log2fc","deposited_fdr","sample_direction_consistency","subgroups_tested","subgroup_labels","subgroup_sign_agreement_fraction","subgroup_effect_min","subgroup_effect_max","major_demographic_subgroup_dependence","healthy","adjacent_normal","tumor","healthy_to_adjacent","adjacent_to_tumor","trajectory_category","u0_screen","u1_adjusted_support","u2_location_support","qc_robust","unadjusted_adjusted_sign_agreement","location_adjusted_sign_agreement","qc_sign_agreement","deposited_support","direction_consistent","high_direction_consistency","subgroup_robust","evidence_score","evidence_tier","composition_adjusted_log2fc","composition_adjusted_fdr","composition_robust"
"FOS",3.67060296612635,1.16844688582163e-46,3.54124109799949,1.29404234113876e-41,3.52650735483379,8.12643676075425e-41,3.53405202829842,2.91237202595311e-41,3.66883528571429,1.77831532982481e-42,1,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,3.35438144655662,3.97079386308855,"False",5.56862289905396,9.2392258651803,8.05569077465911,3.67060296612635,-1.18353509052119,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.857142857142857,"Tier 2 - provisional",3.47588891328686,2.16471335819872e-31,TRUE
"SFRP2",4.40400326815491,5.37638907261891e-43,4.29132220596745,3.3916751413888e-38,4.30845977301422,8.53194647898042e-38,4.3172429284187,5.67634345492061e-39,4.40541744897959,3.99300239862548e-50,1,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,4.11762911714878,4.6181656951776,"False",2.38877356549869,6.7927768336536,4.15504998515268,4.40400326815491,-2.63772684850092,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.857142857142857,"Tier 2 - provisional",3.13202647860602,6.90565949747971e-28,TRUE
"ADAMTS1",2.64991614591567,2.13130552695245e-41,2.57857248902115,7.91889798100038e-37,2.55358216756869,4.0027746585415e-36,2.59243269180444,2.11575979704207e-37,2.6486197755102,6.56793339557911e-51,1,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,2.35534348504784,2.76143397409172,"False",3.87422017012054,6.52413631603621,4.93390483208982,2.64991614591566,-1.59023148394639,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.857142857142857,"Tier 2 - provisional",1.80101970006418,2.45783196563231e-25,TRUE
"CD248",2.39106871297058,1.62202217615102e-37,2.34980900127554,2.52950721371704e-33,2.34638588411312,9.84691655372862e-33,2.36565081851951,3.97134004739786e-34,2.38668530612245,9.65869814125208e-47,1,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,2.23923840835439,2.51341367777528,"False",4.32059090922675,6.71165962219733,6.32704830633624,2.39106871297058,-0.384611315861092,"non_monotonic","True","True","True","True","True","True","True","True","True","True","True",0.857142857142857,"Tier 2 - provisional",1.57678978978815,3.33678846527309e-23,TRUE
"OGN",3.53674396684044,5.70250388365678e-37,3.48144543012719,7.93075755537111e-33,3.41885230796127,2.67231219076211e-32,3.50899638289165,7.06470641513005e-34,3.54574653061224,1.94452252200483e-43,1,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,3.28081171776653,3.66811986214241,"False",3.30635910781111,6.84310307465155,2.9400667799724,3.53674396684043,-3.90303629467915,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.857142857142857,"Tier 2 - provisional",2.3090654949942,1.01211735886534e-21,TRUE
"EBF1",2.16672632646726,9.08001660576968e-34,2.12793894037124,4.29304403270903e-30,2.1242359818132,1.52804271051206e-29,2.1460978361027,3.77189650093417e-31,2.17047257142857,1.69513695164021e-42,1,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,1.91549738464203,2.29681334941654,"False",3.24613916743097,5.41286549389822,3.81384045123165,2.16672632646725,-1.59902504266657,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.857142857142857,"Tier 2 - provisional",1.44878007053157,2.15097035100238e-19,TRUE
"RERGL",3.16146887208054,3.51065264556156e-34,3.04042524819363,1.451717867135e-29,3.08251765887288,6.39249412855899e-30,3.06385387238633,2.14322024434957e-30,3.16110893877551,2.9335431751671e-43,1,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,2.98058964567086,3.44183740717462,"False",2.418880992096,5.58034986417654,2.27535800882021,3.16146887208054,-3.30499185535633,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.857142857142857,"Tier 2 - provisional",2.36210747776964,6.72870113361599e-18,TRUE
"SLIT3",2.13701034477997,5.09915664001344e-32,2.13240826724576,1.35006083158503e-28,2.14676411580265,2.0116920190279e-28,2.14580972185164,4.76580721025945e-29,2.13931510204082,1.58833805895065e-40,1,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,1.96723688572622,2.28992631953589,"False",2.74377658602721,4.88078693080717,2.9414366436719,2.13701034477996,-1.93935028713527,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.857142857142857,"Tier 2 - provisional",1.36570065021895,2.38351887171951e-17,TRUE
"TAC1",2.96522267683534,5.40838358860503e-25,2.80275508289406,7.87135096771997e-21,2.84610361039885,4.24805312435085e-21,2.82729803660716,2.36243442073146e-21,2.96069710204082,1.26772336295144e-32,1,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,2.62062995709256,3.28144958697861,"False",2.5447449451992,5.50996762203454,4.18741120487439,2.96522267683534,-1.32255641716015,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.857142857142857,"Tier 2 - provisional",1.64156125885456,4.02712404633493e-09,TRUE
"GLUD1",-0.563899634576613,2.57583251187589e-17,-0.57583562315113,8.82118395712422e-16,-0.545585426617987,1.51822965665207e-15,-0.57498297862365,1.21016788102105e-15,-0.563387673469387,5.41169394637664e-14,0.959183673469388,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,-0.663719761368181,-0.467088345504397,"False",8.60430229757471,8.04040266299811,7.74156976832947,-0.563899634576606,-0.298832894668639,"monotonic_down","True","False","True","True","True","True","True","True","True","True","True",0.857117877299586,"Tier 2 - provisional",-0.566006911645516,4.03233924029856e-11,TRUE
"TPD52",-0.733584140843568,6.19601293011693e-16,-0.715403167225014,1.53180233984017e-13,-0.72903749856748,8.74596188184501e-14,-0.71567560921411,1.86728338588136e-13,-0.732317897959184,7.47444577659049e-21,1,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,-0.817580619123888,-0.665435553258758,"False",9.66686096218152,8.93327682133796,8.58591591243041,-0.733584140843561,-0.347360908907552,"monotonic_down","True","False","True","True","True","True","True","True","True","True","True",0.856920206740525,"Tier 2 - provisional",-0.459827919833059,2.35014166737985e-05,FALSE
"NUDT6",-0.669648040708517,2.3457326120242e-16,-0.671249995319498,1.49449018075068e-14,-0.678601185166417,1.43075889189928e-14,-0.662794177832901,1.40908259399435e-14,-0.668235285714284,2.60935870439565e-17,0.969387755102041,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,-0.812976288186675,-0.547980026645646,"False",6.10223571080497,5.43258767009645,4.75737607336233,-0.669648040708521,-0.675211596734112,"monotonic_down","True","False","True","True","True","True","True","True","True","True","True",0.856612585637831,"Tier 2 - provisional",-0.638680016384471,1.17845270926177e-09,TRUE
"HEATR5A",-0.707273851450399,5.00504639243083e-17,-0.685856834218956,2.15258808356599e-14,-0.68879850029386,3.18815210402739e-14,-0.674000497865947,1.17120601845792e-14,-0.707576653061224,5.95562632061995e-16,0.969387755102041,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,-0.791111544977985,-0.599245052440722,"False",5.71808790121597,5.01081404976557,4.54238489372533,-0.707273851450399,-0.468429156040242,"monotonic_down","True","False","True","True","True","True","True","True","True","True","True",0.85652401794628,"Tier 2 - provisional",-0.565428215587315,5.78214633584084e-08,TRUE
"EHHADH",-0.870324371289065,7.40831425833445e-14,-0.893599710387812,1.01102546576331e-12,-0.84278499247672,2.63726916486729e-12,-0.889458164362601,1.41346560094965e-12,-0.871797959183674,3.03482146234897e-12,0.948979591836735,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,-1.04760680636425,-0.736894403053982,"False",5.65178965163595,4.78146528034689,3.8580545096565,-0.870324371289064,-0.923410770690392,"monotonic_down","True","False","True","True","True","True","True","True","True","True","True",0.856505906041796,"Tier 2 - provisional",-0.614519777295773,2.02043828091073e-05,TRUE
"ESYT1",0.617916989263528,8.31652612468407e-18,0.593620231304837,8.13213399156833e-15,0.59609976788534,1.19389014084664e-14,0.600705999341253,2.33953407074746e-15,0.617801183673469,4.37053747173366e-19,0.989795918367347,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,0.587247872450066,0.640683568347306,"False",8.08719013917032,8.70510712843385,9.10574255745568,0.617916989263529,0.400635429021836,"monotonic_up","True","False","True","True","True","True","True","True","True","True","True",0.855870829675613,"Tier 2 - provisional",0.315279704468183,3.95181148009015e-05,FALSE
"GREM1",2.67039134601187,3.87719939175839e-35,2.66524638927404,9.40490515157027e-32,2.62707093813038,4.29569607329588e-31,2.67116102424316,1.04051066980731e-31,2.67016669387755,3.5439428100216e-26,0.989795918367347,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,2.48531001470014,2.95589047729944,"False",5.16033483621784,7.83072618222971,7.28373852892626,2.67039134601187,-0.546987653303449,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.855685131195335,"Tier 2 - provisional",1.95590537938705,1.24688782939978e-19,TRUE
"C3",3.31938394862415,7.06167505865949e-35,3.28962569948743,5.15370740828286e-31,3.30102240231907,1.33950482329638e-30,3.31664445773044,6.00610529001774e-32,3.31808551020408,1.3605340245916e-27,0.989795918367347,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,2.94966553696979,3.53216050960978,"False",5.06235958008221,8.38174352870636,7.09975577954563,3.31938394862415,-1.28198774916073,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.855685131195335,"Tier 2 - provisional",2.47464607407526,1.39849262804782e-23,TRUE
"IGFBP6",3.19958428420052,1.52630552658094e-34,3.14788184189435,1.80384915939996e-30,3.09636701627813,6.91408872857235e-30,3.17259642114952,2.38436386478641e-31,3.19460163265306,1.51077388068475e-43,0.989795918367347,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,2.95068886608831,3.3129238876933,"False",3.5283261503379,6.72791043453841,4.25936876714898,3.19958428420051,-2.46854166738943,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.855685131195335,"Tier 2 - provisional",1.87128042626669,1.16975996522225e-20,TRUE
"CILP",3.1998097692273,2.13352411673679e-33,3.08198151784203,1.45830803747053e-29,3.03933409210318,6.39582385775337e-29,3.11232709252702,6.22083993864659e-31,3.20132559183673,1.62972189118201e-41,0.989795918367347,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,2.76062834185723,3.31313699350244,"False",2.88150783862219,6.08131760784949,3.07146732492275,3.1998097692273,-3.00985028292674,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.855685131195335,"Tier 2 - provisional",1.79343950388502,2.03737231914593e-19,TRUE
"SFRP1",2.34103959499527,5.37671164065317e-33,2.33177209965445,1.45830803747053e-29,2.28649476515392,4.92212430242431e-29,2.35275937712202,1.07326440366526e-30,2.33775826530612,1.36168760511849e-41,0.989795918367347,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,2.2043867563044,2.38054636336768,"False",3.17299018341225,5.51402977840752,2.65757674244315,2.34103959499527,-2.85645303596437,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.855685131195335,"Tier 2 - provisional",1.53616044056123,8.6136592109828e-18,TRUE
"MGP",2.98323327103368,4.08986946323381e-34,2.86522453021934,1.75217912590958e-29,2.85406691493882,6.93825007877261e-29,2.87891923025647,1.08467859104005e-29,2.98315746938775,4.28663242189213e-43,0.989795918367347,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,2.73147679677755,3.21000544130689,"False",4.37062196855128,7.35385523958496,5.63950591713406,2.98323327103368,-1.7143493224509,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.855685131195335,"Tier 2 - provisional",1.66770625296153,1.4601723530362e-19,TRUE
"MFAP5",3.36644975837782,6.23094302242607e-33,3.33125754559185,1.95313209322076e-29,3.27490448427652,7.95951891607147e-29,3.36867987277199,3.70886944267116e-31,3.36580044897959,5.94030690124391e-42,0.989795918367347,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,3.07053791247038,3.45767344034963,"False",2.89492462365932,6.26137438203713,3.56913035763687,3.36644975837781,-2.69224402440026,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.855685131195335,"Tier 2 - provisional",1.94637190494883,4.60882139811157e-19,TRUE
"LYVE1",2.10707158741141,3.26371534512371e-29,2.12395730927385,2.33037228840892e-26,2.07286901529018,7.05280247670387e-26,2.13944400351429,6.68439782183339e-27,2.10690571428572,1.30550413503048e-37,0.989795918367347,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,2.02877345023735,2.13452813272036,"False",3.75338152713056,5.86045311454196,3.43291606990413,2.1070715874114,-2.42753704463783,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.855685131195335,"Tier 2 - provisional",1.1504767524712,8.16507737757465e-16,TRUE
"PCOLCE2",3.01727184336497,1.53801401141342e-28,2.99613728837588,2.96631676347778e-25,2.95269968019167,1.34614462164159e-24,3.02528895383119,3.26883863899663e-26,3.01972640816327,2.98531015507333e-36,0.989795918367347,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,2.81686942482376,3.09765506159119,"False",2.51641073438627,5.53368257775124,2.73757114449677,3.01727184336496,-2.79611143325447,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.855685131195335,"Tier 2 - provisional",1.80601440295749,4.42944889437248e-13,TRUE
"CCDC80",2.40108385416312,3.48256458845197e-27,2.36616928072144,6.90361789647389e-24,2.37528358473272,1.34150260641282e-23,2.38404803473696,2.23645070620503e-24,2.40143844897959,1.58038388022148e-34,0.989795918367347,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,2.08541656923651,2.53297951561336,"False",3.01227503830406,5.41335889246717,3.55510434336789,2.40108385416311,-1.85825454909928,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.855685131195335,"Tier 2 - provisional",1.31081476362562,1.12008016984521e-12,TRUE
"DPT",2.91139344430416,1.09304340736759e-25,2.78309634706263,1.08263230008921e-21,2.73806366546058,4.55592452486106e-21,2.81127698440792,1.8606620882645e-22,2.91069163265306,3.9856301604539e-33,0.989795918367347,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,2.66553933623196,3.04069790201695,"False",2.65692776202699,5.56832120633114,2.66180947382365,2.91139344430416,-2.90651173250749,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.855685131195335,"Tier 2 - provisional",1.34809427898434,1.83347874450919e-09,TRUE
"TGFBR3",1.98967950635164,3.66575978637401e-34,1.98965033914974,3.35868550394823e-31,1.96493453402552,1.48200161211676e-30,1.99797235468244,2.22321535671162e-31,1.98577791836735,2.19378218923976e-41,0.989795918367347,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,1.9161585175023,2.04602363539646,"False",5.97881038861967,7.96848989497131,6.82957529177247,1.98967950635164,-1.13891460319885,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.854945869706031,"Tier 2 - provisional",1.27227685602285,1.25357781214516e-19,TRUE
"ATP6V0D2",-0.678850104549419,4.89581741972131e-17,-0.67118158082618,1.02494255283337e-14,-0.65860362539744,3.48725237459522e-14,-0.670069462891331,1.38272006824025e-14,-0.679022408163266,5.44667402392094e-13,0.948979591836735,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,-0.745150423976197,-0.581373618667079,"False",3.74324514183981,3.06439503729039,2.79186543733509,-0.67885010454942,-0.272529599955305,"monotonic_down","True","False","True","True","True","True","True","True","True","True","True",0.854862200862589,"Tier 2 - provisional",-0.599803883964914,8.39998669820098e-10,TRUE
"DTX4",-0.797452385398513,8.33296109025752e-16,-0.771942295721042,2.67935252837761e-13,-0.732084806573775,7.73770322345047e-13,-0.778699433552857,1.53690145833634e-13,-0.795451224489796,8.43029023663962e-20,0.969387755102041,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,-0.900427098407278,-0.666145202501459,"False",8.89632130329664,8.09886891789812,7.5741773811133,-0.797452385398516,-0.52469153678482,"monotonic_down","True","False","True","True","True","True","True","True","True","True","True",0.854851058577084,"Tier 2 - provisional",-0.322102826412288,0.00198983952564121,FALSE
"RSPO3",2.38129335456094,3.23833208067226e-36,2.38809110287165,7.93075755537111e-33,2.36700387003025,3.89771839335847e-32,2.4122859666111,1.38684403313427e-34,2.37947706122449,1.66007482168536e-39,0.979591836734694,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,2.22928263478467,2.49440024011501,"False",4.66530733102402,7.04660068558496,5.12470942811262,2.38129335456093,-1.92189125747234,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.854227405247813,"Tier 2 - provisional",1.63044632688379,3.60554875661575e-23,TRUE
"FBLN2",2.22986941440363,4.47437488158487e-35,2.17997432281472,4.55624913775307e-31,2.1799280253362,1.47331229798637e-30,2.20501024436954,5.19918360573467e-33,2.2308512244898,3.60541248196716e-44,0.979591836734694,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,2.09972571699088,2.30913446936167,"False",4.21804782850696,6.44791724291059,4.92556237892338,2.22986941440363,-1.52235486398721,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.854227405247813,"Tier 2 - provisional",1.43499903845493,9.16476548054346e-20,TRUE
"SRPX",2.16880664596357,3.43141247231219e-29,2.10806658962308,2.83699254485821e-25,2.08250058502807,1.26872017689222e-24,2.12113872906615,1.22760217588817e-25,2.16753285714286,1.76564799105226e-36,0.979591836734694,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,2.01202116269968,2.21412690420327,"False",5.48665036378848,7.65545700975205,4.63592988251559,2.16880664596356,-3.01952712723645,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.854227405247813,"Tier 2 - provisional",1.0803915967115,4.8405349736525e-14,TRUE
"CCNJL",-0.561101305218506,1.52002935524893e-16,-0.571788499418708,1.31731294002214e-15,-0.546734242989771,3.64238140407389e-15,-0.573333504494964,1.39981156233627e-15,-0.56069893877551,8.1925805489232e-16,0.948979591836735,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,-0.676179570883991,-0.508627877534563,"False",3.84668705851705,3.28558575329854,3.00676637904145,-0.561101305218504,-0.278819374257095,"monotonic_down","True","False","True","True","True","True","True","True","True","True","True",0.854127056235595,"Tier 2 - provisional",-0.343676308562522,4.43830446265639e-06,FALSE
"PHLDA1",0.895784462196087,4.57437802196529e-15,0.884492648803922,4.6475789800264e-13,0.886919224456187,7.28054254599701e-13,0.896671790944441,1.27348540398629e-13,0.894414571428573,3.94060756518976e-20,0.918367346938776,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,0.694568650322564,1.0209972896125,"False",3.92251640590705,4.81830086810313,7.43384306802356,0.895784462196083,2.61554219992042,"monotonic_up","True","False","True","True","True","True","True","True","True","True","True",0.853893190342819,"Tier 2 - provisional",0.529218474826575,7.41464185467588e-05,TRUE
"ENC1",0.617273840657426,5.72286124957511e-17,0.616035632318464,7.23922438212365e-15,0.600413655064415,2.68080505422561e-14,0.616239314566378,9.0463220196412e-15,0.614585755102042,1.04908379294358e-17,0.959183673469388,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,0.504045476287739,0.705179530150472,"False",6.40284296601607,7.02011680667349,8.86234014933492,0.617273840657425,1.84222334266142,"monotonic_up","True","False","True","True","True","True","True","True","True","True","True",0.853459555390257,"Tier 2 - provisional",0.807644409474871,1.92504966780929e-17,TRUE
"CDC42SE2",-0.887409236271011,5.04189938236886e-14,-0.861782134241903,9.23953025568969e-12,-0.829543837769927,3.37016707190435e-11,-0.863262347495518,1.03240741083121e-11,-0.886778979591837,2.55936861776809e-18,0.989795918367347,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,-0.988715688749698,-0.787135453698337,"False",7.73939460659564,6.85198537032463,5.74636443784712,-0.887409236271014,-1.10562093247751,"monotonic_down","True","False","True","True","True","True","True","True","True","True","True",0.853200641555899,"Tier 2 - provisional",-0.380724982848066,0.00480254338722285,FALSE
"TCEAL4",0.876805383372833,6.63308078713201e-16,0.834483745100689,4.78972814272177e-13,0.803823338345823,1.74676774487059e-12,0.842569900884312,2.49852972324347e-13,0.875455714285716,8.48584055216614e-22,0.938775510204082,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,0.790705122173184,0.925102497223509,"False",7.67018000066607,8.5469853840389,9.00326783009842,0.87680538337283,0.456282446059518,"monotonic_up","True","False","True","True","True","True","True","True","True","True","True",0.853143119934513,"Tier 2 - provisional",0.175242055247438,0.0420211373891251,FALSE
"EFEMP1",2.30608017855748,6.10935225228219e-27,2.24479105328752,2.49673691843474e-23,2.15872612524132,2.48287843675944e-23,2.26150056962766,9.02960557264783e-24,2.30451571428571,1.47339474419081e-27,0.969387755102041,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,2.11693242960937,2.37247153140104,"False",5.93769210772994,8.24377228628742,6.23808915742005,2.30608017855748,-2.00568312886736,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.852769679300292,"Tier 2 - provisional",1.20487344252713,8.04956269873039e-12,TRUE
"PEX11A",-0.784764032900543,7.8085934189084e-15,-0.792798861732826,3.32729059251186e-13,-0.733841087994736,3.10898612368321e-13,-0.790287119373021,4.52097135379164e-13,-0.784317632653062,9.05446299072793e-17,0.948979591836735,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,-0.875921787139821,-0.563328642714794,"False",7.17263772741368,6.38787369451313,5.15992990051236,-0.784764032900544,-1.22794379400077,"monotonic_down","True","False","True","True","True","True","True","True","True","True","True",0.852753498014006,"Tier 2 - provisional",-0.432922020149606,0.000191563878339837,FALSE
"AHI1",0.567333390555965,5.44489612057273e-17,0.565619524678488,4.72008965478465e-15,0.547196691258307,1.72194248592382e-14,0.564052555883076,6.63800012451724e-15,0.56703712244898,6.03222116701065e-13,0.969387755102041,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,0.494501732381399,0.70375034798634,"False",4.18972285612799,4.75705624668395,4.67111182872384,0.567333390555965,-0.0859444179601078,"field_shift_then_plateau","True","False","True","True","True","True","True","True","True","True","True",0.852642857864249,"Tier 2 - provisional",0.586043422185223,1.90814514084448e-11,TRUE
"UCHL1",2.05092864618413,5.77401555598961e-27,1.95577231853945,9.17446901848173e-23,1.95478613543293,2.35207932149315e-22,1.97770898190108,8.61845241068629e-24,2.04204191836735,3.02228320486271e-34,0.989795918367347,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,1.94323429468118,2.11396405040363,"False",3.12998084940819,5.18090949559231,3.52719032026174,2.05092864618413,-1.65371917533057,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.85252601109101,"Tier 2 - provisional",1.05071766170496,1.04897163570778e-10,TRUE
"GK",-0.892963701781811,1.63514585338392e-14,-0.887436861283789,1.2609522941518e-12,-0.840742277029944,3.75270345910764e-12,-0.889149270164327,1.41346560094965e-12,-0.891705877551021,6.27423837026508e-16,0.928571428571429,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,-1.05089285346488,-0.810203572737461,"False",7.20151065174606,6.30854694996425,6.38333741587445,-0.892963701781805,0.0747904659101958,"field_shift_then_plateau","True","False","True","True","True","True","True","True","True","True","True",0.852464989486631,"Tier 2 - provisional",-0.408632433237771,0.00150765749812447,FALSE
"HYAL2",0.544829583560558,3.80639235428871e-18,0.530023304559996,2.30577483708804e-15,0.515699313059959,8.67148495058879e-15,0.534239150600821,1.27333644716304e-15,0.546399183673468,1.34455437552041e-21,0.969387755102041,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,0.442718534209097,0.607853421122035,"False",6.38201159109369,6.92684117465424,7.68142057368283,0.544829583560555,0.75457939902859,"monotonic_up","True","False","True","True","True","True","True","True","True","True","True",0.852322651801578,"Tier 2 - provisional",0.325156154243449,4.53695093175403e-06,FALSE
"TRIB2",0.81799562214111,7.21272908285821e-15,0.785886301561355,2.3962772020225e-12,0.799948798551906,1.5496310148755e-12,0.799619839333863,3.80554100478888e-13,0.818800591836734,5.59623613294091e-19,0.989795918367347,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,0.74025067840097,0.911724278837599,"False",3.41440658585164,4.23240220799275,4.42013071888664,0.81799562214111,0.187728510893895,"monotonic_up","True","False","True","True","True","True","True","True","True","True","True",0.85196603090735,"Tier 2 - provisional",0.387731915293389,0.000272007864946059,FALSE
"MAD2L1BP",-0.546518974694369,2.60039502199251e-19,-0.504272398321771,1.75072329582192e-15,-0.487259795772324,6.33577983813201e-15,-0.503796401671721,2.33953407074746e-15,-0.548954857142858,4.644839632842e-23,0.969387755102041,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,-0.564927845246667,-0.483554794876539,"False",8.33116401345585,7.78464503876148,7.5037087726359,-0.546518974694364,-0.280936266125582,"monotonic_down","True","False","False","True","True","True","True","True","True","True","True",0.85133758267557,"Tier 2 - provisional",-0.274207379018839,1.3430321194994e-05,FALSE
"KLF2",2.0016365056803,7.32327192206247e-38,1.91849129506682,4.41394762393371e-33,1.93933821454508,3.24374131256831e-33,1.92083960702806,5.39812281952805e-33,1.99973883673469,9.58835134858531e-46,1,6,"sex=Female;sex=Male;location=Left;location=Right;age_stratum=age_lower;age_stratum=age_upper",1,1.67600508792232,2.20142973283664,"False",6.07405981599371,8.07569632167401,7.06686053649998,2.0016365056803,-1.00883578517403,"adjacent_specific","True","True","True","True","True","True","True","True","True","True","True",0.851320806790487,"Tier 2 - provisional",1.42984606950608,6.6432070045495e-21,TRUE
