"gene_symbol","entrez_id","model","contrast","comparison","log2_fold_change","standard_error","moderated_statistic","p_value","adjusted_p_value","average_expression","confidence_interval_lower","confidence_interval_upper","direction","mapping_status","analysis_provenance"
"LY96",23643,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-1.6484258937839,0.0913200344525692,-18.1948734722049,2.78169440839856e-39,5.14335296112894e-35,6.55464299194266,-1.82748770859585,-1.46936407897195,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"CCN1",3491,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",3.273035481176,0.188780640804948,17.5194085597307,1.22573843658369e-37,1.13319518462162e-33,5.94939201356501,2.90379112463385,3.64227983771814,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"VIP",7432,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",3.64594600968638,0.213287214762025,17.2760032571257,4.85944826519072e-37,2.99503994744588e-33,6.5399513447649,3.22883702031432,4.06305499905843,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"CLC",1178,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-3.64049978374823,0.216938781418834,-16.9601752947558,2.93214306795362e-36,1.35538313316156e-32,4.33784761864698,-4.06474139805517,-3.21625816944128,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"FOS",2353,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",3.47588891328686,0.213700164788114,16.4384134538425,5.85374082801168e-35,2.16471335819872e-31,7.99915729554303,3.05797331356772,3.89380451300601,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"RPS15A",6210,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.768657626649972,0.048767563992823,-15.759741601206,3.00405071161886e-33,9.25748294297211e-30,10.598680089796,-0.865055275583353,-0.672259977716592,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"MCEE",84693,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-1.17817214532254,0.0759375847717774,-15.6160346008128,6.95787568569261e-33,1.83787316326366e-29,6.34488476657752,-1.32728688750371,-1.02905740314137,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"EGR1",1958,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",3.10286429875562,0.202267620443656,15.5026257054725,1.35195458774861e-32,3.12470504093397e-29,7.22347933770495,2.70727902619994,3.4984495713113,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"NSMCE2",286053,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.854825758035531,0.056490187116156,-15.1737189545556,9.34613931256805e-32,1.92011239877092e-28,7.17555485913445,-0.96617010127755,-0.743481414793512,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"SFRP2",6423,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",3.13202647860602,0.211882886045031,14.9390838019611,3.73480773254716e-31,6.90565949747971e-28,5.30493789170937,2.71766053370081,3.54639242351123,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"C1R",715,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",1.26221060774448,0.0853043206775539,14.9073730271968,4.50547974973127e-31,7.19745427115411e-28,7.95026690925211,1.09486539209957,1.42955582338938,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"PRDX3",10935,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.778907248279552,0.0523420910035272,-14.9012709039459,4.67114392935908e-31,7.19745427115411e-28,9.55251376039649,-0.882217882767976,-0.675596613791128,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"DYNC1H1",1778,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",0.735999886132088,0.0504719013960172,14.5914310835687,2.93426174527659e-30,4.17342305155109e-27,7.55285052027324,0.636307394020294,0.835692378243882,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"CHD8",57680,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",0.749499420189617,0.0514910737548612,14.5709260197924,3.31464162450597e-30,4.37769454550824e-27,6.20520727182265,0.64783552584784,0.851163314531393,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"MED21",9412,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-1.03684306817329,0.0717340412575075,-14.5399159967805,3.98586593895631e-30,4.91324408075347e-27,6.52489369943487,-1.17778289218204,-0.895903244164539,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"TMEM126B",55863,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.725757647907251,0.0501764015369549,-14.471325030352,5.99491028723068e-30,6.92786820068096e-27,7.88750514531293,-0.824878703124705,-0.626636592689796,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"ZNHIT3",9326,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.742673659952422,0.052296563284521,-14.2202143154015,2.67961046649164e-29,2.91447044267238e-26,7.90728691669384,-0.845896183717173,-0.639451136187671,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"DNAJC19",131118,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.684350233157412,0.0482531023405722,-14.1773917624055,3.46075227759988e-29,3.55496164515677e-26,7.09960656737573,-0.779753813408787,-0.588946652906036,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"CISD1",55847,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.811242860209102,0.0581126314913219,-14.0045206311972,9.73289515841905e-29,9.47164376206149e-26,7.45050466168549,-0.925732248146674,-0.69675347227153,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"ADAMTS1",9510,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",1.80101970006418,0.131418275975832,13.8368507249377,2.6585526940317e-28,2.45783196563231e-25,5.62889437484848,1.54376471375624,2.05827468637213,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"GCN1",10985,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",0.809637615862887,0.0590078902286349,13.7680414106965,4.01760770461075e-28,3.53740792658346e-25,6.93761877428561,0.69341220034004,0.925863031385734,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"ATP5F1C",509,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.858383330082153,0.0626503000582562,-13.7602738384127,4.20938359788303e-28,3.5377955784026e-25,9.88617027779567,-0.981675867883257,-0.735090792281049,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"ARMC10",83787,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.747203821385037,0.0553217997442771,-13.5386372872189,1.59483284836995e-27,1.28210692897219e-24,7.27136430825088,-0.856284222136013,-0.638123420634062,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"POLR2K",5440,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.831772493556751,0.0618313000490887,-13.5078429596617,1.91950638890941e-27,1.47881971378896e-24,9.19270467475829,-0.953475454689041,-0.710069532424462,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"APOLD1",81575,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",1.18035390468919,0.0888677500098233,13.3855130507948,4.00953773684204e-27,2.96545411016837e-24,4.0536827350955,1.00606898406744,1.35463882531093,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"DPY30",84661,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.636722726012896,0.0479618579182841,-13.2689678357,8.09442148161664e-27,5.75637896904199e-24,9.19924201941011,-0.731563655899343,-0.541881796126448,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"SPTBN1",6711,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",1.00647106148129,0.0765046117442141,13.2422699220223,9.50859975308933e-27,6.45195027490094e-24,5.61813006867025,0.856253243208381,1.15668887975421,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"POLR1D",51082,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.598369318835789,0.0451112038582977,-13.2377672127607,9.77039522429563e-27,6.45195027490094e-24,7.05125400581409,-0.687707513319721,-0.509031124351857,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"C3",718,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",2.47464607407526,0.190831484088799,13.1037718890064,2.1934173181929e-26,1.39849262804782e-23,7.26033003254955,2.1013964628481,2.84789568530242,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"CD248",57124,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",1.57678978978815,0.12286806719209,12.954217178578,5.41393477329327e-26,3.33678846527309e-23,5.90386613808565,1.33621771204422,1.81736186753208,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"RSPO3",84870,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",1.63044632688379,0.127278252786046,12.9324793937139,6.17418748946049e-26,3.60554875661575e-23,6.24210968742248,1.38126969832901,1.87962295543856,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"C3orf38",285237,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.59056739631056,0.0455926887641672,-12.9307255386745,6.23999784811812e-26,3.60554875661575e-23,6.34290031156764,-0.680834429161958,-0.500300363459162,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"MRPL33",9553,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.711704612434044,0.0555933609083664,-12.8335254156095,1.12319332422581e-25,6.29328623179854e-23,8.16750447413251,-0.821311134959567,-0.602098089908521,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"NUDCD2",134492,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.76588529827768,0.0607076506641765,-12.6647424860421,3.11926492336458e-25,1.69632965979444e-22,7.80469410874824,-0.885407879354059,-0.646362717201301,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"CH25H",9023,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",1.85214726140319,0.149554574076854,12.5085146313476,8.03486835726232e-25,4.24470616930801e-22,4.82271282364433,1.5594946750014,2.14479984780497,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"LYPLA1",10434,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-1.07980027095541,0.0878980672465594,-12.3793580134641,1.75749537474589e-24,9.02669152195874e-22,7.17828015048325,-1.25219655594265,-0.907403985968175,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"OGN",4969,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",2.3090654949942,0.188836622270123,12.3559575467095,2.02532949042821e-24,1.01211735886534e-21,5.64825713990816,1.93971180867436,2.67841918131405,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"FAT1",2195,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",0.675832348148971,0.0554384747915064,12.2201296690617,4.61467553388559e-24,2.24540396372486e-21,9.92393917368596,0.566525907003064,0.785138789294879,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"IFT20",90410,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.535426350038665,0.0437107509030606,-12.214441449859,4.77662680679981e-24,2.26461101686483e-21,6.12909355663441,-0.622064410654807,-0.448788289422523,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"AEBP1",165,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",1.13127778182641,0.093519426194369,12.1949077068969,5.37731582724742e-24,2.48566424114512e-21,7.33910064581528,0.947930982202959,1.31462458144986,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"SNRNP27",11017,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.503736923312504,0.0412501669551001,-12.1563453790536,6.79406183554894e-24,3.06395617900731e-21,6.59637410984889,-0.585636818984152,-0.421837027640857,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"TIMP3",7078,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",1.60228585133504,0.133249784922834,12.1413408375592,7.44131709110803e-24,3.27595126225208e-21,6.41144337735817,1.34145681279113,1.86311488987895,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"KLF2",10365,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",1.42984606950608,0.12008022041347,12.0187028426773,1.56565882829917e-23,6.6432070045495e-21,7.39946777245769,1.19471269206845,1.6649794469437,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"SNORA12",677800,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-1.93383924762025,0.162566565963004,-12.0171098754872,1.58086050946554e-23,6.6432070045495e-21,4.66373074159302,-2.25189476352543,-1.61578373171508,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"TOMM5",401505,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.756212937104479,0.0632334200292032,-12.0121537187613,1.62910770173163e-23,6.69382253444841e-21,9.38174000138667,-0.880637411673934,-0.631788462535023,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"ZCCHC9",84240,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.61232337174452,0.051382715425486,-11.9287010797043,2.70271089776442e-23,1.07440453494848e-20,6.9632532038605,-0.713777628660245,-0.510869114828794,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"RPL41",6171,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.409792983053646,0.0339531927743405,-11.9269818822545,2.73104451825736e-23,1.07440453494848e-20,10.9565484334559,-0.477700296911962,-0.341885669195331,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"NIPSNAP3A",25934,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.97476374615578,0.0823974530296354,-11.9154448370134,2.9290238792288e-23,1.12828440681126e-20,8.90920391223657,-1.13644947983413,-0.813078012477428,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"MCM3AP",8888,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",0.68707493881476,0.0578703147973134,11.9098771787528,3.02963863165418e-23,1.14322486325073e-20,5.93606222039481,0.573055363573149,0.801094514056371,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"IGFBP6",3489,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",1.87128042626669,0.158811005865225,11.9027642162011,3.16322326993579e-23,1.16975996522225e-20,5.64696979798418,1.56055725697168,2.1820035955617,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"TCEAL8",90843,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.692221623738622,0.0584075961438417,-11.8904532506699,3.40849741094161e-23,1.23574739467275e-20,7.5478281520854,-0.807282942077595,-0.577160305399649,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"CRLS1",54675,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.710210345044927,0.0604754530161344,-11.7885292206072,6.32525235701057e-23,2.24911377079087e-20,8.4150413540563,-0.829282431436721,-0.591138258653134,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"SNX2",6643,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.589802264748195,0.0501977687825799,-11.7555274385383,7.72710137975811e-23,2.69573782097599e-20,7.74157565175578,-0.688964637520175,-0.490639891976214,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"EVI2A",2123,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-1.26548209331211,0.108766158995645,-11.7387939127877,8.55259389515091e-23,2.92847150224704e-20,6.06654737333743,-1.47854856776887,-1.05241561885536,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"DUSP6",1848,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",1.13115649807066,0.09726580428286,11.7266786447837,9.20476497417095e-23,3.09447462495311e-20,8.66318371737761,0.940509371293142,1.32180362484818,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"CNIH1",10175,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.559970767364449,0.0477495688969317,-11.7201722961817,9.57529108567964e-23,3.16155593168244e-20,9.79286751562525,-0.654401629186136,-0.465539905542762,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"ITPRIPL2",162073,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",0.572570624746716,0.0489180012982843,11.7040829385724,1.05568567699482e-22,3.4244961697604e-20,8.57273909378791,0.47588224864753,0.669259000845902,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"FCER1G",2207,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-1.39091141876594,0.120248005339662,-11.6751818867604,1.25795064585742e-22,4.01025990377651e-20,6.68037836054633,-1.62637210810019,-1.1554507294317,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"HSBP1",3281,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.58201699354724,0.0500380446904183,-11.6365997462157,1.58960239500358e-22,4.98165225146038e-20,9.43225175020396,-0.680870519022793,-0.483163468071687,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"RPS7",6201,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.337534516592688,0.0286062737507789,-11.5542248283157,2.61961908616078e-22,8.07279281718546e-20,12.5967279139875,-0.395272281855243,-0.279796751330132,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"BLOC1S2",282991,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.830453726662739,0.0723552832157081,-11.5467083081691,2.74177823807908e-22,8.31073436427576e-20,5.71831940171175,-0.972601426726066,-0.688306026599412,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"GPR34",2857,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-1.73221615949497,0.1516354766362,-11.5383989616784,2.88345996205162e-22,8.38358957986481e-20,5.87712840449245,-2.02893090400925,-1.43550141498069,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"SCARNA9L",100158262,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",0.688619507136788,0.0599013324812073,11.5380739736933,2.88914760620923e-22,8.38358957986481e-20,2.46823809995362,0.570661182419738,0.806577831853838,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"NNMT",4837,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",1.75819102244551,0.153928624018887,11.537351187615,2.90183738837938e-22,8.38358957986481e-20,6.78902837709464,1.45699964163495,2.05938240325607,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"UQCR11",10975,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.404354004271223,0.0347110291233518,-11.5229549888148,3.16652138230885e-22,9.00753543982934e-20,8.66795633032658,-0.473709435528093,-0.334998573014353,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"FBLN2",2199,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",1.43499903845493,0.125803458443372,11.5151974011159,3.31901949249727e-22,9.16476548054346e-20,5.69458298128774,1.18869994321923,1.68129813369064,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"RGS18",64407,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.709833799375255,0.0618992476543545,-11.5151026699439,3.32092637748195e-22,9.16476548054346e-20,3.03520750419242,-0.831668627240985,-0.587998971509526,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"GREM1",26585,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",1.95590537938705,0.172406016201375,11.4618778811479,4.58563398589428e-22,1.24688782939978e-19,6.92856694371219,1.61863775167765,2.29317300709645,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"TGFBR3",7049,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",1.27227685602285,0.112038953883438,11.4585870106634,4.67803510211013e-22,1.25357781214516e-19,7.29630087255522,1.05282808457709,1.49172562746861,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"CCN2",1490,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",1.82049417488194,0.160873796099772,11.4315584917443,5.51086508479791e-22,1.45565564882733e-19,6.64416708854634,1.50574366338019,2.13524468638369,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"MGP",4256,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",1.66770625296153,0.147379375090263,11.4287073032767,5.60693548218334e-22,1.4601723530362e-19,6.34600616153304,1.37929975531542,1.95611275060764,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"VPS29",51699,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.620046337429913,0.0544141254128341,-11.4187127554489,5.95711148510826e-22,1.52981932443961e-19,8.57014107111234,-0.727368543703877,-0.512724131155948,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"MRPL13",28998,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.773562389301976,0.0681293667218474,-11.4153335902334,6.08038411076427e-22,1.54008633161687e-19,8.18503091671544,-0.907495924570878,-0.639628854033075,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"GAP43",2596,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",0.530135357627567,0.0464225268648955,11.4051997957288,6.46556539810435e-22,1.60186715947216e-19,2.88383384188023,0.438266891181034,0.6220038240741,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"C18orf21",83608,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",-0.478155740117466,0.0417525890821599,-11.4043851629716,6.49756825096876e-22,1.60186715947216e-19,6.62712399109723,-0.561022449042425,-0.395289031192507,"down","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"MYCBP2",23077,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",0.741258260587784,0.0654936373898107,11.3734347989293,7.83819701586318e-22,1.9069508266225e-19,7.63852787816819,0.612445022476602,0.870071498698967,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
"CILP",8483,"U3_age_sex_composition_pc_adjusted","adjacent_vs_healthy","adjacent_vs_healthy",1.79343950388502,0.159473310503259,11.3603613963681,8.48446017167315e-22,2.03737231914593e-19,5.00030079392135,1.48142327895257,2.10545572881748,"up","mapped_unique","raw_cel_rma_limma_MCPcounter_PC1_PC2; variance_explained=0.332;0.2193"
