gene_symbol,entrez_id,log2_fold_change,standard_error,test_statistic,p_value,adjusted_p_value,comparison,direction,annotation_status,method,adjacent_direction_consistency,healthy,adjacent_normal,tumor,healthy_to_adjacent,adjacent_to_tumor,trajectory_category,rule_tolerance
KLC1,,0.6552743265306118,0.059744242562729255,10.967991197521634,1.3964320383285424e-20,5.29642749198714e-19,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,4.454617,5.109891326530612,5.048078061224491,0.6552743265306118,-0.06181326530612097,field_shift_then_plateau,0.15
TRIB2,,0.8188005918367338,0.07516084904757848,10.893977412607658,1.4784174237759477e-20,5.596236132941162e-19,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,3.4305540000000008,4.249354591836735,4.4380908163265325,0.8188005918367338,0.18873622448979788,monotonic_up,0.15
C11orf52,,-0.7285415510204087,0.06690519533552954,-10.889162603393851,1.4911064559084768e-20,5.633068833432023e-19,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,6.008864000000002,5.280322448979593,5.023812244897957,-0.7285415510204087,-0.2565102040816356,monotonic_down,0.15
STC1,,0.6692334489795924,0.05910893865617413,11.322034605838564,1.502141565761733e-20,5.663519883584831e-19,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,2.4017139999999997,3.070947448979592,4.377320408163267,0.6692334489795924,1.3063729591836748,monotonic_up,0.15
AFF3,,0.7587855102040844,0.06906073198577888,10.987220789381947,1.5404898039295454e-20,5.796625665379159e-19,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,2.8117649999999994,3.5705505102040838,2.443658163265306,0.7587855102040844,-1.126892346938778,adjacent_specific,0.15
ADAMTS4,,0.8721892448979593,0.0783979057160237,11.125160001814859,1.793007954652286e-20,6.733505218260263e-19,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9081632653061225,2.6652229999999992,3.5374122448979586,4.278911224489796,0.8721892448979593,0.7414989795918379,monotonic_up,0.15
RMND5A,,-0.7195447755102053,0.06510425416062764,-11.052192898714694,1.905981145883954e-20,7.143677365675293e-19,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,6.902406000000002,6.1828612244897965,5.720048469387757,-0.7195447755102053,-0.4628127551020391,monotonic_down,0.15
FXYD1,,0.9795017959183663,0.09016444430597957,10.863503939472594,1.9241197872702952e-20,7.183380539142436e-19,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8877551020408163,3.880988,4.860489795918366,3.0893780612244894,0.9795017959183663,-1.7711117346938767,adjacent_specific,0.15
LAMA2,,1.049136122448978,0.09600540187860444,10.9278863680564,2.0482394189937247e-20,7.631796191319085e-19,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9387755102040817,4.981470000000001,6.030606122448979,4.834157142857144,1.049136122448978,-1.1964489795918345,adjacent_specific,0.15
NR2F2,,0.630668367346936,0.05805755526517001,10.86281302177544,2.110722558881063e-20,7.849249515838953e-19,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9081632653061225,7.561800000000001,8.192468367346937,7.777413265306119,0.630668367346936,-0.4150551020408173,non_monotonic,0.15
CLCA1,,-1.5641008163265298,0.14132785955449279,-11.067179685994242,2.1164721843215177e-20,7.855288574947699e-19,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,12.07951,10.515409183673471,6.202673469387756,-1.5641008163265298,-4.312735714285715,monotonic_down,0.15
LDOC1,,1.0189091836734687,0.09351993405142918,10.895101605965019,2.1656890773020494e-20,8.017011240840832e-19,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,2.7109499999999995,3.7298591836734682,2.9842602040816324,1.0189091836734687,-0.7455989795918359,adjacent_specific,0.15
GAS7,,0.6434613265306108,0.05919277129327202,10.870606536439492,2.2557302386947756e-20,8.32346971797452e-19,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9387755102040817,3.2551799999999997,3.8986413265306106,3.2398658163265304,0.6434613265306108,-0.6587755102040802,adjacent_specific,0.15
RERG,,1.4020340204081645,0.12535536909390962,11.184475228642457,2.3622003119165367e-20,8.69947658392473e-19,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,2.994141999999999,4.396176020408164,3.1376862244897956,1.4020340204081645,-1.258489795918368,adjacent_specific,0.15
ITPR1,,0.8677879183673478,0.07950360385727218,10.91507650301278,2.4337989780808673e-20,8.944507429449894e-19,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9285714285714286,3.4070579999999997,4.2748459183673475,3.6340285714285714,0.8677879183673478,-0.6408173469387761,adjacent_specific,0.15
XAF1,,2.0426624081632703,0.18725643351882396,10.908369714079445,2.4643487805116517e-20,9.023307842488817e-19,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,5.048457999999998,7.091120408163269,6.034468367346939,2.0426624081632703,-1.0566520408163296,adjacent_specific,0.15
OLFML2A,,0.6743966122448972,0.06197086256651149,10.882479028286678,2.5442307872631242e-20,9.297918270535486e-19,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,3.4469590000000006,4.121355612244898,3.879594897959184,0.6743966122448972,-0.24176071428571388,non_monotonic,0.15
TMEM22,,0.7335019387755084,0.06559852981155104,11.181682590794106,3.0223654246729173e-20,1.1024106836354855e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,2.881045,3.6145469387755083,3.5193586734693882,0.7335019387755084,-0.09518826530612001,field_shift_then_plateau,0.15
ELTD1,,0.9859461020408178,0.08767210920495952,11.245835317317127,3.123534392533233e-20,1.1371337444327488e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,5.313508999999999,6.299455102040817,6.288673979591837,0.9859461020408178,-0.010781122448979552,field_shift_then_plateau,0.15
C11orf95,,0.8888284489795923,0.08239963785032901,10.786800429803629,3.2312595884456805e-20,1.174106537481026e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,4.702794,5.591622448979592,6.419342857142859,0.8888284489795923,0.827720408163267,monotonic_up,0.15
MRPS28,,-0.8103781224489772,0.07233870200877088,-11.202552713079108,3.2481097381324653e-20,1.1779811316960409e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,6.942971999999998,6.132593877551021,6.555971428571427,-0.8103781224489772,0.42337755102040564,non_monotonic,0.15
MAB21L1,,0.8961436734693864,0.08029816036231341,11.160201795731005,3.409480663941081e-20,1.2318123689077455e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,2.2680400000000005,3.164183673469387,2.1338908163265304,0.8961436734693864,-1.0302928571428565,adjacent_specific,0.15
GPRASP1,,0.6961294081632641,0.06481713408752492,10.739897990911714,3.423155172404815e-20,1.2344105015641608e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,3.2093910000000005,3.9055204081632646,3.1311096938775513,0.6961294081632641,-0.7744107142857133,adjacent_specific,0.15
RAB34,,1.0802940408163284,0.10012942187852966,10.78897711131169,3.6998707719298644e-20,1.3291611225951813e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9387755102040817,4.9568579999999995,6.037152040816328,5.623929591836732,1.0802940408163284,-0.4132224489795959,non_monotonic,0.15
OCIAD2,,-0.7265751428571452,0.06740430242337958,-10.779358538471104,3.7141845888349626e-20,1.3317904815709544e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,9.293918,8.567342857142854,9.009551020408164,-0.7265751428571452,0.44220816326530965,non_monotonic,0.15
TPRKB,,-0.6477798571428561,0.05518091872946377,-11.739200289845392,3.9548073943811875e-20,1.4127492080491145e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,1.0,8.327037000000002,7.679257142857146,8.115362244897964,-0.6477798571428561,0.436105102040818,non_monotonic,0.15
ZEB1,,1.5537993877550988,0.14178984778101808,10.958467140431697,4.058875377615226e-20,1.4472094979362153e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,4.194920000000001,5.7487193877550995,4.939964285714286,1.5537993877550988,-0.8087551020408137,adjacent_specific,0.15
NRXN3,,1.4743022244897945,0.1335690862400212,11.037750320762848,4.930072455643691e-20,1.7447691367185106e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,4.145008999999999,5.619311224489794,5.0674183673469395,1.4743022244897945,-0.5518928571428541,adjacent_specific,0.15
TRIM13,,-0.6512891428571415,0.05658923957890458,-11.509063343200145,5.494838468531115e-20,1.941033848623978e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,6.7952819999999985,6.143992857142857,6.2715020408163245,-0.6512891428571415,0.12750918367346742,field_shift_then_plateau,0.15
HOOK2,,-0.8180403265306095,0.07413927193193685,-11.033832747664515,5.58270949464336e-20,1.968422014407585e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,6.616773999999997,5.798733673469387,5.719846938775511,-0.8180403265306095,-0.07888673469387619,field_shift_then_plateau,0.15
FAM127A,,0.7310866122449031,0.06761788118899066,10.81203077336201,5.862908721946326e-20,2.0633970806997792e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,8.408544,9.139630612244902,8.841843877551023,0.7310866122449031,-0.2977867346938794,non_monotonic,0.15
C16orf45,,0.921326081632655,0.08405833298853117,10.960556186123268,6.047325912248052e-20,2.1243742688044817e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,4.160152999999999,5.081479081632654,4.349100510204084,0.921326081632655,-0.73237857142857,adjacent_specific,0.15
BIN2,,-0.59773257142857,0.05433727072844462,-11.000415799604513,6.121874801918898e-20,2.146602140488689e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9387755102040817,4.771529,4.17379642857143,3.7775086734693875,-0.59773257142857,-0.3962877551020427,monotonic_down,0.15
ACTG2,,2.821243918367344,0.2651561100342808,10.63993553836115,6.359562297865462e-20,2.221762681676301e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,5.152252,7.973495918367344,5.605675510204079,2.821243918367344,-2.367820408163265,adjacent_specific,0.15
ANGPTL1,,1.6824121224489819,0.15688263091437324,10.724017774582356,6.48413610974429e-20,2.2611346433980086e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,2.9867939999999997,4.669206122448982,2.50744387755102,1.6824121224489819,-2.1617622448979614,adjacent_specific,0.15
CKS1B,,-0.7620005306122497,0.06998407154252535,-10.888199469063833,6.713884687127658e-20,2.3369719276583294e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9285714285714286,7.165874000000001,6.403873469387752,7.59325918367347,-0.7620005306122497,1.1893857142857183,adjacent_specific,0.15
BDH2,,-0.6775991428571437,0.05969721881627021,-11.350598173469132,6.753842796943815e-20,2.346590636018435e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,5.324642000000001,4.647042857142857,4.104577551020408,-0.6775991428571437,-0.5424653061224491,monotonic_down,0.15
CDC42SE2,,-0.8867789795918366,0.08355312754331778,-10.61335470814171,7.406576199528918e-20,2.5593686177682503e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,7.73813,6.851351020408163,5.74754387755102,-0.8867789795918366,-1.1038071428571437,monotonic_down,0.15
ATF3,,1.0934208163265304,0.10097136050400497,10.82901934636367,7.61480582673104e-20,2.6265562126985327e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,2.87007,3.9634908163265306,3.4351316326530608,1.0934208163265304,-0.5283591836734698,adjacent_specific,0.15
LPP,,0.9051031020408162,0.0853191566090561,10.608439394075598,8.25868106146846e-20,2.8383625886346476e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,6.570602000000001,7.475705102040817,6.3368928571428595,0.9051031020408162,-1.1388122448979576,adjacent_specific,0.15
ZEB2,,0.617428693877554,0.055714751776738014,11.081960776774785,8.687440509143073e-20,2.969638551060756e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,4.501505999999999,5.118934693877553,4.250043367346939,0.617428693877554,-0.8688913265306137,adjacent_specific,0.15
DIP2C,,0.8911482653061213,0.08105195984074268,10.994777511328785,8.957159111325036e-20,3.05634963225141e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,4.052415,4.943563265306121,4.555892857142857,0.8911482653061213,-0.38767040816326404,non_monotonic,0.15
C11orf54,,-0.7394569795918384,0.06772540365070519,-10.918458063470528,9.150416034387825e-20,3.1167069999059782e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,7.851107999999999,7.111651020408161,6.191152040816325,-0.7394569795918384,-0.9204989795918355,monotonic_down,0.15
GALNTL2,,0.84058193877551,0.07743937881315249,10.854709214593331,9.365098805272725e-20,3.1841335937927264e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9081632653061225,2.4713399999999996,3.3119219387755097,2.534478571428572,0.84058193877551,-0.7774433673469376,adjacent_specific,0.15
ZFAND6,,-0.6787192857142816,0.05925655923042925,-11.45390982076711,9.685004251549108e-20,3.2870317459803032e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,8.312205,7.633485714285719,7.045815816326528,-0.6787192857142816,-0.5876698979591906,monotonic_down,0.15
CACHD1,,0.5513367346938778,0.0485789423777096,11.349294729538165,9.96159072087406e-20,3.3748876748299307e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,3.2779000000000007,3.8292367346938785,3.956352040816325,0.5513367346938778,0.12711530612244637,field_shift_then_plateau,0.15
CMC1,,-0.5645344897959212,0.050811033952123746,-11.110470421205145,1.0274976696351073e-19,3.474876666048391e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,8.43246,7.8679255102040795,8.155945918367346,-0.5645344897959212,0.28802040816326624,non_monotonic,0.15
DCUN1D1,,-0.5762059387755096,0.05070203746767392,-11.364551950064751,1.0633746893022465e-19,3.583478598993766e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,6.1710840000000005,5.594878061224491,5.661839285714288,-0.5762059387755096,0.06696122448979747,field_shift_then_plateau,0.15
PECR,,-0.6875050612244902,0.05932263633813512,-11.589253338401155,1.0629529157789488e-19,3.583478598993766e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,1.0,6.202951999999999,5.515446938775509,5.115298979591836,-0.6875050612244902,-0.4001479591836725,monotonic_down,0.15
SCO1,,-0.640736653061226,0.057617545992399044,-11.120512719263546,1.0724924965158777e-19,3.6078192815657796e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,7.3589040000000026,6.718167346938777,6.084926530612244,-0.640736653061226,-0.6332408163265324,monotonic_down,0.15
TDP2,,-0.7399749183673467,0.07005530568613155,-10.562724851742892,1.0917041266560277e-19,3.66596941296839e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,9.884554,9.144579081632653,7.360039285714285,-0.7399749183673467,-1.7845397959183682,monotonic_down,0.15
EIF2AK2,,0.6751614897959186,0.06403761149826025,10.543202252542805,1.1662904943860082e-19,3.902666258894481e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9387755102040817,6.420413000000001,7.095574489795919,7.130875510204082,0.6751614897959186,0.03530102040816274,field_shift_then_plateau,0.15
SLC25A20,,-0.6658815918367349,0.062414192313839156,-10.668752845321823,1.171448788901512e-19,3.9130499895938224e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,7.863352,7.197470408163265,5.58548469387755,-0.6658815918367349,-1.6119857142857148,monotonic_down,0.15
SPOCK1,,1.7419436326530615,0.16528007473522535,10.539344415493597,1.1815730767761508e-19,3.926204429636634e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9183673469387755,4.178288,5.920231632653062,6.198156122448976,1.7419436326530615,0.27792448979591455,monotonic_up,0.15
MGAT4B,,-0.7058837142857151,0.0663967440491364,-10.631300139707623,1.18045646720939e-19,3.926204429636634e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,8.879498000000002,8.173614285714287,7.82930204081633,-0.7058837142857151,-0.34431224489795653,monotonic_down,0.15
UQCRQ,,-0.7410510612244883,0.06884768246087974,-10.763631174448962,1.179621162999418e-19,3.926204429636634e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,5.649997999999999,4.908946938775511,4.471614285714286,-0.7410510612244883,-0.43733265306122515,monotonic_down,0.15
SP110,,0.9361129387755094,0.08786375383021315,10.654142327955196,1.259601271883553e-19,4.178189584784468e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,5.050984000000001,5.98709693877551,5.025613265306121,0.9361129387755094,-0.961483673469389,adjacent_specific,0.15
ENG,,0.7600762448979559,0.06967299519833815,10.909194340421944,1.2825372575350886e-19,4.2468711971248844e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,5.218736,5.978812244897956,6.264691836734694,0.7600762448979559,0.2858795918367383,monotonic_up,0.15
PIGF,,-0.5028864285714274,0.047209589501113695,-10.652209305051553,1.4915949931506343e-19,4.922004968732769e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,6.54824,6.045353571428572,6.10810306122449,-0.5028864285714274,0.06274948979591777,field_shift_then_plateau,0.15
MYH10,,0.838847918367347,0.07886948253288054,10.635899861744786,1.5488012869357427e-19,5.101933651082447e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9081632653061225,2.771548,3.610395918367347,4.052281632653062,0.838847918367347,0.4418857142857151,monotonic_up,0.15
CTSF,,0.8988238775510204,0.0838733563517937,10.716441032609259,1.559171677826444e-19,5.1272243084310005e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,2.89152,3.7903438775510203,3.2958826530612253,0.8988238775510204,-0.494461224489795,non_monotonic,0.15
GREM2,,1.6885708979591882,0.1472109850182615,11.470413690593276,1.562024835625124e-19,5.127750494879717e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,4.528474,6.217044897959188,2.946108163265306,1.6885708979591882,-3.2709367346938825,adjacent_specific,0.15
POLR2K,,-0.5543662244897973,0.051489237081663385,-10.766642815285005,1.5833433463866952e-19,5.188787833941941e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,9.55913,9.004763775510202,9.625296428571426,-0.5543662244897973,0.6205326530612236,adjacent_specific,0.15
TMEM38B,,-0.6719343061224494,0.0626294102372686,-10.728734368994656,1.625152808327161e-19,5.316651111778204e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,7.0782940000000005,6.406359693877551,6.641237755102042,-0.6719343061224494,0.2348780612244905,non_monotonic,0.15
BCKDHB,,-0.5593576530612268,0.050553608601796196,-11.06464342569904,1.7896558952433946e-19,5.8247945718691e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,7.872025,7.312667346938773,7.030087755102041,-0.5593576530612268,-0.28257959183673176,monotonic_down,0.15
TCEAL7,,1.4203719183673469,0.13077029527930936,10.861579193758079,1.965968788591563e-19,6.376839137101083e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9183673469387755,2.9765239999999995,4.396895918367346,3.03253775510204,1.4203719183673469,-1.3643581632653063,adjacent_specific,0.15
PPP1R15A,,0.6494728163265298,0.06129434652575405,10.595966074189905,1.9998500610378174e-19,6.475704959551028e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9387755102040817,3.911268000000001,4.560740816326531,4.578960204081633,0.6494728163265298,0.018219387755102012,field_shift_then_plateau,0.15
C9orf46,,-0.6258276734693915,0.059221995792086334,-10.567487047659057,2.2623868322875864e-19,7.276325217357372e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,9.751944000000002,9.12611632653061,8.363042857142856,-0.6258276734693915,-0.7630734693877539,monotonic_down,0.15
FBXO3,,-0.5355948367346945,0.04787873656769884,-11.186486426545162,2.3103475613335998e-19,7.418046807384779e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,5.862527999999998,5.326933163265304,5.036636734693879,-0.5355948367346945,-0.2902964285714251,monotonic_down,0.15
JAG1,,0.5513456122448961,0.05238384170974425,10.525108396972282,2.3292251448498283e-19,7.4660684777678e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,3.98766,4.539005612244896,4.231093367346937,0.5513456122448961,-0.30791224489795876,non_monotonic,0.15
RAMP2,,0.563325387755103,0.05406859945729336,10.41871610157114,2.3815851469904376e-19,7.6210724703694e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9183673469387755,3.0180940000000005,3.5814193877551035,3.431933673469386,0.563325387755103,-0.14948571428571755,field_shift_then_plateau,0.15
NCK1,,-0.6452082448979599,0.05848986419266203,-11.03111203631254,2.499798378631024e-19,7.985933075358171e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9387755102040817,8.081646,7.436437755102039,6.928669387755102,-0.6452082448979599,-0.5077683673469373,monotonic_down,0.15
RAI2,,1.1527810612244886,0.10990080709687947,10.489286581929214,2.5214390563719493e-19,8.041574477943369e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9183673469387755,4.431872,5.584653061224489,4.549155102040815,1.1527810612244886,-1.0354979591836742,adjacent_specific,0.15
CCDC50,,0.97441130612245,0.09294277818315978,10.48399160397599,2.6729825836258874e-19,8.496425441107997e-18,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,4.634703999999999,5.609115306122449,4.975452040816329,0.97441130612245,-0.6336632653061205,adjacent_specific,0.15
STAMBPL1,,-0.6791770204081651,0.0638487369556393,-10.63728200105262,3.0608006371153855e-19,9.648616577926646e-18,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,6.646826000000001,5.967648979591836,6.548547959183671,-0.6791770204081651,0.5808989795918356,adjacent_specific,0.15
ATP5S,,-0.5861288979591848,0.05038017311427065,-11.634118378865958,3.2580355538407917e-19,1.0236468142760507e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,6.771784,6.1856551020408155,6.362671428571428,-0.5861288979591848,0.1770163265306124,non_monotonic,0.15
TSPYL5,,1.1672744489795912,0.11064601231532478,10.549629621111258,3.2792647435730414e-19,1.0286194516907861e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,3.2184480000000004,4.385722448979592,3.4696897959183666,1.1672744489795912,-0.916032653061225,adjacent_specific,0.15
MX1,,2.1279750612244888,0.20536166103393252,10.36208535960798,3.352012366042491e-19,1.0490837929440282e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9081632653061225,5.202827999999999,7.330803061224488,5.857068367346941,2.1279750612244888,-1.4737346938775469,adjacent_specific,0.15
ENC1,,0.6145857551020377,0.05733127451171489,10.719903932651196,3.355525367137149e-19,1.0490837929440282e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,6.408677000000001,7.023262755102039,8.865899999999998,0.6145857551020377,1.8426372448979595,monotonic_up,0.15
MED21,,-0.6923466530612217,0.06376598941050265,-10.857616410593762,3.4715585995476238e-19,1.0835815694325698e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,6.984313999999997,6.291967346938775,6.705210714285715,-0.6923466530612217,0.41324336734694,non_monotonic,0.15
IFIT3,,1.9694675918367324,0.19016923895701973,10.356394139442568,3.489664625099482e-19,1.0863199831128644e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8979591836734694,4.197712,6.1671795918367325,5.1235020408163265,1.9694675918367324,-1.043677551020406,adjacent_specific,0.15
BAG3,,0.7561496734693893,0.07248402832990247,10.431948815370244,3.4935729558711367e-19,1.0863199831128644e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,6.494433999999999,7.2505836734693885,7.326402040816327,0.7561496734693893,0.07581836734693859,field_shift_then_plateau,0.15
PI16,,0.6634991836734687,0.06325666489470795,10.489000404587834,3.5207043902884457e-19,1.0917624037637133e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,3.1905599999999987,3.8540591836734674,3.035766326530613,0.6634991836734687,-0.8182928571428545,adjacent_specific,0.15
QKI,,0.8899277551020397,0.08492117564242561,10.479456370802318,3.682081136664159e-19,1.1399483714160257e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9387755102040817,4.11196,5.0018877551020395,4.590099489795919,0.8899277551020397,-0.41178826530612067,non_monotonic,0.15
SUCLA2,,-0.5938931836734707,0.05443855186025786,-10.909422888360012,3.7332080936713894e-19,1.1539006834984293e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9387755102040817,7.831034000000001,7.23714081632653,7.296698979591835,-0.5938931836734707,0.059558163265305275,field_shift_then_plateau,0.15
FMO2,,0.7926395510204078,0.07203177326066586,11.004026627971989,4.039537893788865e-19,1.2409255282421174e-17,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,2.284513,3.077152551020408,2.4888596938775516,0.7926395510204078,-0.5882928571428563,adjacent_specific,0.15
NLN,,-1.3299760408163301,0.12619074314257617,-10.539410480479233,4.0408289259984917e-19,1.2409255282421174e-17,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,7.558024000000002,6.228047959183672,5.322924489795917,-1.3299760408163301,-0.905123469387755,monotonic_down,0.15
