gene_symbol,entrez_id,log2_fold_change,standard_error,test_statistic,p_value,adjusted_p_value,comparison,direction,annotation_status,method,adjacent_direction_consistency,healthy,adjacent_normal,tumor,healthy_to_adjacent,adjacent_to_tumor,trajectory_category,rule_tolerance
ARL4D,,0.6168177959183678,0.10837624153311895,5.69144848716564,9.871070017510062e-08,5.337835079051166e-07,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.7244897959183674,4.024696999999999,4.641514795918367,3.8216107142857156,0.6168177959183678,-0.819904081632651,adjacent_specific,0.15
EDN1,,-0.5247830612244888,0.09349196847957217,-5.613135221761354,9.94232323011309e-08,5.373313491381017e-07,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.826530612244898,7.871104999999999,7.34632193877551,6.714497959183674,-0.5247830612244888,-0.6318239795918359,monotonic_down,0.15
NETO2,,-1.1708223265306108,0.2066358117289196,-5.666115262085275,1.0010748236605753e-07,5.407224012055986e-07,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8367346938775511,6.802780999999998,5.631958673469387,5.459255612244895,-1.1708223265306108,-0.17270306122449153,monotonic_down,0.15
HHLA2,,-0.6090092653061197,0.10859364104567848,-5.608148501531024,1.070007964315998e-07,5.748575519350056e-07,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8061224489795918,8.301995999999997,7.692986734693878,4.528813775510204,-0.6090092653061197,-3.1641729591836736,monotonic_down,0.15
KRT12,,-0.7012735102040812,0.12304968522530546,-5.699108526121306,1.0891384316708277e-07,5.838174476073355e-07,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8469387755102041,4.319548000000001,3.61827448979592,2.4736367346938777,-0.7012735102040812,-1.1446377551020421,monotonic_down,0.15
GALNT5,,0.5021156734693855,0.08903313724058626,5.639649337668101,1.1297298387656263e-07,6.04724659266166e-07,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.826530612244898,3.865143000000001,4.367258673469387,4.447021428571427,0.5021156734693855,0.07976275510204012,field_shift_then_plateau,0.15
CENPH,,-0.5244373061224481,0.09413210632794876,-5.571290461676809,1.2329719188608834e-07,6.566653240590551e-07,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7653061224489796,4.250272,3.7258346938775517,5.510421428571431,-0.5244373061224481,1.784586734693879,adjacent_specific,0.15
CD2AP,,-0.5573095918367343,0.09996729828910648,-5.5749190122652825,1.3179178430365496e-07,6.991684516972947e-07,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8367346938775511,6.89933,6.342020408163266,5.6685561224489796,-0.5573095918367343,-0.6734642857142861,monotonic_down,0.15
CD163L1,,-0.6437281632653038,0.11405474883114307,-5.644027713553049,1.3332084004996767e-07,7.068863254111347e-07,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8979591836734694,4.69952,4.055791836734696,3.387667346938776,-0.6437281632653038,-0.66812448979592,monotonic_down,0.15
SAMD9,,0.6539645306122477,0.11781220433998282,5.550906497980759,1.3686789133407226e-07,7.23477137979105e-07,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8163265306122449,8.437662,9.091626530612247,6.902411224489795,0.6539645306122477,-2.1892153061224526,adjacent_specific,0.15
LAMP3,,0.5331772040816296,0.09628542252539123,5.537465486439825,1.4077178038240592e-07,7.428754707541599e-07,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8163265306122449,3.7409830000000013,4.274160204081631,4.644535204081633,0.5331772040816296,0.3703750000000019,monotonic_up,0.15
ANPEP,,-0.9507331020408145,0.17125678154348262,-5.551506302244857,1.4090670847986453e-07,7.433814711711334e-07,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7448979591836735,10.357477999999999,9.406744897959184,5.039920918367347,-0.9507331020408145,-4.366823979591837,monotonic_down,0.15
LOC646627,,-0.6390707755102056,0.11501013479852379,-5.55664747832648,1.430879512747303e-07,7.538446575182249e-07,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7755102040816326,11.487232,10.848161224489795,6.227267346938774,-0.6390707755102056,-4.620893877551021,monotonic_down,0.15
LRP12,,-0.5216987755102056,0.09024926487304762,-5.780642936472358,1.4327386994025431e-07,7.546153481777157e-07,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9081632653061225,4.20666,3.6849612244897947,3.632058163265304,-0.5216987755102056,-0.05290306122449051,field_shift_then_plateau,0.15
LIPA,,-0.5677373469387739,0.10184039143191208,-5.5747757737002495,1.4609142726504619e-07,7.67544363997373e-07,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7346938775510204,6.98382,6.416082653061226,6.970087244897959,-0.5677373469387739,0.5540045918367333,adjacent_specific,0.15
SLC22A18AS,,-0.5091991428571472,0.09216665412232536,-5.52476541224257,1.4765475293667983e-07,7.753299768103651e-07,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7448979591836735,8.002792000000001,7.493592857142854,5.177501020408164,-0.5091991428571472,-2.3160918367346897,monotonic_down,0.15
PLIN2,,-0.7476041020408193,0.13151924048796407,-5.684370585376335,1.493706891319429e-07,7.832602371446415e-07,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8469387755102041,7.6109240000000025,6.863319897959183,7.223370408163262,-0.7476041020408193,0.3600505102040792,non_monotonic,0.15
TM6SF2,,-0.5243881632653089,0.09446305458525485,-5.551251392067126,1.4952212462814114e-07,7.838384506937795e-07,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7857142857142857,4.699880000000001,4.175491836734692,3.1326316326530614,-0.5243881632653089,-1.0428602040816308,monotonic_down,0.15
B3GNT7,,0.7820644081632642,0.1406740286052365,5.559408626576806,1.5609491284950712e-07,8.156002032531876e-07,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8163265306122449,4.631506000000001,5.413570408163265,3.613414795918369,0.7820644081632642,-1.8001556122448958,adjacent_specific,0.15
DNAJB5,,0.5064835510204064,0.09118740257277026,5.554314924325402,1.942916874794898e-07,1.0027958063457538e-06,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8367346938775511,2.453694000000001,2.9601775510204074,2.5584081632653044,0.5064835510204064,-0.40176938775510296,non_monotonic,0.15
RNASE6,,-0.6054955510204065,0.1107475806663706,-5.467347885860139,2.0345273531067933e-07,1.0481984947098018e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7857142857142857,6.997768,6.392272448979593,6.3874989795918395,-0.6054955510204065,-0.004773469387753693,field_shift_then_plateau,0.15
FBXL22,,0.5488420408163273,0.09980666516985826,5.499051990989458,2.0434853892726348e-07,1.0521352572133847e-06,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.7551020408163265,3.6274599999999997,4.176302040816327,3.437663265306122,0.5488420408163273,-0.7386387755102048,adjacent_specific,0.15
USP2,,-0.8785768979591833,0.1598839933564344,-5.495089780504444,2.4440268931440016e-07,1.24423187287331e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7857142857142857,5.176632000000001,4.298055102040817,2.576497959183673,-0.8785768979591833,-1.7215571428571441,monotonic_down,0.15
RARRES1,,-0.5633417959183671,0.10377152966174238,-5.428673912340479,2.487845762907698e-07,1.2645110337897109e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7959183673469388,9.055402,8.492060204081634,7.047684693877548,-0.5633417959183671,-1.444375510204086,monotonic_down,0.15
APOBEC3B,,-0.7905998979591828,0.1460026674235531,-5.414968862628077,2.4897179737092615e-07,1.2651249057759364e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7959183673469388,8.983604999999999,8.193005102040816,6.635053061224486,-0.7905998979591828,-1.55795204081633,monotonic_down,0.15
APOBEC3C,,0.5581040000000002,0.1008032525054842,5.536567383772032,2.5331091111226734e-07,1.2854583548980732e-06,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8775510204081632,4.904546,5.46265,5.118747959183673,0.5581040000000002,-0.34390204081632714,non_monotonic,0.15
RTP4,,0.5925306122448983,0.10964285323644331,5.404188186959292,2.67636550988767e-07,1.3531067261885617e-06,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.7346938775510204,4.8134999999999994,5.406030612244898,4.423064285714286,0.5925306122448983,-0.9829663265306117,adjacent_specific,0.15
QPCT,,-0.5693870204081586,0.10553593546083195,-5.395195654654313,2.7127328844609475e-07,1.3700380403219216e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7959183673469388,6.053710999999998,5.4843239795918395,7.235334183673468,-0.5693870204081586,1.7510102040816289,adjacent_specific,0.15
NUSAP1,,-0.5810297959183712,0.10784675966202101,-5.387549869270527,2.801673834641682e-07,1.409721718064948e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7653061224489796,6.1404900000000024,5.559460204081631,7.080721428571431,-0.5810297959183712,1.5212612244898,adjacent_specific,0.15
BTG2,,0.5725398979591869,0.10698256291765662,5.351712301002408,3.30284530009109e-07,1.639795945599331e-06,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.7653061224489796,5.686454999999999,6.258994897959186,6.28589744897959,0.5725398979591869,0.026902551020404175,field_shift_then_plateau,0.15
ASB2,,0.6637446938775513,0.1232199618805013,5.386665307697878,3.3076299343265737e-07,1.6417433250672045e-06,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.7244897959183674,3.9629899999999996,4.626734693877551,3.438345918367346,0.6637446938775513,-1.1883887755102047,adjacent_specific,0.15
TMEM20,,-0.5034055918367386,0.0933204261254547,-5.39437733771156,3.481693936951382e-07,1.7223032621344326e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8061224489795918,6.3813260000000005,5.877920408163262,4.698985204081634,-0.5034055918367386,-1.178935204081628,monotonic_down,0.15
CHI3L1,,0.5388491020408162,0.1006350623742674,5.354486690104154,3.54083665165928e-07,1.7501954789094676e-06,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8163265306122449,2.819405999999999,3.358255102040815,6.45435918367347,0.5388491020408162,3.0961040816326553,monotonic_up,0.15
UBE2T,,-0.5046463265306107,0.0945571648212219,-5.336944349851643,3.5674234254382154e-07,1.7619647735497697e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7346938775510204,7.30803,6.803383673469389,8.455046938775514,-0.5046463265306107,1.6516632653061247,adjacent_specific,0.15
DNAJC22,,-0.5077057142857173,0.09525744215815257,-5.3298272847048676,3.7115909006808216e-07,1.8246499031490536e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8877551020408163,7.03277,6.525064285714283,5.9838408163265315,-0.5077057142857173,-0.5412234693877513,monotonic_down,0.15
KRTAP13-2,,0.9454493469387746,0.17770171959496506,5.320428801104086,3.818273426368845e-07,1.8727441019593718e-06,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.7857142857142857,2.4186180000000004,3.364067346938775,2.16197857142857,0.9454493469387746,-1.2020887755102048,adjacent_specific,0.15
PAPSS2,,-0.5058900816326499,0.09506838294508053,-5.321328352927749,3.847645835363263e-07,1.8856930940879414e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7857142857142857,9.882911,9.37702091836735,7.293161224489795,-0.5058900816326499,-2.083859693877555,monotonic_down,0.15
C11orf53,,-0.6332285306122483,0.11484428563040099,-5.5138009447866105,3.9173623596829936e-07,1.9159152152161365e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8673469387755102,4.381702000000001,3.7484734693877524,3.7371653061224492,-0.6332285306122483,-0.01130816326530315,field_shift_then_plateau,0.15
DDX58,,0.8225186122449015,0.1531296949690684,5.371385428613615,3.9410357878513424e-07,1.926503758682659e-06,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.7857142857142857,5.728161999999998,6.5506806122449,5.091308163265307,0.8225186122449015,-1.4593724489795932,adjacent_specific,0.15
GOLGA8A,,0.5407714693877574,0.10007263727411017,5.403789528465446,4.360360797593036e-07,2.1189706377277034e-06,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8775510204081632,4.0488019999999985,4.589573469387756,4.140876020408161,0.5407714693877574,-0.44869744897959496,non_monotonic,0.15
SGK2,,-0.6085326938775468,0.11569550564877794,-5.259778160483579,5.142058792768246e-07,2.4742178269979124e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7448979591836735,6.814722999999999,6.206190306122452,4.064137755102041,-0.6085326938775468,-2.142052551020411,monotonic_down,0.15
CD14,,0.5660032244897968,0.10522960546970021,5.378745097098854,5.19207916173425e-07,2.4963936171570733e-06,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8367346938775511,6.872458000000002,7.4384612244897985,6.460080612244901,0.5660032244897968,-0.9783806122448979,adjacent_specific,0.15
RHOF,,-0.5745750612244862,0.10922610174513714,-5.260419002823809,5.476033228062336e-07,2.6223257711847805e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8163265306122449,6.3334719999999995,5.758896938775513,4.320660204081633,-0.5745750612244862,-1.4382367346938807,monotonic_down,0.15
OTC,,-0.8424136326530594,0.15771057650660375,-5.341516411347246,5.873847994813096e-07,2.7987503959269606e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8571428571428571,5.222231999999999,4.37981836734694,3.0035367346938773,-0.8424136326530594,-1.3762816326530625,monotonic_down,0.15
GRP,,0.5918801632653072,0.11126433352747789,5.319585751341747,6.130658200631325e-07,2.910916013466844e-06,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8163265306122449,2.0927279999999997,2.684608163265307,3.9179724489795924,0.5918801632653072,1.2333642857142855,monotonic_up,0.15
CHP2,,-0.5704474897959191,0.10925241295934544,-5.221371998513128,6.193332230400644e-07,2.939941303087217e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7857142857142857,10.224498000000002,9.654050510204083,5.3232035714285715,-0.5704474897959191,-4.330846938775512,monotonic_down,0.15
CBS,,-0.7726422448979595,0.14349351392063991,-5.384509890288663,7.214817909532919e-07,3.384334392646139e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8775510204081632,4.180580000000001,3.4079377551020413,3.0331341836734698,-0.7726422448979595,-0.37480357142857157,monotonic_down,0.15
ANK3,,-0.5204202448979611,0.09933276844386818,-5.239159776283137,7.441436621752374e-07,3.483770673178392e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7857142857142857,8.565483000000004,8.045062755102043,6.4773117346938776,-0.5204202448979611,-1.5677510204081653,monotonic_down,0.15
LOC728264,,0.5045607755102024,0.09723949006328353,5.1888463748815825,7.593534137580885e-07,3.5479973001114125e-06,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8367346938775511,2.658278000000001,3.1628387755102034,2.6907479591836743,0.5045607755102024,-0.47209081632652916,non_monotonic,0.15
RAB6B,,-0.6162346938775514,0.11581176449197403,-5.321002547372961,8.197620030803317e-07,3.804111269473438e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8367346938775511,4.1024,3.486165306122449,3.0186591836734706,-0.6162346938775514,-0.46750612244897827,monotonic_down,0.15
BEND5,,0.5129955510204058,0.09937616837891435,5.1621586884331245,8.428898759231556e-07,3.902875300967141e-06,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.7040816326530612,2.785532,3.2985275510204057,2.413306122448979,0.5129955510204058,-0.8852214285714268,adjacent_specific,0.15
PRAC,,2.542133959183674,0.4905212754337175,5.182515186392123,8.587433201657811e-07,3.972418079678443e-06,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.7244897959183674,3.287664000000001,5.829797959183675,4.212126530612245,2.542133959183674,-1.6176714285714295,adjacent_specific,0.15
SVOPL,,-0.7775648979591847,0.14718107421097376,-5.2830494826026335,9.220013422892899e-07,4.2464696558268215e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8163265306122449,3.7614700000000014,2.9839051020408167,2.261720408163265,-0.7775648979591847,-0.7221846938775518,monotonic_down,0.15
HPGDS,,-0.6679355306122465,0.12492307380918648,-5.346774700985051,9.405678120797357e-07,4.326748282676533e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8571428571428571,4.9260340000000005,4.258098469387754,2.7471428571428564,-0.6679355306122465,-1.5109556122448975,monotonic_down,0.15
OSTalpha,,-0.7683585918367353,0.14889680611657097,-5.1603430045046705,9.68353610687784e-07,4.436345704402167e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7959183673469388,5.053054,4.284695408163265,3.028123979591835,-0.7683585918367353,-1.25657142857143,monotonic_down,0.15
SGEF,,0.556609183673471,0.10704248580423902,5.199890300486917,9.754908002774144e-07,4.467968447746444e-06,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.7346938775510204,3.03705,3.593659183673471,3.080276530612248,0.556609183673471,-0.5133826530612229,adjacent_specific,0.15
CXCL3,,0.5824498367346931,0.11400066955186741,5.10917908661662,1.011390540379104e-06,4.615742063475105e-06,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.7857142857142857,3.5170169999999996,4.099466836734693,7.291461224489797,0.5824498367346931,3.1919943877551047,monotonic_up,0.15
AGR3,,-0.565269469387756,0.11025455233759328,-5.126949022993014,1.0171827200522526e-06,4.639951842308311e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7448979591836735,10.221546,9.656276530612244,7.188825510204077,-0.565269469387756,-2.467451020408167,monotonic_down,0.15
SDCBP2,,-0.5573878367346925,0.10888101489971896,-5.119238071467786,1.0195913885161868e-06,4.649825158646275e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7346938775510204,9.094695999999999,8.537308163265307,5.481344897959184,-0.5573878367346925,-3.055963265306122,monotonic_down,0.15
SCGB2A1,,-0.8998402857142898,0.17591308831992258,-5.115254892676343,1.0727053913074322e-06,4.869888090246426e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7244897959183674,7.113626000000002,6.213785714285712,3.7131622448979607,-0.8998402857142898,-2.5006234693877514,monotonic_down,0.15
DPP6,,0.5311794897959183,0.10285288663151951,5.164458744837377,1.2389573114315173e-06,5.558375874094272e-06,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.7448979591836735,2.27452,2.805699489795918,2.237320918367347,0.5311794897959183,-0.5683785714285712,adjacent_specific,0.15
CDHR2,,-0.5759310612244937,0.11376793503949248,-5.0623320272497665,1.260810566385037e-06,5.651090674192821e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7551020408163265,7.394428000000002,6.8184969387755086,4.421924489795919,-0.5759310612244937,-2.3965724489795894,monotonic_down,0.15
SLC25A33,,-0.5524412653061175,0.10536754841995453,-5.242992492378194,1.3136759928364518e-06,5.8667487298208284e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9081632653061225,8.181127999999996,7.628686734693878,7.59993775510204,-0.5524412653061175,-0.028748979591838086,field_shift_then_plateau,0.15
GDPD2,,-0.5840640408163287,0.11489285087408684,-5.083554254010243,1.3138559130228998e-06,5.8667487298208284e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7551020408163265,4.954012000000001,4.369947959183673,2.530353061224491,-0.5840640408163287,-1.8395948979591816,monotonic_down,0.15
APOC1,,-0.7608877551020381,0.14963522357832804,-5.0849508351470725,1.321755049424438e-06,5.8951080208576475e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.826530612244898,7.275150000000002,6.514262244897964,7.778179591836734,-0.7608877551020381,1.2639173469387703,adjacent_specific,0.15
IL3RA,,0.5409670612244906,0.10605568002936189,5.1007834853797736,1.352330230075802e-06,6.018786250734752e-06,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8367346938775511,4.587935999999999,5.12890306122449,4.423191836734693,0.5409670612244906,-0.7057112244897965,adjacent_specific,0.15
DUSP21,,-0.635382408163264,0.11897829390860347,-5.340322064555329,1.3819303242516583e-06,6.136183156192065e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,3.580361999999999,2.944979591836735,2.8063632653061212,-0.635382408163264,-0.13861632653061395,field_shift_then_plateau,0.15
AKR1B15,,-0.5927200000000017,0.11763968800261061,-5.038435667959679,1.389768767181646e-06,6.169549388467833e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7653061224489796,7.63307,7.040349999999998,3.61473163265306,-0.5927200000000017,-3.4256183673469383,monotonic_down,0.15
HTR2B,,0.5713300816326541,0.11294311649388783,5.058564872021863,1.492259334896723e-06,6.584615929648577e-06,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.7959183673469388,2.372523999999999,2.943854081632653,2.5056112244897957,0.5713300816326541,-0.4382428571428574,non_monotonic,0.15
C6orf105,,-0.5114632448979588,0.10210333435902275,-5.0092707364435,1.5593223932357395e-06,6.850368797233152e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8775510204081632,9.367676,8.85621275510204,4.880088265306121,-0.5114632448979588,-3.97612448979592,monotonic_down,0.15
PNMA1,,0.5561044897959171,0.111374679007054,4.9930962293565475,1.695728535132471e-06,7.3967173674506874e-06,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.7755102040816326,5.944169999999999,6.500274489795916,5.39690306122449,0.5561044897959171,-1.1033714285714256,adjacent_specific,0.15
ALDOB,,-1.2360825714285713,0.23685039111960748,-5.218832722148049,1.7095320637207669e-06,7.4552199938716e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9183673469387755,4.7206790000000005,3.4845964285714293,4.238295918367348,-1.2360825714285713,0.753699489795919,adjacent_specific,0.15
KLK15,,-0.5443509795918389,0.10716353662497143,-5.079628731336525,1.7102698361974116e-06,7.456729489626453e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7959183673469388,3.9296770000000003,3.3853260204081614,2.8477433673469394,-0.5443509795918389,-0.537582653061222,monotonic_down,0.15
GXYLT2,,-0.5353384489795934,0.1046039597995138,-5.117764662118285,1.7766434415048556e-06,7.72136295965589e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7959183673469388,5.426016,4.890677551020406,4.797604081632653,-0.5353384489795934,-0.09307346938775307,field_shift_then_plateau,0.15
TMEM200A,,0.9461463265306103,0.1860931071412838,5.084263146900365,1.7791195011298198e-06,7.730359493727014e-06,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.826530612244898,5.311095,6.25724132653061,5.993986224489794,0.9461463265306103,-0.2632551020408158,non_monotonic,0.15
DUOX2,,1.2077637551020417,0.2412308533773439,5.006671983259142,1.8415367767698427e-06,7.977897663184938e-06,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8367346938775511,3.307023999999999,4.514787755102041,5.49269693877551,1.2077637551020417,0.9779091836734697,monotonic_up,0.15
KCTD9,,-0.5325387755102042,0.10606228067754289,-5.021000605571189,1.978606172062566e-06,8.515520234193322e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8061224489795918,5.3063,4.773761224489796,3.4311928571428565,-0.5325387755102042,-1.3425683673469395,monotonic_down,0.15
TOP2A,,-0.5312080408163302,0.10722496410240887,-4.95414519615956,1.995109403748014e-06,8.576853250702683e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7142857142857143,7.204606000000001,6.673397959183671,8.581742857142856,-0.5312080408163302,1.9083448979591857,adjacent_specific,0.15
POPDC3,,-1.3117650612244889,0.2507304390881787,-5.231774275173497,2.142407645270176e-06,9.174863150234852e-06,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8673469387755102,4.257262,2.945496938775511,2.6405295918367355,-1.3117650612244889,-0.3049673469387755,monotonic_down,0.15
PLAC8,,-0.5052105714285737,0.10215977546404394,-4.945298373393422,2.376220155711981e-06,1.0078688296893767e-05,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8571428571428571,11.441982000000001,10.936771428571427,7.1382724489795955,-0.5052105714285737,-3.798498979591832,monotonic_down,0.15
IL18,,-0.5096296734693855,0.10369171559482189,-4.914854292321451,2.4721870593735305e-06,1.0453129382738623e-05,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8163265306122449,7.786095999999999,7.276466326530613,5.9610193877551,-0.5096296734693855,-1.315446938775513,monotonic_down,0.15
C1QC,,-0.7437155510204061,0.1518035201955107,-4.899198319397076,2.6332424538626097e-06,1.1087336647842567e-05,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7244897959183674,7.348387999999997,6.604672448979591,6.2427438775510184,-0.7437155510204061,-0.3619285714285727,monotonic_down,0.15
PLA2G12B,,-0.8364851020408159,0.16544398515627504,-5.056001892427149,2.6846046002284434e-06,1.1273681426632017e-05,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8163265306122449,4.561979999999999,3.7254948979591833,3.3538438775510198,-0.8364851020408159,-0.37165102040816356,monotonic_down,0.15
CENPK,,-0.5653540816326528,0.11527863189221686,-4.904240034365147,2.6908686717630974e-06,1.1297494930621692e-05,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.7448979591836735,5.567250000000001,5.001895918367349,6.129815306122448,-0.5653540816326528,1.1279193877550995,adjacent_specific,0.15
BLVRA,,0.5278286122448996,0.1082767674651891,4.874809477615742,2.919138348881563e-06,1.2165346687825667e-05,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.7142857142857143,5.817601999999999,6.345430612244899,6.597606122448978,0.5278286122448996,0.25217551020407925,monotonic_up,0.15
LGALS1,,0.680969265306123,0.14025703660294225,4.8551522390559185,3.0934782129027523e-06,1.2847297222573679e-05,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.7551020408163265,8.695544,9.376513265306123,9.499348979591838,0.680969265306123,0.12283571428571527,field_shift_then_plateau,0.15
