gene_symbol,entrez_id,comparison,log2_fold_change,standard_error,moderated_statistic,p_value,adjusted_p_value,average_expression,confidence_interval_lower,confidence_interval_upper,direction,mapping_status,analysis_provenance_x,adjacent_direction_consistency,healthy,adjacent_normal,tumor,healthy_to_adjacent,adjacent_to_tumor,trajectory_category,rule_tolerance,analysis_provenance_y,deposited_log2fc,deposited_adjusted_p_value,deposited_sign_agreement,outlier_sensitivity_status,analysis_provenance,candidate_rule
BIN2,51411,adjacent_vs_healthy,-0.59599629084345,0.0585917302303103,-10.2267629515494,6.34251178073337e-19,2.52743626779655e-17,4.36031222847491,-0.711155622710275,-0.480836958976625,down,mapped_unique,raw_cel_rma_limma,0.9285714285714286,4.754958421060433,4.158962130216986,3.7610299202520956,-0.5959962908434466,-0.39793220996489076,monotonic_down,0.15,raw_cel_rma,-0.5977325714285717,2.14660214048838e-18,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
GLUD1,2746,adjacent_vs_healthy,-0.563899634576611,0.0554296396111523,-10.2229243482071,6.491822339288381e-19,2.57583251187644e-17,8.23090929630101,-0.672898112963185,-0.454901156190037,down,mapped_unique,raw_cel_rma_limma,0.9591836734693877,8.604302297574712,8.040402662998106,7.741569768329468,-0.5638996345766056,-0.2988328946686387,monotonic_down,0.15,raw_cel_rma,-0.5633876734693875,5.4116939463766425e-14,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
ANKRA2,57763,adjacent_vs_healthy,-0.576265636204184,0.0566651288452679,-10.2214082344075,6.551756053860399e-19,2.5940464547297402e-17,6.22143890896026,-0.687670911870354,-0.464860360538013,down,mapped_unique,raw_cel_rma_limma,0.9897959183673469,6.603020208608984,6.026754572404799,6.275630231869069,-0.5762656362041856,0.2488756594642707,non_monotonic,0.15,raw_cel_rma,-0.5754729183673453,1.424665468149874e-16,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
IGDCC4,57722,adjacent_vs_healthy,1.04266038500056,0.103021743699314,10.2045045709554,7.2585427085520205e-19,2.86774475814374e-17,5.19619753685129,0.840756480454839,1.24456428954628,up,mapped_unique,raw_cel_rma_limma,0.9489795918367347,4.505787281918482,5.548447666919042,5.670304166348445,1.04266038500056,0.12185649942940291,field_shift_then_plateau,0.15,raw_cel_rma,1.041124408163265,2.2922133947301538e-17,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
NXT2,55916,adjacent_vs_healthy,-0.562682812138396,0.0554858341734256,-10.1906308972156,7.89509329452408e-19,3.09936889630043e-17,2.77455897614809,-0.671790749702313,-0.453574874574478,down,mapped_unique,raw_cel_rma_limma,0.9795918367346939,3.1471462436451354,2.58446343150674,2.9555902926620012,-0.5626828121383953,0.37112686115526117,non_monotonic,0.15,raw_cel_rma,-0.561437673469388,1.0046404184326652e-10,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
C11orf54,28970,adjacent_vs_healthy,-0.738726905374461,0.0731933157434374,-10.162594778559,9.35639369009658e-19,3.6574993515832103e-17,7.35176143556821,-0.882366138218591,-0.595087672530331,down,mapped_unique,raw_cel_rma_limma,0.9591836734693877,7.84091844047832,7.1021915351038585,6.180928019249046,-0.7387269053744614,-0.9212635158548128,monotonic_down,0.15,raw_cel_rma,-0.7394569795918366,3.116706999906426e-18,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
ZBTB8OS,339487,adjacent_vs_healthy,-0.537994476759545,0.0531793684043221,-10.1618506928928,9.398648677894241e-19,3.66626611928828e-17,7.06505232732097,-0.642610637143027,-0.433378316376063,down,mapped_unique,raw_cel_rma_limma,0.9591836734693877,7.42129191328338,6.883297436523827,6.549337675155737,-0.537994476759553,-0.3339597613680896,monotonic_down,0.15,raw_cel_rma,-0.5380484897959192,8.557103326354384e-14,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
ARL4C,10123,adjacent_vs_healthy,0.953331180383341,0.094628461065365,10.1552174666315,9.7838462994876e-19,3.80849090689528e-17,5.25559570352027,0.76782929042519,1.13883307034149,up,mapped_unique,raw_cel_rma_limma,0.9591836734693877,4.624335867861036,5.577667048244375,5.905094819545569,0.9533311803833389,0.3274277713011946,monotonic_up,0.15,raw_cel_rma,0.9547868571428556,3.40315033970366e-17,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
TOM1L1,10040,adjacent_vs_healthy,-0.720017017097184,0.0713853273817133,-10.1546586668858,9.817006548220299e-19,3.81337082093683e-17,5.7626590651113,-0.860127683916003,-0.579906350278364,down,mapped_unique,raw_cel_rma_limma,0.9897959183673469,6.239427089945922,5.519410072848739,5.634104662419013,-0.7200170170971827,0.11469458957027356,field_shift_then_plateau,0.15,raw_cel_rma,-0.7211174285714277,2.4307603552745943e-19,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
GPR160,26996,adjacent_vs_healthy,-1.20952129465626,0.120485506046352,-10.1255234627877,1.17105334100237e-18,4.51099505731955e-17,9.56014251076619,-1.44556357608104,-0.973479013231487,down,mapped_unique,raw_cel_rma_limma,1.0,10.361041746416957,9.151520451760698,9.579601714707737,-1.209521294656259,0.42808126294703897,non_monotonic,0.15,raw_cel_rma,-1.208106530612243,7.769975868260205e-24,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
EFEMP2,30008,adjacent_vs_healthy,1.2049591019673,0.120076443190602,10.1216258023768,1.19900508075947e-18,4.60906526886542e-17,5.37967570877171,0.969716595401405,1.44020160853319,up,mapped_unique,raw_cel_rma_limma,0.9693877551020408,4.581797384496073,5.786756486463371,5.742280344425081,1.2049591019672983,-0.04447614203828998,field_shift_then_plateau,0.15,raw_cel_rma,1.2018991020408176,1.49873700481739e-23,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
COL5A1,1289,adjacent_vs_healthy,0.920419653601559,0.0916725621490202,10.1196924162137,1.2131160849455e-18,4.65363411009178e-17,4.57645235992468,0.740693061261569,1.10014624594155,up,mapped_unique,raw_cel_rma_limma,0.9693877551020408,3.9669852919993196,4.887404945600876,6.37936443861922,0.9204196536015563,1.491959493018344,monotonic_up,0.15,raw_cel_rma,0.9218585714285714,1.2614490775337632e-22,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
ATP6V0D2,245972,adjacent_vs_healthy,-0.678850104549416,0.0675746051561585,-10.1106240789999,1.28154441922425e-18,4.8958174197224e-17,3.29373628882736,-0.811525287444069,-0.546174921654764,down,mapped_unique,raw_cel_rma_limma,0.9489795918367347,3.743245141839814,3.0643950372903945,2.7918654373350895,-0.6788501045494195,-0.272529599955305,monotonic_down,0.15,raw_cel_rma,-0.6790224081632661,5.446674023920936e-13,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
MLLT11,10962,adjacent_vs_healthy,1.34933904427886,0.134673537665315,10.1079928651426,1.3021102040783799e-18,4.9539131015245505e-17,3.94440964955855,1.08555414535544,1.61312394320227,up,mapped_unique,raw_cel_rma_limma,1.0,3.0509283905090374,4.400267434787894,3.845026331739198,1.3493390442788566,-0.5552411030486959,adjacent_specific,0.15,raw_cel_rma,1.3473588979591842,1.151446537345712e-23,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
BLOC1S2,282991,adjacent_vs_healthy,-0.636952569159973,0.0633908508425091,-10.1083293151783,1.29946224079722e-18,4.9539131015245505e-17,5.71831940171175,-0.761467514004512,-0.512437624315435,down,mapped_unique,raw_cel_rma_limma,0.9693877551020408,6.140085292101462,5.503132722941487,5.708080522082513,-0.6369525691599751,0.204947799141026,non_monotonic,0.15,raw_cel_rma,-0.6372571020408166,5.885163011998535e-15,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
HEATR5A,25938,adjacent_vs_healthy,-0.707273851450401,0.0704544951947855,-10.1059558773899,1.3182572163945299e-18,5.00504639243015e-17,5.24975791849881,-0.845568053684755,-0.568979649216047,down,mapped_unique,raw_cel_rma_limma,0.9693877551020408,5.718087901215969,5.01081404976557,4.542384893725329,-0.7072738514503989,-0.4684291560402416,monotonic_down,0.15,raw_cel_rma,-0.7075766530612242,5.955626320619949e-16,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
FAM20C,56975,adjacent_vs_healthy,0.856142451580004,0.0854580640156903,10.0948548045479,1.4098285275994799e-18,5.34174784330213e-17,5.90195926197662,0.688555684070695,1.02372921908931,up,mapped_unique,raw_cel_rma_limma,0.9795918367346939,5.335054125119597,6.1911965766996,6.003125688645047,0.8561424515800029,-0.1880708880545532,non_monotonic,0.15,raw_cel_rma,0.8567581836734695,1.1709206698471277e-21,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
AHI1,54806,adjacent_vs_healthy,0.567333390555965,0.0565043103464086,10.0913545261776,1.4399968647700198e-18,5.44489612057211e-17,4.56538956068532,0.456241425229455,0.678425355882475,up,mapped_unique,raw_cel_rma_limma,0.9693877551020408,4.189722856127988,4.757056246683953,4.671111828723845,0.567333390555965,-0.08594441796010788,field_shift_then_plateau,0.15,raw_cel_rma,0.5670371224489799,6.032221167010647e-13,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
ENC1,8507,adjacent_vs_healthy,0.617273840657423,0.0615788253190955,10.0821111306819,1.52279488090414e-18,5.72286124957675e-17,6.81157834699193,0.496292007349989,0.738255673964857,up,mapped_unique,raw_cel_rma_limma,0.9591836734693877,6.402842966016066,7.0201168066734905,8.862340149334916,0.6172738406574245,1.8422233426614252,monotonic_up,0.15,raw_cel_rma,0.6145857551020422,1.0490837929435803e-17,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
TRIB1,10221,adjacent_vs_healthy,0.802785333685119,0.0802196599686748,10.0811179798457,1.5319687916738e-18,5.74565982921877e-17,6.39128956543904,0.645428901041024,0.960141766329214,up,mapped_unique,raw_cel_rma_limma,0.9591836734693877,5.859715493134021,6.662500826819146,6.619559113013913,0.802785333685125,-0.042941713805233483,field_shift_then_plateau,0.15,raw_cel_rma,0.802377877551022,8.167534713960495e-24,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
TWF1,5756,adjacent_vs_healthy,-0.913946634557607,0.0915459076912788,-10.0623776344969,1.71578634170402e-18,6.40906857739544e-17,5.46015516940251,-1.09342578077372,-0.734467488341496,down,mapped_unique,raw_cel_rma_limma,0.9897959183673469,6.065336049042,5.151389414484401,5.207481001290686,-0.9139466345575995,0.056091586806285676,field_shift_then_plateau,0.15,raw_cel_rma,-0.9142274693877548,3.7476293117108894e-14,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
COL18A1,80781,adjacent_vs_healthy,0.986851172837213,0.0989639335928738,10.0531608000324,1.8141008029017298e-18,6.73548671599456e-17,5.08855247423721,0.792877494472836,1.18082485120159,up,mapped_unique,raw_cel_rma_limma,0.9693877551020408,4.435096967899048,5.421948140736266,6.301544392237618,0.986851172837218,0.8795962515013525,monotonic_up,0.15,raw_cel_rma,0.988017224489794,1.321449908671585e-19,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
MAFF,23764,adjacent_vs_healthy,0.660168679675375,0.0661662109028142,10.0402996991375,1.96074453327037e-18,7.236360562908021e-17,4.22875845914943,0.53024090242202,0.79009645692873,up,mapped_unique,raw_cel_rma_limma,0.9489795918367347,3.7916197388238384,4.4517884184992145,4.485062918603155,0.6601686796753761,0.03327450010394095,field_shift_then_plateau,0.15,raw_cel_rma,0.6624144693877558,1.739502249059887e-20,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
SEPHS2,22928,adjacent_vs_healthy,-0.657229579479878,0.0659296080757388,-10.0312314494463,2.07119075222057e-18,7.59847559693619e-17,8.79643164032767,-0.786695844524762,-0.527763314434995,down,mapped_unique,raw_cel_rma_limma,0.9897959183673469,9.231624199712993,8.574394620233116,8.0572282816527,-0.6572295794798766,-0.5171663385804166,monotonic_down,0.15,raw_cel_rma,-0.6570402857142845,7.63260332783848e-21,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
LGI1,9211,adjacent_vs_healthy,0.860125799266358,0.0864358131075626,10.0275508063514,2.11776935013162e-18,7.753971343353191e-17,3.20222920702759,0.690629245542926,1.02962235298979,up,mapped_unique,raw_cel_rma_limma,0.9489795918367347,2.632686448053924,3.492812247320283,2.322509436872375,0.8601257992663593,-1.1703028104479083,adjacent_specific,0.15,raw_cel_rma,0.8575808367346935,4.172391023931112e-23,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
RMND5A,64795,adjacent_vs_healthy,-0.719851182737417,0.0723673104973424,-10.0153304658905,2.28003867406531e-18,8.331603771436299e-17,6.423050514241,-0.861878278910817,-0.577824086564016,down,mapped_unique,raw_cel_rma_limma,0.9795918367346939,6.899708729837396,6.179857547099977,5.716972232633627,-0.7198511827374192,-0.46288531446634984,monotonic_down,0.15,raw_cel_rma,-0.7195447755102045,7.143677365675722e-19,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
PLAT,5327,adjacent_vs_healthy,0.977901995755096,0.0984476172290803,10.0140839426812,2.29727209532269e-18,8.37801992949046e-17,6.513441627138,0.784937293375837,1.17086669813436,up,mapped_unique,raw_cel_rma_limma,0.9387755102040817,5.865911927246118,6.843813923001209,6.0715223819573385,0.977901995755091,-0.7722915410438702,adjacent_specific,0.15,raw_cel_rma,0.9759352653061236,1.4733247280254316e-16,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
SNORA74B,677841,adjacent_vs_healthy,-0.527416894269141,0.0529089356688253,-10.0124499146171,2.32005970941384e-18,8.44446929666574e-17,3.58798420168991,-0.631506520595905,-0.423327267942376,down,mapped_unique,raw_cel_rma_limma,0.9897959183673469,3.937219712760018,3.4098028184908777,3.4599683527281835,-0.5274168942691402,0.05016553423730574,field_shift_then_plateau,0.15,raw_cel_rma,-0.5270440612244891,6.874984349305612e-12,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
IGSF10,285313,adjacent_vs_healthy,1.40637171696065,0.141857818397765,10.0024764886896,2.46411439081429e-18,8.91613993858244e-17,3.28109738374572,1.12853710143814,1.68420633248316,up,mapped_unique,raw_cel_rma_limma,0.9897959183673469,2.3498512468393487,3.7562229637999978,2.3034070038736503,1.406371716960649,-1.4528159599263475,adjacent_specific,0.15,raw_cel_rma,1.4040191020408166,2.7542272595451225e-23,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
TUBA1A,7846,adjacent_vs_healthy,1.62668487937513,0.164224242797958,9.9955574352043,2.56925851579968e-18,9.27843553850313e-17,8.53531630677873,1.30510402862867,1.9482657301216,up,mapped_unique,raw_cel_rma_limma,0.9897959183673469,7.458187129895191,9.08487200927033,8.727864542960146,1.626684879375138,-0.35700746631018276,non_monotonic,0.15,raw_cel_rma,1.6237655918367349,2.360800926340365e-23,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
PCDH17,27253,adjacent_vs_healthy,0.885304932454398,0.0894103353014885,9.97900628193108,2.83928012950445e-18,1.0154408045365e-16,3.34638782413844,0.709997892449745,1.06061197245905,up,mapped_unique,raw_cel_rma_limma,0.9897959183673469,2.7601723958916087,3.6454773283460074,4.4617477509423065,0.8853049324543987,0.8162704225962991,monotonic_up,0.15,raw_cel_rma,0.8817716734693875,3.0020859077892253e-23,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
TP53TG1,11257,adjacent_vs_healthy,-0.763676013902107,0.0770775889111591,-9.97905093011455,2.83851493675325e-18,1.0154408045365e-16,6.03423851908306,-0.914897562113478,-0.612454465690737,down,mapped_unique,raw_cel_rma_limma,0.9591836734693877,6.53991587963986,5.7762398657377565,5.098005367041248,-0.7636760139021037,-0.6782344986965088,monotonic_down,0.15,raw_cel_rma,-0.7632489387755097,6.464225854759646e-16,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
MAN1A1,4121,adjacent_vs_healthy,-0.723934092107386,0.0730968836747045,-9.97215825234134,2.95911184082401e-18,1.05421922807006e-16,7.44817558219041,-0.86738511071963,-0.580483073495142,down,mapped_unique,raw_cel_rma_limma,0.9489795918367347,7.927537345883134,7.203603253775746,6.034394118178569,-0.7239340921073874,-1.1692091355971774,monotonic_down,0.15,raw_cel_rma,-0.7249076734693869,7.785160303096681e-15,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
PTGER2,5732,adjacent_vs_healthy,-0.802648797764152,0.0811091624287224,-9.96935819356877,3.00954966909194e-18,1.06807242574875e-16,4.84157669931702,-0.961742184956705,-0.643555410571599,down,mapped_unique,raw_cel_rma_limma,0.9489795918367347,5.3730603627013895,4.570411564937236,4.021676959853558,-0.8026487977641539,-0.5487346050836779,monotonic_down,0.15,raw_cel_rma,-0.80134830612245,4.690912061429999e-17,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
ELAVL4,1996,adjacent_vs_healthy,1.40852073739271,0.142597824133752,9.96584910888052,3.07397111317279e-18,1.08884532342078e-16,3.81713926204557,1.1292388909344,1.68780258385102,up,mapped_unique,raw_cel_rma_limma,0.9693877551020408,2.884470125123374,4.292990862516084,2.8361103359047983,1.4085207373927098,-1.4568805266112856,adjacent_specific,0.15,raw_cel_rma,1.4025910612244896,3.4319855751662843e-23,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
GJA4,2701,adjacent_vs_healthy,0.625405023316628,0.063179724581704,9.95799679649326,3.2231514385108398e-18,1.13950420837601e-16,2.86701769831966,0.501301774136071,0.749508272497185,up,mapped_unique,raw_cel_rma_limma,0.9591836734693877,2.452898155853242,3.0783031791698665,3.3430421851303302,0.6254050233166244,0.26473900596046374,monotonic_up,0.15,raw_cel_rma,0.6254347346938776,1.5385083107041162e-21,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
GCLM,2730,adjacent_vs_healthy,-0.72623730491449,0.0734406257375256,-9.95731490038472,3.2364419651603e-18,1.14201931175218e-16,5.93659014845199,-0.870359238737676,-0.582115371091304,down,mapped_unique,raw_cel_rma_limma,0.9795918367346939,6.417477012516986,5.691239707602499,6.0861631120380455,-0.7262373049144877,0.39492340443554674,non_monotonic,0.15,raw_cel_rma,-0.725488346938775,1.4470404083989128e-14,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
CKS1B,1163,adjacent_vs_healthy,-0.754926939008903,0.0765350293128386,-9.93431017150216,3.7183094538467695e-18,1.30458333589425e-16,6.65515340332283,-0.905089261480319,-0.604764616537486,down,mapped_unique,raw_cel_rma_limma,0.9285714285714286,7.155037457531433,6.400110518522528,7.588906712467837,-0.7549269390089055,1.1887961939453096,adjacent_specific,0.15,raw_cel_rma,-0.762000530612247,2.336971927658828e-18,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
TAGLN,6876,adjacent_vs_healthy,2.55386001006239,0.259527199262613,9.93336575556647,3.73955197698749e-18,1.30820170607894e-16,8.33750561377796,2.0458240780337,3.06189594209107,up,mapped_unique,raw_cel_rma_limma,0.9795918367346939,6.646436147655567,9.200296157717949,7.686710048732167,2.5538600100623814,-1.5135861089857814,adjacent_specific,0.15,raw_cel_rma,2.551804040816326,2.7033120889790336e-22,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
RTN1,6252,adjacent_vs_healthy,1.20037712784726,0.12189231812733,9.93322302610247,3.74277286379535e-18,1.30820170607894e-16,4.2000428423634,0.961584291442177,1.43916996425235,up,mapped_unique,raw_cel_rma_limma,0.9693877551020408,3.4051985279780554,4.605575655825316,3.3484447867688822,1.2003771278472604,-1.2571308690564336,adjacent_specific,0.15,raw_cel_rma,1.2063998367346942,3.570370208622532e-23,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
WWTR1,25937,adjacent_vs_healthy,1.80568850594723,0.183756833135113,9.91716732797232,4.12332065977149e-18,1.43308644735291e-16,5.71355232863011,1.44589861095493,2.16547840093953,up,mapped_unique,raw_cel_rma_limma,0.9693877551020408,4.517893723340729,6.323582229287961,5.498125214859696,1.8056885059472325,-0.8254570144282649,adjacent_specific,0.15,raw_cel_rma,1.805371265306121,8.753094694882585e-23,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
POLR2K,5440,adjacent_vs_healthy,-0.554698622693691,0.0562547663505583,-9.90998279114482,4.30587108213702e-18,1.49211540039365e-16,9.19270467475829,-0.66530443668497,-0.444092808702411,down,mapped_unique,raw_cel_rma_limma,0.9489795918367347,9.560005114109524,9.005306491415823,9.626554382349878,-0.5546986226937012,0.6212478909340557,adjacent_specific,0.15,raw_cel_rma,-0.5543662244897956,5.188787833942972e-18,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
KRCC1,51315,adjacent_vs_healthy,-0.605282103638245,0.0614310168534773,-9.90985075472573,4.3093002910232894e-18,1.49211540039365e-16,7.37176307783845,-0.725975772277869,-0.484588434998622,down,mapped_unique,raw_cel_rma_limma,0.9285714285714286,7.772557984301611,7.167275880663366,6.0525828216375555,-0.6052821036382445,-1.1146930590258108,monotonic_down,0.15,raw_cel_rma,-0.6053122040816339,4.918668424082157e-16,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
CCNJL,79616,adjacent_vs_healthy,-0.561101305218503,0.0569304572125347,-9.90646621401601,4.3981379397426e-18,1.52002935524936e-16,3.47514700506155,-0.673023517327758,-0.449179093109247,down,mapped_unique,raw_cel_rma_limma,0.9489795918367347,3.846687058517047,3.2855857532985433,3.0067663790414483,-0.5611013052185037,-0.278819374257095,monotonic_down,0.15,raw_cel_rma,-0.5606989387755097,8.192580548923201e-16,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
DLC1,10395,adjacent_vs_healthy,1.43602621001831,0.146293116381325,9.90416857273928,4.45948464724834e-18,1.5378524372333399e-16,5.34900397922049,1.14951731345299,1.72253510658362,up,mapped_unique,raw_cel_rma_limma,0.9489795918367347,4.398121759073238,5.8341479690915445,5.357583072952793,1.4360262100183068,-0.4765648961387514,non_monotonic,0.15,raw_cel_rma,1.4379756326530613,4.354463914056139e-22,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
NRN1,51299,adjacent_vs_healthy,0.944586467609172,0.0962046933268163,9.89773196346736,4.6359209024681e-18,1.59327467447277e-16,4.04267317563943,0.756004657580324,1.13316827763802,up,mapped_unique,raw_cel_rma_limma,0.9693877551020408,3.4172037578982186,4.36179022550739,4.364188860800804,0.9445864676091711,0.0023986352934146637,field_shift_then_plateau,0.15,raw_cel_rma,0.943496959183674,3.6551351875914933e-22,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
APOM,55937,adjacent_vs_healthy,-0.793568435582037,0.0808587706084401,-9.88696133117259,4.94685809153612e-18,1.6907099096580899e-16,3.93014436470121,-0.952172867502139,-0.634964003661935,down,mapped_unique,raw_cel_rma_limma,0.9795918367346939,4.45561535582986,3.6620469202478247,3.9655683699364848,-0.7935684355820349,0.30352144968866,non_monotonic,0.15,raw_cel_rma,-0.7921686938775521,1.0440657837716694e-11,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
NKX2-3,159296,adjacent_vs_healthy,1.20099041977559,0.122876613169182,9.85884281842729,5.8601101061918e-18,1.98813643786214e-16,5.53764357415613,0.960273083201641,1.44170775634954,up,mapped_unique,raw_cel_rma_limma,0.9693877551020408,4.7423931610614805,5.943383580837071,3.9211992049301307,1.2009904197755903,-2.02218437590694,adjacent_specific,0.15,raw_cel_rma,1.2005695102040814,2.054795163961285e-22,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
IGFBP3,3486,adjacent_vs_healthy,0.990569712946911,0.101388396449511,9.85043296699569,6.164582698413409e-18,2.08760318852864e-16,5.05063854545483,0.791857987591978,1.18928143830184,up,mapped_unique,raw_cel_rma_limma,0.9489795918367347,4.394720762557555,5.3852904755044655,5.793744429051921,0.9905697129469102,0.40845395354745584,monotonic_up,0.15,raw_cel_rma,0.9878160408163268,1.7948070068806342e-19,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
