probe_id,gene_symbol,entrez_id,symbol_count,entrez_count,mapping_status,accession
11715828_a_at,M6PR,4074.0,1,1,mapped_unique,GSE44076
11715829_at,PLS3,5358.0,1,1,mapped_unique,GSE44076
11715830_s_at,PLS3,5358.0,1,1,mapped_unique,GSE44076
11715831_s_at,SURF4,6836.0,1,1,mapped_unique,GSE44076
11715832_s_at,SURF4,6836.0,1,1,mapped_unique,GSE44076
11715833_a_at,RUVBL1,8607.0,1,1,mapped_unique,GSE44076
11715834_x_at,RUVBL1,8607.0,1,1,mapped_unique,GSE44076
11715835_a_at,PSMA3,5684.0,1,1,mapped_unique,GSE44076
11715836_x_at,PSMA3,5684.0,1,1,mapped_unique,GSE44076
11715837_a_at,HEXB,3074.0,1,1,mapped_unique,GSE44076
11715838_a_at,NEU1,4758.0,1,1,mapped_unique,GSE44076
11715839_a_at,SDHC,6391.0,1,1,mapped_unique,GSE44076
11715840_s_at,SDHC,6391.0,1,1,mapped_unique,GSE44076
11715841_at,MAPK1,5594.0,1,1,mapped_unique,GSE44076
11715842_a_at,MAPK1,5594.0,1,1,mapped_unique,GSE44076
11715843_at,MAPK1,5594.0,1,1,mapped_unique,GSE44076
11715844_s_at,PTPRF,5792.0,1,1,mapped_unique,GSE44076
11715845_s_at,PTPRF,5792.0,1,1,mapped_unique,GSE44076
11715846_at,EFEMP1,2202.0,1,1,mapped_unique,GSE44076
11715847_x_at,PLAT,5327.0,1,1,mapped_unique,GSE44076
11715848_a_at,ATP5MC2,517.0,1,1,mapped_unique,GSE44076
11715849_a_at,APOLD1,81575.0,2,2,ambiguous,GSE44076
11715849_a_at,DDX47,51202.0,2,2,ambiguous,GSE44076
11715850_x_at,SNHG32,50854.0,1,1,mapped_unique,GSE44076
11715851_s_at,CLU,1191.0,1,1,mapped_unique,GSE44076
11715852_at,PDGFRB,5159.0,1,1,mapped_unique,GSE44076
11715853_a_at,PDGFRB,5159.0,1,1,mapped_unique,GSE44076
11715854_at,PDGFRB,5159.0,1,1,mapped_unique,GSE44076
11715855_a_at,PRCP,5547.0,1,1,mapped_unique,GSE44076
11715856_s_at,PRCP,5547.0,1,1,mapped_unique,GSE44076
11715857_a_at,NCKAP1,10787.0,1,1,mapped_unique,GSE44076
11715858_s_at,NCKAP1,10787.0,1,1,mapped_unique,GSE44076
11715859_at,MIR6743,102465445.0,2,2,ambiguous,GSE44076
11715859_at,RIC8A,60626.0,2,2,ambiguous,GSE44076
11715860_a_at,MIR6743,102465445.0,2,2,ambiguous,GSE44076
11715860_a_at,RIC8A,60626.0,2,2,ambiguous,GSE44076
11715861_a_at,ACTN4,81.0,1,1,mapped_unique,GSE44076
11715862_x_at,CDIPT,10423.0,1,1,mapped_unique,GSE44076
11715863_x_at,DDAH2,23564.0,1,1,mapped_unique,GSE44076
11715864_a_at,HACD3,51495.0,1,1,mapped_unique,GSE44076
11715865_a_at,ATP6V1F,9296.0,1,1,mapped_unique,GSE44076
11715866_x_at,ATP6V1F,9296.0,1,1,mapped_unique,GSE44076
11715867_x_at,MRPL41,64975.0,1,1,mapped_unique,GSE44076
11715868_a_at,TINF2,26277.0,1,1,mapped_unique,GSE44076
11715869_x_at,TINF2,26277.0,1,1,mapped_unique,GSE44076
11715870_a_at,UFD1,7353.0,1,1,mapped_unique,GSE44076
11715871_a_at,UFD1,7353.0,1,1,mapped_unique,GSE44076
11715872_at,ZFAND3,60685.0,1,1,mapped_unique,GSE44076
11715873_a_at,OLFML3,56944.0,1,1,mapped_unique,GSE44076
11715874_s_at,ATP5PD,10476.0,1,1,mapped_unique,GSE44076
11715875_a_at,COMMD7,149951.0,1,1,mapped_unique,GSE44076
11715876_at,P2RX5-TAX1BP3,100533970.0,2,2,ambiguous,GSE44076
11715876_at,TAX1BP3,30851.0,2,2,ambiguous,GSE44076
11715877_s_at,CDK2AP1,8099.0,1,1,mapped_unique,GSE44076
11715878_a_at,PITPNA,5306.0,1,1,mapped_unique,GSE44076
11715879_a_at,PITPNA,5306.0,1,1,mapped_unique,GSE44076
11715880_a_at,PITPNA,5306.0,1,1,mapped_unique,GSE44076
11715881_a_at,DAP3,7818.0,1,1,mapped_unique,GSE44076
11715882_s_at,DAP3,7818.0,1,1,mapped_unique,GSE44076
11715883_x_at,DAP3,7818.0,1,1,mapped_unique,GSE44076
11715884_a_at,TMEM248,55069.0,1,1,mapped_unique,GSE44076
11715885_at,TMEM248,55069.0,1,1,mapped_unique,GSE44076
11715886_at,PIP4K2B,8396.0,1,1,mapped_unique,GSE44076
11715887_s_at,PIP4K2B,8396.0,1,1,mapped_unique,GSE44076
11715888_s_at,PIP4K2B,8396.0,1,1,mapped_unique,GSE44076
11715889_a_at,ATP5ME,521.0,1,1,mapped_unique,GSE44076
11715890_x_at,ATP5ME,521.0,1,1,mapped_unique,GSE44076
11715891_at,PNLIP,5406.0,1,1,mapped_unique,GSE44076
11715892_a_at,MIR6741,102466270.0,2,2,ambiguous,GSE44076
11715892_a_at,PYCR2,29920.0,2,2,ambiguous,GSE44076
11715893_s_at,IFI27,3429.0,1,1,mapped_unique,GSE44076
11715894_x_at,NGRN,51335.0,1,1,mapped_unique,GSE44076
11715895_at,SCARB2,950.0,1,1,mapped_unique,GSE44076
11715896_s_at,SCARB2,950.0,1,1,mapped_unique,GSE44076
11715897_at,SCARB2,950.0,1,1,mapped_unique,GSE44076
11715898_a_at,TNIP1,10318.0,1,1,mapped_unique,GSE44076
11715899_a_at,SUCLG1,8802.0,1,1,mapped_unique,GSE44076
11715900_a_at,COASY,80347.0,1,1,mapped_unique,GSE44076
11715901_a_at,PSMC2,5701.0,1,1,mapped_unique,GSE44076
11715902_a_at,DDX23,9416.0,1,1,mapped_unique,GSE44076
11715903_at,DDX3X,1654.0,1,1,mapped_unique,GSE44076
11715904_s_at,DDX3X,1654.0,1,1,mapped_unique,GSE44076
11715905_x_at,DDX3X,1654.0,1,1,mapped_unique,GSE44076
11715906_a_at,CIAO2B,51647.0,1,1,mapped_unique,GSE44076
11715907_s_at,CIAO2B,51647.0,1,1,mapped_unique,GSE44076
11715908_at,MYO6,4646.0,1,1,mapped_unique,GSE44076
11715909_s_at,MYO6,4646.0,1,1,mapped_unique,GSE44076
11715910_a_at,MYO6,4646.0,1,1,mapped_unique,GSE44076
11715911_at,MYO6,4646.0,1,1,mapped_unique,GSE44076
11715912_at,EFNB1,1947.0,1,1,mapped_unique,GSE44076
11715913_s_at,EFNB1,1947.0,1,1,mapped_unique,GSE44076
11715914_at,EFNB1,1947.0,1,1,mapped_unique,GSE44076
11715915_a_at,CD44,960.0,1,1,mapped_unique,GSE44076
11715916_a_at,CD44,960.0,1,1,mapped_unique,GSE44076
11715917_a_at,CD44,960.0,1,1,mapped_unique,GSE44076
11715918_s_at,CD24,100133941.0,1,1,mapped_unique,GSE44076
11715919_a_at,SH3BGRL3,83442.0,1,1,mapped_unique,GSE44076
11715920_a_at,PGRMC2,10424.0,1,1,mapped_unique,GSE44076
11715921_a_at,SEPTIN9,10801.0,1,1,mapped_unique,GSE44076
11715922_x_at,SEPTIN9,10801.0,1,1,mapped_unique,GSE44076
11715923_a_at,GSS,2937.0,1,1,mapped_unique,GSE44076
11715924_a_at,TRAM1,23471.0,1,1,mapped_unique,GSE44076
11715925_a_at,TRAM1,23471.0,1,1,mapped_unique,GSE44076
11715926_s_at,PLEC,5339.0,1,1,mapped_unique,GSE44076
11715927_x_at,SH3GL1,6455.0,1,1,mapped_unique,GSE44076
11715928_a_at,SH3GL1,6455.0,1,1,mapped_unique,GSE44076
11715929_x_at,SH3GL1,6455.0,1,1,mapped_unique,GSE44076
11715930_at,SDHAF2,54949.0,1,1,mapped_unique,GSE44076
11715931_s_at,SGK1,6446.0,1,1,mapped_unique,GSE44076
11715932_s_at,TUBB6,84617.0,1,1,mapped_unique,GSE44076
11715933_a_at,PPP1R7,5510.0,1,1,mapped_unique,GSE44076
11715934_s_at,TAGLN,6876.0,1,1,mapped_unique,GSE44076
11715935_a_at,NBEAL2,23218.0,1,1,mapped_unique,GSE44076
11715936_x_at,NBEAL2,23218.0,1,1,mapped_unique,GSE44076
11715937_a_at,KHDRBS1,10657.0,1,1,mapped_unique,GSE44076
11715938_x_at,KHDRBS1,10657.0,1,1,mapped_unique,GSE44076
11715939_a_at,KHDRBS1,10657.0,1,1,mapped_unique,GSE44076
11715940_s_at,KHDRBS1,10657.0,1,1,mapped_unique,GSE44076
11715941_s_at,AQP1,358.0,1,1,mapped_unique,GSE44076
11715942_a_at,AQP1,358.0,1,1,mapped_unique,GSE44076
11715943_x_at,PSMB1,5689.0,1,1,mapped_unique,GSE44076
11715944_at,TSG101,7251.0,1,1,mapped_unique,GSE44076
11715945_a_at,RALB,5899.0,1,1,mapped_unique,GSE44076
11715946_a_at,RALB,5899.0,1,1,mapped_unique,GSE44076
11715947_a_at,KCTD12,115207.0,1,1,mapped_unique,GSE44076
11715948_at,KCTD12,115207.0,1,1,mapped_unique,GSE44076
11715949_s_at,KCTD12,115207.0,1,1,mapped_unique,GSE44076
11715950_a_at,KCTD12,115207.0,1,1,mapped_unique,GSE44076
11715951_s_at,KCTD12,115207.0,1,1,mapped_unique,GSE44076
11715952_a_at,MBTPS1,8720.0,1,1,mapped_unique,GSE44076
11715953_a_at,MBTPS1,8720.0,1,1,mapped_unique,GSE44076
11715954_a_at,CNDP2,55748.0,1,1,mapped_unique,GSE44076
11715955_a_at,ARL6IP5,10550.0,1,1,mapped_unique,GSE44076
11715956_s_at,ARL6IP5,10550.0,1,1,mapped_unique,GSE44076
11715957_s_at,PEPD,5184.0,1,1,mapped_unique,GSE44076
11715958_s_at,RPL7,6129.0,1,1,mapped_unique,GSE44076
11715959_a_at,SREBF1,6720.0,1,1,mapped_unique,GSE44076
11715960_x_at,NCBP2,22916.0,1,1,mapped_unique,GSE44076
11715961_a_at,ACTR10,55860.0,1,1,mapped_unique,GSE44076
11715962_at,ACTR10,55860.0,1,1,mapped_unique,GSE44076
11715963_a_at,SPTAN1,6709.0,1,1,mapped_unique,GSE44076
11715964_x_at,SPTAN1,6709.0,1,1,mapped_unique,GSE44076
11715965_at,ST14,6768.0,1,1,mapped_unique,GSE44076
11715966_s_at,ABHD17A,81926.0,1,1,mapped_unique,GSE44076
11715967_a_at,NEDD8,4738.0,1,1,mapped_unique,GSE44076
11715968_s_at,NEDD8,4738.0,2,2,ambiguous,GSE44076
11715968_s_at,NEDD8P1,100128775.0,2,2,ambiguous,GSE44076
11715969_a_at,EPRS1,2058.0,1,1,mapped_unique,GSE44076
11715970_a_at,EPRS1,2058.0,1,1,mapped_unique,GSE44076
11715971_a_at,PFKP,5214.0,1,1,mapped_unique,GSE44076
11715972_at,SMOC2,64094.0,1,1,mapped_unique,GSE44076
11715973_a_at,MTFR1L,56181.0,1,1,mapped_unique,GSE44076
11715974_x_at,MTFR1L,56181.0,1,1,mapped_unique,GSE44076
11715975_a_at,MTFR1L,56181.0,1,1,mapped_unique,GSE44076
11715976_a_at,VGLL4,9686.0,1,1,mapped_unique,GSE44076
11715977_a_at,VGLL4,9686.0,1,1,mapped_unique,GSE44076
11715978_a_at,SNHG32,50854.0,1,1,mapped_unique,GSE44076
11715979_x_at,BRK1,55845.0,1,1,mapped_unique,GSE44076
11715980_at,AIP,9049.0,1,1,mapped_unique,GSE44076
11715981_a_at,VPS11,55823.0,1,1,mapped_unique,GSE44076
11715982_a_at,DUS1L,64118.0,1,1,mapped_unique,GSE44076
11715983_a_at,ADNP,23394.0,1,1,mapped_unique,GSE44076
11715984_s_at,ADNP,23394.0,1,1,mapped_unique,GSE44076
11715985_x_at,HTN3,3347.0,1,1,mapped_unique,GSE44076
11715986_s_at,YPEL5,51646.0,1,1,mapped_unique,GSE44076
11715987_a_at,GH1,2688.0,1,1,mapped_unique,GSE44076
11715988_x_at,ATP5MC1,516.0,1,1,mapped_unique,GSE44076
11715989_a_at,JTB,10899.0,1,1,mapped_unique,GSE44076
11715990_s_at,COX7A2L,9167.0,1,1,mapped_unique,GSE44076
11715991_a_at,MCM2,4171.0,1,1,mapped_unique,GSE44076
11715992_s_at,MCM2,4171.0,1,1,mapped_unique,GSE44076
11715993_s_at,LOC101930112,101930112.0,2,2,ambiguous,GSE44076
11715993_s_at,SPG7,6687.0,2,2,ambiguous,GSE44076
11715994_x_at,ID2,3398.0,1,1,mapped_unique,GSE44076
11715995_at,MRPL16,54948.0,1,1,mapped_unique,GSE44076
11715996_a_at,NOSIP,51070.0,1,1,mapped_unique,GSE44076
11715997_a_at,NDUFC1,4717.0,1,1,mapped_unique,GSE44076
11715998_s_at,CAB39,51719.0,1,1,mapped_unique,GSE44076
11715999_a_at,CAB39,51719.0,1,1,mapped_unique,GSE44076
11716000_a_at,FAF2,23197.0,1,1,mapped_unique,GSE44076
11716001_at,FAF2,23197.0,1,1,mapped_unique,GSE44076
11716002_at,FAF2,23197.0,1,1,mapped_unique,GSE44076
11716003_a_at,FAF2,23197.0,1,1,mapped_unique,GSE44076
11716004_at,FAF2,23197.0,1,1,mapped_unique,GSE44076
11716005_a_at,HYOU1,10525.0,1,1,mapped_unique,GSE44076
11716006_a_at,HYOU1,10525.0,1,1,mapped_unique,GSE44076
11716007_a_at,RBM5,10181.0,1,1,mapped_unique,GSE44076
11716008_x_at,RBM5,10181.0,1,1,mapped_unique,GSE44076
11716009_a_at,DYNC1LI2,1783.0,1,1,mapped_unique,GSE44076
11716010_s_at,DYNC1LI2,1783.0,1,1,mapped_unique,GSE44076
11716011_a_at,TNFAIP1,7126.0,1,1,mapped_unique,GSE44076
11716012_at,TNFAIP1,7126.0,1,1,mapped_unique,GSE44076
11716013_s_at,TMEM258,746.0,1,1,mapped_unique,GSE44076
11716014_a_at,SERPINF1,5176.0,1,1,mapped_unique,GSE44076
11716015_a_at,CMTM3,123920.0,1,1,mapped_unique,GSE44076
11716016_at,MAL2,114569.0,1,1,mapped_unique,GSE44076
11716017_at,MAL2,114569.0,1,1,mapped_unique,GSE44076
11716018_s_at,RAB31,11031.0,1,1,mapped_unique,GSE44076
11716019_at,RAB31,11031.0,1,1,mapped_unique,GSE44076
11716020_s_at,RAD23A,5886.0,1,1,mapped_unique,GSE44076
11716021_x_at,RAD23A,5886.0,1,1,mapped_unique,GSE44076
11716022_at,GRK2,156.0,1,1,mapped_unique,GSE44076
11716023_s_at,GRK2,156.0,1,1,mapped_unique,GSE44076
11716024_a_at,GOLGA7,51125.0,1,1,mapped_unique,GSE44076
11716025_a_at,GOLGA7,51125.0,1,1,mapped_unique,GSE44076
11716026_s_at,SELENOT,51714.0,1,1,mapped_unique,GSE44076
11716027_at,SELENOT,51714.0,1,1,mapped_unique,GSE44076
11716028_x_at,SELENOT,51714.0,1,1,mapped_unique,GSE44076
11716029_a_at,NDUFB9,4715.0,1,1,mapped_unique,GSE44076
11716030_x_at,NDUFB9,4715.0,1,1,mapped_unique,GSE44076
11716031_s_at,ARF3,377.0,1,1,mapped_unique,GSE44076
11716032_s_at,ARF3,377.0,1,1,mapped_unique,GSE44076
11716033_at,SLPI,6590.0,1,1,mapped_unique,GSE44076
11716034_a_at,BST2,684.0,1,1,mapped_unique,GSE44076
11716035_at,BST2,684.0,1,1,mapped_unique,GSE44076
11716036_x_at,BST2,684.0,1,1,mapped_unique,GSE44076
11716037_x_at,GPAA1,8733.0,1,1,mapped_unique,GSE44076
11716038_s_at,SLC25A29,123096.0,1,1,mapped_unique,GSE44076
11716039_a_at,BABAM1,29086.0,1,1,mapped_unique,GSE44076
11716040_a_at,RPS5,6193.0,1,1,mapped_unique,GSE44076
11716041_a_at,PPP2CB,5516.0,1,1,mapped_unique,GSE44076
11716042_x_at,PPP2CB,5516.0,1,1,mapped_unique,GSE44076
11716043_a_at,FAM168B,130074.0,1,1,mapped_unique,GSE44076
11716044_a_at,FAM168B,130074.0,1,1,mapped_unique,GSE44076
11716045_s_at,FAM168B,130074.0,1,1,mapped_unique,GSE44076
11716046_a_at,RGL2,5863.0,1,1,mapped_unique,GSE44076
11716047_a_at,GATD3,8209.0,1,1,mapped_unique,GSE44076
11716048_at,TRIB1,10221.0,1,1,mapped_unique,GSE44076
11716049_a_at,TRIB1,10221.0,1,1,mapped_unique,GSE44076
11716050_at,GBF1,8729.0,1,1,mapped_unique,GSE44076
11716051_at,LAMC1,3915.0,1,1,mapped_unique,GSE44076
11716052_s_at,LAMC1,3915.0,1,1,mapped_unique,GSE44076
11716053_a_at,LAMC1,3915.0,1,1,mapped_unique,GSE44076
11716054_at,LAMC1,3915.0,1,1,mapped_unique,GSE44076
11716055_s_at,STMN3,50861.0,1,1,mapped_unique,GSE44076
11716056_a_at,STMN3,50861.0,1,1,mapped_unique,GSE44076
11716057_a_at,EFTUD2,9343.0,1,1,mapped_unique,GSE44076
11716058_a_at,EFTUD2,9343.0,1,1,mapped_unique,GSE44076
11716059_x_at,EFTUD2,9343.0,1,1,mapped_unique,GSE44076
11716060_at,PRDX4,10549.0,1,1,mapped_unique,GSE44076
11716061_a_at,FAM162A,26355.0,1,1,mapped_unique,GSE44076
11716062_a_at,TNC,3371.0,1,1,mapped_unique,GSE44076
11716063_at,TNC,3371.0,1,1,mapped_unique,GSE44076
11716064_a_at,SLC37A4,2542.0,1,1,mapped_unique,GSE44076
11716065_at,SLC37A4,2542.0,1,1,mapped_unique,GSE44076
11716066_x_at,SLC37A4,2542.0,1,1,mapped_unique,GSE44076
11716067_at,VAMP2,6844.0,1,1,mapped_unique,GSE44076
11716068_a_at,VAMP2,6844.0,1,1,mapped_unique,GSE44076
11716069_at,DESI2,51029.0,1,1,mapped_unique,GSE44076
11716070_a_at,DESI2,51029.0,1,1,mapped_unique,GSE44076
11716071_s_at,PIM3,415116.0,1,1,mapped_unique,GSE44076
11716072_s_at,ATP6V1B2,526.0,1,1,mapped_unique,GSE44076
11716073_a_at,ATP6V1B2,526.0,1,1,mapped_unique,GSE44076
11716074_x_at,HSBP1,3281.0,1,1,mapped_unique,GSE44076
11716075_a_at,HSBP1,3281.0,1,1,mapped_unique,GSE44076
11716076_at,HSBP1,3281.0,1,1,mapped_unique,GSE44076
11716077_x_at,HSBP1,3281.0,1,1,mapped_unique,GSE44076
11716078_a_at,ELOVL5,60481.0,1,1,mapped_unique,GSE44076
11716079_a_at,CALCOCO1,57658.0,1,1,mapped_unique,GSE44076
11716080_a_at,CALCOCO1,57658.0,1,1,mapped_unique,GSE44076
11716081_a_at,WDR77,79084.0,1,1,mapped_unique,GSE44076
11716082_s_at,WDR77,79084.0,1,1,mapped_unique,GSE44076
11716083_a_at,AHSA1,10598.0,1,1,mapped_unique,GSE44076
11716084_at,SF3B1,23451.0,1,1,mapped_unique,GSE44076
11716085_at,SF3B1,23451.0,1,1,mapped_unique,GSE44076
11716086_a_at,PXDN,7837.0,1,1,mapped_unique,GSE44076
11716087_s_at,AKT1,207.0,1,1,mapped_unique,GSE44076
11716088_s_at,SNW1,22938.0,1,1,mapped_unique,GSE44076
11716089_x_at,SNW1,22938.0,1,1,mapped_unique,GSE44076
11716090_a_at,PRG2,5553.0,1,1,mapped_unique,GSE44076
11716091_x_at,PRG2,5553.0,1,1,mapped_unique,GSE44076
11716092_x_at,CKS1B,1163.0,1,1,mapped_unique,GSE44076
11716093_a_at,KLF6,1316.0,1,1,mapped_unique,GSE44076
11716094_a_at,KLF6,1316.0,1,1,mapped_unique,GSE44076
11716095_s_at,KLF6,1316.0,1,1,mapped_unique,GSE44076
11716096_a_at,SGTA,6449.0,1,1,mapped_unique,GSE44076
11716097_a_at,RAP1A,5906.0,1,1,mapped_unique,GSE44076
11716098_a_at,RAP1A,5906.0,1,1,mapped_unique,GSE44076
11716099_s_at,RAP1A,5906.0,1,1,mapped_unique,GSE44076
11716100_a_at,ATG3,64422.0,1,1,mapped_unique,GSE44076
11716101_s_at,ATG3,64422.0,1,1,mapped_unique,GSE44076
11716102_x_at,ATG3,64422.0,1,1,mapped_unique,GSE44076
11716103_a_at,PCNA,5111.0,1,1,mapped_unique,GSE44076
11716104_a_at,MPZL1,9019.0,1,1,mapped_unique,GSE44076
11716105_a_at,MPZL1,9019.0,1,1,mapped_unique,GSE44076
11716106_x_at,TOMM22,56993.0,1,1,mapped_unique,GSE44076
11716107_a_at,TOMM22,56993.0,1,1,mapped_unique,GSE44076
11716108_a_at,XPNPEP1,7511.0,1,1,mapped_unique,GSE44076
11716109_a_at,PIGR,5284.0,1,1,mapped_unique,GSE44076
11716110_s_at,PIGR,5284.0,1,1,mapped_unique,GSE44076
11716111_x_at,PIGR,5284.0,1,1,mapped_unique,GSE44076
11716112_at,PIGR,5284.0,1,1,mapped_unique,GSE44076
11716113_a_at,STAMBP,10617.0,1,1,mapped_unique,GSE44076
11716114_x_at,POR,5447.0,1,1,mapped_unique,GSE44076
11716115_s_at,ZFP36L1,677.0,1,1,mapped_unique,GSE44076
11716116_at,NDUFS6,4726.0,1,1,mapped_unique,GSE44076
11716117_at,PDIA4,9601.0,1,1,mapped_unique,GSE44076
11716118_a_at,PDIA4,9601.0,1,1,mapped_unique,GSE44076
11716119_x_at,PDIA4,9601.0,1,1,mapped_unique,GSE44076
11716120_a_at,DYNC2I2,89891.0,1,1,mapped_unique,GSE44076
11716121_s_at,API5,8539.0,1,1,mapped_unique,GSE44076
11716122_s_at,API5,8539.0,1,1,mapped_unique,GSE44076
11716123_a_at,NAT10,55226.0,1,1,mapped_unique,GSE44076
11716124_a_at,NAT10,55226.0,1,1,mapped_unique,GSE44076
11716125_a_at,ZYX,7791.0,1,1,mapped_unique,GSE44076
11716126_x_at,ZYX,7791.0,1,1,mapped_unique,GSE44076
11716127_a_at,BAG1,573.0,1,1,mapped_unique,GSE44076
11716128_at,IGF2R,3482.0,1,1,mapped_unique,GSE44076
11716129_at,IGF2R,3482.0,1,1,mapped_unique,GSE44076
11716130_a_at,FSTL3,10272.0,1,1,mapped_unique,GSE44076
11716131_s_at,FSTL3,10272.0,1,1,mapped_unique,GSE44076
11716132_a_at,FSTL3,10272.0,1,1,mapped_unique,GSE44076
11716133_a_at,MTOR,2475.0,1,1,mapped_unique,GSE44076
11716134_a_at,MTOR,2475.0,1,1,mapped_unique,GSE44076
11716135_a_at,MVP,9961.0,1,1,mapped_unique,GSE44076
11716136_s_at,TMEM30A,55754.0,1,1,mapped_unique,GSE44076
11716137_a_at,TMEM30A,55754.0,1,1,mapped_unique,GSE44076
11716138_a_at,TMEM30A,55754.0,1,1,mapped_unique,GSE44076
11716139_s_at,SMS,6611.0,1,1,mapped_unique,GSE44076
11716140_x_at,SMS,6611.0,1,1,mapped_unique,GSE44076
11716141_a_at,SIGMAR1,10280.0,1,1,mapped_unique,GSE44076
11716142_x_at,SIGMAR1,10280.0,1,1,mapped_unique,GSE44076
11716143_a_at,SIGMAR1,10280.0,1,1,mapped_unique,GSE44076
11716144_a_at,PDCD6IP,10015.0,1,1,mapped_unique,GSE44076
11716145_a_at,PDCD6IP,10015.0,1,1,mapped_unique,GSE44076
11716146_x_at,PRKACA,5566.0,1,1,mapped_unique,GSE44076
11716147_s_at,CHMP7,91782.0,1,1,mapped_unique,GSE44076
11716148_a_at,TRAF3IP2,10758.0,1,1,mapped_unique,GSE44076
11716149_a_at,PMEPA1,56937.0,1,1,mapped_unique,GSE44076
11716150_a_at,PMEPA1,56937.0,1,1,mapped_unique,GSE44076
11716151_a_at,PMEPA1,56937.0,1,1,mapped_unique,GSE44076
11716152_s_at,PAFAH1B1,5048.0,1,1,mapped_unique,GSE44076
11716153_a_at,PAFAH1B1,5048.0,1,1,mapped_unique,GSE44076
11716154_x_at,B4GALT1,2683.0,1,1,mapped_unique,GSE44076
11716155_s_at,B4GALT1,2683.0,1,1,mapped_unique,GSE44076
11716156_a_at,B4GALT1,2683.0,1,1,mapped_unique,GSE44076
11716157_at,BAHD1,22893.0,1,1,mapped_unique,GSE44076
11716158_a_at,RNF40,9810.0,1,1,mapped_unique,GSE44076
11716159_a_at,RNF40,9810.0,1,1,mapped_unique,GSE44076
11716160_at,LBH,81606.0,1,1,mapped_unique,GSE44076
11716161_s_at,LBH,81606.0,1,1,mapped_unique,GSE44076
11716162_at,LBH,81606.0,1,1,mapped_unique,GSE44076
11716163_s_at,CIAPIN1,57019.0,1,1,mapped_unique,GSE44076
11716164_x_at,CIAPIN1,57019.0,1,1,mapped_unique,GSE44076
11716165_a_at,MGST3,4259.0,1,1,mapped_unique,GSE44076
11716166_x_at,NUDC,10726.0,1,1,mapped_unique,GSE44076
11716167_a_at,MX1,4599.0,1,1,mapped_unique,GSE44076
11716168_s_at,MRFAP1L1,114932.0,1,1,mapped_unique,GSE44076
11716169_at,CCDC28A,25901.0,1,1,mapped_unique,GSE44076
11716170_at,LMNB2,84823.0,1,1,mapped_unique,GSE44076
11716171_s_at,LMNB2,84823.0,1,1,mapped_unique,GSE44076
11716172_at,MIR6751,102465449.0,2,2,ambiguous,GSE44076
11716172_at,SYVN1,84447.0,2,2,ambiguous,GSE44076
11716173_a_at,P4HB,5034.0,1,1,mapped_unique,GSE44076
11716174_s_at,P4HB,5034.0,1,1,mapped_unique,GSE44076
11716175_x_at,P4HB,5034.0,1,1,mapped_unique,GSE44076
11716176_s_at,METAP2,10988.0,1,1,mapped_unique,GSE44076
11716177_a_at,METAP2,10988.0,1,1,mapped_unique,GSE44076
11716178_s_at,C5orf15,56951.0,1,1,mapped_unique,GSE44076
11716179_at,C5orf15,56951.0,1,1,mapped_unique,GSE44076
11716180_at,VPS25,84313.0,1,1,mapped_unique,GSE44076
11716181_x_at,MED15,51586.0,1,1,mapped_unique,GSE44076
11716182_s_at,ALCAM,214.0,1,1,mapped_unique,GSE44076
11716183_a_at,ALCAM,214.0,1,1,mapped_unique,GSE44076
11716184_s_at,ALCAM,214.0,1,1,mapped_unique,GSE44076
11716185_a_at,ALCAM,214.0,1,1,mapped_unique,GSE44076
11716186_s_at,ALCAM,214.0,1,1,mapped_unique,GSE44076
11716187_a_at,ABCB6,10058.0,2,2,ambiguous,GSE44076
11716187_a_at,ATG9A,79065.0,2,2,ambiguous,GSE44076
11716188_s_at,SEC13,6396.0,1,1,mapped_unique,GSE44076
11716189_x_at,SEC13,6396.0,1,1,mapped_unique,GSE44076
11716190_a_at,INTS14,81556.0,1,1,mapped_unique,GSE44076
11716191_at,INTS14,81556.0,1,1,mapped_unique,GSE44076
11716192_a_at,SETD2,29072.0,1,1,mapped_unique,GSE44076
11716193_s_at,SETD2,29072.0,1,1,mapped_unique,GSE44076
11716194_a_at,SETD2,29072.0,1,1,mapped_unique,GSE44076
11716195_a_at,ID1,3397.0,1,1,mapped_unique,GSE44076
11716196_x_at,ID1,3397.0,1,1,mapped_unique,GSE44076
11716197_a_at,ADIPOR2,79602.0,1,1,mapped_unique,GSE44076
11716198_a_at,UBE2Q2,92912.0,1,1,mapped_unique,GSE44076
11716199_x_at,UBE2Q2,92912.0,1,1,mapped_unique,GSE44076
11716200_s_at,UBE2Q2,92912.0,1,1,mapped_unique,GSE44076
11716201_x_at,MIR7109,102465666.0,2,2,ambiguous,GSE44076
11716201_x_at,PISD,23761.0,2,2,ambiguous,GSE44076
11716202_a_at,PFKM,5213.0,1,1,mapped_unique,GSE44076
11716203_a_at,MGP,4256.0,1,1,mapped_unique,GSE44076
11716204_a_at,GET3,439.0,1,1,mapped_unique,GSE44076
11716205_a_at,NDUFA8,4702.0,1,1,mapped_unique,GSE44076
11716206_a_at,GLUD1,2746.0,1,1,mapped_unique,GSE44076
11716207_s_at,GLUD1,2746.0,2,2,ambiguous,GSE44076
11716207_s_at,GLUD2,2747.0,2,2,ambiguous,GSE44076
11716208_s_at,GLUD1,2746.0,1,1,mapped_unique,GSE44076
11716209_a_at,VPS28,51160.0,1,1,mapped_unique,GSE44076
