"accession","archive","member","gsm","extracted_path","compressed_cel_readable","metadata_match"
"GSE44076","GSE44076_RAW.tar","GSM1077727_CLX_RNA_V2087_N_1.CEL.gz","GSM1077727","data/interim/cel/GSE44076/GSM1077727_CLX_RNA_V2087_N_1.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077728_CLX_RNA_W2003_N.CEL.gz","GSM1077728","data/interim/cel/GSE44076/GSM1077728_CLX_RNA_W2003_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077729_CLX_RNA_W2026_N.CEL.gz","GSM1077729","data/interim/cel/GSE44076/GSM1077729_CLX_RNA_W2026_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077730_CLX_RNA_W2049_N.CEL.gz","GSM1077730","data/interim/cel/GSE44076/GSM1077730_CLX_RNA_W2049_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077731_CLX_RNA_W2072_N.CEL.gz","GSM1077731","data/interim/cel/GSE44076/GSM1077731_CLX_RNA_W2072_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077732_CLX_RNA_W2095_N.CEL.gz","GSM1077732","data/interim/cel/GSE44076/GSM1077732_CLX_RNA_W2095_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077733_CLX_RNA_X2011_N.CEL.gz","GSM1077733","data/interim/cel/GSE44076/GSM1077733_CLX_RNA_X2011_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077734_CLX_RNA_X2034_N.CEL.gz","GSM1077734","data/interim/cel/GSE44076/GSM1077734_CLX_RNA_X2034_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077735_CLX_RNA_X2057_N.CEL.gz","GSM1077735","data/interim/cel/GSE44076/GSM1077735_CLX_RNA_X2057_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077736_CLX_RNA_X2080_N.CEL.gz","GSM1077736","data/interim/cel/GSE44076/GSM1077736_CLX_RNA_X2080_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077737_CLX_RNA_Y2007_N.CEL.gz","GSM1077737","data/interim/cel/GSE44076/GSM1077737_CLX_RNA_Y2007_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077738_CLX_RNA_Y2030_N.CEL.gz","GSM1077738","data/interim/cel/GSE44076/GSM1077738_CLX_RNA_Y2030_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077739_CLX_RNA_Y2053_N.CEL.gz","GSM1077739","data/interim/cel/GSE44076/GSM1077739_CLX_RNA_Y2053_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077740_CLX_RNA_Y2076_N.CEL.gz","GSM1077740","data/interim/cel/GSE44076/GSM1077740_CLX_RNA_Y2076_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077741_CLX_RNA_Y2099_N.CEL.gz","GSM1077741","data/interim/cel/GSE44076/GSM1077741_CLX_RNA_Y2099_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077742_CLX_RNA_Z2015_N.CEL.gz","GSM1077742","data/interim/cel/GSE44076/GSM1077742_CLX_RNA_Z2015_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077743_CLX_RNA_Z2038_N.CEL.gz","GSM1077743","data/interim/cel/GSE44076/GSM1077743_CLX_RNA_Z2038_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077744_CLX_RNA_Z2061_N.CEL.gz","GSM1077744","data/interim/cel/GSE44076/GSM1077744_CLX_RNA_Z2061_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077745_CLX_RNA_Z2084_N.CEL.gz","GSM1077745","data/interim/cel/GSE44076/GSM1077745_CLX_RNA_Z2084_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077746_CLX_RNA_A2004_T.CEL.gz","GSM1077746","data/interim/cel/GSE44076/GSM1077746_CLX_RNA_A2004_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077747_CLX_RNA_A2027_T.CEL.gz","GSM1077747","data/interim/cel/GSE44076/GSM1077747_CLX_RNA_A2027_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077748_CLX_RNA_A2050_T.CEL.gz","GSM1077748","data/interim/cel/GSE44076/GSM1077748_CLX_RNA_A2050_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077749_CLX_RNA_A2096_T.CEL.gz","GSM1077749","data/interim/cel/GSE44076/GSM1077749_CLX_RNA_A2096_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077750_CLX_RNA_B2012_T.CEL.gz","GSM1077750","data/interim/cel/GSE44076/GSM1077750_CLX_RNA_B2012_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077751_CLX_RNA_B2035_T.CEL.gz","GSM1077751","data/interim/cel/GSE44076/GSM1077751_CLX_RNA_B2035_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077752_CLX_RNA_B2058_T.CEL.gz","GSM1077752","data/interim/cel/GSE44076/GSM1077752_CLX_RNA_B2058_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077753_CLX_RNA_B2081_T.CEL.gz","GSM1077753","data/interim/cel/GSE44076/GSM1077753_CLX_RNA_B2081_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077754_CLX_RNA_C2021_T.CEL.gz","GSM1077754","data/interim/cel/GSE44076/GSM1077754_CLX_RNA_C2021_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077755_CLX_RNA_C2044_T.CEL.gz","GSM1077755","data/interim/cel/GSE44076/GSM1077755_CLX_RNA_C2044_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077756_CLX_RNA_C2067_T.CEL.gz","GSM1077756","data/interim/cel/GSE44076/GSM1077756_CLX_RNA_C2067_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077757_CLX_RNA_C2090_T.CEL.gz","GSM1077757","data/interim/cel/GSE44076/GSM1077757_CLX_RNA_C2090_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077758_CLX_RNA_D2010_T.CEL.gz","GSM1077758","data/interim/cel/GSE44076/GSM1077758_CLX_RNA_D2010_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077759_CLX_RNA_D2033_T.CEL.gz","GSM1077759","data/interim/cel/GSE44076/GSM1077759_CLX_RNA_D2033_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077760_CLX_RNA_D2056_T.CEL.gz","GSM1077760","data/interim/cel/GSE44076/GSM1077760_CLX_RNA_D2056_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077761_CLX_RNA_D2079_T.CEL.gz","GSM1077761","data/interim/cel/GSE44076/GSM1077761_CLX_RNA_D2079_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077762_CLX_RNA_E2023_T.CEL.gz","GSM1077762","data/interim/cel/GSE44076/GSM1077762_CLX_RNA_E2023_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077763_CLX_RNA_E2046_T.CEL.gz","GSM1077763","data/interim/cel/GSE44076/GSM1077763_CLX_RNA_E2046_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077764_CLX_RNA_E2069_T.CEL.gz","GSM1077764","data/interim/cel/GSE44076/GSM1077764_CLX_RNA_E2069_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077765_CLX_RNA_E2092_T.CEL.gz","GSM1077765","data/interim/cel/GSE44076/GSM1077765_CLX_RNA_E2092_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077766_CLX_RNA_F2008_T.CEL.gz","GSM1077766","data/interim/cel/GSE44076/GSM1077766_CLX_RNA_F2008_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077767_CLX_RNA_F2031_T.CEL.gz","GSM1077767","data/interim/cel/GSE44076/GSM1077767_CLX_RNA_F2031_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077768_CLX_RNA_F2054_T.CEL.gz","GSM1077768","data/interim/cel/GSE44076/GSM1077768_CLX_RNA_F2054_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077769_CLX_RNA_F2077_T.CEL.gz","GSM1077769","data/interim/cel/GSE44076/GSM1077769_CLX_RNA_F2077_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077770_CLX_RNA_F2100_T.CEL.gz","GSM1077770","data/interim/cel/GSE44076/GSM1077770_CLX_RNA_F2100_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077771_CLX_RNA_G2005_T.CEL.gz","GSM1077771","data/interim/cel/GSE44076/GSM1077771_CLX_RNA_G2005_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077772_CLX_RNA_G2028_T.CEL.gz","GSM1077772","data/interim/cel/GSE44076/GSM1077772_CLX_RNA_G2028_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077773_CLX_RNA_G2051_T.CEL.gz","GSM1077773","data/interim/cel/GSE44076/GSM1077773_CLX_RNA_G2051_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077774_CLX_RNA_G2074_T.CEL.gz","GSM1077774","data/interim/cel/GSE44076/GSM1077774_CLX_RNA_G2074_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077775_CLX_RNA_G2097_T.CEL.gz","GSM1077775","data/interim/cel/GSE44076/GSM1077775_CLX_RNA_G2097_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077776_CLX_RNA_H2019_T.CEL.gz","GSM1077776","data/interim/cel/GSE44076/GSM1077776_CLX_RNA_H2019_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077777_CLX_RNA_H2042_T.CEL.gz","GSM1077777","data/interim/cel/GSE44076/GSM1077777_CLX_RNA_H2042_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077778_CLX_RNA_H2065_T.CEL.gz","GSM1077778","data/interim/cel/GSE44076/GSM1077778_CLX_RNA_H2065_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077779_CLX_RNA_H2088_T.CEL.gz","GSM1077779","data/interim/cel/GSE44076/GSM1077779_CLX_RNA_H2088_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077780_CLX_RNA_J2014_T.CEL.gz","GSM1077780","data/interim/cel/GSE44076/GSM1077780_CLX_RNA_J2014_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077781_CLX_RNA_J2037_T.CEL.gz","GSM1077781","data/interim/cel/GSE44076/GSM1077781_CLX_RNA_J2037_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077782_CLX_RNA_J2060_T.CEL.gz","GSM1077782","data/interim/cel/GSE44076/GSM1077782_CLX_RNA_J2060_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077783_CLX_RNA_J2083_T.CEL.gz","GSM1077783","data/interim/cel/GSE44076/GSM1077783_CLX_RNA_J2083_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077784_CLX_RNA_K2022_T.CEL.gz","GSM1077784","data/interim/cel/GSE44076/GSM1077784_CLX_RNA_K2022_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077785_CLX_RNA_K2045_T.CEL.gz","GSM1077785","data/interim/cel/GSE44076/GSM1077785_CLX_RNA_K2045_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077786_CLX_RNA_K2068_T.CEL.gz","GSM1077786","data/interim/cel/GSE44076/GSM1077786_CLX_RNA_K2068_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077787_CLX_RNA_K2091_T.CEL.gz","GSM1077787","data/interim/cel/GSE44076/GSM1077787_CLX_RNA_K2091_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077788_CLX_RNA_L2020_T.CEL.gz","GSM1077788","data/interim/cel/GSE44076/GSM1077788_CLX_RNA_L2020_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077789_CLX_RNA_L2043_T.CEL.gz","GSM1077789","data/interim/cel/GSE44076/GSM1077789_CLX_RNA_L2043_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077790_CLX_RNA_L2066_T.CEL.gz","GSM1077790","data/interim/cel/GSE44076/GSM1077790_CLX_RNA_L2066_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077791_CLX_RNA_L2089_T.CEL.gz","GSM1077791","data/interim/cel/GSE44076/GSM1077791_CLX_RNA_L2089_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077792_CLX_RNA_M2006_T.CEL.gz","GSM1077792","data/interim/cel/GSE44076/GSM1077792_CLX_RNA_M2006_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077793_CLX_RNA_M2029_T.CEL.gz","GSM1077793","data/interim/cel/GSE44076/GSM1077793_CLX_RNA_M2029_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077794_CLX_RNA_M2052_T.CEL.gz","GSM1077794","data/interim/cel/GSE44076/GSM1077794_CLX_RNA_M2052_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077795_CLX_RNA_M2075_T.CEL.gz","GSM1077795","data/interim/cel/GSE44076/GSM1077795_CLX_RNA_M2075_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077796_CLX_RNA_M2098_T.CEL.gz","GSM1077796","data/interim/cel/GSE44076/GSM1077796_CLX_RNA_M2098_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077797_CLX_RNA_N2013_T.CEL.gz","GSM1077797","data/interim/cel/GSE44076/GSM1077797_CLX_RNA_N2013_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077798_CLX_RNA_N2036_T.CEL.gz","GSM1077798","data/interim/cel/GSE44076/GSM1077798_CLX_RNA_N2036_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077799_CLX_RNA_N2059_T.CEL.gz","GSM1077799","data/interim/cel/GSE44076/GSM1077799_CLX_RNA_N2059_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077800_CLX_RNA_N2082_T.CEL.gz","GSM1077800","data/interim/cel/GSE44076/GSM1077800_CLX_RNA_N2082_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077801_CLX_RNA_P2009_T.CEL.gz","GSM1077801","data/interim/cel/GSE44076/GSM1077801_CLX_RNA_P2009_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077802_CLX_RNA_P2032_T.CEL.gz","GSM1077802","data/interim/cel/GSE44076/GSM1077802_CLX_RNA_P2032_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077803_CLX_RNA_P2055_T.CEL.gz","GSM1077803","data/interim/cel/GSE44076/GSM1077803_CLX_RNA_P2055_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077804_CLX_RNA_P2078_T.CEL.gz","GSM1077804","data/interim/cel/GSE44076/GSM1077804_CLX_RNA_P2078_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077805_CLX_RNA_Q2017_T.CEL.gz","GSM1077805","data/interim/cel/GSE44076/GSM1077805_CLX_RNA_Q2017_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077806_CLX_RNA_Q2040_T.CEL.gz","GSM1077806","data/interim/cel/GSE44076/GSM1077806_CLX_RNA_Q2040_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077807_CLX_RNA_Q2063_T.CEL.gz","GSM1077807","data/interim/cel/GSE44076/GSM1077807_CLX_RNA_Q2063_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077808_CLX_RNA_Q2086_T.CEL.gz","GSM1077808","data/interim/cel/GSE44076/GSM1077808_CLX_RNA_Q2086_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077809_CLX_RNA_R2002_T.CEL.gz","GSM1077809","data/interim/cel/GSE44076/GSM1077809_CLX_RNA_R2002_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077810_CLX_RNA_R2025_T.CEL.gz","GSM1077810","data/interim/cel/GSE44076/GSM1077810_CLX_RNA_R2025_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077811_CLX_RNA_R2048_T.CEL.gz","GSM1077811","data/interim/cel/GSE44076/GSM1077811_CLX_RNA_R2048_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077812_CLX_RNA_R2071_T.CEL.gz","GSM1077812","data/interim/cel/GSE44076/GSM1077812_CLX_RNA_R2071_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077813_CLX_RNA_R2094_T.CEL.gz","GSM1077813","data/interim/cel/GSE44076/GSM1077813_CLX_RNA_R2094_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077814_CLX_RNA_S2016_T.CEL.gz","GSM1077814","data/interim/cel/GSE44076/GSM1077814_CLX_RNA_S2016_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077815_CLX_RNA_S2039_T.CEL.gz","GSM1077815","data/interim/cel/GSE44076/GSM1077815_CLX_RNA_S2039_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077816_CLX_RNA_S2062_T.CEL.gz","GSM1077816","data/interim/cel/GSE44076/GSM1077816_CLX_RNA_S2062_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077817_CLX_RNA_T2001_T.CEL.gz","GSM1077817","data/interim/cel/GSE44076/GSM1077817_CLX_RNA_T2001_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077818_CLX_RNA_T2024_T.CEL.gz","GSM1077818","data/interim/cel/GSE44076/GSM1077818_CLX_RNA_T2024_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077819_CLX_RNA_T2047_T.CEL.gz","GSM1077819","data/interim/cel/GSE44076/GSM1077819_CLX_RNA_T2047_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077820_CLX_RNA_T2070_T.CEL.gz","GSM1077820","data/interim/cel/GSE44076/GSM1077820_CLX_RNA_T2070_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077821_CLX_RNA_T2093_T.CEL.gz","GSM1077821","data/interim/cel/GSE44076/GSM1077821_CLX_RNA_T2093_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077822_CLX_RNA_V2018_T.CEL.gz","GSM1077822","data/interim/cel/GSE44076/GSM1077822_CLX_RNA_V2018_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077823_CLX_RNA_V2041_T.CEL.gz","GSM1077823","data/interim/cel/GSE44076/GSM1077823_CLX_RNA_V2041_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077824_CLX_RNA_V2064_T.CEL.gz","GSM1077824","data/interim/cel/GSE44076/GSM1077824_CLX_RNA_V2064_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077825_CLX_RNA_V2087_T_1.CEL.gz","GSM1077825","data/interim/cel/GSE44076/GSM1077825_CLX_RNA_V2087_T_1.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077826_CLX_RNA_W2003_T.CEL.gz","GSM1077826","data/interim/cel/GSE44076/GSM1077826_CLX_RNA_W2003_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077827_CLX_RNA_W2026_T.CEL.gz","GSM1077827","data/interim/cel/GSE44076/GSM1077827_CLX_RNA_W2026_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077828_CLX_RNA_W2049_T.CEL.gz","GSM1077828","data/interim/cel/GSE44076/GSM1077828_CLX_RNA_W2049_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077829_CLX_RNA_W2072_T.CEL.gz","GSM1077829","data/interim/cel/GSE44076/GSM1077829_CLX_RNA_W2072_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077830_CLX_RNA_W2095_T.CEL.gz","GSM1077830","data/interim/cel/GSE44076/GSM1077830_CLX_RNA_W2095_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077831_CLX_RNA_X2011_T.CEL.gz","GSM1077831","data/interim/cel/GSE44076/GSM1077831_CLX_RNA_X2011_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077832_CLX_RNA_X2034_T.CEL.gz","GSM1077832","data/interim/cel/GSE44076/GSM1077832_CLX_RNA_X2034_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077833_CLX_RNA_X2057_T.CEL.gz","GSM1077833","data/interim/cel/GSE44076/GSM1077833_CLX_RNA_X2057_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077834_CLX_RNA_X2080_T.CEL.gz","GSM1077834","data/interim/cel/GSE44076/GSM1077834_CLX_RNA_X2080_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077835_CLX_RNA_Y2007_T.CEL.gz","GSM1077835","data/interim/cel/GSE44076/GSM1077835_CLX_RNA_Y2007_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077836_CLX_RNA_Y2030_T.CEL.gz","GSM1077836","data/interim/cel/GSE44076/GSM1077836_CLX_RNA_Y2030_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077837_CLX_RNA_Y2053_T.CEL.gz","GSM1077837","data/interim/cel/GSE44076/GSM1077837_CLX_RNA_Y2053_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077838_CLX_RNA_Y2076_T.CEL.gz","GSM1077838","data/interim/cel/GSE44076/GSM1077838_CLX_RNA_Y2076_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077839_CLX_RNA_Y2099_T.CEL.gz","GSM1077839","data/interim/cel/GSE44076/GSM1077839_CLX_RNA_Y2099_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077840_CLX_RNA_Z2015_T.CEL.gz","GSM1077840","data/interim/cel/GSE44076/GSM1077840_CLX_RNA_Z2015_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077841_CLX_RNA_Z2038_T.CEL.gz","GSM1077841","data/interim/cel/GSE44076/GSM1077841_CLX_RNA_Z2038_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077842_CLX_RNA_Z2061_T.CEL.gz","GSM1077842","data/interim/cel/GSE44076/GSM1077842_CLX_RNA_Z2061_T.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077843_CLX_RNA_Z2084_T.CEL.gz","GSM1077843","data/interim/cel/GSE44076/GSM1077843_CLX_RNA_Z2084_T.CEL.gz",TRUE,TRUE
