geo_accession,sample_title,original_tissue,tissue_class,patient_id,donor_or_patient_group,pairing_status,platform,cel_filename,cel_present_in_tar,author_included,technical_replicate_candidate,technical_replicate_rule,inclusion_status,exclusion_reason,metadata_parsing_source,metadata_parsing_confidence
GSM1012641,Normal Liver C0415KR1,Normal Liver,normal_liver,C0415,C0415,patient_grouped,GPL96,GSM1012641_C0415KR1.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012642,Liver Metastasis C0415UR1,Liver Metastasis,liver_metastasis,C0415,C0415,patient_grouped,GPL96,GSM1012642_C0415UR1.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012643,Primary Tumor C0472AR1,Primary Tumor,primary_tumor,C0472,C0472,patient_grouped,GPL96,GSM1012643_C0472AR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012644,Normal Liver C0472KR1,Normal Liver,normal_liver,C0472,C0472,patient_grouped,GPL96,GSM1012644_C0472KR1.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012645,Primary Tumor C0487AR3,Primary Tumor,primary_tumor,C0487,C0487,patient_grouped,GPL96,GSM1012645_C0487AR3.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012646,Normal Colon c0487hr3,Normal Colon,normal_colon,C0487,C0487,patient_grouped,GPL96,GSM1012646_c0487hr3.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012647,Primary Tumor C0575A,Primary Tumor,primary_tumor,C0575,C0575,patient_grouped,GPL96,GSM1012647_C0575A.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012648,Normal Colon C0575HR1,Normal Colon,normal_colon,C0575,C0575,patient_grouped,GPL96,GSM1012648_C0575HR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012649,Normal Liver C0575KR1,Normal Liver,normal_liver,C0575,C0575,patient_grouped,GPL96,GSM1012649_C0575KR1.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012650,Liver Metastasis C0575UR1,Liver Metastasis,liver_metastasis,C0575,C0575,patient_grouped,GPL96,GSM1012650_C0575UR1.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012651,Primary Tumor C0667AR1,Primary Tumor,primary_tumor,C0667,C0667,patient_grouped,GPL96,GSM1012651_C0667AR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012652,Normal Colon C0667HR1,Normal Colon,normal_colon,C0667,C0667,patient_grouped,GPL96,GSM1012652_C0667HR1.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012653,Normal Colon C0667HR1_ez,Normal Colon,normal_colon,C0667,C0667,patient_grouped,GPL96,GSM1012653_C0667HR1_ez.CEL.gz,True,True,True,(?i)(?:_ez|rehyb),excluded,technical-replicate indicator,"GEO tissue, patient id, and included characteristics",high
GSM1012654,Normal Liver C0667KR1,Normal Liver,normal_liver,C0667,C0667,patient_grouped,GPL96,GSM1012654_C0667KR1.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012655,Liver Metastasis C0667UR1,Liver Metastasis,liver_metastasis,C0667,C0667,patient_grouped,GPL96,GSM1012655_C0667UR1.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012656,Cell line DLD1,,other,Cell line,Cell line,patient_grouped,GPL96,GSM1012656_DLD1.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",low
GSM1012657,Cell line HCT15,,other,Cell line,Cell line,patient_grouped,GPL96,GSM1012657_HCT15.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",low
GSM1012658,Cell line HCT15rehyb,,other,Cell line,Cell line,patient_grouped,GPL96,GSM1012658_HCT15rehyb.CEL.gz,True,False,True,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes; technical-replicate indicator,"GEO tissue, patient id, and included characteristics",low
GSM1012659,Cell line HT29,,other,Cell line,Cell line,patient_grouped,GPL96,GSM1012659_HT29.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",low
GSM1012660,Cell line HTB39,,other,Cell line,Cell line,patient_grouped,GPL96,GSM1012660_HTB39.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",low
GSM1012661,Cell line LNCap,,other,Cell line,Cell line,patient_grouped,GPL96,GSM1012661_LNCap.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",low
GSM1012662,Cell line LOVO,,other,Cell line,Cell line,patient_grouped,GPL96,GSM1012662_LOVO.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",low
GSM1012663,Cell line MCF7,,other,Cell line,Cell line,patient_grouped,GPL96,GSM1012663_MCF7.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",low
GSM1012664,Cell line NCM460,,other,Cell line,Cell line,patient_grouped,GPL96,GSM1012664_NCM460.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",low
GSM1012665,Cell line SW1116,,other,Cell line,Cell line,patient_grouped,GPL96,GSM1012665_SW1116.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",low
GSM1012666,Cell line SW620,,other,Cell line,Cell line,patient_grouped,GPL96,GSM1012666_SW620.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",low
GSM1012667,Cell line WiDr,,other,Cell line,Cell line,patient_grouped,GPL96,GSM1012667_WiDr.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",low
