probe_id,gene_symbol_raw,entrez_id_raw,gene_symbol,entrez_id
220951_s_at,A1CF,29974,A1CF,29974
217757_at,A2M,2,A2M,2
219488_at,A4GALT,53947,A4GALT,53947
221131_at,A4GNT,51146,A4GNT,51146
218075_at,AAAS,8086,AAAS,8086
218434_s_at,AACS,65985,AACS,65985
205969_at,AADAC,13,AADAC,13
202851_at,AAGAB,79719,AAGAB,79719
202852_s_at,AAGAB,79719,AAGAB,79719
205434_s_at,AAK1,22848,AAK1,22848
205435_s_at,AAK1,22848,AAK1,22848
211186_s_at,AAK1,22848,AAK1,22848
214956_at,AAK1,22848,AAK1,22848
214998_at,AAK1,22848,AAK1,22848
220268_at,AAMDC,28971,AAMDC,28971
221599_at,AAMDC,28971,AAMDC,28971
221600_s_at,AAMDC,28971,AAMDC,28971
201511_at,AAMP,14,AAMP,14
207225_at,AANAT,15,AANAT,15
218089_at,AAR2,25980,AAR2,25980
201000_at,AARS,16,AARS,16
202169_s_at,AASDHPPT,60496,AASDHPPT,60496
202170_s_at,AASDHPPT,60496,AASDHPPT,60496
210852_s_at,AASS,10157,AASS,10157
214829_at,AASS,10157,AASS,10157
209165_at,AATF,26574,AATF,26574
205986_at,AATK,9625,AATK,9625
206527_at,ABAT,18,ABAT,18
209459_s_at,ABAT,18,ABAT,18
209460_at,ABAT,18,ABAT,18
203504_s_at,ABCA1,19,ABCA1,19
203505_at,ABCA1,19,ABCA1,19
216066_at,ABCA1,19,ABCA1,19
220159_at,ABCA11P,79963,ABCA11P,79963
215465_at,ABCA12,26154,ABCA12,26154
210099_at,ABCA2,20,ABCA2,20
210100_s_at,ABCA2,20,ABCA2,20
212772_s_at,ABCA2,20,ABCA2,20
204343_at,ABCA3,21,ABCA3,21
210082_at,ABCA4,24,ABCA4,24
213353_at,ABCA5,23461,ABCA5,23461
217504_at,ABCA6,23460,ABCA6,23460
219577_s_at,ABCA7,10347,ABCA7,10347
204719_at,ABCA8,10351,ABCA8,10351
209993_at,ABCB1,5243,ABCB1,5243
208288_at,ABCB11,8647,ABCB11,8647
211224_s_at,ABCB11,8647,ABCB11,8647
207819_s_at,ABCB4,5244,ABCB4,5244
209994_s_at,ABCB4///ABCB1,5244///5243,ABCB4///ABCB1,5244///5243
203191_at,ABCB6,10058,ABCB6,10058
203192_at,ABCB6,10058,ABCB6,10058
209620_s_at,ABCB7,22,ABCB7,22
206317_s_at,ABCB8,11194,ABCB8,11194
207561_s_at,ABCB8///ASIC3,11194///9311,ABCB8///ASIC3,11194///9311
207321_s_at,ABCB9,23457,ABCB9,23457
214209_s_at,ABCB9,23457,ABCB9,23457
202804_at,ABCC1,4363,ABCC1,4363
202805_s_at,ABCC1,4363,ABCC1,4363
213485_s_at,ABCC10,89845,ABCC10,89845
215873_x_at,ABCC10,89845,ABCC10,89845
206155_at,ABCC2,1244,ABCC2,1244
208161_s_at,ABCC3,8714,ABCC3,8714
209641_s_at,ABCC3,8714,ABCC3,8714
203196_at,ABCC4,10257,ABCC4,10257
209380_s_at,ABCC5,10057,ABCC5,10057
210245_at,ABCC8,6833,ABCC8,6833
210246_s_at,ABCC8,6833,ABCC8,6833
208462_s_at,ABCC9,10060,ABCC9,10060
208561_at,ABCC9,10060,ABCC9,10060
208562_s_at,ABCC9,10060,ABCC9,10060
205142_x_at,ABCD1,215,ABCD1,215
207583_at,ABCD2,225,ABCD2,225
202850_at,ABCD3,5825,ABCD3,5825
203981_s_at,ABCD4,5826,ABCD4,5826
203982_s_at,ABCD4,5826,ABCD4,5826
201872_s_at,ABCE1,6059,ABCE1,6059
201873_s_at,ABCE1,6059,ABCE1,6059
200045_at,ABCF1,23,ABCF1,23
207622_s_at,ABCF2,10061,ABCF2,10061
207623_at,ABCF2,10061,ABCF2,10061
209246_at,ABCF2,10061,ABCF2,10061
209247_s_at,ABCF2,10061,ABCF2,10061
214232_at,ABCF2,10061,ABCF2,10061
202394_s_at,ABCF3,55324,ABCF3,55324
204567_s_at,ABCG1,9619,ABCG1,9619
211113_s_at,ABCG1,9619,ABCG1,9619
209735_at,ABCG2,9429,ABCG2,9429
207593_at,ABCG4,64137,ABCG4,64137
220383_at,ABCG5,64240,ABCG5,64240
218633_x_at,ABHD10,55347,ABHD10,55347
221927_s_at,ABHD11,83451,ABHD11,83451
202740_at,ABHD14A-ACY1///ACY1,100526760///95,ABHD14A-ACY1///ACY1,100526760///95
210006_at,ABHD14A///ACY1,25864///95,ABHD14A///ACY1,25864///95
221267_s_at,ABHD17A,81926,ABHD17A,81926
220285_at,ABHD17B,51104,ABHD17B,51104
219980_at,ABHD18,80167,ABHD18,80167
205566_at,ABHD2,11057,ABHD2,11057
221815_at,ABHD2,11057,ABHD2,11057
63825_at,ABHD2,11057,ABHD2,11057
87100_at,ABHD2,11057,ABHD2,11057
213017_at,ABHD3,171586,ABHD3,171586
218581_at,ABHD4,63874,ABHD4,63874
213805_at,ABHD5,51099,ABHD5,51099
213935_at,ABHD5,51099,ABHD5,51099
218739_at,ABHD5,51099,ABHD5,51099
221552_at,ABHD6,57406,ABHD6,57406
221678_at,ABHD6,57406,ABHD6,57406
221679_s_at,ABHD6,57406,ABHD6,57406
45288_at,ABHD6,57406,ABHD6,57406
219101_x_at,ABHD8,79575,ABHD8,79575
209027_s_at,ABI1,10006,ABI1,10006
209028_s_at,ABI1,10006,ABI1,10006
207268_x_at,ABI2,10152,ABI2,10152
209856_x_at,ABI2,10152,ABI2,10152
211793_s_at,ABI2,10152,ABI2,10152
216113_at,ABI2,10152,ABI2,10152
220518_at,ABI3BP,25890,ABI3BP,25890
202123_s_at,ABL1,25,ABL1,25
206411_s_at,ABL2,27,ABL2,27
200965_s_at,ABLIM1,3983,ABLIM1,3983
210461_s_at,ABLIM1,3983,ABLIM1,3983
205730_s_at,ABLIM3,22885,ABLIM3,22885
214504_at,ABO,28,ABO,28
216716_at,ABO,28,ABO,28
216929_x_at,ABO,28,ABO,28
212895_s_at,ABR,29,ABR,29
214671_s_at,ABR,29,ABR,29
218405_at,ABT1,29777,ABT1,29777
213497_at,ABTB2,25841,ABTB2,25841
202025_x_at,ACAA1,30,ACAA1,30
214274_s_at,ACAA1,30,ACAA1,30
202002_at,ACAA2,10449,ACAA2,10449
202003_s_at,ACAA2,10449,ACAA2,10449
212186_at,ACACA,31,ACACA,31
214358_at,ACACA,31,ACACA,31
214584_x_at,ACACB,32,ACACB,32
221928_at,ACACB,32,ACACB,32
43427_at,ACACB,32,ACACB,32
49452_at,ACACB,32,ACACB,32
219986_s_at,ACAD10,80724,ACAD10,80724
221669_s_at,ACAD8,27034,ACAD8,27034
206068_s_at,ACADL,33,ACADL,33
206069_s_at,ACADL,33,ACADL,33
202502_at,ACADM,34,ACADM,34
202366_at,ACADS,35,ACADS,35
205355_at,ACADSB,36,ACADSB,36
200710_at,ACADVL,37,ACADVL,37
205679_x_at,ACAN,176,ACAN,176
207692_s_at,ACAN,176,ACAN,176
217161_x_at,ACAN,176,ACAN,176
205212_s_at,ACAP1,9744,ACAP1,9744
205213_at,ACAP1,9744,ACAP1,9744
212476_at,ACAP2,23527,ACAP2,23527
212477_at,ACAP2,23527,ACAP2,23527
205412_at,ACAT1,38,ACAT1,38
209608_s_at,ACAT2,39,ACAT2,39
202323_s_at,ACBD3,64746,ACBD3,64746
202324_s_at,ACBD3,64746,ACBD3,64746
219413_at,ACBD4,79777,ACBD4,79777
204617_s_at,ACD,65057,ACD,65057
209749_s_at,ACE,1636,ACE,1636
219962_at,ACE2,59272,ACE2,59272
222257_s_at,ACE2,59272,ACE2,59272
205377_s_at,ACHE,43,ACHE,43
205378_s_at,ACHE,43,ACHE,43
210332_at,ACHE,43,ACHE,43
201715_s_at,ACIN1,22985,ACIN1,22985
208335_s_at,ACKR1,2532,ACKR1,2532
206887_at,ACKR2,1238,ACKR2,1238
212977_at,ACKR3,57007,ACKR3,57007
220351_at,ACKR4,51554,ACKR4,51554
201127_s_at,ACLY,47,ACLY,47
201128_s_at,ACLY,47,ACLY,47
210337_s_at,ACLY,47,ACLY,47
207071_s_at,ACO1,48,ACO1,48
200793_s_at,ACO2,50,ACO2,50
217307_at,ACO2,50,ACO2,50
202982_s_at,ACOT1///ACOT2,641371///10965,ACOT1///ACOT2,641371///10965
214763_at,ACOT11,26027,ACOT11,26027
216103_at,ACOT11,26027,ACOT11,26027
204565_at,ACOT13,55856,ACOT13,55856
208002_s_at,ACOT7,11332,ACOT7,11332
215728_s_at,ACOT7,11332,ACOT7,11332
204212_at,ACOT8,10005,ACOT8,10005
221641_s_at,ACOT9,23597,ACOT9,23597
207656_s_at,ACOX1,51,ACOX1,51
209600_s_at,ACOX1,51,ACOX1,51
209601_at,ACOX1,51,ACOX1,51
213501_at,ACOX1,51,ACOX1,51
205364_at,ACOX2,8309,ACOX2,8309
204241_at,ACOX3,8310,ACOX3,8310
204242_s_at,ACOX3,8310,ACOX3,8310
220845_at,ACOXL,55289,ACOXL,55289
201629_s_at,ACP1,52,ACP1,52
201630_s_at,ACP1,52,ACP1,52
215227_x_at,ACP1,52,ACP1,52
202767_at,ACP2,53,ACP2,53
204638_at,ACP5,54,ACP5,54
218795_at,ACP6,51205,ACP6,51205
204393_s_at,ACPP,55,ACPP,55
207427_at,ACR,49,ACR,49
206776_x_at,ACRV1,56,ACRV1,56
207969_x_at,ACRV1,56,ACRV1,56
207973_x_at,ACRV1,56,ACRV1,56
207990_x_at,ACRV1,56,ACRV1,56
207991_x_at,ACRV1,56,ACRV1,56
208013_s_at,ACRV1,56,ACRV1,56
206465_at,ACSBG1,23205,ACSBG1,23205
206466_at,ACSBG1,23205,ACSBG1,23205
221716_s_at,ACSBG2,81616,ACSBG2,81616
218844_at,ACSF2,80221,ACSF2,80221
201963_at,ACSL1,2180,ACSL1,2180
207275_s_at,ACSL1,2180,ACSL1,2180
201660_at,ACSL3,2181,ACSL3,2181
201661_s_at,ACSL3,2181,ACSL3,2181
201662_s_at,ACSL3,2181,ACSL3,2181
202422_s_at,ACSL4,2182,ACSL4,2182
218322_s_at,ACSL5,51703,ACSL5,51703
211207_s_at,ACSL6,23305,ACSL6,23305
213683_at,ACSL6,23305,ACSL6,23305
216409_at,ACSL6,23305,ACSL6,23305
215432_at,ACSM1,116285,ACSM1,116285
214069_at,ACSM2B///ACSM2A,348158///123876,ACSM2B///ACSM2A,348158///123876
205942_s_at,ACSM3,6296,ACSM3,6296
210377_at,ACSM3,6296,ACSM3,6296
220061_at,ACSM5,54988,ACSM5,54988
89977_at,ACSM5,54988,ACSM5,54988
219616_at,ACSS3,79611,ACSS3,79611
203872_at,ACTA1,58,ACTA1,58
200974_at,ACTA2,59,ACTA2,59
215787_at,ACTA2,59,ACTA2,59
200801_x_at,ACTB,60,ACTB,60
213867_x_at,ACTB,60,ACTB,60
AFFX-HSAC07/X00351_3_at,ACTB,60,ACTB,60
AFFX-HSAC07/X00351_5_at,ACTB,60,ACTB,60
AFFX-HSAC07/X00351_M_at,ACTB,60,ACTB,60
217211_at,ACTBP9,69,ACTBP9,69
205132_at,ACTC1,70,ACTC1,70
201550_x_at,ACTG1///ACTB,71///60,ACTG1///ACTB,71///60
211970_x_at,ACTG1///ACTB,71///60,ACTG1///ACTB,71///60
211983_x_at,ACTG1///ACTB,71///60,ACTG1///ACTB,71///60
211995_x_at,ACTG1///ACTB,71///60,ACTG1///ACTB,71///60
212363_x_at,ACTG1///ACTB,71///60,ACTG1///ACTB,71///60
212988_x_at,ACTG1///ACTB,71///60,ACTG1///ACTB,71///60
213214_x_at,ACTG1///ACTB,71///60,ACTG1///ACTB,71///60
221607_x_at,ACTG1///ACTB,71///60,ACTG1///ACTB,71///60
208498_s_at,ACTG1P4///AMY2B///AMY2A///AMY1C///AMY1B///AMY1A,648740///280///279///278///277///276,ACTG1P4///AMY2B///AMY2A///AMY1C///AMY1B///AMY1A,648740///280///279///278///277///276
202274_at,ACTG2,72,ACTG2,72
202666_s_at,ACTL6A,86,ACTL6A,86
206013_s_at,ACTL6B,51412,ACTL6B,51412
206014_at,ACTL6B,51412,ACTL6B,51412
220501_at,ACTL7A,10881,ACTL7A,10881
220498_at,ACTL7B,10880,ACTL7B,10880
214957_at,ACTL8,81569,ACTL8,81569
208636_at,ACTN1,87,ACTN1,87
208637_x_at,ACTN1,87,ACTN1,87
211160_x_at,ACTN1,87,ACTN1,87
203861_s_at,ACTN2,88,ACTN2,88
203862_s_at,ACTN2,88,ACTN2,88
203863_at,ACTN2,88,ACTN2,88
203864_s_at,ACTN2,88,ACTN2,88
206891_at,ACTN3,89,ACTN3,89
200601_at,ACTN4,81,ACTN4,81
222230_s_at,ACTR10,55860,ACTR10,55860
200720_s_at,ACTR1A,10121,ACTR1A,10121
200721_s_at,ACTR1A,10121,ACTR1A,10121
202135_s_at,ACTR1B,10120,ACTR1B,10120
200727_s_at,ACTR2,10097,ACTR2,10097
200728_at,ACTR2,10097,ACTR2,10097
200729_s_at,ACTR2,10097,ACTR2,10097
200996_at,ACTR3,10096,ACTR3,10096
213101_s_at,ACTR3,10096,ACTR3,10096
213102_at,ACTR3,10096,ACTR3,10096
218868_at,ACTR3B,57180,ACTR3B,57180
219623_at,ACTR5,79913,ACTR5,79913
222147_s_at,ACTR5,79913,ACTR5,79913
218395_at,ACTR6,64431,ACTR6,64431
218658_s_at,ACTR8,93973,ACTR8,93973
203935_at,ACVR1,90,ACVR1,90
205209_at,ACVR1B,91,ACVR1B,91
208218_s_at,ACVR1B,91,ACVR1B,91
208219_at,ACVR1B,91,ACVR1B,91
208222_at,ACVR1B,91,ACVR1B,91
208223_s_at,ACVR1B,91,ACVR1B,91
213198_at,ACVR1B,91,ACVR1B,91
205327_s_at,ACVR2A,92,ACVR2A,92
220028_at,ACVR2B,93,ACVR2B,93
215590_x_at,ACVR2B-AS1,100128640,ACVR2B-AS1,100128640
210838_s_at,ACVRL1,94,ACVRL1,94
205260_s_at,ACYP1,97,ACYP1,97
204639_at,ADA,100,ADA,100
216705_s_at,ADA,100,ADA,100
202603_at,ADAM10,102,ADAM10,102
202604_x_at,ADAM10,102,ADAM10,102
214895_s_at,ADAM10,102,ADAM10,102
207880_at,ADAM11,4185,ADAM11,4185
202952_s_at,ADAM12,8038,ADAM12,8038
204943_at,ADAM12,8038,ADAM12,8038
213790_at,ADAM12,8038,ADAM12,8038
215613_at,ADAM12,8038,ADAM12,8038
217007_s_at,ADAM15,8751,ADAM15,8751
205745_x_at,ADAM17,6868,ADAM17,6868
205746_s_at,ADAM17,6868,ADAM17,6868
213532_at,ADAM17,6868,ADAM17,6868
207597_at,ADAM18,8749,ADAM18,8749
209765_at,ADAM19,8728,ADAM19,8728
221128_at,ADAM19,8728,ADAM19,8728
207664_at,ADAM2,2515,ADAM2,2515
207422_at,ADAM20,8748,ADAM20,8748
207423_s_at,ADAM20,8748,ADAM20,8748
207665_at,ADAM21,8747,ADAM21,8747
206615_s_at,ADAM22,53616,ADAM22,53616
206616_s_at,ADAM22,53616,ADAM22,53616
208226_x_at,ADAM22,53616,ADAM22,53616
208227_x_at,ADAM22,53616,ADAM22,53616
208237_x_at,ADAM22,53616,ADAM22,53616
213411_at,ADAM22,53616,ADAM22,53616
206046_at,ADAM23,8745,ADAM23,8745
213808_at,ADAM23,8745,ADAM23,8745
205997_at,ADAM28,10863,ADAM28,10863
208268_at,ADAM28,10863,ADAM28,10863
208269_s_at,ADAM28,10863,ADAM28,10863
221446_at,ADAM30,11085,ADAM30,11085
216276_s_at,ADAM3A,1587,ADAM3A,1587
217090_at,ADAM3A,1587,ADAM3A,1587
217237_at,ADAM3B,1596,ADAM3B,1596
216998_s_at,ADAM5,255926,ADAM5,255926
217003_s_at,ADAM5,255926,ADAM5,255926
211238_at,ADAM7,8756,ADAM7,8756
211239_s_at,ADAM7,8756,ADAM7,8756
205179_s_at,ADAM8,101,ADAM8,101
205180_s_at,ADAM8,101,ADAM8,101
202381_at,ADAM9,8754,ADAM9,8754
206134_at,ADAMDEC1,27299,ADAMDEC1,27299
222162_s_at,ADAMTS1,9510,ADAMTS1,9510
221421_s_at,ADAMTS12,81792,ADAMTS12,81792
220208_at,ADAMTS13,11093,ADAMTS13,11093
214454_at,ADAMTS2,9509,ADAMTS2,9509
214535_s_at,ADAMTS2,9509,ADAMTS2,9509
220717_at,ADAMTS20,80070,ADAMTS20,80070
214913_at,ADAMTS3,9508,ADAMTS3,9508
219935_at,ADAMTS5,11096,ADAMTS5,11096
220866_at,ADAMTS6,11174,ADAMTS6,11174
220705_s_at,ADAMTS7,11173,ADAMTS7,11173
220706_at,ADAMTS7,11173,ADAMTS7,11173
220676_at,ADAMTS8,11095,ADAMTS8,11095
220677_s_at,ADAMTS8,11095,ADAMTS8,11095
220287_at,ADAMTS9,56999,ADAMTS9,56999
206629_at,ADAMTSL2,9719,ADAMTSL2,9719
213974_at,ADAMTSL3,57188,ADAMTSL3,57188
220578_at,ADAMTSL4,54507,ADAMTSL4,54507
219150_s_at,ADAP1,11033,ADAP1,11033
90265_at,ADAP1,11033,ADAP1,11033
219358_s_at,ADAP2,55803,ADAP2,55803
201786_s_at,ADAR,103,ADAR,103
203865_s_at,ADARB1,104,ADARB1,104
207999_s_at,ADARB1,104,ADARB1,104
209979_at,ADARB1,104,ADARB1,104
220648_at,ADARB2,105,ADARB2,105
219384_s_at,ADAT1,23536,ADAT1,23536
221893_s_at,ADCK2,90956,ADCK2,90956
221894_at,ADCK2,90956,ADCK2,90956
222117_s_at,ADCK2,90956,ADCK2,90956
44120_at,ADCK2,90956,ADCK2,90956
213245_at,ADCY1,107,ADCY1,107
215340_at,ADCY1,107,ADCY1,107
215348_at,ADCY1,107,ADCY1,107
214547_at,ADCY10,55811,ADCY10,55811
217305_s_at,ADCY10,55811,ADCY10,55811
213217_at,ADCY2,108,ADCY2,108
213219_at,ADCY2,108,ADCY2,108
217687_at,ADCY2,108,ADCY2,108
209320_at,ADCY3,109,ADCY3,109
209321_s_at,ADCY3,109,ADCY3,109
209195_s_at,ADCY6,112,ADCY6,112
203741_s_at,ADCY7,113,ADCY7,113
206811_at,ADCY8,114,ADCY8,114
204497_at,ADCY9,115,ADCY9,115
204498_s_at,ADCY9,115,ADCY9,115
215400_x_at,ADCY9,115,ADCY9,115
206281_at,ADCYAP1,116,ADCYAP1,116
207151_at,ADCYAP1R1,117,ADCYAP1R1,117
208030_s_at,ADD1,118,ADD1,118
214726_x_at,ADD1,118,ADD1,118
214736_s_at,ADD1,118,ADD1,118
205268_s_at,ADD2,119,ADD2,119
206807_s_at,ADD2,119,ADD2,119
213484_at,ADD2,119,ADD2,119
201034_at,ADD3,120,ADD3,120
201752_s_at,ADD3,120,ADD3,120
201753_s_at,ADD3,120,ADD3,120
205882_x_at,ADD3,120,ADD3,120
217380_s_at,ADD3-AS1,100505933,ADD3-AS1,100505933
222072_at,ADD3-AS1,100505933,ADD3-AS1,100505933
220614_s_at,ADGB,79747,ADGB,79747
221814_at,ADGRA2,25960,ADGRA2,25960
65718_at,ADGRA2,25960,ADGRA2,25960
210473_s_at,ADGRA3,166647,ADGRA3,166647
206083_at,ADGRB1,575,ADGRB1,575
204966_at,ADGRB2,576,ADGRB2,576
205638_at,ADGRB3,577,ADGRB3,577
211568_at,ADGRB3,577,ADGRB3,577
216289_at,ADGRD2,347088,ADGRD2,347088
207111_at,ADGRE1,2015,ADGRE1,2015
207610_s_at,ADGRE2,30817,ADGRE2,30817
210724_at,ADGRE3,84658,ADGRE3,84658
202910_s_at,ADGRE5,976,ADGRE5,976
220907_at,ADGRF1,266977,ADGRF1,266977
212950_at,ADGRF5,221395,ADGRF5,221395
212951_at,ADGRF5,221395,ADGRF5,221395
206582_s_at,ADGRG1,9289,ADGRG1,9289
212070_at,ADGRG1,9289,ADGRG1,9289
206002_at,ADGRG2,10149,ADGRG2,10149
220404_at,ADGRG3,222487,ADGRG3,222487
213094_at,ADGRG6,57211,ADGRG6,57211
203488_at,ADGRL1,22859,ADGRL1,22859
219145_at,ADGRL1,22859,ADGRL1,22859
47560_at,ADGRL1,22859,ADGRL1,22859
206953_s_at,ADGRL2,23266,ADGRL2,23266
209866_s_at,ADGRL3,23284,ADGRL3,23284
209867_s_at,ADGRL3,23284,ADGRL3,23284
219134_at,ADGRL4,64123,ADGRL4,64123
215396_at,ADGRV1,84059,ADGRV1,84059
207820_at,ADH1A,124,ADH1A,124
209612_s_at,ADH1B,125,ADH1B,125
209613_s_at,ADH1B,125,ADH1B,125
209614_at,ADH1B,125,ADH1B,125
206262_at,ADH1C,126,ADH1C,126
208847_s_at,ADH5,128,ADH5,128
208848_at,ADH5,128,ADH5,128
207544_s_at,ADH6,130,ADH6,130
214261_s_at,ADH6,130,ADH6,130
210505_at,ADH7,131,ADH7,131
217761_at,ADI1,55256,ADI1,55256
207175_at,ADIPOQ,9370,ADIPOQ,9370
217748_at,ADIPOR1,51094,ADIPOR1,51094
201346_at,ADIPOR2,79602,ADIPOR2,79602
203571_s_at,ADIRF,10974,ADIRF,10974
204119_s_at,ADK,132,ADK,132
204120_s_at,ADK,132,ADK,132
202912_at,ADM,133,ADM,133
220538_at,ADM2,79924,ADM2,79924
201773_at,ADNP,23394,ADNP,23394
203321_s_at,ADNP2,22850,ADNP2,22850
203322_at,ADNP2,22850,ADNP2,22850
212500_at,ADO,84890,ADO,84890
212502_at,ADO,84890,ADO,84890
205481_at,ADORA1,134,ADORA1,134
216220_s_at,ADORA1,134,ADORA1,134
205891_at,ADORA2B,136,ADORA2B,136
206171_at,ADORA3,140,ADORA3,140
220980_s_at,ADPGK,83440,ADPGK,83440
207863_at,ADPRH,141,ADPRH,141
220606_s_at,ADPRM,56985,ADPRM,56985
211489_at,ADRA1A,148,ADRA1A,148
211490_at,ADRA1A,148,ADRA1A,148
211491_at,ADRA1A,148,ADRA1A,148
211492_s_at,ADRA1A,148,ADRA1A,148
207589_at,ADRA1B,147,ADRA1B,147
210960_at,ADRA1D,146,ADRA1D,146
210961_s_at,ADRA1D,146,ADRA1D,146
209869_at,ADRA2A,150,ADRA2A,150
208544_at,ADRA2B,151,ADRA2B,151
206128_at,ADRA2C,152,ADRA2C,152
208214_at,ADRB1,153,ADRB1,153
206170_at,ADRB2,154,ADRB2,154
206812_at,ADRB3,155,ADRB3,155
217303_s_at,ADRB3,155,ADRB3,155
201281_at,ADRM1,11047,ADRM1,11047
202144_s_at,ADSL,158,ADSL,158
210250_x_at,ADSL,158,ADSL,158
221761_at,ADSS,159,ADSS,159
215100_at,ADTRP,84830,ADTRP,84830
201792_at,AEBP1,165,AEBP1,165
219361_s_at,AEN,64782,AEN,64782
217729_s_at,AES,166,AES,166
203563_at,AFAP1,60312,AFAP1,60312
208512_s_at,AFDN,4301,AFDN,4301
214939_x_at,AFDN,4301,AFDN,4301
215904_at,AFDN,4301,AFDN,4301
210409_at,AFDN-AS1,653483,AFDN-AS1,653483
201924_at,AFF1,4299,AFF1,4299
211826_s_at,AFF1,4299,AFF1,4299
215451_s_at,AFF1,4299,AFF1,4299
206105_at,AFF2,2334,AFF2,2334
210957_s_at,AFF2,2334,AFF2,2334
216364_s_at,AFF2,2334,AFF2,2334
205734_s_at,AFF3,3899,AFF3,3899
205735_s_at,AFF3,3899,AFF3,3899
219199_at,AFF4,27125,AFF4,27125
202486_at,AFG3L2,10939,AFG3L2,10939
206840_at,AFM,173,AFM,173
204694_at,AFP,174,AFP,174
217939_s_at,AFTPH,54812,AFTPH,54812
204332_s_at,AGA,175,AGA,175
204333_s_at,AGA,175,AGA,175
216064_s_at,AGA,175,AGA,175
204066_s_at,AGAP1,116987,AGAP1,116987
206152_at,AGAP2,116986,AGAP2,116986
215080_s_at,AGAP2,116986,AGAP2,116986
220390_at,AGBL2,79841,AGBL2,79841
220649_at,AGBL3,340351,AGBL3,340351
218480_at,AGBL5,60509,AGBL5,60509
210081_at,AGER,177,AGER,177
217046_s_at,AGER,177,AGER,177
213926_s_at,AGFG1,3267,AGFG1,3267
213928_s_at,AGFG1,3267,AGFG1,3267
218091_at,AGFG1,3267,AGFG1,3267
218092_s_at,AGFG1,3267,AGFG1,3267
206820_at,AGFG2,3268,AGFG2,3268
206821_x_at,AGFG2,3268,AGFG2,3268
217450_at,AGFG2,3268,AGFG2,3268
222126_at,AGFG2,3268,AGFG2,3268
222362_at,AGFG2,3268,AGFG2,3268
208042_at,AGGF1,55109,AGGF1,55109
210710_at,AGGF1,55109,AGGF1,55109
218534_s_at,AGGF1,55109,AGGF1,55109
218568_at,AGK,55750,AGK,55750
222132_s_at,AGK,55750,AGK,55750
203566_s_at,AGL,178,AGL,178
219792_at,AGMAT,79814,AGMAT,79814
221648_s_at,AGMAT,79814,AGMAT,79814
218287_s_at,AGO1,26523,AGO1,26523
219426_at,AGO3,192669,AGO3,192669
219190_s_at,AGO4,192670,AGO4,192670
215535_s_at,AGPAT1,10554,AGPAT1,10554
32836_at,AGPAT1,10554,AGPAT1,10554
210678_s_at,AGPAT2,10555,AGPAT2,10555
32837_at,AGPAT2,10555,AGPAT2,10555
219723_x_at,AGPAT3,56894,AGPAT3,56894
219693_at,AGPAT4,56895,AGPAT4,56895
218096_at,AGPAT5,55326,AGPAT5,55326
205401_at,AGPS,8540,AGPS,8540
209173_at,AGR2,10551,AGR2,10551
212283_at,AGRN,375790,AGRN,375790
212285_s_at,AGRN,375790,AGRN,375790
217410_at,AGRN,375790,AGRN,375790
217419_x_at,AGRN,375790,AGRN,375790
207193_at,AGRP,181,AGRP,181
202834_at,AGT,183,AGT,183
204499_at,AGTPBP1,23287,AGTPBP1,23287
204500_s_at,AGTPBP1,23287,AGTPBP1,23287
205357_s_at,AGTR1,185,AGTR1,185
208016_s_at,AGTR1,185,AGTR1,185
207293_s_at,AGTR2,186,AGTR2,186
207294_at,AGTR2,186,AGTR2,186
222321_at,AGTR2,186,AGTR2,186
206957_at,AGXT,189,AGXT,189
210326_at,AGXT,189,AGXT,189
210327_s_at,AGXT,189,AGXT,189
214766_s_at,AHCTF1,25909,AHCTF1,25909
200903_s_at,AHCY,191,AHCY,191
200848_at,AHCYL1,10768,AHCYL1,10768
200849_s_at,AHCYL1,10768,AHCYL1,10768
200850_s_at,AHCYL1,10768,AHCYL1,10768
207464_at,AHCYL1,10768,AHCYL1,10768
212814_at,AHCYL2,23382,AHCYL2,23382
215672_s_at,AHCYL2,23382,AHCYL2,23382
205002_at,AHDC1,27245,AHDC1,27245
220841_s_at,AHI1,54806,AHI1,54806
220842_at,AHI1,54806,AHI1,54806
221569_at,AHI1,54806,AHI1,54806
211986_at,AHNAK,79026,AHNAK,79026
220016_at,AHNAK,79026,AHNAK,79026
212992_at,AHNAK2,113146,AHNAK2,113146
202820_at,AHR,196,AHR,196
201491_at,AHSA1,10598,AHSA1,10598
212980_at,AHSA2,130872,AHSA2,130872
204551_s_at,AHSG,197,AHSG,197
210929_s_at,AHSG,197,AHSG,197
219672_at,AHSP,51327,AHSP,51327
219841_at,AICDA,57379,AICDA,57379
220199_s_at,AIDA,64853,AIDA,64853
207823_s_at,AIF1,199,AIF1,199
209901_x_at,AIF1,199,AIF1,199
213095_x_at,AIF1,199,AIF1,199
215051_x_at,AIF1,199,AIF1,199
205512_s_at,AIFM1,9131,AIFM1,9131
212543_at,AIM1,202,AIM1,202
220289_s_at,AIM1L,55057,AIM1L,55057
220290_at,AIM1L,55057,AIM1L,55057
206513_at,AIM2,9447,AIM2,9447
202541_at,AIMP1,9255,AIMP1,9255
202542_s_at,AIMP1,9255,AIMP1,9255
202138_x_at,AIMP2,7965,AIMP2,7965
209971_x_at,AIMP2,7965,AIMP2,7965
209972_s_at,AIMP2,7965,AIMP2,7965
201781_s_at,AIP,9049,AIP,9049
201782_s_at,AIP,9049,AIP,9049
