"accession","archive","member","gsm","extracted_path","compressed_cel_readable","metadata_match"
"GSE41258","GSE41258_RAW.tar","GSM1012428_10512AR3.CEL.gz","GSM1012428","data/interim/cel/GSE41258/GSM1012428_10512AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012429_10630AR3.CEL.gz","GSM1012429","data/interim/cel/GSE41258/GSM1012429_10630AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012430_11185VR1.CEL.gz","GSM1012430","data/interim/cel/GSE41258/GSM1012430_11185VR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012431_11190VR1.CEL.gz","GSM1012431","data/interim/cel/GSE41258/GSM1012431_11190VR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012432_11325AR3.CEL.gz","GSM1012432","data/interim/cel/GSE41258/GSM1012432_11325AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012433_11670VR1.CEL.gz","GSM1012433","data/interim/cel/GSE41258/GSM1012433_11670VR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012434_11718AR3.CEL.gz","GSM1012434","data/interim/cel/GSE41258/GSM1012434_11718AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012435_12051MR1.CEL.gz","GSM1012435","data/interim/cel/GSE41258/GSM1012435_12051MR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012436_12051VR1.CEL.gz","GSM1012436","data/interim/cel/GSE41258/GSM1012436_12051VR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012437_12237AR3.CEL.gz","GSM1012437","data/interim/cel/GSE41258/GSM1012437_12237AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012438_12285VR1.CEL.gz","GSM1012438","data/interim/cel/GSE41258/GSM1012438_12285VR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012439_12292AR3.CEL.gz","GSM1012439","data/interim/cel/GSE41258/GSM1012439_12292AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012440_12297AR3.CEL.gz","GSM1012440","data/interim/cel/GSE41258/GSM1012440_12297AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012441_12355AR3.CEL.gz","GSM1012441","data/interim/cel/GSE41258/GSM1012441_12355AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012442_12847AR3.CEL.gz","GSM1012442","data/interim/cel/GSE41258/GSM1012442_12847AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012443_13279MR1.CEL.gz","GSM1012443","data/interim/cel/GSE41258/GSM1012443_13279MR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012444_13279VR1.CEL.gz","GSM1012444","data/interim/cel/GSE41258/GSM1012444_13279VR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012445_13321AR3.CEL.gz","GSM1012445","data/interim/cel/GSE41258/GSM1012445_13321AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012446_13357AR3.CEL.gz","GSM1012446","data/interim/cel/GSE41258/GSM1012446_13357AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012447_14475AR3.CEL.gz","GSM1012447","data/interim/cel/GSE41258/GSM1012447_14475AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012448_14756VR1.CEL.gz","GSM1012448","data/interim/cel/GSE41258/GSM1012448_14756VR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012449_14756VR1_ez.CEL.gz","GSM1012449","data/interim/cel/GSE41258/GSM1012449_14756VR1_ez.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012450_14938VR1.CEL.gz","GSM1012450","data/interim/cel/GSE41258/GSM1012450_14938VR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012451_15329AR3.CEL.gz","GSM1012451","data/interim/cel/GSE41258/GSM1012451_15329AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012452_79744UR4.CEL.gz","GSM1012452","data/interim/cel/GSE41258/GSM1012452_79744UR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012453_80649UR4.CEL.gz","GSM1012453","data/interim/cel/GSE41258/GSM1012453_80649UR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012454_A0022BR4.CEL.gz","GSM1012454","data/interim/cel/GSE41258/GSM1012454_A0022BR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012455_A0319AR4.CEL.gz","GSM1012455","data/interim/cel/GSE41258/GSM1012455_A0319AR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012456_A0702AR4.CEL.gz","GSM1012456","data/interim/cel/GSE41258/GSM1012456_A0702AR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012457_A1288UR4.CEL.gz","GSM1012457","data/interim/cel/GSE41258/GSM1012457_A1288UR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012458_A1327BR3.CEL.gz","GSM1012458","data/interim/cel/GSE41258/GSM1012458_A1327BR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012459_A1327HR2.CEL.gz","GSM1012459","data/interim/cel/GSE41258/GSM1012459_A1327HR2.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012460_A1423UR4.CEL.gz","GSM1012460","data/interim/cel/GSE41258/GSM1012460_A1423UR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012461_A1516AR4.CEL.gz","GSM1012461","data/interim/cel/GSE41258/GSM1012461_A1516AR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012462_A1644AR4.CEL.gz","GSM1012462","data/interim/cel/GSE41258/GSM1012462_A1644AR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012463_A1716AR4.CEL.gz","GSM1012463","data/interim/cel/GSE41258/GSM1012463_A1716AR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012464_A1853BR3.CEL.gz","GSM1012464","data/interim/cel/GSE41258/GSM1012464_A1853BR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012465_A1853HR2.CEL.gz","GSM1012465","data/interim/cel/GSE41258/GSM1012465_A1853HR2.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012466_a2191hr.CEL.gz","GSM1012466","data/interim/cel/GSE41258/GSM1012466_a2191hr.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012467_A2226AR4.CEL.gz","GSM1012467","data/interim/cel/GSE41258/GSM1012467_A2226AR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012468_A2367AR4.CEL.gz","GSM1012468","data/interim/cel/GSE41258/GSM1012468_A2367AR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012469_A2434AR3.CEL.gz","GSM1012469","data/interim/cel/GSE41258/GSM1012469_A2434AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012470_A2561UR4.CEL.gz","GSM1012470","data/interim/cel/GSE41258/GSM1012470_A2561UR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012471_A2715AR3.CEL.gz","GSM1012471","data/interim/cel/GSE41258/GSM1012471_A2715AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012472_A3203UR4.CEL.gz","GSM1012472","data/interim/cel/GSE41258/GSM1012472_A3203UR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012473_A3443BR4.CEL.gz","GSM1012473","data/interim/cel/GSE41258/GSM1012473_A3443BR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012474_A3536AR4.CEL.gz","GSM1012474","data/interim/cel/GSE41258/GSM1012474_A3536AR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012475_A3622UR4.CEL.gz","GSM1012475","data/interim/cel/GSE41258/GSM1012475_A3622UR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012476_A3684UR4.CEL.gz","GSM1012476","data/interim/cel/GSE41258/GSM1012476_A3684UR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012477_A4177BR3.CEL.gz","GSM1012477","data/interim/cel/GSE41258/GSM1012477_A4177BR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012478_A4248AR4.CEL.gz","GSM1012478","data/interim/cel/GSE41258/GSM1012478_A4248AR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012479_A4342AR4.CEL.gz","GSM1012479","data/interim/cel/GSE41258/GSM1012479_A4342AR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012480_A4396UR4.CEL.gz","GSM1012480","data/interim/cel/GSE41258/GSM1012480_A4396UR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012481_A4410BR3.CEL.gz","GSM1012481","data/interim/cel/GSE41258/GSM1012481_A4410BR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012482_A4410BR3_ren.CEL.gz","GSM1012482","data/interim/cel/GSE41258/GSM1012482_A4410BR3_ren.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012483_A4410HR2.CEL.gz","GSM1012483","data/interim/cel/GSE41258/GSM1012483_A4410HR2.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012484_A4674UR4.CEL.gz","GSM1012484","data/interim/cel/GSE41258/GSM1012484_A4674UR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012485_A4756UR4.CEL.gz","GSM1012485","data/interim/cel/GSE41258/GSM1012485_A4756UR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012486_A4779AR3.CEL.gz","GSM1012486","data/interim/cel/GSE41258/GSM1012486_A4779AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012487_A4779HR2.CEL.gz","GSM1012487","data/interim/cel/GSE41258/GSM1012487_A4779HR2.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012488_A4792AR4.CEL.gz","GSM1012488","data/interim/cel/GSE41258/GSM1012488_A4792AR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012489_A4902AR2.CEL.gz","GSM1012489","data/interim/cel/GSE41258/GSM1012489_A4902AR2.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012490_A4902AR3.CEL.gz","GSM1012490","data/interim/cel/GSE41258/GSM1012490_A4902AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012491_A4902DR2.CEL.gz","GSM1012491","data/interim/cel/GSE41258/GSM1012491_A4902DR2.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012492_A4947AR4.CEL.gz","GSM1012492","data/interim/cel/GSE41258/GSM1012492_A4947AR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012493_A5086BR4.CEL.gz","GSM1012493","data/interim/cel/GSE41258/GSM1012493_A5086BR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012494_A5135AR2.CEL.gz","GSM1012494","data/interim/cel/GSE41258/GSM1012494_A5135AR2.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012495_A5135AR2_ez.CEL.gz","GSM1012495","data/interim/cel/GSE41258/GSM1012495_A5135AR2_ez.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012496_A5135DR2.CEL.gz","GSM1012496","data/interim/cel/GSE41258/GSM1012496_A5135DR2.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012497_A5153BR3.CEL.gz","GSM1012497","data/interim/cel/GSE41258/GSM1012497_A5153BR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012498_A5153HR.CEL.gz","GSM1012498","data/interim/cel/GSE41258/GSM1012498_A5153HR.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012499_A5320AR3.CEL.gz","GSM1012499","data/interim/cel/GSE41258/GSM1012499_A5320AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012500_A5465AR3.CEL.gz","GSM1012500","data/interim/cel/GSE41258/GSM1012500_A5465AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012501_A5607UR4.CEL.gz","GSM1012501","data/interim/cel/GSE41258/GSM1012501_A5607UR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012502_A5627AR3.CEL.gz","GSM1012502","data/interim/cel/GSE41258/GSM1012502_A5627AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012503_A5627BR3.CEL.gz","GSM1012503","data/interim/cel/GSE41258/GSM1012503_A5627BR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012504_A5790BR3.CEL.gz","GSM1012504","data/interim/cel/GSE41258/GSM1012504_A5790BR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012505_A5790BR3_2.CEL.gz","GSM1012505","data/interim/cel/GSE41258/GSM1012505_A5790BR3_2.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012506_A5960UR4.CEL.gz","GSM1012506","data/interim/cel/GSE41258/GSM1012506_A5960UR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012507_A6141AR.CEL.gz","GSM1012507","data/interim/cel/GSE41258/GSM1012507_A6141AR.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012508_A6143BR3.CEL.gz","GSM1012508","data/interim/cel/GSE41258/GSM1012508_A6143BR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012509_A6275AR3.CEL.gz","GSM1012509","data/interim/cel/GSE41258/GSM1012509_A6275AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012510_A7366AR3.CEL.gz","GSM1012510","data/interim/cel/GSE41258/GSM1012510_A7366AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012511_A8307AR4.CEL.gz","GSM1012511","data/interim/cel/GSE41258/GSM1012511_A8307AR4.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012512_A8457BR3.CEL.gz","GSM1012512","data/interim/cel/GSE41258/GSM1012512_A8457BR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012513_A8528AR3.CEL.gz","GSM1012513","data/interim/cel/GSE41258/GSM1012513_A8528AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012514_A8528BR3.CEL.gz","GSM1012514","data/interim/cel/GSE41258/GSM1012514_A8528BR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012515_A9369BR3.CEL.gz","GSM1012515","data/interim/cel/GSE41258/GSM1012515_A9369BR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012516_C0020BR1.CEL.gz","GSM1012516","data/interim/cel/GSE41258/GSM1012516_C0020BR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012517_C0035BR1.CEL.gz","GSM1012517","data/interim/cel/GSE41258/GSM1012517_C0035BR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012518_C0045UR3.CEL.gz","GSM1012518","data/interim/cel/GSE41258/GSM1012518_C0045UR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012519_C0047BR1.CEL.gz","GSM1012519","data/interim/cel/GSE41258/GSM1012519_C0047BR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012520_C0056UR3.CEL.gz","GSM1012520","data/interim/cel/GSE41258/GSM1012520_C0056UR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012521_C0059UR3.CEL.gz","GSM1012521","data/interim/cel/GSE41258/GSM1012521_C0059UR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012522_C0068UR3.CEL.gz","GSM1012522","data/interim/cel/GSE41258/GSM1012522_C0068UR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012523_C0072UR3.CEL.gz","GSM1012523","data/interim/cel/GSE41258/GSM1012523_C0072UR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012524_C0075UR3.CEL.gz","GSM1012524","data/interim/cel/GSE41258/GSM1012524_C0075UR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012525_C0081AR3.CEL.gz","GSM1012525","data/interim/cel/GSE41258/GSM1012525_C0081AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012526_C0101AR3.CEL.gz","GSM1012526","data/interim/cel/GSE41258/GSM1012526_C0101AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012527_C0104AR3.CEL.gz","GSM1012527","data/interim/cel/GSE41258/GSM1012527_C0104AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012528_C0105A.CEL.gz","GSM1012528","data/interim/cel/GSE41258/GSM1012528_C0105A.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012529_C0111AR1.CEL.gz","GSM1012529","data/interim/cel/GSE41258/GSM1012529_C0111AR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012530_C0111HR1.CEL.gz","GSM1012530","data/interim/cel/GSE41258/GSM1012530_C0111HR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012531_C0112AR1.CEL.gz","GSM1012531","data/interim/cel/GSE41258/GSM1012531_C0112AR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012532_C0113AR3.CEL.gz","GSM1012532","data/interim/cel/GSE41258/GSM1012532_C0113AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012533_C0114AR1.CEL.gz","GSM1012533","data/interim/cel/GSE41258/GSM1012533_C0114AR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012534_C0114HR1.CEL.gz","GSM1012534","data/interim/cel/GSE41258/GSM1012534_C0114HR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012535_C0115AR3.CEL.gz","GSM1012535","data/interim/cel/GSE41258/GSM1012535_C0115AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012536_C0117AR1.CEL.gz","GSM1012536","data/interim/cel/GSE41258/GSM1012536_C0117AR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012537_C0117HR1.CEL.gz","GSM1012537","data/interim/cel/GSE41258/GSM1012537_C0117HR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012538_C0122AR3.CEL.gz","GSM1012538","data/interim/cel/GSE41258/GSM1012538_C0122AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012539_C0123AR3.CEL.gz","GSM1012539","data/interim/cel/GSE41258/GSM1012539_C0123AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012540_C0123HR1.CEL.gz","GSM1012540","data/interim/cel/GSE41258/GSM1012540_C0123HR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012541_C0124AR3.CEL.gz","GSM1012541","data/interim/cel/GSE41258/GSM1012541_C0124AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012542_C0125AR3.CEL.gz","GSM1012542","data/interim/cel/GSE41258/GSM1012542_C0125AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012543_C0127AR3.CEL.gz","GSM1012543","data/interim/cel/GSE41258/GSM1012543_C0127AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012544_C0128AR3.CEL.gz","GSM1012544","data/interim/cel/GSE41258/GSM1012544_C0128AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012545_C0128BR1.CEL.gz","GSM1012545","data/interim/cel/GSE41258/GSM1012545_C0128BR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012546_C0130AR3.CEL.gz","GSM1012546","data/interim/cel/GSE41258/GSM1012546_C0130AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012547_C0134AR1.CEL.gz","GSM1012547","data/interim/cel/GSE41258/GSM1012547_C0134AR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012548_C0134HR1.CEL.gz","GSM1012548","data/interim/cel/GSE41258/GSM1012548_C0134HR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012549_C0136AR1.CEL.gz","GSM1012549","data/interim/cel/GSE41258/GSM1012549_C0136AR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012550_C0136HR1.CEL.gz","GSM1012550","data/interim/cel/GSE41258/GSM1012550_C0136HR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012551_C0136KR1.CEL.gz","GSM1012551","data/interim/cel/GSE41258/GSM1012551_C0136KR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012552_C0136UR1.CEL.gz","GSM1012552","data/interim/cel/GSE41258/GSM1012552_C0136UR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012553_C0137AR1.CEL.gz","GSM1012553","data/interim/cel/GSE41258/GSM1012553_C0137AR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012554_C0137HR1.CEL.gz","GSM1012554","data/interim/cel/GSE41258/GSM1012554_C0137HR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012555_C0139KR1.CEL.gz","GSM1012555","data/interim/cel/GSE41258/GSM1012555_C0139KR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012556_C0139KR2.CEL.gz","GSM1012556","data/interim/cel/GSE41258/GSM1012556_C0139KR2.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012557_C0139UR1.CEL.gz","GSM1012557","data/interim/cel/GSE41258/GSM1012557_C0139UR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012558_C0140AR3.CEL.gz","GSM1012558","data/interim/cel/GSE41258/GSM1012558_C0140AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012559_C0141UR3.CEL.gz","GSM1012559","data/interim/cel/GSE41258/GSM1012559_C0141UR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012560_C0145UR3.CEL.gz","GSM1012560","data/interim/cel/GSE41258/GSM1012560_C0145UR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012561_C0147AR1.CEL.gz","GSM1012561","data/interim/cel/GSE41258/GSM1012561_C0147AR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012562_C0147AR3.CEL.gz","GSM1012562","data/interim/cel/GSE41258/GSM1012562_C0147AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012563_C0147HR1.CEL.gz","GSM1012563","data/interim/cel/GSE41258/GSM1012563_C0147HR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012564_C0149AR3.CEL.gz","GSM1012564","data/interim/cel/GSE41258/GSM1012564_C0149AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012565_C0151AR1.CEL.gz","GSM1012565","data/interim/cel/GSE41258/GSM1012565_C0151AR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012566_C0152UR3.CEL.gz","GSM1012566","data/interim/cel/GSE41258/GSM1012566_C0152UR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012567_C0153AR1.CEL.gz","GSM1012567","data/interim/cel/GSE41258/GSM1012567_C0153AR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012568_C0153HR1.CEL.gz","GSM1012568","data/interim/cel/GSE41258/GSM1012568_C0153HR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012569_C0154AR1.CEL.gz","GSM1012569","data/interim/cel/GSE41258/GSM1012569_C0154AR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012570_C0155AR3.CEL.gz","GSM1012570","data/interim/cel/GSE41258/GSM1012570_C0155AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012571_C0156AR1.CEL.gz","GSM1012571","data/interim/cel/GSE41258/GSM1012571_C0156AR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012572_C0157AR1.CEL.gz","GSM1012572","data/interim/cel/GSE41258/GSM1012572_C0157AR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012573_C0157H.CEL.gz","GSM1012573","data/interim/cel/GSE41258/GSM1012573_C0157H.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012574_C0158AR1.CEL.gz","GSM1012574","data/interim/cel/GSE41258/GSM1012574_C0158AR1.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012575_C0158H.CEL.gz","GSM1012575","data/interim/cel/GSE41258/GSM1012575_C0158H.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012576_C0159AR3.CEL.gz","GSM1012576","data/interim/cel/GSE41258/GSM1012576_C0159AR3.CEL.gz",TRUE,TRUE
"GSE41258","GSE41258_RAW.tar","GSM1012577_C0168AR3.CEL.gz","GSM1012577","data/interim/cel/GSE41258/GSM1012577_C0168AR3.CEL.gz",TRUE,TRUE
