"probe_id","gene_symbol","entrez_id","symbol_count","entrez_count","mapping_status"
"11731621_at","ZNF91","7644",1,1,"mapped_unique"
"11731622_x_at","ZNF91","7644",1,1,"mapped_unique"
"11731623_s_at","AGXT","189",1,1,"mapped_unique"
"11731624_a_at","CCDC186","55088",1,1,"mapped_unique"
"11731625_at","CCDC186","55088",1,1,"mapped_unique"
"11731626_a_at","CCDC186","55088",1,1,"mapped_unique"
"11731627_at","CCDC186","55088",1,1,"mapped_unique"
"11731628_a_at","OSGIN2","734",1,1,"mapped_unique"
"11731629_a_at","MIOS","54468",1,1,"mapped_unique"
"11731630_a_at","SOX30","11063",1,1,"mapped_unique"
"11731631_a_at","SOX30","11063",1,1,"mapped_unique"
"11731632_s_at","MAP1LC3B","81631",2,2,"ambiguous"
"11731632_s_at","MAP1LC3B2","643246",2,2,"ambiguous"
"11731633_at","HPGDS","27306",1,1,"mapped_unique"
"11731634_at","HPGDS","27306",1,1,"mapped_unique"
"11731635_a_at","GAB1","2549",1,1,"mapped_unique"
"11731636_a_at","GAB1","2549",1,1,"mapped_unique"
"11731637_s_at","GAB1","2549",1,1,"mapped_unique"
"11731638_a_at","GAB1","2549",1,1,"mapped_unique"
"11731639_a_at","GAB1","2549",1,1,"mapped_unique"
"11731640_at","LOC102724200","102724200",2,2,"ambiguous"
"11731640_at","TRAPPC10","7109",2,2,"ambiguous"
"11731641_s_at","LOC102724200","102724200",2,2,"ambiguous"
"11731641_s_at","TRAPPC10","7109",2,2,"ambiguous"
"11731642_a_at","LOC102724200","102724200",2,2,"ambiguous"
"11731642_a_at","TRAPPC10","7109",2,2,"ambiguous"
"11731643_s_at","LOC102724200","102724200",2,2,"ambiguous"
"11731643_s_at","TRAPPC10","7109",2,2,"ambiguous"
"11731644_s_at","LOC102724200","102724200",2,2,"ambiguous"
"11731644_s_at","TRAPPC10","7109",2,2,"ambiguous"
"11731645_a_at","CAMKK2","10645",1,1,"mapped_unique"
"11731646_a_at","USHBP1","83878",1,1,"mapped_unique"
"11731647_a_at","SLC6A12","6539",1,1,"mapped_unique"
"11731648_a_at","NTM","50863",1,1,"mapped_unique"
"11731649_x_at","NTM","50863",1,1,"mapped_unique"
"11731650_a_at","NTM","50863",1,1,"mapped_unique"
"11731651_x_at","ARL2-SNX15","100528018",2,2,"ambiguous"
"11731651_x_at","SNX15","29907",2,2,"ambiguous"
"11731652_a_at","RAB5IF","55969",2,2,"ambiguous"
"11731652_a_at","TGIF2-RAB5IF","100527943",2,2,"ambiguous"
"11731653_a_at","IVL","3713",1,1,"mapped_unique"
"11731654_at","ARL15","54622",1,1,"mapped_unique"
"11731655_a_at","VAV3","10451",1,1,"mapped_unique"
"11731656_a_at","VAV3","10451",1,1,"mapped_unique"
"11731657_s_at","VAV3","10451",1,1,"mapped_unique"
"11731658_at","TRAM1L1","133022",1,1,"mapped_unique"
"11731659_a_at","ZNF132","7691",1,1,"mapped_unique"
"11731660_a_at","VWA3B","200403",1,1,"mapped_unique"
"11731661_s_at","DBP","1628",1,1,"mapped_unique"
"11731662_a_at","KIAA1217","56243",1,1,"mapped_unique"
"11731663_a_at","KIAA1217","56243",1,1,"mapped_unique"
"11731664_at","UTP20","27340",1,1,"mapped_unique"
"11731665_a_at","PDGFB","5155",1,1,"mapped_unique"
"11731666_at","PDGFB","5155",1,1,"mapped_unique"
"11731667_s_at","PDGFB","5155",1,1,"mapped_unique"
"11731668_x_at","SGCA","6442",1,1,"mapped_unique"
"11731669_at","GPR65","8477",1,1,"mapped_unique"
"11731670_a_at","PCDHB6","56130",1,1,"mapped_unique"
"11731671_at","FUNDC1","139341",1,1,"mapped_unique"
"11731672_a_at","PHLDB3","653583",1,1,"mapped_unique"
"11731673_at","LCORL","254251",1,1,"mapped_unique"
"11731674_a_at","AGMAT","79814",1,1,"mapped_unique"
"11731675_x_at","AGMAT","79814",1,1,"mapped_unique"
"11731676_s_at","CCR2","729230",1,1,"mapped_unique"
"11731677_at","AKR1C4","1109",1,1,"mapped_unique"
"11731678_s_at","FAM20C","56975",1,1,"mapped_unique"
"11731679_x_at","FAM20C","56975",1,1,"mapped_unique"
"11731680_a_at","NOX4","50507",1,1,"mapped_unique"
"11731681_a_at","KATNAL2","83473",1,1,"mapped_unique"
"11731682_at","CD70","970",1,1,"mapped_unique"
"11731683_a_at","RIF1","55183",1,1,"mapped_unique"
"11731684_at","RIF1","55183",1,1,"mapped_unique"
"11731685_s_at","RIF1","55183",1,1,"mapped_unique"
"11731686_x_at","RIF1","55183",1,1,"mapped_unique"
"11731687_at","SLC25A31","83447",1,1,"mapped_unique"
"11731688_at","SI","6476",1,1,"mapped_unique"
"11731689_x_at","TUBA3C","7278",2,2,"ambiguous"
"11731689_x_at","TUBA3D","113457",2,2,"ambiguous"
"11731690_a_at","PIK3C2G","5288",1,1,"mapped_unique"
"11731691_at","IFT70B","150737",1,1,"mapped_unique"
"11731692_a_at","BPIFB2","80341",1,1,"mapped_unique"
"11731693_at","H2AC8","3012",1,1,"mapped_unique"
"11731694_s_at","H2AC8","3012",1,1,"mapped_unique"
"11731695_at","CXXC4","80319",1,1,"mapped_unique"
"11731696_a_at","MDH1B","130752",1,1,"mapped_unique"
"11731697_s_at","ALG10","84920",2,2,"ambiguous"
"11731697_s_at","ALG10B","144245",2,2,"ambiguous"
"11731698_s_at","ALG10","84920",2,2,"ambiguous"
"11731698_s_at","ALG10B","144245",2,2,"ambiguous"
"11731699_s_at","KICS2","144577",1,1,"mapped_unique"
"11731700_a_at","KICS2","144577",1,1,"mapped_unique"
"11731701_a_at","NTSR2","23620",1,1,"mapped_unique"
"11731702_a_at","CLEC2D","29121",1,1,"mapped_unique"
"11731703_x_at","ZNF551","90233",1,1,"mapped_unique"
"11731704_a_at","ADAMTS8","11095",1,1,"mapped_unique"
"11731705_at","CCL22","6367",1,1,"mapped_unique"
"11731706_at","CCL22","6367",1,1,"mapped_unique"
"11731707_at","VRTN","55237",1,1,"mapped_unique"
"11731708_a_at","EGFLAM","133584",1,1,"mapped_unique"
"11731709_a_at","RXYLT1","10329",1,1,"mapped_unique"
"11731710_x_at","ZNF160","90338",1,1,"mapped_unique"
"11731711_a_at","CACNB2","783",1,1,"mapped_unique"
"11731712_a_at","CACNB2","783",1,1,"mapped_unique"
"11731713_s_at","CACNB2","783",1,1,"mapped_unique"
"11731714_x_at","CACNB2","783",1,1,"mapped_unique"
"11731715_at","ACKR2","1238",1,1,"mapped_unique"
"11731716_at","ACKR2","1238",1,1,"mapped_unique"
"11731717_at","PCDHB4","56131",1,1,"mapped_unique"
"11731718_at","PCDHB4","56131",1,1,"mapped_unique"
"11731719_a_at","CD34","947",1,1,"mapped_unique"
"11731720_at","LURAP1","541468",1,1,"mapped_unique"
"11731721_at","LURAP1","541468",1,1,"mapped_unique"
"11731722_a_at","ALDH3B1","221",1,1,"mapped_unique"
"11731723_a_at","ALDH3B1","221",1,1,"mapped_unique"
"11731724_a_at","B4GALT7","11285",1,1,"mapped_unique"
"11731725_x_at","B4GALT7","11285",1,1,"mapped_unique"
"11731726_a_at","CASP5","838",1,1,"mapped_unique"
"11731727_x_at","CASP5","838",1,1,"mapped_unique"
"11731728_at","P2RY13","53829",1,1,"mapped_unique"
"11731729_at","P2RY13","53829",1,1,"mapped_unique"
"11731730_a_at","VPS13A","23230",1,1,"mapped_unique"
"11731731_a_at","CD1B","910",1,1,"mapped_unique"
"11731732_x_at","CD1B","910",1,1,"mapped_unique"
"11731733_a_at","SLC17A1","6568",1,1,"mapped_unique"
"11731734_a_at","LYPD6","130574",1,1,"mapped_unique"
"11731735_s_at","VCX","26609",2,2,"ambiguous"
"11731735_s_at","VCX2","51480",2,2,"ambiguous"
"11731736_at","PGAP1","80055",1,1,"mapped_unique"
"11731737_a_at","PGAP1","80055",1,1,"mapped_unique"
"11731738_a_at","PGAP1","80055",1,1,"mapped_unique"
"11731739_a_at","PROX1","5629",1,1,"mapped_unique"
"11731740_a_at","SLC25A25","114789",1,1,"mapped_unique"
"11731741_at","ZNF224","7767",1,1,"mapped_unique"
"11731742_a_at","TRDMT1","1787",1,1,"mapped_unique"
"11731743_a_at","TRDMT1","1787",1,1,"mapped_unique"
"11731744_a_at","TRDMT1","1787",1,1,"mapped_unique"
"11731745_a_at","ARHGEF16","27237",1,1,"mapped_unique"
"11731746_at","IPMK","253430",1,1,"mapped_unique"
"11731747_at","HEPACAM","220296",2,2,"ambiguous"
"11731747_at","HEPN1","641654",2,2,"ambiguous"
"11731748_a_at","HEPACAM","220296",2,2,"ambiguous"
"11731748_a_at","HEPN1","641654",2,2,"ambiguous"
"11731749_at","SNX32","254122",1,1,"mapped_unique"
"11731750_s_at","DUSP9","1852",1,1,"mapped_unique"
"11731751_at","RNF213","57674",1,1,"mapped_unique"
"11731752_at","RNF213","57674",1,1,"mapped_unique"
"11731753_a_at","ZNF577","84765",1,1,"mapped_unique"
"11731754_at","CDX2","1045",1,1,"mapped_unique"
"11731755_a_at","SYTL2","54843",1,1,"mapped_unique"
"11731756_at","KLHDC7B","113730",1,1,"mapped_unique"
"11731757_at","KLHDC7B","113730",1,1,"mapped_unique"
"11731758_at","RAD52","5893",1,1,"mapped_unique"
"11731759_s_at","RAD52","5893",1,1,"mapped_unique"
"11731760_a_at","RAD52","5893",1,1,"mapped_unique"
"11731761_x_at","RAD52","5893",1,1,"mapped_unique"
"11731762_s_at","RPS6KA2","6196",1,1,"mapped_unique"
"11731763_s_at","RPS6KA2","6196",1,1,"mapped_unique"
"11731764_a_at","CD3G","917",1,1,"mapped_unique"
"11731765_a_at","LGALS12","85329",1,1,"mapped_unique"
"11731766_at","SETD3","84193",1,1,"mapped_unique"
"11731767_at","ARSB","411",1,1,"mapped_unique"
"11731768_x_at","ARSB","411",1,1,"mapped_unique"
"11731769_x_at","CES2","8824",1,1,"mapped_unique"
"11731770_a_at","DSE","29940",1,1,"mapped_unique"
"11731771_at","PCDHB15","56121",1,1,"mapped_unique"
"11731772_at","MYORG","57462",1,1,"mapped_unique"
"11731773_at","MYORG","57462",1,1,"mapped_unique"
"11731774_a_at","GABPB2","126626",1,1,"mapped_unique"
"11731775_a_at","ADGRE1","2015",1,1,"mapped_unique"
"11731776_at","CCL11","6356",1,1,"mapped_unique"
"11731777_a_at","POMGNT2","84892",1,1,"mapped_unique"
"11731778_a_at","MTARC1","64757",1,1,"mapped_unique"
"11731779_a_at","CFAP300","85016",1,1,"mapped_unique"
"11731780_at","GSTA3","2940",1,1,"mapped_unique"
"11731781_x_at","GSTA3","2940",1,1,"mapped_unique"
"11731782_s_at","CT45A1","541466",9,9,"ambiguous"
"11731782_s_at","CT45A10","102723631",9,9,"ambiguous"
"11731782_s_at","CT45A2","728911",9,9,"ambiguous"
"11731782_s_at","CT45A3","441519",9,9,"ambiguous"
"11731782_s_at","CT45A5","441521",9,9,"ambiguous"
"11731782_s_at","CT45A6","541465",9,9,"ambiguous"
"11731782_s_at","CT45A7","101060211",9,9,"ambiguous"
"11731782_s_at","CT45A8","102723737",9,9,"ambiguous"
"11731782_s_at","CT45A9","102723680",9,9,"ambiguous"
"11731783_a_at","RASAL3","64926",1,1,"mapped_unique"
"11731784_a_at","SNX9","51429",1,1,"mapped_unique"
"11731785_at","IL9","3578",1,1,"mapped_unique"
"11731786_a_at","ERC1","23085",1,1,"mapped_unique"
"11731787_x_at","ERC1","23085",1,1,"mapped_unique"
"11731788_a_at","NCKAP5L","57701",1,1,"mapped_unique"
"11731789_a_at","FGF11","2256",1,1,"mapped_unique"
"11731790_a_at","FGF11","2256",1,1,"mapped_unique"
"11731791_a_at","SLC27A6","28965",1,1,"mapped_unique"
"11731792_x_at","SLC27A6","28965",1,1,"mapped_unique"
"11731793_a_at","DOK7","285489",1,1,"mapped_unique"
"11731794_x_at","CDAN1","146059",1,1,"mapped_unique"
"11731795_at","EPHX4","253152",1,1,"mapped_unique"
"11731796_at","FAM47B","170062",1,1,"mapped_unique"
"11731797_a_at","RGS13","6003",1,1,"mapped_unique"
"11731798_a_at","LGALS2","3957",1,1,"mapped_unique"
"11731799_at","UCN3","114131",1,1,"mapped_unique"
"11731800_at","C3orf70","285382",1,1,"mapped_unique"
"11731801_at","C3orf70","285382",1,1,"mapped_unique"
"11731802_at","C3orf70","285382",1,1,"mapped_unique"
"11731803_a_at","COLCA1","399948",1,1,"mapped_unique"
"11731804_s_at","DCUN1D3","123879",1,1,"mapped_unique"
"11731805_at","DCUN1D3","123879",1,1,"mapped_unique"
"11731806_a_at","CHRM3","1131",1,1,"mapped_unique"
"11731807_at","CATSPER1","117144",1,1,"mapped_unique"
"11731808_at","CACNA1S","779",1,1,"mapped_unique"
"11731809_at","FCRL4","83417",1,1,"mapped_unique"
"11731810_x_at","FCRL4","83417",1,1,"mapped_unique"
"11731811_a_at","FCRL4","83417",1,1,"mapped_unique"
"11731812_a_at","FCRL4","83417",1,1,"mapped_unique"
"11731813_a_at","GATA1","2623",1,1,"mapped_unique"
"11731814_at","GATA1","2623",1,1,"mapped_unique"
"11731815_at","ISL2","64843",1,1,"mapped_unique"
"11731816_at","FAM78B","149297",1,1,"mapped_unique"
"11731817_s_at","RAB17","64284",1,1,"mapped_unique"
"11731818_a_at","CD40","958",1,1,"mapped_unique"
"11731819_a_at","TBC1D8B","54885",1,1,"mapped_unique"
"11731820_at","ADAM11","4185",1,1,"mapped_unique"
"11731821_at","ADAM11","4185",1,1,"mapped_unique"
"11731822_at","CCN4","8840",1,1,"mapped_unique"
"11731823_a_at","CCN4","8840",1,1,"mapped_unique"
"11731824_at","GPR83","10888",1,1,"mapped_unique"
"11731825_at","GPR83","10888",1,1,"mapped_unique"
"11731826_at","ZNF425","155054",1,1,"mapped_unique"
"11731827_at","ZNF425","155054",1,1,"mapped_unique"
"11731828_at","GPC2","221914",1,1,"mapped_unique"
"11731829_x_at","GPC2","221914",1,1,"mapped_unique"
"11731830_a_at","HOGA1","112817",1,1,"mapped_unique"
"11731831_x_at","HOGA1","112817",1,1,"mapped_unique"
"11731832_x_at","DDO","8528",1,1,"mapped_unique"
"11731833_a_at","AK4","205",1,1,"mapped_unique"
"11731834_a_at","IL24","11009",1,1,"mapped_unique"
"11731835_a_at","RAPSN","5913",1,1,"mapped_unique"
"11731836_a_at","SLC35C2","51006",1,1,"mapped_unique"
"11731837_x_at","SLC35C2","51006",1,1,"mapped_unique"
"11731838_at","SPTLC1","10558",1,1,"mapped_unique"
"11731839_a_at","B4GALT6","9331",1,1,"mapped_unique"
"11731840_a_at","B4GALT6","9331",1,1,"mapped_unique"
"11731841_a_at","B4GALT6","9331",1,1,"mapped_unique"
"11731842_a_at","B4GALT6","9331",1,1,"mapped_unique"
"11731843_a_at","RUFY3","22902",1,1,"mapped_unique"
"11731844_a_at","DNASE1","1773",1,1,"mapped_unique"
"11731845_a_at","IGSF3","3321",1,1,"mapped_unique"
"11731846_a_at","SYTL3","94120",1,1,"mapped_unique"
"11731847_a_at","RBM41","55285",1,1,"mapped_unique"
"11731848_s_at","KLRC1","3821",2,2,"ambiguous"
"11731848_s_at","KLRC2","3822",2,2,"ambiguous"
"11731849_a_at","COLQ","8292",1,1,"mapped_unique"
"11731850_a_at","COLQ","8292",1,1,"mapped_unique"
"11731851_x_at","SLC30A5","64924",1,1,"mapped_unique"
"11731852_at","LORICRIN","4014",1,1,"mapped_unique"
"11731853_x_at","PPA2","27068",1,1,"mapped_unique"
"11731854_at","C8G","733",1,1,"mapped_unique"
"11731855_at","CABCOCO1","219621",1,1,"mapped_unique"
"11731856_at","PAGE1","8712",1,1,"mapped_unique"
"11731857_x_at","MT1H","4496",1,1,"mapped_unique"
"11731858_a_at","ZNF529","57711",1,1,"mapped_unique"
"11731859_at","KRBOX5","124411",1,1,"mapped_unique"
"11731860_x_at","KRBOX5","124411",1,1,"mapped_unique"
"11731861_at","KRBOX5","124411",1,1,"mapped_unique"
"11731862_at","CDH19","28513",1,1,"mapped_unique"
"11731863_at","NKX2-2","4821",1,1,"mapped_unique"
"11731864_at","NKX2-2","4821",1,1,"mapped_unique"
"11731865_at","IGSF1","3547",1,1,"mapped_unique"
"11731866_a_at","FCRLB","127943",1,1,"mapped_unique"
"11731867_a_at","BICD2","23299",1,1,"mapped_unique"
"11731868_a_at","BICD2","23299",1,1,"mapped_unique"
"11731869_a_at","AZU1","566",1,1,"mapped_unique"
"11731870_a_at","NOXA1","10811",1,1,"mapped_unique"
"11731871_a_at","CD209","30835",1,1,"mapped_unique"
"11731872_x_at","CD209","30835",1,1,"mapped_unique"
"11731873_a_at","CD209","30835",1,1,"mapped_unique"
"11731874_x_at","MIA2","4253",1,1,"mapped_unique"
"11731875_at","LOC100506472","100506472",2,2,"ambiguous"
"11731875_at","TAB1","10454",2,2,"ambiguous"
"11731876_at","C5orf58","133874",1,1,"mapped_unique"
"11731877_s_at","TAS2R5","54429",1,1,"mapped_unique"
"11731878_a_at","REC114","283677",1,1,"mapped_unique"
"11731879_a_at","NLRP1","22861",1,1,"mapped_unique"
"11731880_at","NLRP1","22861",1,1,"mapped_unique"
"11731881_a_at","PPP2R1B","5519",1,1,"mapped_unique"
"11731882_a_at","ZNF540","163255",1,1,"mapped_unique"
"11731883_a_at","CCDC150","284992",1,1,"mapped_unique"
"11731884_x_at","PTCRA","171558",1,1,"mapped_unique"
"11731885_a_at","COX4I2","84701",1,1,"mapped_unique"
"11731886_at","SCGB1D2","10647",1,1,"mapped_unique"
"11731887_at","KIF14","9928",1,1,"mapped_unique"
"11731888_a_at","KIF14","9928",1,1,"mapped_unique"
"11731889_s_at","EDA2R","60401",1,1,"mapped_unique"
"11731890_a_at","ADAMTS16","170690",1,1,"mapped_unique"
"11731891_s_at","ZNF658","26149",2,2,"ambiguous"
"11731891_s_at","ZNF658B","401509",2,2,"ambiguous"
"11731892_a_at","MACROD2","140733",1,1,"mapped_unique"
"11731893_s_at","CHADL","150356",1,1,"mapped_unique"
"11731894_a_at","KCNN3","3782",1,1,"mapped_unique"
"11731895_x_at","EPS8L1","54869",1,1,"mapped_unique"
"11731896_a_at","TNFSF4","7292",1,1,"mapped_unique"
"11731897_a_at","PTHLH","5744",1,1,"mapped_unique"
"11731898_at","ACTL10","170487",1,1,"mapped_unique"
"11731899_s_at","PPAT","5471",1,1,"mapped_unique"
"11731900_s_at","PPAT","5471",1,1,"mapped_unique"
"11731901_a_at","SESN3","143686",1,1,"mapped_unique"
"11731902_a_at","AXDND1","126859",1,1,"mapped_unique"
"11731903_at","CD207","50489",1,1,"mapped_unique"
"11731904_a_at","CRISP1","167",1,1,"mapped_unique"
"11731905_a_at","CRISP1","167",1,1,"mapped_unique"
"11731906_at","PRRG3","79057",1,1,"mapped_unique"
"11731907_s_at","FBXO11","80204",1,1,"mapped_unique"
"11731908_at","TEKTIP1","100128569",1,1,"mapped_unique"
"11731909_a_at","KLK8","11202",2,2,"ambiguous"
"11731909_a_at","KLK9","284366",2,2,"ambiguous"
"11731910_at","RIMBP2","23504",1,1,"mapped_unique"
"11731911_a_at","GPR12","2835",1,1,"mapped_unique"
"11731912_s_at","GPR12","2835",1,1,"mapped_unique"
"11731913_at","GPR12","2835",1,1,"mapped_unique"
"11731914_at","AMIGO1","57463",1,1,"mapped_unique"
"11731915_a_at","ZNF607","84775",1,1,"mapped_unique"
"11731916_at","KCNA3","3738",1,1,"mapped_unique"
"11731917_at","KCNA3","3738",1,1,"mapped_unique"
"11731918_a_at","TMPO","7112",1,1,"mapped_unique"
"11731919_a_at","TMPO","7112",1,1,"mapped_unique"
"11731920_at","CPLANE2","79363",1,1,"mapped_unique"
"11731921_at","MARVELD3","91862",1,1,"mapped_unique"
"11731922_x_at","MARVELD3","91862",1,1,"mapped_unique"
"11731923_a_at","POFUT2","23275",1,1,"mapped_unique"
"11731924_a_at","KCNRG","283518",1,1,"mapped_unique"
"11731925_at","CRCT1","54544",1,1,"mapped_unique"
"11731926_a_at","TRPM3","80036",1,1,"mapped_unique"
"11731927_at","CST8","10047",1,1,"mapped_unique"
"11731928_a_at","IZUMO2","126123",1,1,"mapped_unique"
"11731929_at","DEFB127","140850",1,1,"mapped_unique"
"11731930_a_at","OPALIN","93377",1,1,"mapped_unique"
"11731931_at","KIAA1755","85449",1,1,"mapped_unique"
"11731932_a_at","KANK1","23189",1,1,"mapped_unique"
"11731933_a_at","GABRA2","2555",1,1,"mapped_unique"
"11731934_at","KCNN1","3780",1,1,"mapped_unique"
"11731935_a_at","KCNN1","3780",1,1,"mapped_unique"
"11731936_at","KCNN1","3780",1,1,"mapped_unique"
"11731937_s_at","HFM1","164045",1,1,"mapped_unique"
"11731938_a_at","FTCD","10841",1,1,"mapped_unique"
"11731939_a_at","UCP3","7352",1,1,"mapped_unique"
"11731940_a_at","UCP3","7352",1,1,"mapped_unique"
"11731941_at","PRSS33","260429",1,1,"mapped_unique"
"11731942_a_at","PRDM1","639",1,1,"mapped_unique"
"11731943_x_at","AGAP4","119016",3,3,"ambiguous"
"11731943_x_at","AGAP6","414189",3,3,"ambiguous"
"11731943_x_at","AGAP7P","653268",3,3,"ambiguous"
"11731944_at","IGSF5","150084",1,1,"mapped_unique"
"11731945_a_at","WDR38","401551",1,1,"mapped_unique"
"11731946_at","PAQR9","344838",1,1,"mapped_unique"
"11731947_at","PAQR9","344838",1,1,"mapped_unique"
"11731948_a_at","AADACL2","344752",1,1,"mapped_unique"
"11731949_a_at","SAMD3","154075",1,1,"mapped_unique"
"11731950_x_at","SAMD3","154075",1,1,"mapped_unique"
"11731951_at","B3GNT4","79369",1,1,"mapped_unique"
"11731952_s_at","CIMAP1D","284451",1,1,"mapped_unique"
"11731953_a_at","SLC4A8","9498",1,1,"mapped_unique"
"11731954_a_at","CEACAM19","56971",1,1,"mapped_unique"
"11731955_a_at","CEACAM19","56971",1,1,"mapped_unique"
"11731956_at","CFAP100","348807",1,1,"mapped_unique"
"11731957_at","GUCA2A","2980",1,1,"mapped_unique"
"11731958_s_at","FOLH1","2346",2,2,"ambiguous"
"11731958_s_at","FOLH1B","219595",2,2,"ambiguous"
"11731959_x_at","FOLH1","2346",2,2,"ambiguous"
"11731959_x_at","FOLH1B","219595",2,2,"ambiguous"
"11731960_a_at","","",0,0,"missing"
"11731961_s_at","TRIM36","55521",1,1,"mapped_unique"
"11731962_a_at","ZNF709","163051",1,1,"mapped_unique"
"11731963_a_at","ZNF709","163051",1,1,"mapped_unique"
"11731964_at","PODNL1","79883",1,1,"mapped_unique"
"11731965_a_at","PODNL1","79883",1,1,"mapped_unique"
"11731966_x_at","PODNL1","79883",1,1,"mapped_unique"
"11731967_a_at","CACNA1I","8911",1,1,"mapped_unique"
"11731968_a_at","CACNA1I","8911",1,1,"mapped_unique"
"11731969_at","SPCS2","9789",1,1,"mapped_unique"
"11731970_at","HORMAD2","150280",1,1,"mapped_unique"
"11731971_at","XKR4","114786",1,1,"mapped_unique"
"11731972_a_at","PTPN22","26191",1,1,"mapped_unique"
"11731973_at","SCNN1G","6340",1,1,"mapped_unique"
"11731974_at","SCNN1G","6340",1,1,"mapped_unique"
"11731975_a_at","IGSF9","57549",1,1,"mapped_unique"
"11731976_at","DNAJB3","414061",2,2,"ambiguous"
"11731976_at","LOC100286922","100286922",2,2,"ambiguous"
"11731977_s_at","DNAJB3","414061",2,2,"ambiguous"
"11731977_s_at","LOC100286922","100286922",2,2,"ambiguous"
"11731978_s_at","PCSK7","9159",1,1,"mapped_unique"
"11731979_at","FNDC7","163479",1,1,"mapped_unique"
"11731980_at","FNDC7","163479",1,1,"mapped_unique"
"11731981_a_at","ADTRP","84830",1,1,"mapped_unique"
"11731982_a_at","LYPD4","147719",1,1,"mapped_unique"
"11731983_a_at","PTHLH","5744",1,1,"mapped_unique"
"11731984_at","CERKL","375298",1,1,"mapped_unique"
"11731985_a_at","HGFAC","3083",1,1,"mapped_unique"
"11731986_a_at","XG","7499",2,2,"ambiguous"
"11731986_a_at","XGY2","100132596",2,2,"ambiguous"
"11731987_a_at","DNAJC9","23234",1,1,"mapped_unique"
"11731988_a_at","TAFA3","284467",1,1,"mapped_unique"
"11731989_at","HESX1","8820",1,1,"mapped_unique"
"11731990_a_at","CYP3A43","64816",1,1,"mapped_unique"
"11731991_at","TROAP","10024",1,1,"mapped_unique"
"11731992_x_at","TROAP","10024",1,1,"mapped_unique"
"11731993_at","CLECL1P","160365",1,1,"mapped_unique"
"11731994_s_at","SPANXA1","30014",4,4,"ambiguous"
"11731994_s_at","SPANXA2","728712",4,4,"ambiguous"
"11731994_s_at","SPANXC","64663",4,4,"ambiguous"
"11731994_s_at","SPANXD","64648",4,4,"ambiguous"
"11731995_x_at","SPANXA1","30014",3,3,"ambiguous"
"11731995_x_at","SPANXA2","728712",3,3,"ambiguous"
"11731995_x_at","SPANXC","64663",3,3,"ambiguous"
"11731996_at","TRIM58","25893",1,1,"mapped_unique"
"11731997_at","TRIM58","25893",1,1,"mapped_unique"
"11731998_s_at","CCDC88C","440193",1,1,"mapped_unique"
"11731999_a_at","PDE11A","50940",1,1,"mapped_unique"
"11732000_a_at","PDE11A","50940",1,1,"mapped_unique"
"11732001_a_at","PDE11A","50940",1,1,"mapped_unique"
"11732002_a_at","WDR86","349136",1,1,"mapped_unique"
"11732003_a_at","CRHR1","1394",1,1,"mapped_unique"
"11732004_a_at","MAPDA","161823",1,1,"mapped_unique"
"11732005_at","MAPDA","161823",1,1,"mapped_unique"
"11732006_s_at","MAPDA","161823",1,1,"mapped_unique"
"11732007_at","GLIS1","148979",1,1,"mapped_unique"
"11732008_a_at","FOXH1","8928",1,1,"mapped_unique"
"11732009_a_at","QRICH2","84074",1,1,"mapped_unique"
"11732010_at","TNFAIP8L3","388121",1,1,"mapped_unique"
"11732011_at","TNFAIP8L3","388121",1,1,"mapped_unique"
"11732012_x_at","TNFAIP8L3","388121",1,1,"mapped_unique"
"11732013_a_at","ZNF419","79744",1,1,"mapped_unique"
"11732014_a_at","ZNF821","55565",1,1,"mapped_unique"
"11732015_a_at","TTC23L","153657",1,1,"mapped_unique"
"11732016_x_at","TTC23L","153657",1,1,"mapped_unique"
"11732017_a_at","IL18RAP","8807",1,1,"mapped_unique"
"11732018_a_at","HMGCLL1","54511",1,1,"mapped_unique"
"11732019_a_at","IL15RA","3601",1,1,"mapped_unique"
"11732020_at","SPATA31D1","389763",3,3,"ambiguous"
"11732020_at","SPATA31D3","389762",3,3,"ambiguous"
"11732020_at","SPATA31D4","389761",3,3,"ambiguous"
"11732021_x_at","SMTN","6525",1,1,"mapped_unique"
"11732022_a_at","ODAD4","83538",1,1,"mapped_unique"
"11732023_at","KCNK15","60598",1,1,"mapped_unique"
"11732024_a_at","MAMDC4","158056",1,1,"mapped_unique"
"11732025_at","ANGPTL5","253935",1,1,"mapped_unique"
"11732026_a_at","CRIP3","401262",1,1,"mapped_unique"
"11732027_at","CRIP3","401262",1,1,"mapped_unique"
"11732028_at","AVP","551",1,1,"mapped_unique"
"11732029_a_at","SPEM1","374768",1,1,"mapped_unique"
"11732030_at","SPEM1","374768",1,1,"mapped_unique"
"11732031_at","OTOS","150677",1,1,"mapped_unique"
"11732032_a_at","HMGA2","8091",1,1,"mapped_unique"
"11732033_at","NAT8B","51471",1,1,"mapped_unique"
"11732034_at","GHRH","2691",1,1,"mapped_unique"
"11732035_at","CFAP46","54777",1,1,"mapped_unique"
"11732036_x_at","C1QTNF7","114905",1,1,"mapped_unique"
"11732037_a_at","PTPN12","5782",1,1,"mapped_unique"
"11732038_a_at","RDH16","8608",1,1,"mapped_unique"
"11732039_at","TPD52L3","89882",1,1,"mapped_unique"
"11732040_x_at","SSX4","6759",2,2,"ambiguous"
"11732040_x_at","SSX4B","548313",2,2,"ambiguous"
"11732041_a_at","MMD2","221938",1,1,"mapped_unique"
